rollout/ep_rew_mean,time/fps,time/total_timesteps,rollout/ep_len_mean,time/iterations,time/time_elapsed,train/value_loss,train/policy_gradient_loss,train/n_updates,train/std,train/clip_range,train/loss,train/explained_variance,train/entropy_loss,train/approx_kl,train/learning_rate,train/clip_fraction,eval/mean_reward,eval/mean_ep_length
2937.8586,382,32768,720.2631578947369,1,85,,,,,,,,,,,,,
2327.7744,364,65536,672.6976744186046,2,179,36313.094409179685,0.001336377839470515,2480,0.3945077061653137,0.2,12232.5908203125,0.06454426050186157,-1.9470660207793116,0.009946356,0.0001,0.0853973388671875,,
2230.849,359,98304,675.24,3,273,41051.05374145508,0.001189040660028695,2490,0.39451661705970764,0.2,15780.59375,0.08254337310791016,-1.946715866960585,0.0064932187,0.0001,0.0511993408203125,,
2792.3245,359,131072,725.07,4,364,36741.3229309082,0.0003168119586916873,2500,0.3944810628890991,0.2,12975.5849609375,0.1955033540725708,-1.9465674359351397,0.005835672,0.0001,0.0400848388671875,,
2998.1252,361,163840,733.5,5,453,38170.012210083005,0.00038399517616198863,2510,0.3944129943847656,0.2,12960.587890625,0.21796655654907227,-1.9459374519065022,0.009242419,0.0001,0.081573486328125,,
3528.0967,363,196608,781.65,6,540,34632.77364807129,0.0010067351762700128,2520,0.3942908048629761,0.2,14307.3095703125,0.19268858432769775,-1.9449793562293052,0.007759021,0.0001,0.0620819091796875,,
3957.094,367,229376,796.51,7,624,30717.52706298828,-0.00032000602841435465,2530,0.39410895109176636,0.2,9529.576171875,0.3382178544998169,-1.943505309894681,0.007260077,0.0001,0.059814453125,,
4535.142,365,262144,831.72,8,716,34514.83199005127,-0.0004487745824008016,2540,0.3939756453037262,0.2,9697.5322265625,0.2629011273384094,-1.9419081203639508,0.0060652643,0.0001,0.041552734375,,
4834.943,364,294912,851.78,9,809,30892.56180419922,-0.0007696581247728318,2550,0.39392659068107605,0.2,13141.6435546875,0.3655303120613098,-1.9409326838329435,0.005665065,0.0001,0.0402008056640625,,
5507.373,363,327680,902.19,10,901,32587.06528625488,-0.0003287454648670973,2560,0.39379042387008667,0.2,11743.4130859375,0.34200888872146606,-1.940032497048378,0.006042677,0.0001,0.043035888671875,,
5487.1357,363,360448,887.32,11,992,32722.010748291017,-4.5531518117059024e-05,2570,0.3937748670578003,0.2,9536.615234375,0.3856276869773865,-1.9391927031800151,0.005891724,0.0001,0.0407379150390625,,
5620.687,362,393216,877.36,12,1083,36017.60119934082,-0.00033845310390461235,2580,0.39370980858802795,0.2,13826.62890625,0.3935483694076538,-1.93874474093318,0.005932572,0.0001,0.041644287109375,,
5310.0317,363,425984,838.19,13,1170,37239.27864990234,0.00023776377092872282,2590,0.3936641812324524,0.2,12402.4775390625,0.40611153841018677,-1.9381609873846173,0.006079931,0.0001,0.04356689453125,,
6048.0986,364,458752,874.78,14,1259,35391.22255249023,0.00027741542980948,2600,0.3936118483543396,0.2,11995.3232421875,0.3834964632987976,-1.9376516131684185,0.0051693134,0.0001,0.027984619140625,,
5955.2275,364,491520,853.64,15,1350,36065.49361877442,-0.0009041948038429837,2610,0.3935357332229614,0.2,12435.810546875,0.40577125549316406,-1.9370105542242526,0.0045921514,0.0001,0.0326873779296875,,
6417.7715,364,524288,874.48,16,1439,35351.27699890137,-0.00019914854856324383,2620,0.39347487688064575,0.2,10771.2548828125,0.45365822315216064,-1.9363385830074549,0.0057132654,0.0001,0.0384368896484375,,
6472.0005,364,557056,869.54,17,1527,56847.61414794922,2.095648233080283e-06,2630,0.393452525138855,0.2,23869.751953125,0.4018062949180603,-1.9358668139204382,0.006320161,0.0001,0.04588623046875,,
6582.288,365,589824,868.4,18,1615,32854.18205871582,-0.001101577002191334,2640,0.3934010863304138,0.2,10382.0419921875,0.5463841557502747,-1.935583689622581,0.005149959,0.0001,0.0352996826171875,,
7129.91,364,622592,901.58,19,1707,30031.508168029784,-0.0006940710351045709,2650,0.39331960678100586,0.2,12425.3330078125,0.5347608625888824,-1.9348929265514017,0.0052447217,0.0001,0.031805419921875,,
7048.936,364,655360,885.99,20,1796,30309.067735290526,0.00021664498417521826,2660,0.39325958490371704,0.2,7786.34521484375,0.5663466155529022,-1.9341325834393501,0.0048018005,0.0001,0.030523681640625,,
7894.27,364,688128,937.5,21,1888,31611.41734313965,-0.0005697483116819058,2670,0.3932211399078369,0.2,9147.87109375,0.5724305212497711,-1.933675841242075,0.0043222676,0.0001,0.022625732421875,,
7681.06,364,720896,912.97,22,1977,28354.08516998291,-0.001083823172666598,2680,0.3930627703666687,0.2,9802.3662109375,0.6306021511554718,-1.9327013246715068,0.0051688915,0.0001,0.0337677001953125,,
7353.859,364,753664,881.16,23,2070,31205.436601257323,-0.00022170442935021129,2690,0.3929857611656189,0.2,9319.345703125,0.5815379023551941,-1.9314989250153303,0.0047079194,0.0001,0.0285888671875,,
7572.608,363,786432,878.47,24,2163,31414.893460083007,0.0001602450320206117,2700,0.3929116725921631,0.2,10480.349609375,0.5566028356552124,-1.9307542104274034,0.004437535,0.0001,0.0272705078125,,
7792.1606,362,819200,893.0,25,2257,29829.345941162108,-0.00028749236225849016,2710,0.39294567704200745,0.2,10076.943359375,0.5941556394100189,-1.930554394237697,0.00471614,0.0001,0.02978515625,,
7875.3296,363,851968,889.28,26,2345,30287.162031555177,0.0001952900111064082,2720,0.39281129837036133,0.2,11137.0615234375,0.5747310221195221,-1.9300964521244168,0.0052843615,0.0001,0.035760498046875,,
7562.438,363,884736,877.08,27,2436,30235.07656097412,-0.00046532262131222525,2730,0.39261722564697266,0.2,9917.55859375,0.5591482222080231,-1.9284124834463001,0.0049218433,0.0001,0.0303009033203125,,
7949.1426,363,917504,904.01,28,2526,32139.250524902345,-0.0005135902993060881,2740,0.3925935626029968,0.2,11465.37890625,0.5956245064735413,-1.9272810984402895,0.004926244,0.0001,0.0268829345703125,,
7859.632,363,950272,905.77,29,2616,31996.522235107423,0.00031791519541002344,2750,0.3925324082374573,0.2,10307.2216796875,0.6277647316455841,-1.9269070560112596,0.004643347,0.0001,0.0302215576171875,,
7757.9395,363,983040,901.14,30,2707,29909.6202041626,-7.207532617030666e-05,2760,0.3926008343696594,0.2,10961.498046875,0.5842296779155731,-1.926942738890648,0.0049090916,0.0001,0.032098388671875,,
7922.462,362,1015808,889.5,31,2799,31961.533081054688,0.0003964338728110306,2770,0.392463743686676,0.2,11188.6337890625,0.5925202965736389,-1.9266970487311483,0.005781094,0.0001,0.04874267578125,,
