time/iterations,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/n_updates,train/approx_kl,train/clip_fraction,train/std,train/value_loss,train/learning_rate,train/explained_variance,train/clip_range,train/loss,train/entropy_loss,train/policy_gradient_loss
1,32768,58,555,301.0,-206.84602,,,,,,,,,,,
2,65536,132,495,301.0,-138.91025,10,0.008307157,0.1164459228515625,0.9964293241500854,79.84341577589512,0.0001,0.000853419303894043,0.2,29.108388900756836,-5.663365376740694,-0.012256072146738007
3,98304,205,477,301.0,-8.039355,20,0.010970984,0.1507415771484375,0.9950305819511414,93.68833463191986,0.0001,0.36659127473831177,0.2,48.66443634033203,-5.658860128745436,-0.01818633921266155
4,131072,280,467,301.0,145.56078,30,0.010443024,0.1565185546875,0.9910401105880737,106.98062524795532,0.0001,0.5078957080841064,0.2,57.31434631347656,-5.647974789142609,-0.01898402397546306
5,163840,354,461,301.0,188.47586,40,0.009486446,0.133050537109375,0.9895159006118774,1185.691136622429,0.0001,0.13868093490600586,0.2,154.6348419189453,-5.6361677594482895,-0.009418560102221817
6,196608,432,454,301.0,89.22891,50,0.0068568136,0.07642822265625,0.9879507422447205,3188.9632857322695,0.0001,0.06741797924041748,0.2,133.88829040527344,-5.63030560798943,-0.00346358311626318
7,229376,593,386,301.0,40.08463,60,0.0060042064,0.057427978515625,0.9857645630836487,2106.0627457380297,0.0001,0.10802167654037476,0.2,99.93395233154297,-5.62308517806232,-0.0031346236021818187
8,262144,673,389,301.0,48.870636,70,0.0061307745,0.06201171875,0.9790216684341431,728.0241280317307,0.0001,0.3481355905532837,0.2,87.88789367675781,-5.604239828884602,-0.005700809024619957
9,294912,753,391,301.0,31.70161,80,0.0058933203,0.0472076416015625,0.9724856615066528,774.5798375844955,0.0001,0.5040456652641296,0.2,465.48797607421875,-5.577433339133859,-0.005222340902537326
