time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/entropy_loss,train/std,train/n_updates,train/explained_variance,train/clip_range,train/learning_rate,train/loss,train/value_loss,eval/mean_reward,eval/mean_ep_length
24,1,16384,517.9629629629629,663,1507.4026,,,,,,,,,,,,,
72,2,32768,519.8620689655172,454,1469.3312,0.0019304498011479155,0.012467536,0.1134521484375,-1.9475116088986397,0.3946099877357483,2480,0.06670618057250977,0.2,0.0003,9322.37109375,30005.001916503905,,
122,3,49152,561.9397590361446,400,1931.9473,0.0007193321522208862,0.007636897,0.05885009765625,-1.947511525452137,0.3945699632167816,2490,0.1294127106666565,0.2,0.0003,7907.759765625,28978.82431640625,,
169,4,65536,573.17,385,2093.7197,0.0010673840704839676,0.00841381,0.06890869140625,-1.9466612294316292,0.3944525718688965,2500,0.09016501903533936,0.2,0.0003,9542.6044921875,30548.822705078124,,
218,5,81920,582.62,375,2234.5815,0.00015117616567295045,0.006671008,0.050933837890625,-1.9455680593848228,0.3943791389465332,2510,0.1896476149559021,0.2,0.0003,8507.62890625,29623.748303222656,,
266,6,98304,604.77,368,2531.2046,-9.608590771676972e-05,0.00856282,0.06328125,-1.9447990775108337,0.3943032920360565,2520,0.3190513253211975,0.2,0.0003,7563.443359375,27046.380139160156,,
315,7,114688,601.88,363,2559.5044,-0.00035302391406730747,0.008097775,0.05235595703125,-1.9444347038865089,0.39433231949806213,2530,0.2912963628768921,0.2,0.0003,9962.9326171875,29222.331909179688,,
364,8,131072,617.41,360,2778.807,0.0007603368670970667,0.008120329,0.05513916015625,-1.9444025546312331,0.39428263902664185,2540,0.32450610399246216,0.2,0.0003,10721.57421875,33374.31784667969,,
412,9,147456,649.3,357,3184.3835,0.0004222303476126399,0.0076631266,0.0519287109375,-1.9437974363565445,0.39422833919525146,2550,0.38729387521743774,0.2,0.0003,10007.6591796875,33183.98879394531,,
461,10,163840,680.69,354,3671.711,0.00020274601702112703,0.008724917,0.06109619140625,-1.9433276876807213,0.3942023515701294,2560,0.43172913789749146,0.2,0.0003,10374.140625,32816.223852539064,,
510,11,180224,684.58,353,3726.554,-0.00017919880701811053,0.008020151,0.05904541015625,-1.9429016575217246,0.3941298723220825,2570,0.37095123529434204,0.2,0.0003,8672.7802734375,29953.636596679688,,
559,12,196608,686.14,351,3856.2322,-0.0003255817719036713,0.00743948,0.0544921875,-1.9424791648983954,0.3941231369972229,2580,0.4221600294113159,0.2,0.0003,7506.77978515625,25762.511975097656,,
608,13,212992,678.85,350,3791.4673,-0.0008874134204233996,0.006031161,0.038165283203125,-1.9420999959111214,0.3940414786338806,2590,0.4679277539253235,0.2,0.0003,10990.30078125,30957.271826171876,,
656,14,229376,672.57,349,3666.1812,-0.001290254182094941,0.0069773216,0.05128173828125,-1.9414115116000175,0.39399954676628113,2600,0.5087566673755646,0.2,0.0003,9402.6298828125,29861.9625,,
704,15,245760,664.37,348,3738.5857,-0.0002863586647436023,0.0054074507,0.03677978515625,-1.9409483164548873,0.39393675327301025,2610,0.5177786350250244,0.2,0.0003,8378.00390625,29334.21628417969,,
752,16,262144,673.51,348,3995.2844,-0.0006380627717589959,0.006186617,0.03272705078125,-1.9402977496385574,0.393873393535614,2620,0.5218483805656433,0.2,0.0003,11447.2392578125,30848.77119140625,,
802,17,278528,683.13,347,4191.3345,-0.0008551408493076452,0.0055286605,0.040582275390625,-1.9394969299435616,0.39377671480178833,2630,0.4965769648551941,0.2,0.0003,10458.2685546875,33556.02763671875,,
851,18,294912,687.63,346,4410.084,-0.0006879353750264272,0.0065221214,0.055029296875,-1.9387778267264366,0.3937457203865051,2640,0.5243169367313385,0.2,0.0003,8391.3486328125,28984.683190917967,,
902,19,311296,699.89,344,4659.3755,-0.0006596618361072615,0.0054349424,0.0333984375,-1.9384445175528526,0.3937021791934967,2650,0.4833657145500183,0.2,0.0003,8575.6279296875,29753.382177734376,,
953,20,327680,707.66,343,4749.2324,-0.0003458413077169098,0.005012462,0.029156494140625,-1.9379551261663437,0.39364293217658997,2660,0.48918747901916504,0.2,0.0003,8997.171875,32439.59619140625,,
1003,21,344064,730.34,343,5214.9556,-0.00014729746762895957,0.0063406215,0.037042236328125,-1.9375280886888504,0.3936312198638916,2670,0.4894341826438904,0.2,0.0003,9342.9599609375,30999.38625488281,,
1053,22,360448,738.08,342,5476.491,-0.0007192977063823491,0.0051066736,0.024847412109375,-1.9373417377471924,0.39360618591308594,2680,0.5800260603427887,0.2,0.0003,7693.75390625,28394.379956054687,,
1103,23,376832,744.71,341,5740.143,0.0009516711739706807,0.0071497373,0.04195556640625,-1.9370402723550797,0.39358213543891907,2690,0.582731157541275,0.2,0.0003,7191.29736328125,28632.54666748047,,
1152,24,393216,781.98,341,6326.3193,-0.00034979057527380065,0.005619692,0.034564208984375,-1.936666040122509,0.3935176730155945,2700,0.45883673429489136,0.2,0.0003,12008.4248046875,35666.17836914062,,
1202,25,409600,774.14,340,6349.081,-0.00039348598947981374,0.00508976,0.02138671875,-1.935840517282486,0.39341840147972107,2710,0.5856510400772095,0.2,0.0003,7660.32666015625,27353.124890136718,,
1251,26,425984,757.34,340,5983.7617,0.0006831141399743501,0.004863575,0.03277587890625,-1.934749872982502,0.3933147192001343,2720,0.5310806035995483,0.2,0.0003,9051.20703125,33807.67221679688,,
1303,27,442368,772.64,339,6215.3613,-0.00019277791434433312,0.005245245,0.02960205078125,-1.93388112783432,0.3932596445083618,2730,0.5522577166557312,0.2,0.0003,8517.1796875,30944.734729003907,,
1352,28,458752,785.91,339,6396.143,0.0008932091135648079,0.004571061,0.02725830078125,-1.9336501941084863,0.39328664541244507,2740,0.5551623702049255,0.2,0.0003,9806.4248046875,33335.247241210935,,
1404,29,475136,804.51,338,6590.706,-0.00021156149450689553,0.005461691,0.029364013671875,-1.9338795989751816,0.39328619837760925,2750,0.5332929491996765,0.2,0.0003,7771.77294921875,29593.508715820313,,
1456,30,491520,818.89,337,6736.413,-0.0006056194950360804,0.0054062116,0.028607177734375,-1.933526299893856,0.39319780468940735,2760,0.6202047169208527,0.2,0.0003,8213.6474609375,25343.40499267578,,
1508,31,507904,859.97,336,7315.917,-0.0006634416335145943,0.005348513,0.038641357421875,-1.9327241137623787,0.3931482434272766,2770,0.5565000176429749,0.2,0.0003,8473.4501953125,29676.51827392578,,
1560,32,524288,898.1,336,7838.2485,0.00019557714549591764,0.0057021943,0.036248779296875,-1.9325582176446914,0.3931678831577301,2780,0.5612161159515381,0.2,0.0003,8062.62060546875,27295.066442871095,,
1612,33,540672,914.25,335,7949.723,-0.001041391221951926,0.005733818,0.036407470703125,-1.9328188270330429,0.39317622780799866,2790,0.644233912229538,0.2,0.0003,5518.251953125,23491.866625976563,,
1664,34,557056,934.64,334,5942.345,-0.0005882889308850281,0.00605039,0.033233642578125,-1.9325630635023117,0.39310216903686523,2800,0.6238551735877991,0.2,0.0003,7755.2685546875,27006.697131347657,,
1716,35,573440,949.71,334,6255.545,0.006581633469613735,0.016128648,0.070697021484375,-1.9319890975952148,0.39308351278305054,2810,0.19478416442871094,0.2,0.0003,353471.46875,1201478.1484375,,
1768,36,589824,957.19,333,5121.6953,-0.00041235174576286225,0.005946718,0.03778076171875,-1.9317368045449257,0.39304012060165405,2820,0.6539620459079742,0.2,0.0003,7837.48583984375,30402.158813476562,,
1821,37,606208,947.1,332,5023.6094,0.001438301501184469,0.005281909,0.03409423828125,-1.9314736336469651,0.39305368065834045,2830,0.6123000085353851,0.2,0.0003,366508.9375,845036.348046875,,
1873,38,622592,926.87,332,4773.7217,0.0014397949802514632,0.0054287803,0.0334228515625,-1.9318125620484352,0.39310121536254883,2840,0.7586633116006851,0.2,0.0003,9129.1513671875,38173.94916992188,,
1924,39,638976,919.19,332,4661.3843,-0.0011183882554178127,0.006324214,0.036102294921875,-1.932178983092308,0.3931010961532593,2850,0.6976645886898041,0.2,0.0003,8610.8740234375,30607.948352050782,,
1976,40,655360,988.45,331,7932.1265,-0.0003657995897810906,0.005395513,0.028643798828125,-1.9317889213562012,0.39302897453308105,2860,0.46441805362701416,0.2,0.0003,7919.00390625,30711.453503417968,,
2028,41,671744,951.54,331,7511.185,-0.000935031904373318,0.0053754207,0.028070068359375,-1.9311010420322419,0.3929837644100189,2870,0.6513524651527405,0.2,0.0003,7377.08251953125,30072.287451171876,,
2079,42,688128,958.76,330,8642.042,0.0003809116256888956,0.0046866746,0.033001708984375,-1.9308327734470367,0.3929816782474518,2880,0.5727852582931519,0.2,0.0003,9204.4677734375,33279.59609375,,
2129,43,704512,927.01,330,8253.398,-0.00011875342097482644,0.006100486,0.035888671875,-1.9308123633265495,0.39297616481781006,2890,0.5060043632984161,0.2,0.0003,17601.20703125,72274.69633789062,,
2182,44,720896,940.14,330,8388.968,0.00039052255160640923,0.0054561896,0.03333740234375,-1.9306651443243026,0.39295291900634766,2900,0.6272430717945099,0.2,0.0003,8606.044921875,32522.312768554686,,
2235,45,737280,910.59,329,8191.7314,0.003794490978907561,0.006348714,0.039251708984375,-1.9303203865885734,0.39291220903396606,2910,0.7086493372917175,0.2,0.0003,10917.4736328125,35653.9876953125,,
2286,46,753664,875.63,329,7716.87,-0.00017311966948909684,0.0049960036,0.03560791015625,-1.9299311965703965,0.39287060499191284,2920,0.7523154467344284,0.2,0.0003,7350.5048828125,29761.80556640625,,
2339,47,770048,887.99,329,7328.025,0.00018280087679158896,0.005518998,0.031982421875,-1.929650993645191,0.39285701513290405,2930,0.6787925362586975,0.2,0.0003,7708.3935546875,27797.50831298828,,
2391,48,786432,892.21,328,7374.2183,0.0006837645181803964,0.0046708593,0.02445068359375,-1.9294765457510947,0.39282649755477905,2940,0.7076107561588287,0.2,0.0003,143815.578125,288632.6595703125,,
,,800000,,,,-6.621015490964055e-05,0.005610452,0.040289306640625,-1.9290682718157768,0.39278069138526917,2950,0.6979811191558838,0.2,0.0003,9000.1474609375,30363.9791015625,3495.35693359375,639.88
2561,49,802816,871.3,313,7002.1157,,,,,,,,,,,,,
2613,50,819200,840.78,313,6712.5894,0.006003424501977861,0.0071732425,0.03433837890625,-1.9288126602768898,0.3927907645702362,2960,0.5665593147277832,0.2,0.0003,154269.875,288337.8455078125,,
