rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/entropy_loss,train/clip_fraction,train/clip_range,train/n_updates,train/explained_variance,train/approx_kl,train/learning_rate,train/policy_gradient_loss,train/std,train/loss,train/value_loss,eval/mean_ep_length,eval/mean_reward
658.1578947368421,670.90393,490,1,33,16384,,,,,,,,,,,,,
722.4761904761905,1467.3364,367,2,89,32768,-1.9474898777902125,0.12918701171875,0.2,2480,-0.057402849197387695,0.012911012,0.0003,0.004217925665579969,0.39460402727127075,8689.9140625,30016.573474121094,,
724.968253968254,1150.2946,337,3,145,49152,-1.947957544773817,0.101953125,0.2,2490,0.04784268140792847,0.011374886,0.0003,0.0014677181126899086,0.3946836292743683,11404.8642578125,37966.867993164065,,
691.1222222222223,866.8602,325,4,201,65536,-1.9483342073857783,0.071844482421875,0.2,2500,0.15223681926727295,0.008212091,0.0003,0.000183707766700536,0.3946642279624939,7269.8017578125,32059.474645996095,,
727.83,1272.4072,318,5,257,81920,-1.9479919210076333,0.059002685546875,0.2,2510,0.13226038217544556,0.0070410348,0.0003,0.00031192822498269377,0.394609272480011,9088.2890625,28647.949932861327,,
693.38,946.8388,315,6,311,98304,-1.9475413262844086,0.054461669921875,0.2,2520,0.2942503094673157,0.006788092,0.0003,0.000169743880542228,0.39458581805229187,8852.8603515625,28276.25441894531,,
681.57,950.66943,312,7,367,114688,-1.9472696408629417,0.05191650390625,0.2,2530,0.29748207330703735,0.0068519376,0.0003,-0.00020861176162725314,0.3945598602294922,8575.6552734375,28156.681726074217,,
682.96,1082.7968,310,8,422,131072,-1.9469386711716652,0.057904052734375,0.2,2540,0.32735276222229004,0.0067665796,0.0003,-0.0006710690824547783,0.394514262676239,7742.1484375,27419.851037597655,,
661.6,999.3633,308,9,478,147456,-1.9466731235384942,0.050439453125,0.2,2550,0.3567695617675781,0.0063109268,0.0003,-0.0002051992789347423,0.3945116400718689,10030.9599609375,34581.497241210935,,
677.73,1077.2308,306,10,534,163840,-1.94629423096776,0.050067138671875,0.2,2560,0.42001813650131226,0.0062131304,0.0003,-0.00035399223197600803,0.39443257451057434,7084.80615234375,26040.602301025392,,
