time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/fps,time/time_elapsed,train/loss,train/explained_variance,train/approx_kl,train/std,train/n_updates,train/policy_gradient_loss,train/entropy_loss,train/clip_fraction,train/value_loss,train/learning_rate,train/clip_range
1,301.0,-825.3786,32768,560,58,,,,,,,,,,,
2,301.0,-766.73334,65536,540,121,1175.1220703125,-0.06994128227233887,0.027855923,0.7220582962036133,630,0.012993620027555153,-4.371560668945312,0.2904541015625,8419.043706130982,0.001,0.2
3,301.0,-857.9902,98304,534,183,494.3409423828125,0.16533344984054565,0.018912187,0.7203869819641113,640,0.0062357439503102794,-4.363325968384743,0.2307708740234375,4992.7896909713745,0.001,0.2
4,301.0,-718.0589,131072,530,247,280.71875,0.1944480538368225,0.017853078,0.7192068099975586,650,0.00198996005274239,-4.357781457901001,0.206829833984375,3205.757331085205,0.001,0.2
5,300.29,-702.06134,163840,528,310,444.0828552246094,0.2994764447212219,0.020777501,0.7165842056274414,660,0.003038312052194669,-4.345020890235901,0.22650146484375,2719.465637588501,0.001,0.2
6,301.0,-725.79736,196608,526,373,328.0881042480469,0.33744633197784424,0.018995479,0.7148856520652771,670,0.0005607204853731673,-4.336659668385982,0.2190093994140625,2282.566872024536,0.001,0.2
7,301.0,-572.2134,229376,525,436,186.03492736816406,0.31474703550338745,0.019132953,0.7111108303070068,680,0.0007835380885808263,-4.315766482055187,0.22176513671875,1838.7731532096864,0.001,0.2
8,301.0,-753.53235,262144,525,498,210.8450469970703,0.33817023038864136,0.024993718,0.7075365781784058,690,0.0034047442735754886,-4.298820754885673,0.255072021484375,1948.6291399002075,0.001,0.2
9,301.0,-756.06604,294912,525,561,155.8909149169922,0.32367223501205444,0.020190496,0.7040349245071411,700,-0.00014900463756930548,-4.274120643734932,0.23155517578125,1480.4838103294373,0.001,0.2
10,301.0,-689.0773,327680,525,623,226.956298828125,0.483739972114563,0.022885012,0.6999275088310242,710,-0.0003417010622797534,-4.251313112676144,0.24862060546875,1354.630522441864,0.001,0.2
11,301.0,-606.1209,360448,525,685,408.0137634277344,0.3955158591270447,0.020102797,0.6940746903419495,720,-0.00015973323352227453,-4.2252231478691105,0.2270782470703125,1946.0983164787292,0.001,0.2
