time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/fps,time/time_elapsed,train/loss,train/explained_variance,train/approx_kl,train/std,train/n_updates,train/policy_gradient_loss,train/entropy_loss,train/clip_fraction,train/value_loss,train/learning_rate,train/clip_range
12,301.0,-525.82886,393216,525,747,249.3802490234375,0.5056146681308746,0.019883674,0.689224123954773,730,-0.0007852100108721061,-4.1908067733049394,0.2104339599609375,1813.5519979476928,0.001,0.2
13,299.96,-583.3677,425984,524,811,265.3384704589844,0.4528958797454834,0.019545365,0.6849412322044373,740,-0.00033018209505826236,-4.166383427381516,0.2268798828125,1893.7902621269227,0.001,0.2
14,301.0,-363.2356,458752,524,875,438.5508117675781,0.4451069235801697,0.018044163,0.6790580749511719,750,-0.0013908146600442705,-4.1373504340648655,0.194256591796875,2245.701810836792,0.001,0.2
15,301.0,-504.34198,491520,523,938,412.2622985839844,0.4850481152534485,0.015440427,0.6735069155693054,760,-0.002329170106531819,-4.104162253439426,0.18216552734375,2395.15690908432,0.001,0.2
16,301.0,-262.20364,524288,523,1002,343.6664123535156,0.5125727653503418,0.016987175,0.6704594492912292,770,-0.0010214078974968288,-4.079818342626095,0.1784515380859375,2186.988680076599,0.001,0.2
17,298.28,-341.56418,557056,522,1065,469.1266174316406,0.569351315498352,0.014281495,0.6666955351829529,780,-0.0016185398828383768,-4.061288715898991,0.166436767578125,3058.6371948242186,0.001,0.2
18,295.0,-290.69424,589824,522,1128,389.45880126953125,0.5479551255702972,0.014581235,0.6608739495277405,790,-0.0007801587595167803,-4.028736367821693,0.168035888671875,2999.4695697784423,0.001,0.2
19,301.0,-167.09158,622592,522,1191,571.9262084960938,0.553019106388092,0.012479816,0.6583372354507446,800,-0.0012349001473921817,-4.004523672908545,0.155096435546875,3080.873711013794,0.001,0.2
20,301.0,-65.155464,655360,522,1253,455.4779357910156,0.477703332901001,0.014889523,0.6553746461868286,810,0.0008833372849039733,-3.988324286788702,0.1687957763671875,3300.4162939071657,0.001,0.2
21,296.3,-115.62808,688128,522,1316,367.1330261230469,0.5361688435077667,0.011927605,0.6525692939758301,820,-0.00015185291595116724,-3.9740294069051743,0.1405059814453125,3606.607435417175,0.001,0.2
22,296.09,-56.78093,720896,522,1378,833.6524658203125,0.5159685909748077,0.012033438,0.6486846208572388,830,-0.0018044901131361256,-3.9538145884871483,0.1360321044921875,4122.88247756958,0.001,0.2
23,291.84,-194.1575,753664,522,1441,831.45361328125,0.545704185962677,0.013639636,0.6460801959037781,840,-0.0005974082476313924,-3.9315876021981238,0.1486602783203125,4549.7064548492435,0.001,0.2
24,296.82,132.0364,786432,522,1503,802.50439453125,0.5620693564414978,0.013532454,0.6431279182434082,850,-0.001179820029210532,-3.9162551909685135,0.143218994140625,4635.289960861206,0.001,0.2
25,297.53,70.52706,819200,523,1566,871.0255737304688,0.5186231732368469,0.012294365,0.6401459574699402,860,0.0010734316674643196,-3.8978609651327134,0.1420135498046875,4289.2064022064205,0.001,0.2
26,294.92,311.8416,851968,523,1628,895.8750610351562,0.5244358479976654,0.012935648,0.6386933922767639,870,-0.00041870042769005523,-3.8829953148961067,0.1405120849609375,4263.792288589478,0.001,0.2
27,290.55,93.39466,884736,523,1691,589.763427734375,0.5361434817314148,0.013030633,0.6361690759658813,880,0.000727346568419307,-3.872088173776865,0.1493438720703125,5010.285066032409,0.001,0.2
28,288.38,417.9114,917504,523,1753,590.8314208984375,0.5838786959648132,0.011965081,0.6355201005935669,890,-0.0015063553513755324,-3.861430847644806,0.134600830078125,4571.757963562011,0.001,0.2
29,292.17,132.59308,950272,523,1816,1197.6744384765625,0.5132636725902557,0.011406936,0.6328288912773132,900,0.001896361281251302,-3.851719629764557,0.1271759033203125,5826.856125640869,0.001,0.2
30,287.55,87.89695,983040,523,1878,875.5804443359375,0.49983346462249756,0.0117472075,0.6296286582946777,910,0.0001551618617668282,-3.8324021928012373,0.145611572265625,4811.380045700073,0.001,0.2
31,284.74,247.977,1015808,523,1940,1076.111083984375,0.5318011045455933,0.014187404,0.6280966997146606,920,0.0002916415276558837,-3.8174600049853327,0.1587921142578125,5326.632284164429,0.001,0.2
