rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/clip_fraction,train/clip_range,train/n_updates,train/value_loss,train/loss,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/std,train/learning_rate,train/entropy_loss
-211.75073,301.0,1,32768,57,574,,,,,,,,,,,
-145.19058,301.0,2,65536,119,548,0.09954833984375,0.2,10,113.93531858921051,50.14155197143555,0.00838222,0.00041294097900390625,-0.012090871424879879,0.9981002807617188,1e-05,-5.672106555849314
2.2433622,301.0,3,98304,181,540,0.1042938232421875,0.2,20,104.46635584831238,56.4514274597168,0.008786908,0.017324864864349365,-0.012459700401814188,0.997174084186554,1e-05,-5.666702339798212
156.11592,301.0,4,131072,244,535,0.1182403564453125,0.2,30,405.9293811559677,55.04636001586914,0.009260115,0.009038031101226807,-0.010968867202791444,0.9963335990905762,1e-05,-5.662926214933395
184.49504,301.0,5,163840,307,532,0.05833740234375,0.2,40,1765.8141903877258,619.99658203125,0.00877861,0.004181385040283203,-0.004352374046084151,0.9961775541305542,1e-05,-5.660777737945319
162.12659,301.0,6,196608,371,529,0.0362030029296875,0.2,50,2376.624010682106,1256.9637451171875,0.0064097247,0.0018619894981384277,-0.0025195303643158694,0.9961491823196411,1e-05,-5.660421682149172
71.02315,301.0,7,229376,434,527,0.0463775634765625,0.2,60,2439.0369817733763,401.65887451171875,0.0059449943,-3.337860107421875e-05,-0.002530418517835642,0.9957343339920044,1e-05,-5.659612166136503
64.008934,301.0,8,262144,498,525,0.0629180908203125,0.2,70,1124.7844153642654,2064.163818359375,0.0061117494,-0.0021303892135620117,-0.00437327110375918,0.9948078989982605,1e-05,-5.656722950935364
-63.465263,301.0,9,294912,562,524,0.0308013916015625,0.2,80,2896.955609178543,1294.8031005859375,0.004522711,0.00036025047302246094,-0.0020961645774150383,0.9942904710769653,1e-05,-5.6539422333240505
-99.59788,301.0,10,327680,625,524,0.01573486328125,0.2,90,742.3059524059296,157.11058044433594,0.0040964703,0.010774075984954834,-0.001991641720633197,0.9941238760948181,1e-05,-5.6525778219103815
-131.41544,301.0,11,360448,687,524,0.000115966796875,0.2,100,995.0200954914093,336.2243957519531,0.0016885026,0.19547057151794434,-0.0006286052594077773,0.9941005706787109,1e-05,-5.652109606564045
-141.1245,301.0,12,393216,750,524,0.0,0.2,110,1045.416578578949,288.24127197265625,0.0005006143,0.4169766902923584,-0.0002591536619547696,0.9941251873970032,1e-05,-5.652117847651243
-141.59718,301.0,13,425984,812,524,0.001397705078125,0.2,120,450.9013689041138,211.19021606445312,0.0028384975,0.6984576880931854,-0.0008660861166390532,0.9941704869270325,1e-05,-5.652259152382612
-140.93742,301.0,14,458752,877,522,0.004583740234375,0.2,130,477.43746223449705,208.67091369628906,0.003499384,0.7485988438129425,-0.0011168777278726338,0.9942129850387573,1e-05,-5.6524777881801125
