rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/n_updates,train/entropy_loss,train/explained_variance,train/loss,train/value_loss,train/clip_fraction,train/learning_rate,train/std,train/approx_kl,train/clip_range,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
5678.0,1945.29,458752,14,267,1712,2600,-1.9393543973565102,0.7876829206943512,6941.455078125,15249.503525161743,0.0373626708984375,0.0001,0.39376455545425415,0.0049847104,0.2,5.880323942619725e-06,,
5757.0,1991.6,491520,15,268,1832,2610,-1.9387231113389134,0.7084445357322693,4520.14892578125,31816.791426849366,0.0401519775390625,0.0001,0.3937321603298187,0.0057874364,0.2,0.00014668696421722417,,
5522.0,1935.66,524288,16,268,1954,2620,-1.9381636766716839,0.7371460795402527,6007.087890625,21438.105352020262,0.07371826171875,0.0001,0.3936549425125122,0.008859045,0.2,-1.3613589908345603e-05,,
5065.0,1867.85,557056,17,267,2079,2630,-1.9376582376658917,0.6680081188678741,6978.95849609375,26263.43752441406,0.031396484375,0.0001,0.3936378061771393,0.004802238,0.2,0.0002203667627327377,,
4803.0,1854.56,589824,18,268,2195,2640,-1.9375672567635776,0.7982674688100815,5776.44140625,14756.345587921143,0.043951416015625,0.0001,0.3936309516429901,0.005637135,0.2,-0.0009860317037237109,,
5303.0,1897.18,622592,19,268,2316,2650,-1.9374734718352555,0.6918303966522217,5091.12890625,24013.817572021486,0.0446319580078125,0.0001,0.39362961053848267,0.0059217885,0.2,0.0013384142688664725,,
5073.0,1824.84,655360,20,267,2446,2660,-1.9373481161892414,0.7810078710317612,7093.54150390625,21350.83557815552,0.026580810546875,0.0001,0.39360442757606506,0.004331408,0.2,-0.0009893009740153502,,
4984.0,1802.7,688128,21,267,2575,2670,-1.9369527930393815,0.6655590236186981,7645.80126953125,58803.920307922366,0.0406982421875,0.0001,0.3935452997684479,0.0050881766,0.2,0.0006205650007359509,,
5615.0,1890.19,720896,22,266,2703,2680,-1.9362301414832472,0.6354774534702301,9116.921875,52606.17662582397,0.04429931640625,0.0001,0.39346617460250854,0.0056119827,0.2,0.0006864869772471138,,
5598.0,1840.6,753664,23,266,2830,2690,-1.9359273133799433,0.7195930182933807,7133.9990234375,33063.52957305908,0.03441162109375,0.0001,0.39350342750549316,0.005105141,0.2,0.00046323415353981544,,
5787.0,1907.6,786432,24,266,2951,2700,-1.9361410127952694,0.7307611703872681,4346.7724609375,20553.20079650879,0.036865234375,0.0001,0.39349907636642456,0.0053797318,0.2,-0.0009695549601019593,,
5015.0,1886.74,819200,25,267,3063,2710,-1.9359905200079084,0.7717368751764297,8307.189453125,20916.388544464113,0.0324066162109375,0.0001,0.39346829056739807,0.0051224194,0.2,-0.0009032818770720041,,
4829.0,1817.86,851968,26,267,3181,2720,-1.935402622818947,0.7712839841842651,4615.3193359375,17830.6898727417,0.03499755859375,0.0001,0.39336925745010376,0.005617072,0.2,-0.001199017919770995,,
3991.0,1716.86,884736,27,267,3307,2730,-1.9350178718566895,0.7304095029830933,8350.6669921875,26099.872467803954,0.043878173828125,0.0001,0.3933982253074646,0.006124107,0.2,7.083768923621392e-06,,
3756.0,1860.1,917504,28,267,3428,2740,-1.9346343722194432,0.6391890645027161,4698.63671875,41104.86679000854,0.0367095947265625,0.0001,0.3932836353778839,0.004867784,0.2,-0.0004837024795051548,,
3582.0,1814.65,950272,29,267,3552,2750,-1.9337254101410508,0.4936264753341675,5602.68115234375,106454.848928833,0.0380279541015625,0.0001,0.3932270109653473,0.005283179,0.2,-0.00047392966744155276,,
3264.0,1835.41,983040,30,266,3685,2760,-1.9330111410468818,0.6666049361228943,4589.48046875,16912.16886444092,0.0268035888671875,0.0001,0.3931405246257782,0.0044593704,0.2,-0.00035439587918517645,,
3843.0,1943.54,1015808,31,265,3830,2770,-1.9323016805574298,0.48895978927612305,5720.5517578125,109222.93629074097,0.0209747314453125,0.0001,0.39309272170066833,0.004131331,0.2,-0.000388257922440971,,
4702.0,2057.49,1048576,32,263,3973,2780,-1.9320143345743417,0.5899609625339508,7298.36669921875,24529.640562438966,0.02391357421875,0.0001,0.3930809795856476,0.004230417,0.2,-0.0004625517605745699,,
5301.0,2144.18,1081344,33,263,4108,2790,-1.931608804129064,0.631794661283493,5314.54052734375,24549.227976989747,0.054541015625,0.0001,0.39301395416259766,0.006443139,0.2,-0.0009397686977536069,,
4988.0,2216.31,1114112,34,262,4237,2800,-1.9309754841029645,0.557126373052597,9547.005859375,30402.36504211426,0.0462738037109375,0.0001,0.39295920729637146,0.0059281355,0.2,0.0002902197531511774,,
4947.0,2243.51,1146880,35,262,4369,2810,-1.9305815856903792,0.5911580920219421,26633.64453125,31373.555352020263,0.038885498046875,0.0001,0.3929292559623718,0.00482909,0.2,0.0006280464180235867,,
4915.0,2209.62,1179648,36,262,4485,2820,-1.9300422299653293,0.21391373872756958,5716.18896484375,236718.12296905517,0.03170166015625,0.0001,0.3928522765636444,0.00463569,0.2,-0.00042656616351450795,,
5743.0,2201.96,1212416,37,262,4615,2830,-1.9292443057522177,0.6408933401107788,6663.37744140625,25980.87124633789,0.0309661865234375,0.0001,0.392776221036911,0.004475024,0.2,-0.00025847640777101335,,
5170.0,2124.34,1245184,38,261,4758,2840,-1.928578363545239,0.6346412301063538,4945.84814453125,25589.745113372803,0.030023193359375,0.0001,0.3927188515663147,0.0045074755,0.2,-0.0007679980646571494,,
4278.0,2080.02,1277952,39,260,4900,2850,-1.9280858220532537,0.6082751452922821,8534.9765625,40743.26223449707,0.010552978515625,0.0001,0.3926793932914734,0.0032044842,0.2,-0.0005937080686635454,,
4524.0,2045.25,1310720,40,261,5016,2860,-1.9279737759381532,0.69068643450737,5567.42236328125,16673.542964172364,0.0397430419921875,0.0001,0.3926892876625061,0.0055714813,0.2,0.0004076071643794421,,
4509.0,1871.35,1343488,41,260,5148,2870,-1.9279591146856547,0.47447437047958374,7180.67578125,78415.71558990478,0.030816650390625,0.0001,0.39268338680267334,0.0045347987,0.2,-0.000395369078614749,,
4713.0,1993.8,1376256,42,260,5292,2880,-1.9277247397229076,0.7247137129306793,7529.54296875,13613.559629821777,0.0200653076171875,0.0001,0.39264416694641113,0.003940669,0.2,-0.0006770983441128919,,
3517.0,2004.35,1409024,43,259,5430,2890,-1.9267400750890373,0.7639896422624588,8768.9345703125,11884.744717407226,0.019573974609375,0.0001,0.3924815058708191,0.0034867,0.2,-0.0001180260844193981,,
3799.0,1988.85,1441792,44,260,5544,2900,-1.925840133614838,0.419383704662323,7064.60498046875,84211.91925888062,0.0288970947265625,0.0001,0.3924764096736908,0.003997541,0.2,0.0008446558726063813,,
3972.0,1904.21,1474560,45,260,5665,2910,-1.9255982050672174,0.7322066724300385,9429.251953125,19664.57275314331,0.032891845703125,0.0001,0.39243149757385254,0.0056154,0.2,-0.0008161093852322665,,
3904.0,1831.57,1507328,46,260,5793,2920,-1.9250550644472242,0.7542124390602112,4735.166015625,18183.10863571167,0.030194091796875,0.0001,0.3923637270927429,0.0046194135,0.2,-0.0008260419633188576,,
4108.0,1848.3,1540096,47,259,5925,2930,-1.9243084881454706,0.7932777255773544,5269.15234375,16100.972801971435,0.0235870361328125,0.0001,0.39229315519332886,0.0043103183,0.2,-0.0011595297710300656,,
4332.0,1884.99,1572864,48,259,6069,2940,-1.9239171706140041,0.7188276052474976,4445.4658203125,18754.985527038574,0.0188079833984375,0.0001,0.3922918140888214,0.0040984326,0.2,-0.0004506689119807561,,
,,1600000,,,,2950,-1.9240043798461557,0.7271629273891449,8470.4140625,18525.92911300659,0.02918701171875,0.0001,0.39230895042419434,0.004504842,0.2,-0.0001462846910726512,2028.2,2293.0
4934.0,1893.97,1605632,49,217,7365,,,,,,,,,,,,,
4578.0,1841.04,1638400,50,218,7497,2960,-1.9239438310265542,0.5654299259185791,105718.9453125,54004.450412750244,0.026043701171875,0.0001,0.39226940274238586,0.004313846,0.2,-0.0006424436488487118,,
4021.0,1912.68,1671168,51,219,7622,2970,-1.9235304787755012,0.6923112571239471,3383.068603515625,11123.96985359192,0.0313079833984375,0.0001,0.39221644401550293,0.004625107,0.2,-0.0002790363856547629,,
4393.0,1980.38,1703936,52,219,7762,2980,-1.9233411366119981,0.7466306686401367,3688.02001953125,13715.198351287841,0.0221221923828125,0.0001,0.39223259687423706,0.0037524803,0.2,-0.0007810350385625498,,
3591.0,2012.86,1736704,53,219,7912,2990,-1.9235337490215898,0.7051436901092529,1964.7171630859375,10105.804209518432,0.0300811767578125,0.0001,0.39225706458091736,0.004582156,0.2,-0.0009881574782411918,,
3784.0,2054.59,1769472,54,220,8035,3000,-1.9236091010272502,0.10253781080245972,78006.875,268812.0760799408,0.04228515625,0.0001,0.39224115014076233,0.0058484357,0.2,0.000992695328204718,,
2945.0,1993.89,1802240,55,220,8160,3010,-1.9233685465529562,0.7109574377536774,3955.922119140625,16475.486820983886,0.028704833984375,0.0001,0.3922141194343567,0.004627961,0.2,-0.00047975367942854064,,
3399.0,2024.1,1835008,56,221,8288,3020,-1.9228455854579807,0.6779910027980804,10887.7119140625,19191.477293395998,0.0286407470703125,0.0001,0.3921412229537964,0.0043761567,0.2,-0.000826492790474731,,
4256.0,2043.48,1867776,57,221,8423,3030,-1.9222052600234747,0.6789588332176208,6419.115234375,22969.369150543214,0.0368133544921875,0.0001,0.3921036124229431,0.0048992345,0.2,-0.00016970228934951593,,
4469.0,2026.67,1900544,58,222,8547,3040,-1.921884546428919,0.6423797607421875,5548.873046875,26000.13967285156,0.0186309814453125,0.0001,0.39208391308784485,0.0032265806,0.2,-6.554702758876374e-06,,
4856.0,2004.29,1933312,59,222,8698,3050,-1.921532804891467,0.6922820508480072,4707.07861328125,14770.572240447998,0.024847412109375,0.0001,0.3920203149318695,0.0044620815,0.2,-0.0010065308175398967,,
4919.0,2078.33,1966080,60,222,8847,3060,-1.921120896935463,0.6836921274662018,3132.44775390625,14685.395823669434,0.029547119140625,0.0001,0.3920079469680786,0.004753664,0.2,-0.0004062793885168503,,
5348.0,2080.56,1998848,61,223,8960,3070,-1.920971594378352,0.19621074199676514,755801.8125,389867.42553863523,0.042449951171875,0.0001,0.3919951915740967,0.0057391534,0.2,0.0005125206862430787,,
5225.0,2067.94,2031616,62,223,9091,3080,-1.9208686353638769,0.6681948900222778,5833.865234375,27782.838597106933,0.0291473388671875,0.0001,0.3919851779937744,0.004801325,0.2,0.00018220500569441356,,
