rollout/ep_len_mean,time/fps,time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_rew_mean,train/explained_variance,train/approx_kl,train/loss,train/std,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/clip_range,train/value_loss,train/learning_rate,train/entropy_loss,eval/mean_reward,eval/mean_ep_length
560.5769230769231,288,32768,1,113,1046.1598,,,,,,,,,,,,,
571.1,284,65536,2,230,1043.9934,0.1754779815673828,0.08362274,4389.5009765625,0.6452826261520386,0.557110595703125,0.05705082887361641,1240,0.2,24167.67743148804,0.001,-3.8865646379068495,,
580.94,282,98304,3,347,1080.7637,0.34176915884017944,0.05114396,2768.2666015625,0.6501822471618652,0.423236083984375,0.02540629967697896,1250,0.2,12890.001049232484,0.001,-3.92198344450444,,
589.83,282,131072,4,464,1035.0066,0.4486505389213562,0.04530427,1989.615234375,0.6512613296508789,0.3913665771484375,0.0194673152969699,1260,0.2,9014.747971916198,0.001,-3.9383795492351057,,
601.01,281,163840,5,582,1411.8386,0.4171658754348755,0.048025128,1209.9786376953125,0.65036541223526,0.41536865234375,0.021796410308888882,1270,0.2,6803.485405540467,0.001,-3.9378914164379237,,
584.78,278,196608,6,706,1569.803,0.4029209613800049,0.050134577,1535.773681640625,0.6486371755599976,0.4177642822265625,0.01888769239158137,1280,0.2,7244.6095231056215,0.001,-3.9291897237300875,,
584.78,276,229376,7,829,1243.9506,0.27509021759033203,0.044458024,1349.014892578125,0.650467574596405,0.3872467041015625,0.017115689891579678,1290,0.2,7294.0594941139225,0.001,-3.928852786310017,,
595.62,276,262144,8,948,1193.1454,0.3602863550186157,0.040471956,672.6528930664062,0.6505467891693115,0.3734405517578125,0.014783934230581507,1300,0.2,4772.792366695404,0.001,-3.932524936646223,,
585.22,275,294912,9,1070,1130.0687,0.3668609857559204,0.03996374,702.4449462890625,0.6466360092163086,0.379254150390625,0.012029873514984501,1310,0.2,5436.983828926086,0.001,-3.9210591522976754,,
585.68,274,327680,10,1194,1222.0717,0.39444559812545776,0.035830315,951.2650146484375,0.6463254690170288,0.3413818359375,0.008163681054793415,1320,0.2,5114.303392124176,0.001,-3.9136452129110695,,
