time/iterations,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/fps,train/value_loss,train/learning_rate,train/clip_fraction,train/entropy_loss,train/loss,train/explained_variance,train/clip_range,train/n_updates,train/approx_kl,train/policy_gradient_loss,train/std,eval/mean_reward,eval/mean_ep_length
1,-237.06001,57,301.0,32768,566,,,,,,,,,,,,,
2,-489.81232,147,301.0,65536,445,101.00188191533088,0.01,0.998541259765625,-5.837740204669535,53.003726959228516,7.37309455871582e-05,0.2,10,132.406,0.3186242045441759,1.042717695236206,,
3,-496.9291,238,301.0,98304,412,42.83733741622418,0.01,0.994427490234375,-6.48692547492683,23.043437957763672,-1.1920928955078125e-07,0.2,20,497.7436,0.232355537294643,1.2439824342727661,,
4,-1884.4382,329,166.71,131072,398,85.78969019725919,0.01,0.9971954345703125,-7.1424574591219425,29.833528518676758,0.0,0.2,30,1398.9913,0.22662998082305422,1.4872105121612549,,
5,-1712.9548,420,157.0,163840,389,38587.66878929138,0.01,0.9665740966796875,-7.596463299542665,20347.59375,0.0,0.2,40,1901.9749,0.2653142737610324,1.7602269649505615,,
6,-1712.6023,511,157.0,196608,384,31227.58589515686,0.01,0.9749786376953125,-7.728241413459182,18783.77734375,0.0,0.2,50,1949.6599,0.27745564326451133,1.9580435752868652,,
7,-1714.0496,602,157.09,229376,380,24314.44838562012,0.01,0.984796142578125,-7.8266236137598755,12840.0224609375,-1.1920928955078125e-07,0.2,60,389.03717,0.28366324937123866,2.0720410346984863,,
8,-1712.7773,693,157.0,262144,378,19676.870372772217,0.01,0.99302978515625,-8.172892834804951,9650.453125,-1.1920928955078125e-07,0.2,70,993.385,0.2892388282954926,2.29140043258667,,
9,-1712.8856,784,157.0,294912,375,16458.972003555296,0.01,0.99869384765625,-8.49927939325571,8017.96875,0.0,0.2,80,239.26137,0.2938295972686319,2.354079246520996,,
10,-5417.108,878,177.77,327680,372,14254.178701210021,0.01,0.998736572265625,-9.405186504870652,8666.73046875,0.0,0.2,90,107.04053,0.2963737749400025,2.729205369949341,,
11,-5009.36,971,157.0,360448,370,1434493.7380004884,0.01,0.968780517578125,-10.763083381578326,745732.8125,-1.1920928955078125e-07,0.2,100,224.45364,0.20335467477198108,4.046853065490723,,
12,-5019.62,1085,157.0,393216,362,2050051.227532959,0.01,0.97581787109375,-11.48744133785367,1018409.3125,5.960464477539063e-08,0.2,110,57.909843,0.20242106816385785,4.600760459899902,,
13,-5383.2544,1181,173.47,425984,360,1966631.6884216308,0.01,0.9898468017578125,-12.018588574975729,470065.8125,-1.1920928955078125e-07,0.2,120,125.1425,0.2011421558290749,5.651274681091309,,
14,-4961.014,1275,157.0,458752,359,2029478.2093383789,0.01,0.9976287841796875,-11.629064759239554,363510.40625,5.960464477539063e-08,0.2,130,344.64557,0.20079989964287961,5.154529571533203,,
15,-4951.4673,1366,157.01,491520,359,1891926.2512023926,0.01,0.9945343017578125,-11.625953241065144,414419.90625,0.0,0.2,140,23.863527,0.2006121752805484,5.014549732208252,,
16,-5112.488,1459,161.08,524288,359,1887335.5278320312,0.01,0.9907379150390625,-11.725265746191145,902081.4375,0.0,0.2,150,315.20093,0.1999525180173805,5.0792107582092285,,
17,-500.33743,1551,298.18,557056,359,1961303.7990600585,0.01,0.995037841796875,-12.344676247611641,575129.3125,0.0,0.2,160,154.69801,0.20141392910809372,6.453572750091553,,
18,-5723.033,1649,181.54,589824,357,65372.50119819641,0.01,0.9049346923828125,-13.429088284820319,49569.49609375,5.960464477539063e-08,0.2,170,82.60579,0.1898445681375051,8.11085319519043,,
19,-556.24786,1745,300.8,622592,356,2104176.891241455,0.01,0.98795166015625,-14.064029436185956,600970.75,0.0,0.2,180,37.892883,0.19111024589947193,9.891481399536133,,
20,-2851.7234,1837,299.99,655360,356,49657.41223468781,0.01,0.916436767578125,-14.470762680843473,17162.8828125,0.0,0.2,190,38.724915,0.18890680748181693,10.786815643310547,,
21,-135.51913,1932,301.0,688128,356,330653.4358280182,0.01,0.9760101318359375,-14.493480069935321,326005.28125,0.0,0.2,200,34.989544,0.1391980692481411,10.734054565429688,,
22,-664.4484,2024,301.0,720896,356,28347.919624137878,0.01,0.9369537353515625,-15.829720891267062,15977.9072265625,0.0,0.2,210,18.009811,0.20373428816837985,15.591398239135742,,
23,-790.18726,2123,301.0,753664,354,18133.918166732787,0.01,0.9524078369140625,-16.145762130990626,7536.6474609375,0.0,0.2,220,88.74147,0.22328772231994662,16.180011749267578,,
24,-5421.11,2216,178.32,786432,354,13097.015664386749,0.01,0.9281951904296875,-16.44342633932829,6106.009765625,0.0,0.2,230,21.128202,0.2287348377950366,15.610221862792969,,
25,-5786.868,2309,189.3,819200,354,1405186.492718506,0.01,0.4977996826171875,-16.511012367904186,535304.875,-1.1920928955078125e-07,0.2,240,23.798729,0.08543484170750162,16.939533233642578,,
26,-5404.72,2401,177.04,851968,354,1561956.066369629,0.01,0.84541015625,-16.701759094744922,307569.625,5.960464477539063e-08,0.2,250,22.60696,0.17821092645363024,18.46833038330078,,
27,-6304.5664,2494,197.86,884736,354,1415002.9086914062,0.01,0.8926177978515625,-16.759606889635325,903026.75,0.0,0.2,260,22.585209,0.19576294489161228,18.602127075195312,,
28,-6338.753,2587,184.5,917504,354,1527894.6800048829,0.01,0.765228271484375,-17.74578185454011,547019.4375,5.960464477539063e-08,0.2,270,2.4910536,0.17869701219806303,31.683425903320312,,
29,-6289.471,2679,186.63,950272,354,1582267.0064208985,0.01,0.2833526611328125,-19.139771746844055,381539.28125,0.0,0.2,280,0.072789446,0.027029054714512314,31.799015045166016,,
30,-6453.8364,2772,187.66,983040,354,1601846.0956787108,0.01,0.4794891357421875,-19.45233211442828,611563.75,0.0,0.2,290,0.2337543,0.07619965531284834,31.931150436401367,,
31,-6407.808,2867,188.05,1015808,354,1593788.2875,0.01,0.3625457763671875,-19.409847356379032,2485731.75,0.0,0.2,300,0.002914975,0.05873122529883403,31.882659912109375,,
32,-6445.5254,2959,185.14,1048576,354,1577409.8520141602,0.01,0.263092041015625,-19.269452515244485,866818.875,-1.1920928955078125e-07,0.2,310,0.019570123,0.02277708618962606,30.86697006225586,,
33,-6494.8364,3052,186.81,1081344,354,1491618.7093933106,0.01,0.438916015625,-19.46291728243232,950447.375,5.960464477539063e-08,0.2,320,0.10723352,0.06262848218357249,29.528514862060547,,
34,-6870.4434,3145,190.4,1114112,354,1534099.8293823241,0.01,0.3077239990234375,-19.145401661098003,733521.3125,0.0,0.2,330,0.1166708,0.033354689083171254,31.919397354125977,,
