rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/entropy_loss,train/clip_fraction,train/clip_range,train/n_updates,train/explained_variance,train/approx_kl,train/learning_rate,train/policy_gradient_loss,train/std,train/loss,train/value_loss,eval/mean_ep_length,eval/mean_reward
607.9565217391304,23.712488,512,1,31,16384,,,,,,,,,,,,,
648.1739130434783,553.77997,381,2,85,32768,-1.9476461112499237,0.09814453125,0.2,2480,0.022634267807006836,0.012138097,0.0003,0.001125973071611952,0.3946467638015747,16584.93359375,43876.840625,,
657.7285714285714,653.2881,349,3,140,49152,-1.9478451400995254,0.070672607421875,0.2,2490,0.1413874626159668,0.0091706645,0.0003,0.000582184869563207,0.3946273624897003,11804.439453125,38692.882641601565,,
674.0879120879121,916.80896,333,4,196,65536,-1.9477399185299873,0.0531982421875,0.2,2500,0.1184394359588623,0.007602659,0.0003,4.406037769513205e-05,0.39462757110595703,11433.8115234375,39030.25502929687,,
694.79,1200.5714,327,5,249,81920,-1.9474037796258927,0.077630615234375,0.2,2510,0.10429370403289795,0.009500723,0.0003,0.002384783600427909,0.3945680260658264,13926.966796875,41947.88718261719,,
706.98,1295.7649,324,6,303,98304,-1.9470616787672044,0.080438232421875,0.2,2520,0.14954668283462524,0.009912306,0.0003,0.0018251431349199266,0.3945857286453247,12083.3046875,35361.71345214844,,
726.73,1652.5063,320,7,357,114688,-1.9471251904964446,0.04930419921875,0.2,2530,0.31953859329223633,0.0069700843,0.0003,0.0009561479688272812,0.394573450088501,11268.0458984375,34594.3681640625,,
733.31,1640.5211,316,8,413,131072,-1.9467866450548172,0.069561767578125,0.2,2540,0.28293275833129883,0.00861387,0.0003,0.0005033378038206138,0.3945232033729553,12579.5068359375,39855.392407226565,,
738.6,1685.9144,314,9,468,147456,-1.9464181646704675,0.057489013671875,0.2,2550,0.27841776609420776,0.008369667,0.0003,0.0020298872113926336,0.3945135772228241,12881.138671875,38537.62333984375,,
741.66,1655.0309,313,10,522,163840,-1.9463254153728484,0.07562255859375,0.2,2560,0.26087063550949097,0.008852393,0.0003,0.00033539597934577613,0.39450353384017944,12378.443359375,40107.820971679685,,
729.77,1551.9064,312,11,576,180224,-1.9465997114777565,0.03089599609375,0.2,2570,0.26814138889312744,0.0054381373,0.0003,0.0007102518771716859,0.3945811986923218,11968.9541015625,39324.126196289064,,
759.13,1916.0531,311,12,631,196608,-1.9470056772232056,0.05679931640625,0.2,2580,0.3436354398727417,0.009084853,0.0003,0.0009608687643776648,0.39454805850982666,13496.6240234375,42032.951489257815,,
769.35,2118.6213,310,13,685,212992,-1.946505643427372,0.046942138671875,0.2,2590,0.3047645092010498,0.0067285323,0.0003,0.0007954188084113411,0.3944920599460602,14350.599609375,44484.839624023436,,
770.49,2454.0928,310,14,739,229376,-1.946167728304863,0.0453369140625,0.2,2600,0.2768375277519226,0.0064555896,0.0003,-0.0013265571527881549,0.3944966793060303,11660.884765625,42073.943139648436,,
772.3,2682.5732,308,15,795,245760,-1.9459427446126938,0.053143310546875,0.2,2610,0.28570592403411865,0.0069815507,0.0003,0.0008491476721246727,0.3944254517555237,14952.2421875,46065.12734375,,
816.7,3242.9097,308,16,850,262144,-1.9452994227409364,0.052093505859375,0.2,2620,0.30750423669815063,0.0076690507,0.0003,0.00048130313080037014,0.3943854570388794,12733.044921875,42057.52373046875,,
796.58,3173.1475,307,17,905,278528,-1.9448381945490838,0.070086669921875,0.2,2630,0.3764113783836365,0.008462206,0.0003,0.0009033762980834581,0.3943198025226593,11122.859375,35653.45656738281,,
757.25,2798.1294,306,18,960,294912,-1.9443788647651672,0.054901123046875,0.2,2640,0.288973867893219,0.0068180403,0.0003,0.000296973880904261,0.39430558681488037,12559.875,42474.6111328125,,
800.35,3301.722,306,19,1015,311296,-1.9443469777703286,0.052191162109375,0.2,2650,0.31183332204818726,0.006664361,0.0003,-0.0004986109299352393,0.39430326223373413,12343.7470703125,41265.64311523437,,
811.74,3532.3396,306,20,1068,327680,-1.9444634303450585,0.049505615234375,0.2,2660,0.26733076572418213,0.0067253713,0.0003,0.000590131655917503,0.3943271040916443,14395.9453125,43950.138989257815,,
