time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/total_timesteps,rollout/ep_len_mean,time/fps,train/learning_rate,train/explained_variance,train/value_loss,train/approx_kl,train/n_updates,train/policy_gradient_loss,train/std,train/clip_range,train/entropy_loss,train/clip_fraction,train/loss
125,20814.332,1,8192,1765.0,65,,,,,,,,,,,
260,14156.6455,2,16384,1272.25,62,0.0001,0.6165672242641449,16868.505214691162,0.005516451,4730,-0.001309734296592069,0.38757163286209106,0.2,-1.8754549361765385,0.037744140625,2427.17138671875
391,13877.994,3,24576,1235.375,62,0.0001,0.382099449634552,21092.983282470705,0.0038976718,4740,-0.0015068527995026671,0.3875434398651123,0.2,-1.8751329561695456,0.0195068359375,5059.07080078125
534,15473.417,4,32768,1339.0434782608695,61,0.0001,0.6003130972385406,20383.726709747316,0.0050289948,4750,-0.0017153109050923377,0.38749241828918457,0.2,-1.8747384702786802,0.032080078125,5707.7861328125
671,14774.575,5,40960,1299.551724137931,61,0.0001,0.7288198173046112,15974.964011383057,0.005684709,4760,-0.0016865213354321895,0.38747790455818176,0.2,-1.8743862299248577,0.04423828125,3369.231689453125
803,15058.184,6,49152,1326.5428571428572,61,0.0001,0.4708653688430786,24759.92583770752,0.0054165255,4770,0.00044298317334323656,0.3875170946121216,0.2,-1.8744156088680028,0.04183349609375,8330.36328125
937,14989.005,7,57344,1316.85,61,0.0001,0.6495909690856934,20786.484256744385,0.0061737467,4780,-0.0015678418090828926,0.3875390887260437,0.2,-1.8747439559549093,0.04158935546875,6441.89697265625
1076,15544.8955,8,65536,1359.8,60,0.0001,0.5877931714057922,20137.154932403566,0.005117305,4790,-0.0005831126807606779,0.3875506818294525,0.2,-1.8748571837320924,0.0324951171875,6602.80322265625
1209,15548.897,9,73728,1381.08,60,0.0001,0.5271015465259552,18564.044338989257,0.0065675606,4800,-0.001522002251658705,0.3875673711299896,0.2,-1.874974887445569,0.05328369140625,4008.08056640625
1342,16031.904,10,81920,1429.7222222222222,61,0.0001,0.729104071855545,19836.20707550049,0.0057009603,4810,-0.0007740036526229233,0.38750264048576355,0.2,-1.8747494421899318,0.04320068359375,9403.7265625
1474,15877.855,11,90112,1422.7666666666667,61,0.0001,0.7072599828243256,16057.629862594604,0.0062586144,4820,-0.0008045452879741788,0.38742971420288086,0.2,-1.8741054361686111,0.04688720703125,2415.8173828125
1600,15508.555,12,98304,1383.7391304347825,61,0.0001,0.6700024604797363,19381.329570770264,0.005850554,4830,-0.0004705109302449273,0.387454628944397,0.2,-1.873808410204947,0.0455322265625,5074.68310546875
1726,15353.885,13,106496,1379.445945945946,61,0.0001,0.5231515765190125,23296.438342285157,0.0047559002,4840,-0.0021505875536604437,0.38740935921669006,0.2,-1.873737714253366,0.0251708984375,4286.4599609375
1872,15490.106,14,114688,1391.675,61,0.0001,0.5719207525253296,20192.44204940796,0.005192025,4850,0.0004622457217919873,0.38738447427749634,0.2,-1.8733557326719166,0.031298828125,6702.544921875
2013,15743.725,15,122880,1409.0119047619048,61,0.0001,0.6215806007385254,28859.623178100584,0.0047549615,4860,-0.000933579641423421,0.38735565543174744,0.2,-1.8730935839936138,0.03189697265625,7708.2734375
2153,15748.823,16,131072,1416.2111111111112,60,0.0001,0.4097762107849121,20322.759527587892,0.0049846536,4870,-0.0003385235206224024,0.387214720249176,0.2,-1.872341370396316,0.0284912109375,4878.05712890625
2297,15494.209,17,139264,1392.0103092783504,60,0.0001,0.701761394739151,22776.88404998779,0.0051117195,4880,-0.0008799587176326895,0.3871758282184601,0.2,-1.871306430362165,0.03369140625,7522.60302734375
2452,14999.51,18,147456,1358.9,60,0.0001,0.5034992098808289,23604.331636810304,0.0046586036,4890,-0.001441397738744854,0.38713258504867554,0.2,-1.8708980252966285,0.0283203125,5860.642578125
2601,15575.237,19,155648,1408.67,59,0.0001,0.7234504520893097,21520.903952789307,0.004752864,4900,-0.0006312774250545772,0.38709670305252075,0.2,-1.8705020165070891,0.029541015625,4989.50390625
2740,15820.957,20,163840,1427.79,59,0.0001,0.8088794648647308,19587.271982574464,0.0054648244,4910,-0.0014149711965728783,0.38704216480255127,0.2,-1.8699840502813458,0.0357421875,5012.8115234375
2875,15843.325,21,172032,1438.45,59,0.0001,0.8017677664756775,18451.76858139038,0.006059508,4920,-0.000215825355189736,0.3870337903499603,0.2,-1.8696147607639433,0.04384765625,4113.48291015625
3013,16099.222,22,180224,1468.98,59,0.0001,0.6225437521934509,22048.357816314696,0.0061717285,4930,0.00030610496396548114,0.3869938850402832,0.2,-1.8693330245092512,0.05296630859375,3766.0126953125
3147,16208.594,23,188416,1473.42,59,0.0001,0.7329806685447693,21376.674895477296,0.0060320403,4940,-0.001157529396004975,0.38696983456611633,0.2,-1.869002242386341,0.038671875,5916.7041015625
3286,16335.52,24,196608,1471.81,59,0.0001,0.6160772144794464,18739.392954254152,0.006820241,4950,-0.002418531540388358,0.38690412044525146,0.2,-1.8685441644862295,0.054638671875,4940.84423828125
3432,16359.673,25,204800,1487.41,59,0.0001,0.7400423586368561,14648.710812377929,0.0055959853,4960,-0.0006573821421625326,0.38685333728790283,0.2,-1.8679623153060674,0.04923095703125,4253.0556640625
