rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/fps,time/iterations,train/entropy_loss,train/policy_gradient_loss,train/clip_range,train/n_updates,train/learning_rate,train/approx_kl,train/clip_fraction,train/explained_variance,train/std,train/loss,train/value_loss,eval/mean_ep_length,eval/mean_reward
589.2222222222222,84,1269.3762,32768,388,1,,,,,,,,,,,,,
640.2446808510638,169,1866.1766,65536,387,2,-1.9474205654114485,0.0012483589423936791,0.2,2480,0.0001,0.008980653,0.0794708251953125,0.1315363049507141,0.39458131790161133,12145.3095703125,35740.21127929688,,
657.1,252,2175.0815,98304,389,3,-1.9473570102825761,0.00018363700837653596,0.2,2490,0.0001,0.0068859765,0.0533203125,0.07682263851165771,0.3945809602737427,15522.66015625,35202.9359375,,
671.82,339,2379.0015,131072,386,4,-1.947651400230825,0.000571986806971836,0.2,2500,0.0001,0.006959146,0.05198974609375,0.16873008012771606,0.3946434259414673,14687.5400390625,32798.74422607422,,
732.38,426,3185.915,163840,383,5,-1.9474324472248554,9.95180816971697e-06,0.2,2510,0.0001,0.0067618857,0.0495025634765625,0.1961626410484314,0.39451783895492554,14904.28125,35279.68617553711,,
775.13,515,3932.3467,196608,381,6,-1.946532272733748,0.0007739495507848914,0.2,2520,0.0001,0.006565792,0.0448211669921875,0.18522393703460693,0.3944759964942932,14974.7255859375,38861.15657653809,,
800.02,609,4361.166,229376,376,7,-1.9459137381985783,0.0013512838479073253,0.2,2530,0.0001,0.0065873303,0.0553497314453125,0.26727116107940674,0.39439451694488525,16346.943359375,37772.295989990234,,
818.47,700,4620.7065,262144,374,8,-1.945058192126453,0.0013735140095377575,0.2,2540,0.0001,0.007465819,0.064068603515625,0.2633868455886841,0.3943057656288147,15178.181640625,35128.88825073242,,
800.85,793,4250.7715,294912,371,9,-1.94458675570786,-0.00011932802080991678,0.2,2550,0.0001,0.006626405,0.05335693359375,0.3582788109779358,0.39431047439575195,11989.9736328125,36311.97485961914,,
822.82,883,4601.745,327680,371,10,-1.9445192661136388,3.224013235012535e-05,0.2,2560,0.0001,0.0057027442,0.041455078125,0.3224131464958191,0.3942982256412506,11925.83203125,37292.88950805664,,
862.1,975,5161.949,360448,369,11,-1.9440148832276463,7.622241646458861e-05,0.2,2570,0.0001,0.006064885,0.0437744140625,0.3595423102378845,0.3942161202430725,12300.349609375,39442.0864654541,,
915.38,1068,5947.709,393216,368,12,-1.9430644437670708,0.001360567915980937,0.2,2580,0.0001,0.0063976534,0.04830322265625,0.36540520191192627,0.39411261677742004,15040.6455078125,36144.14605102539,,
944.31,1158,6304.4033,425984,367,13,-1.9420964824035765,-0.000362435642091441,0.2,2590,0.0001,0.007280401,0.054595947265625,0.5071759521961212,0.3940172791481018,14903.59765625,31589.17989501953,,
979.74,1248,6787.1904,458752,367,14,-1.9410884074866772,0.00027909404852835,0.2,2600,0.0001,0.005540766,0.0343780517578125,0.470989465713501,0.3939189910888672,10816.7275390625,30624.845907592775,,
926.34,1339,6306.2275,491520,366,15,-1.9400619484484196,-0.0004889122530585155,0.2,2610,0.0001,0.005794867,0.0458831787109375,0.4305760860443115,0.39382195472717285,11137.73828125,32740.680917358397,,
951.19,1430,6781.746,524288,366,16,-1.939110067114234,-0.0004255079067661427,0.2,2620,0.0001,0.0063646315,0.048175048828125,0.4562109112739563,0.3937425911426544,11966.6015625,33662.10270690918,,
939.53,1521,6789.4204,557056,366,17,-1.9380910594016314,6.626427966693882e-05,0.2,2630,0.0001,0.0059887585,0.044903564453125,0.4832993149757385,0.3936198949813843,12541.2626953125,32388.45089416504,,
920.63,1612,6611.415,589824,365,18,-1.936943306401372,0.0005056284742749994,0.2,2640,0.0001,0.0056444975,0.0401123046875,0.4486551880836487,0.3935064673423767,12859.7373046875,37985.26015014648,,
873.34,1703,6158.1245,622592,365,19,-1.9361364429816603,-0.0006961660172237316,0.2,2650,0.0001,0.005518982,0.03590087890625,0.4827098846435547,0.3934613764286041,12305.0810546875,36078.26540222168,,
871.78,1795,6285.3154,655360,365,20,-1.9355182280763983,3.064918983000098e-05,0.2,2660,0.0001,0.005761369,0.0348968505859375,0.449321448802948,0.3933785557746887,11928.0869140625,36799.505368041995,,
909.66,1885,6931.573,688128,364,21,-1.9346467169001698,-0.00035214734343753663,0.2,2670,0.0001,0.006053475,0.0480133056640625,0.5279198884963989,0.3932885527610779,12380.81640625,33212.932437133786,,
986.69,1976,7806.4307,720896,364,22,-1.9339348280802369,-0.0011365771453711205,0.2,2680,0.0001,0.0059869243,0.042315673828125,0.4898616075515747,0.3932318091392517,11618.1826171875,33577.857400512694,,
1005.33,2068,8256.3,753664,364,23,-1.9331991750746966,-0.0007383614767604741,0.2,2690,0.0001,0.005505045,0.036431884765625,0.5031983852386475,0.3931402564048767,11877.1318359375,35185.575775146484,,
995.74,2160,8165.169,786432,364,24,-1.9322934677824377,8.24626833491493e-05,0.2,2700,0.0001,0.00611815,0.0433441162109375,0.500014066696167,0.3930600583553314,10139.4951171875,34315.277267456055,,
965.38,2253,7926.463,819200,363,25,-1.9313141528517008,-5.52353958482854e-07,0.2,2710,0.0001,0.0066806856,0.0521209716796875,0.4675637483596802,0.3929569721221924,7909.92724609375,35451.66091003418,,
932.48,2346,7449.605,851968,363,26,-1.9304428579285742,-0.00027416697739681697,0.2,2720,0.0001,0.0054013617,0.0342803955078125,0.4710330367088318,0.3928898274898529,11493.3271484375,33789.92116394043,,
954.45,2443,7780.7905,884736,362,27,-1.9295348241925239,-0.0009104305328946794,0.2,2730,0.0001,0.0057357443,0.0384979248046875,0.5185510218143463,0.3927724361419678,10356.4091796875,33851.830505371094,,
980.6,2539,8231.242,917504,361,28,-1.9288038816303015,0.0001821182726416737,0.2,2740,0.0001,0.0065555954,0.0491668701171875,0.49246376752853394,0.39275306463241577,11796.369140625,35566.52249450683,,
1008.22,2635,8705.202,950272,360,29,-1.9282274689525365,0.0003526927492202958,0.2,2750,0.0001,0.004978533,0.0328277587890625,0.5135021805763245,0.39265549182891846,10763.9697265625,31281.79358215332,,
1062.59,2733,9344.799,983040,359,30,-1.9275774650275708,-0.0006700448593619512,0.2,2760,0.0001,0.005402385,0.0333404541015625,0.5401949286460876,0.3926270604133606,13528.7470703125,33600.1881942749,,
1055.57,2827,9466.077,1015808,359,31,-1.927178946696222,0.0006466812719736481,0.2,2770,0.0001,0.0056590773,0.04237060546875,0.5805754065513611,0.3925825357437134,9963.16796875,33298.24980163574,,
1059.26,2924,9738.393,1048576,358,32,-1.9266282942146062,0.0003236695014493307,0.2,2780,0.0001,0.005203915,0.0366485595703125,0.5690494477748871,0.392526239156723,10775.515625,34566.83063354492,,
983.22,3017,9071.544,1081344,358,33,-1.9260001184418798,0.00040243357834697236,0.2,2790,0.0001,0.004995111,0.032440185546875,0.6056159734725952,0.3924493193626404,9369.3876953125,33240.291052246095,,
946.92,3111,8889.396,1114112,358,34,-1.9251799196004868,-0.00032821939530549573,0.2,2800,0.0001,0.0039771427,0.0177215576171875,0.5835992097854614,0.3923609256744385,12918.7197265625,34634.16580810547,,
912.03,3205,8370.414,1146880,357,35,-1.9242844667285681,-0.0001237291198776802,0.2,2810,0.0001,0.005192898,0.03529052734375,0.5815748870372772,0.39227017760276794,10857.349609375,35261.50680236817,,
951.13,3297,8897.185,1179648,357,36,-1.922961750254035,6.777991802664474e-05,0.2,2820,0.0001,0.0048463,0.0326202392578125,0.5225147008895874,0.39210641384124756,16298.4150390625,35741.55856628418,,
987.49,3390,9398.8,1212416,357,37,-1.9217343293130398,-0.00045097801121301017,0.2,2830,0.0001,0.005127489,0.0385986328125,0.5772908627986908,0.3920333981513977,16264.2177734375,33762.77737426758,,
981.61,3483,9583.189,1245184,357,38,-1.9211470756679774,-0.00022215282187971753,0.2,2840,0.0001,0.0045856223,0.029339599609375,0.5765070915222168,0.3919926881790161,14898.61328125,34214.63788757324,,
989.29,3575,9637.256,1277952,357,39,-1.920693852007389,-0.000123310223716544,0.2,2850,0.0001,0.0050073434,0.0314788818359375,0.5957223474979401,0.3919377028942108,8951.595703125,34351.47444152832,,
995.69,3670,9839.869,1310720,357,40,-1.9202092625200748,-0.00022464747744379565,0.2,2860,0.0001,0.0050851507,0.033056640625,0.5383240878582001,0.3918924331665039,14974.111328125,32418.649743652342,,
1040.41,3766,9811.396,1343488,356,41,-1.9198494808748365,0.00011441514652688056,0.2,2870,0.0001,0.0049624154,0.041302490234375,0.5894091129302979,0.39187243580818176,10149.3740234375,33628.538931274416,,
1057.23,3860,10230.816,1376256,356,42,-1.919883707165718,0.00013946470608061645,0.2,2880,0.0001,0.0049565695,0.029229736328125,0.3520969748497009,0.39190223813056946,223757.265625,198394.31639404298,,
1018.51,3954,9446.816,1409024,356,43,-1.919874881207943,-0.0006462189023295651,0.2,2890,0.0001,0.005380287,0.0347503662109375,0.6407417953014374,0.39185601472854614,13663.322265625,34146.03501586914,,
962.81,4048,9466.666,1441792,356,44,-1.9192374436184765,-0.00022088340629125013,0.2,2900,0.0001,0.005219451,0.045867919921875,0.49544501304626465,0.39177966117858887,11939.794921875,40041.4722076416,,
970.41,4144,9491.979,1474560,355,45,-1.9184469686821104,0.0002334948436327977,0.2,2910,0.0001,0.0046392977,0.02911376953125,0.6118462085723877,0.3917008936405182,14915.009765625,37498.11856994629,,
1014.99,4242,10327.882,1507328,355,46,-1.9175279708579183,0.00013389046944212168,0.2,2920,0.0001,0.004781916,0.03184814453125,0.6790731549263,0.3915840685367584,11571.2099609375,32418.598136901855,,
1047.47,4341,10810.21,1540096,354,47,-1.916660680808127,8.49500478580012e-05,0.2,2930,0.0001,0.0046354095,0.027960205078125,0.6790663599967957,0.39153438806533813,10995.791015625,33010.076358032224,,
1038.95,4437,10720.45,1572864,354,48,-1.9160574708133935,-4.914432793157175e-05,0.2,2940,0.0001,0.0049269553,0.0332122802734375,0.6997216939926147,0.3914791941642761,15758.603515625,35033.784359741214,,
,,,1600000,,,-1.9155586013570427,-0.00012194948976684827,0.2,2950,0.0001,0.004259751,0.0251251220703125,0.6332345902919769,0.3914424180984497,12973.1318359375,35266.66138305664,1079.56,9458.0810546875
1005.81,4891,10299.771,1605632,328,49,,,,,,,,,,,,,
987.21,4988,9489.976,1638400,328,50,-1.9151707423850894,0.00021173419881961308,0.2,2960,0.0001,0.0051501403,0.0327301025390625,0.603748232126236,0.39140400290489197,13072.083984375,36571.90008544922,,
997.16,5083,9671.31,1671168,328,51,-1.9148277102038265,0.0017387689666065853,0.2,2970,0.0001,0.006162012,0.0403411865234375,0.3444410562515259,0.3913767337799072,195414.21875,166026.86322021484,,
1034.12,5179,9773.1455,1703936,328,52,-1.914898852445185,-0.00042517028632573786,0.2,2980,0.0001,0.004315766,0.024664306640625,0.7392465770244598,0.39142221212387085,19595.923828125,46548.60726318359,,
1048.23,5273,10456.546,1736704,329,53,-1.9147874083369971,-0.0003115770992735634,0.2,2990,0.0001,0.0055174674,0.0392578125,0.6998029947280884,0.3913377523422241,12550.869140625,35443.12635803223,,
1091.45,5370,11176.841,1769472,329,54,-1.9142600174993276,-0.0004785574485140387,0.2,3000,0.0001,0.0037271734,0.0191864013671875,0.6928161382675171,0.3913240432739258,13030.5185546875,32962.48806762695,,
1080.28,5463,11622.443,1802240,329,55,-1.9139462230727076,-0.00010397077239758801,0.2,3010,0.0001,0.0045623826,0.03216552734375,0.7384446561336517,0.3912680745124817,10962.24609375,28615.026173400878,,
1075.72,5557,11425.473,1835008,330,56,-1.91328529920429,0.0004412684364069719,0.2,3020,0.0001,0.0038361275,0.0215972900390625,0.6646104753017426,0.3911801278591156,8886.2607421875,31582.18749694824,,
1008.69,5651,10441.57,1867776,330,57,-1.9125393018126489,0.00012020926405966747,0.2,3030,0.0001,0.004005707,0.0180206298828125,0.6490494012832642,0.3911297917366028,12319.8330078125,35299.97650756836,,
958.5,5745,9496.059,1900544,330,58,-1.9121802745386958,0.0002990910579683259,0.2,3040,0.0001,0.0043530697,0.028436279296875,0.6668546795845032,0.391109436750412,12060.0263671875,35831.26948547363,,
965.43,5842,9857.565,1933312,330,59,-1.9119294598698615,0.0006300911132711917,0.2,3050,0.0001,0.0044114348,0.0264617919921875,0.6142654418945312,0.3910832405090332,15713.6865234375,35500.12796020508,,
1010.41,5942,10499.862,1966080,330,60,-1.9118197651579976,0.0006069020089853438,0.2,3060,0.0001,0.0050536776,0.04107666015625,0.605565756559372,0.39109814167022705,12064.318359375,44896.64372253418,,
1043.46,6041,10277.85,1998848,330,61,-1.9117393063381314,0.00031406989692186473,0.2,3070,0.0001,0.0053425226,0.0321197509765625,0.7760994583368301,0.3910629153251648,10053.0322265625,32696.20273284912,,
1064.57,6137,10664.964,2031616,330,62,-1.9116938257589937,-2.1930351431365124e-05,0.2,3080,0.0001,0.0050662085,0.0380157470703125,0.5291282534599304,0.3911021947860718,25889.833984375,71862.35842285157,,
