time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/total_timesteps,rollout/ep_len_mean,time/fps,train/learning_rate,train/explained_variance,train/value_loss,train/approx_kl,train/n_updates,train/policy_gradient_loss,train/std,train/clip_range,train/entropy_loss,train/clip_fraction,train/loss
107,6981.216,1,8192,902.5,76,,,,,,,,,,,
234,11041.913,2,16384,1214.909090909091,69,0.0001,0.6443634629249573,18646.751439666747,0.0048421365,3230,-0.0022389176181604855,0.3915609121322632,0.2,-1.9167167471721769,0.0316650390625,3926.30517578125
368,12064.549,3,24576,1275.1666666666667,66,0.0001,0.6440630853176117,17300.510960769654,0.004594017,3240,-0.0028175299656140853,0.3915514647960663,0.2,-1.9167411889880897,0.0290771484375,4105.806640625
503,12897.5625,4,32768,1325.9130434782608,65,0.0001,0.6493543684482574,19816.84703292847,0.005367837,3250,-0.0013200341896663303,0.39146095514297485,0.2,-1.9161920657381415,0.03675537109375,4398.10107421875
629,13723.224,5,40960,1362.0,65,0.0001,0.6925635933876038,14542.975748062134,0.0048145354,3260,-0.0006715504106978188,0.3914443850517273,0.2,-1.9155378619208931,0.02547607421875,2800.41357421875
760,13126.74,6,49152,1300.9705882352941,64,0.0001,0.6512624323368073,16027.182596969604,0.005530284,3270,-0.0013166765751520871,0.3913630247116089,0.2,-1.91511018704623,0.041259765625,4327.61669921875
901,13435.891,7,57344,1383.2894736842106,63,0.0001,0.49696749448776245,22840.343988037108,0.0046028113,3280,0.0006062379146897001,0.3913038969039917,0.2,-1.9144077863544227,0.03153076171875,5351.62109375
1028,13276.489,8,65536,1332.872340425532,63,0.0001,0.7469850778579712,14560.90485534668,0.006149805,3290,-0.0003251843205362093,0.39130842685699463,0.2,-1.9141060035675763,0.0416259765625,4138.3310546875
1161,13171.518,9,73728,1351.867924528302,63,0.0001,0.493243932723999,20371.37038154602,0.0054358966,3300,-0.0015661881981941406,0.39139658212661743,0.2,-1.914520201086998,0.03646240234375,4304.36279296875
1299,13484.334,10,81920,1375.017543859649,63,0.0001,0.6499800384044647,19612.497537231444,0.0051757814,3310,-0.0016079139386420138,0.3913806974887848,0.2,-1.915062500536442,0.03277587890625,4126.02294921875
1426,13791.614,11,90112,1395.5806451612902,63,0.0001,0.5810835659503937,15633.18006439209,0.006518955,3320,-0.0009712726219731849,0.3913957476615906,0.2,-1.9150078345090151,0.05546875,3187.393798828125
1563,13985.328,12,98304,1421.4776119402984,62,0.0001,0.7452642917633057,13727.138383865356,0.00577789,3330,-0.00013626317941088927,0.39121687412261963,0.2,-1.914279747195542,0.04464111328125,4118.66357421875
1695,14113.415,13,106496,1431.2054794520548,62,0.0001,0.6891953349113464,15187.479316711426,0.007722442,3340,-0.0007381401061138604,0.3911735713481903,0.2,-1.9130797488614917,0.058984375,2668.835205078125
1836,13958.617,14,114688,1409.371794871795,62,0.0001,0.5788689255714417,15682.067913818359,0.006292675,3350,-0.00024271938200399746,0.3912069499492645,0.2,-1.9128921808674932,0.05765380859375,3626.10888671875
1985,14286.8545,15,122880,1419.7619047619048,61,0.0001,0.5998153686523438,18044.69810714722,0.0049880464,3360,-0.0012066388295352225,0.39132189750671387,0.2,-1.9135892821475864,0.03896484375,2914.51171875
2123,14239.139,16,131072,1432.8444444444444,61,0.0001,0.5586203336715698,19801.834348297118,0.005140038,3370,-0.0017451864503527758,0.39134663343429565,0.2,-1.9143816903233528,0.03548583984375,4487.52392578125
2238,14292.601,17,139264,1439.6145833333333,62,0.0001,0.7902975380420685,17748.208980560303,0.005217296,3380,-0.0015252374068950303,0.39122626185417175,0.2,-1.9139692367985846,0.04163818359375,2452.379638671875
2377,14160.988,18,147456,1430.99,62,0.0001,0.5562180280685425,18973.452967834473,0.0047346996,3390,-0.0029971228403155694,0.3911927044391632,0.2,-1.9130925508216023,0.0315185546875,5760.185546875
2517,14391.977,19,155648,1443.63,61,0.0001,0.42218655347824097,19200.23920288086,0.0057102153,3400,-0.0024575622905103956,0.39111649990081787,0.2,-1.9125088872388005,0.03880615234375,4841.80615234375
2637,14574.457,20,163840,1448.46,62,0.0001,0.5161977112293243,20530.883882904054,0.0062355124,3410,-0.000976441376042203,0.3910939693450928,0.2,-1.9119592867791653,0.0383544921875,3358.07421875
2770,14698.619,21,172032,1463.13,62,0.0001,0.5615273416042328,15801.962428283692,0.005575499,3420,-0.001953519759263145,0.3910161256790161,0.2,-1.911436259932816,0.039599609375,2589.273193359375
2907,14384.06,22,180224,1454.72,61,0.0001,0.4252445697784424,19597.540574645995,0.00406281,3430,-0.0011416379627917194,0.39111658930778503,0.2,-1.9114215770736336,0.02030029296875,4936.76318359375
3055,14352.071,23,188416,1468.88,61,0.0001,0.744318813085556,15339.763687896728,0.0059609003,3440,-0.0008644060801088927,0.39104539155960083,0.2,-1.91169724278152,0.04757080078125,2442.07421875
3193,14574.801,24,196608,1487.45,61,0.0001,0.8229485601186752,14820.191040802001,0.005691951,3450,-0.002237034928839421,0.3910070061683655,0.2,-1.911122562736273,0.040087890625,3319.658203125
3320,14367.571,25,204800,1471.6,61,0.0001,0.6825756728649139,15751.455807495116,0.0058609173,3460,-0.002027891004217963,0.39090102910995483,0.2,-1.910422326810658,0.04564208984375,2833.437744140625
