rollout/ep_len_mean,time/fps,time/iterations,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,train/value_loss,train/clip_fraction,train/clip_range,train/explained_variance,train/n_updates,train/loss,train/learning_rate,train/std,train/approx_kl,train/entropy_loss,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
301.0,294,32,262144,890,572.6604,11347.687660217285,0.0014892578125,0.2,0.1575879454612732,310,3132.52978515625,0.001,1.0075223445892334,0.0010893292,-5.70487867295742,-0.0006121532424003817,,
301.0,294,33,270336,919,595.1418,13606.946401977539,0.00152587890625,0.2,0.17222869396209717,320,6165.13671875,0.001,1.0071443319320679,0.0007639792,-5.704944309592247,7.845736690796912e-05,,
301.0,294,34,278528,947,676.8713,13180.60037689209,0.00711669921875,0.2,0.2012333869934082,330,4580.71337890625,0.001,1.0079413652420044,0.001331622,-5.705314740538597,0.00047040199642651715,,
301.0,293,35,286720,975,695.2662,20613.194451904295,0.00087890625,0.2,0.2373661994934082,340,9310.8486328125,0.001,1.0086300373077393,0.00050971855,-5.708326005935669,-0.00033717588194122073,,
301.0,293,36,294912,1003,658.5884,13456.277224731446,0.0001220703125,0.2,0.34768229722976685,350,6490.7939453125,0.001,1.0087852478027344,0.00027846114,-5.7103853791952135,-0.00015460782924492378,,
301.0,293,37,303104,1032,640.76636,8134.981097412109,0.0039794921875,0.2,0.367271363735199,360,2790.5869140625,0.001,1.0093705654144287,0.0010867096,-5.711598765850067,-0.00038149962565512394,,
301.0,293,38,311296,1060,589.9675,15779.924606323242,0.00050048828125,0.2,0.2701784372329712,370,8540.43359375,0.001,1.0098220109939575,0.00039286976,-5.713737255334854,-0.0003422565983782988,,
301.0,293,39,319488,1088,604.8287,14925.085485839843,0.003857421875,0.2,0.281046986579895,380,5623.4921875,0.001,1.010045051574707,0.0011115028,-5.715162003040314,0.0007321233104448765,,
301.0,293,40,327680,1116,598.53326,10096.216816711425,0.00142822265625,0.2,0.3233613967895508,390,4369.83984375,0.001,1.0101265907287598,0.0010226525,-5.71566606760025,-0.0003307984545244835,,
301.0,293,41,335872,1144,568.3447,8662.050129699706,0.00098876953125,0.2,0.40722256898880005,400,2991.714599609375,0.001,1.010082721710205,0.0007118717,-5.715805917978287,-0.0004636511628632434,,
301.0,293,42,344064,1172,550.7642,9989.79444580078,0.003759765625,0.2,0.2992662191390991,410,4275.16455078125,0.001,1.010279893875122,0.0009267872,-5.715947866439819,0.0010592195685603656,,
301.0,293,43,352256,1200,551.90283,12533.61692199707,0.0001708984375,0.2,0.305148184299469,420,6235.4814453125,0.001,1.0117077827453613,0.00038645882,-5.719062674045563,-0.0002806497723213397,,
301.0,293,44,360448,1228,619.61066,10312.504627990722,0.0088134765625,0.2,0.24341726303100586,430,2268.927001953125,0.001,1.0110610723495483,0.0016885994,-5.720858898758888,-0.000589431475236779,,
301.0,293,45,368640,1256,670.86487,12422.354946899413,0.00047607421875,0.2,0.3304862380027771,440,4900.68603515625,0.001,1.010979413986206,0.00069703197,-5.7192417740821835,-0.0003207298868801445,,
301.0,293,46,376832,1284,644.8677,12884.937588500976,0.00169677734375,0.2,0.3390445113182068,450,4946.97119140625,0.001,1.010737419128418,0.0010250624,-5.7187402725219725,-0.0005024299025535583,,
301.0,293,47,385024,1312,597.31177,6300.0938346862795,0.00203857421875,0.2,0.44123023748397827,460,1875.259765625,0.001,1.0089153051376343,0.0018019993,-5.715366837382317,-0.0013390004431130364,,
301.0,293,48,393216,1341,529.5065,6948.852505493164,0.00531005859375,0.2,0.35590416193008423,470,2680.50341796875,0.001,1.009045124053955,0.0009459156,-5.710808971524239,-0.0006169677209982183,,
,,,400000,,,8553.83219909668,0.0012939453125,0.2,0.37762361764907837,480,3318.962646484375,0.001,1.007886528968811,0.0009839381,-5.709601935744286,-0.0004291553585062502,300.73,-2605.918212890625
301.0,275,49,401408,1456,487.53433,,,,,,,,,,,,,
301.0,275,50,409600,1485,479.24942,9426.758746337891,0.00831298828125,0.2,0.327817440032959,490,5292.5224609375,0.001,1.0093650817871094,0.0015512895,-5.708478385210038,0.0003468512346444186,,
301.0,275,51,417792,1514,431.13852,7409.446174621582,0.000537109375,0.2,0.3438546061515808,500,2713.690185546875,0.001,1.009271502494812,0.0006160098,-5.7130989015102385,-0.00025153738388326017,,
301.0,276,52,425984,1542,475.19598,4350.745338821411,0.00589599609375,0.2,0.5025455355644226,510,2356.156982421875,0.001,1.0089988708496094,0.00187857,-5.711383348703384,-0.0007433842860336881,,
301.0,276,53,434176,1571,532.52515,11801.908618164063,0.00313720703125,0.2,0.23906463384628296,520,5819.08251953125,0.001,1.0092111825942993,0.001054825,-5.71114704310894,-1.7004217079374938e-05,,
301.0,276,54,442368,1601,602.54205,7771.732594299317,0.00545654296875,0.2,0.30237823724746704,530,2595.22998046875,0.001,1.0094897747039795,0.0019289438,-5.712525355815887,-0.00015656907708034852,,
301.0,276,55,450560,1630,695.3347,10036.82512359619,0.006396484375,0.2,0.3879355788230896,540,3517.123779296875,0.001,1.0093111991882324,0.0020461879,-5.712632018327713,0.00014045906864339485,,
301.0,276,56,458752,1659,663.5684,12417.761044311523,0.00562744140625,0.2,0.3399384617805481,550,4878.37744140625,0.001,1.0082530975341797,0.0012300822,-5.710672914981842,-0.00011908366650459357,,
301.0,276,57,466944,1687,680.3564,11347.495178222656,0.006005859375,0.2,0.31181252002716064,560,5576.82080078125,0.001,1.008638858795166,0.0012531225,-5.708608606457711,-0.0013679394804057665,,
301.0,277,58,475136,1715,670.1777,11248.098846435547,0.00443115234375,0.2,0.4088616967201233,570,3352.97119140625,0.001,1.0095795392990112,0.00094541104,-5.7110866725444795,-0.00013583620893768965,,
301.0,277,59,483328,1743,706.6515,9776.936386108398,0.00069580078125,0.2,0.4185407757759094,580,4212.92333984375,0.001,1.0115547180175781,0.00090160745,-5.716125103831291,-0.0004737979586934671,,
301.0,277,60,491520,1771,724.0325,13318.455154418945,0.0031494140625,0.2,0.3926851153373718,590,7861.5966796875,0.001,1.0118770599365234,0.0013263344,-5.722642925381661,-3.074050400755368e-05,,
301.0,277,61,499712,1799,715.2807,10658.581640625,0.0024658203125,0.2,0.2867169976234436,600,1912.0465087890625,0.001,1.0114245414733887,0.0014609538,-5.721471592783928,-0.00037447794238687493,,
301.0,277,62,507904,1828,725.4051,12037.166900634766,0.00052490234375,0.2,0.3474903106689453,610,4319.724609375,0.001,1.0106406211853027,0.00061327557,-5.718831232190132,-7.519510836573318e-05,,
301.0,278,63,516096,1856,756.0123,10607.935131835937,0.0031982421875,0.2,0.2958764433860779,620,3854.4169921875,0.001,1.0100204944610596,0.0010392005,-5.716372886300087,0.000542418664554134,,
301.0,278,64,524288,1884,741.6688,9421.70281677246,0.0123779296875,0.2,0.34725087881088257,630,2983.46435546875,0.001,1.0085488557815552,0.002479428,-5.712707236409187,-0.00023445376282325015,,
301.0,278,65,532480,1912,686.7176,9761.858618164062,0.003662109375,0.2,0.2949831485748291,640,2013.515380859375,0.001,1.0089517831802368,0.0014961807,-5.70956012904644,-0.0009644078010751401,,
301.0,278,66,540672,1941,636.49194,6634.673878479004,0.0020751953125,0.2,0.45723527669906616,650,2504.917724609375,0.001,1.0084413290023804,0.0011114466,-5.709712445735931,-0.0009408229176187888,,
301.0,278,67,548864,1969,633.8232,13287.192288208007,0.009912109375,0.2,0.3539779782295227,660,4366.837890625,0.001,1.0080811977386475,0.0021989134,-5.708046731352806,0.0003153373436362017,,
301.0,278,68,557056,1998,702.11993,10226.764805603027,0.01904296875,0.2,0.29657793045043945,670,4004.9970703125,0.001,1.0069944858551025,0.0023491313,-5.705567809939384,-0.0004555754370812792,,
301.0,278,69,565248,2026,736.943,13839.196008300782,0.00628662109375,0.2,0.35539060831069946,680,8901.498046875,0.001,1.0059397220611572,0.0018173489,-5.70096418261528,-0.0004925087145238649,,
301.0,278,70,573440,2055,695.0648,9217.501643371583,0.00245361328125,0.2,0.3675038814544678,690,2422.33447265625,0.001,1.0051157474517822,0.0013300814,-5.6976143181324,-0.00018734893455985002,,
301.0,279,71,581632,2083,670.3035,6577.026577758789,0.0271240234375,0.2,0.3250741958618164,700,3167.83935546875,0.001,1.0028076171875,0.0034072197,-5.690503031015396,-0.0008152143040206283,,
301.0,279,72,589824,2112,663.1925,9252.724572753907,0.00201416015625,0.2,0.31173086166381836,710,3171.641845703125,0.001,1.0020623207092285,0.0014400489,-5.684332823753357,-3.3448974136263133e-06,,
301.0,279,73,598016,2141,728.108,12257.011770629882,0.004443359375,0.2,0.39810967445373535,720,5351.48974609375,0.001,1.0021882057189941,0.0014073581,-5.6830123513937,-0.0004908705392153934,,
301.0,279,74,606208,2169,779.2063,10459.318984985352,0.022412109375,0.2,0.37151139974594116,730,3941.433837890625,0.001,1.0020670890808105,0.0023943165,-5.683420315384865,-0.0008281601578346454,,
301.0,279,75,614400,2198,803.40015,10691.281741333009,0.00234375,0.2,0.3240588903427124,740,5466.11572265625,0.001,1.0017318725585938,0.0012435156,-5.68245647251606,0.0001327294929069467,,
301.0,279,76,622592,2227,790.30194,11300.014364624023,0.01663818359375,0.2,0.3602665662765503,750,2971.071533203125,0.001,1.0010054111480713,0.0021618225,-5.680690822005272,-0.0005076567445939873,,
301.0,279,77,630784,2255,776.6704,13013.909638977051,0.0048583984375,0.2,0.3617117404937744,760,6476.96435546875,0.001,1.0019004344940186,0.0015001777,-5.680085787177086,-0.0006956139677640749,,
301.0,279,78,638976,2283,886.01294,8963.838722229004,0.025830078125,0.2,0.3372153639793396,770,1446.338623046875,0.001,1.0009996891021729,0.0041735275,-5.681056153774262,-0.000619919831660809,,
301.0,279,79,647168,2313,929.9676,12064.126315307618,0.01424560546875,0.2,0.4282936453819275,780,3913.71435546875,0.001,0.9992339611053467,0.0023179343,-5.675884866714478,-0.0005555655327043497,,
301.0,279,80,655360,2342,915.3741,13207.08399658203,0.01314697265625,0.2,0.3728422522544861,790,4523.63623046875,0.001,0.9988995790481567,0.0028724438,-5.671240830421448,0.0009108779646339827,,
301.0,280,81,663552,2369,925.322,10302.325430297851,0.00308837890625,0.2,0.3351098895072937,800,3380.7841796875,0.001,1.0010125637054443,0.0012896673,-5.674571034312248,-0.0006427700747735799,,
301.0,280,82,671744,2396,877.11835,10883.124899291992,0.009912109375,0.2,0.3378162980079651,810,5658.24560546875,0.001,0.9992259740829468,0.0020523942,-5.676621493697167,-0.0005706520867533981,,
301.0,280,83,679936,2423,885.6727,9620.351330566406,0.00499267578125,0.2,0.4176695942878723,820,3735.010986328125,0.001,1.0004346370697021,0.001316205,-5.673286953568459,-0.0008689125330420211,,
301.0,280,84,688128,2450,896.123,14273.457150268554,0.0092529296875,0.2,0.2650700807571411,830,4116.0380859375,0.001,0.999912679195404,0.0022672415,-5.676864364743233,0.00022911910054972394,,
301.0,281,85,696320,2477,966.15826,8819.112266540527,0.0142822265625,0.2,0.3731309175491333,840,2679.763427734375,0.001,1.0001215934753418,0.0022439207,-5.674827167391777,-0.0009426152930245735,,
301.0,281,86,704512,2504,982.5305,12058.690979003906,0.01617431640625,0.2,0.2880551815032959,850,4250.36328125,0.001,0.9988124370574951,0.0030860612,-5.673350512981415,-0.0018490090951672755,,
301.0,281,87,712704,2530,950.7943,10451.371955871582,0.02244873046875,0.2,0.3183649778366089,860,4135.2548828125,0.001,0.9983243346214294,0.0028549493,-5.669016852974892,0.001083275854034582,,
301.0,281,88,720896,2557,961.57556,10584.631295776368,0.01954345703125,0.2,0.27392667531967163,870,3126.9287109375,0.001,0.9983648061752319,0.003614183,-5.669051495194435,-0.00027950742514804006,,
301.0,282,89,729088,2585,926.12146,8810.008233642578,0.045361328125,0.2,0.25093668699264526,880,2378.195556640625,0.001,0.9993883371353149,0.0044391947,-5.670547825098038,-0.000900173545232974,,
301.0,282,90,737280,2611,958.58905,20490.371655273437,0.01170654296875,0.2,0.25027626752853394,890,9165.853515625,0.001,0.9981158375740051,0.0021335515,-5.670452830195427,-0.00016418794257333502,,
301.0,282,91,745472,2638,991.9503,13316.84913330078,0.00994873046875,0.2,0.2812221050262451,900,3823.95703125,0.001,0.9964770078659058,0.0022016377,-5.6649223387241365,-0.0006830142461694777,,
301.0,282,92,753664,2665,1009.1155,10534.071560668945,0.019970703125,0.2,0.22295451164245605,910,3215.94189453125,0.001,0.9975420832633972,0.003500374,-5.663354527950287,0.0014309651545772796,,
301.0,282,93,761856,2692,1104.9,15029.435757446288,0.0128662109375,0.2,0.25355100631713867,920,5712.421875,0.001,0.9991353750228882,0.0021841712,-5.667814815044403,-0.0009198737643600907,,
301.0,283,94,770048,2719,1106.1006,16206.583560180665,0.01802978515625,0.2,0.31782829761505127,930,5871.70947265625,0.001,0.9999785423278809,0.003575117,-5.673950454592704,-0.0016693684243364259,,
301.0,283,95,778240,2746,1140.4186,10639.319448852539,0.008544921875,0.2,0.3785143494606018,940,3015.5048828125,0.001,0.9984278678894043,0.0026809615,-5.672699499130249,-0.001537481980631128,,
301.0,283,96,786432,2773,1152.0385,15081.920913696289,0.014404296875,0.2,0.3847060799598694,950,5718.0107421875,0.001,0.9977415204048157,0.0027617887,-5.667426455020904,3.0140954913804306e-05,,
301.0,283,97,794624,2801,1121.7194,10561.7435546875,0.025244140625,0.2,0.461436927318573,960,3564.487548828125,0.001,0.9979147911071777,0.0035306867,-5.66663116812706,-0.0005030129250371829,,
,,,800000,,,16501.45898132324,0.02490234375,0.2,0.40405404567718506,970,3670.69384765625,0.001,0.995079755783081,0.0041699624,-5.662294700741768,-0.002147842965496238,301.0,1427.3282470703125
301.0,275,98,802816,2918,1107.4022,,,,,,,,,,,,,
301.0,275,99,811008,2947,1153.292,13966.496585083009,0.0081787109375,0.2,0.47630947828292847,980,5393.98046875,0.001,0.994713306427002,0.0019483194,-5.6551455676555635,-0.0013027128581597936,,
301.0,275,100,819200,2976,1178.3564,14921.552017211914,0.013720703125,0.2,0.5043163001537323,990,4923.0263671875,0.001,0.9951601028442383,0.0035516242,-5.654580870270729,-0.0003405687828490045,,
301.0,275,101,827392,3004,1227.0745,14935.21731262207,0.0170166015625,0.2,0.33961594104766846,1000,5295.40087890625,0.001,0.9961995482444763,0.0029797093,-5.6576914370059965,-0.0006126923573901877,,
301.0,275,102,835584,3033,1301.0417,13077.341613769531,0.0111328125,0.2,0.3537384867668152,1010,2462.75830078125,0.001,0.995419442653656,0.0023827148,-5.6591368347406386,-0.0018344860298384446,,
301.0,275,103,843776,3062,1326.2152,17813.85972290039,0.01326904296875,0.2,0.4069163203239441,1020,9588.2255859375,0.001,0.9939322471618652,0.0033362731,-5.654278215765953,-0.002311718195414869,,
301.0,275,104,851968,3091,1303.4908,10919.58957824707,0.010693359375,0.2,0.5624160766601562,1030,2108.66455078125,0.001,0.9929771423339844,0.002374773,-5.649252313375473,-0.0003226609202101827,,
301.0,275,105,860160,3120,1278.0186,9675.147143554688,0.0090576171875,0.2,0.5529490411281586,1040,1922.548583984375,0.001,0.9970834255218506,0.0025350596,-5.65397207736969,-0.0004744412712170742,,
301.0,275,106,868352,3149,1276.67,9029.433312988282,0.037744140625,0.2,0.5459326505661011,1050,2358.406005859375,0.001,0.9979897737503052,0.00504616,-5.665678903460503,0.00045898037278675475,,
301.0,275,107,876544,3178,1259.9681,13965.424783325196,0.0102783203125,0.2,0.5120732486248016,1060,4645.27734375,0.001,0.9956142902374268,0.0026203105,-5.66351592540741,-0.0008267438010079786,,
301.0,275,108,884736,3207,1241.5449,11919.80927734375,0.009521484375,0.2,0.5533704459667206,1070,2732.2490234375,0.001,0.995323896408081,0.0030643907,-5.65697069466114,-0.0007441931855282746,,
301.0,275,109,892928,3236,1249.5266,12415.959826660157,0.01826171875,0.2,0.5752229690551758,1080,5303.17431640625,0.001,0.9923917055130005,0.0034232829,-5.6520107835531235,-0.0020238589469954603,,
301.0,275,110,901120,3265,1264.0537,11357.538070678711,0.01976318359375,0.2,0.5610755085945129,1090,3468.435791015625,0.001,0.9908696413040161,0.0038517783,-5.641934815049171,-0.0018231581940199248,,
301.0,276,111,909312,3294,1352.0112,17628.35271606445,0.0126220703125,0.2,0.4828575849533081,1100,5222.63916015625,0.001,0.9898235201835632,0.0028084987,-5.637008935213089,-0.0004130006884224713,,
301.0,276,112,917504,3322,1396.227,17409.9789642334,0.0120849609375,0.2,0.4829699397087097,1110,3637.693603515625,0.001,0.9892807602882385,0.00302002,-5.633518898487091,-0.0005109890771564096,,
301.0,276,113,925696,3352,1431.5984,14076.882580566406,0.032275390625,0.2,0.47939759492874146,1120,4736.037109375,0.001,0.988187849521637,0.004055447,-5.630375546216965,-0.0007766248061670921,,
301.0,276,114,933888,3380,1461.571,10599.322093200684,0.01334228515625,0.2,0.587114155292511,1130,2414.267333984375,0.001,0.9852768182754517,0.0029137293,-5.62275515794754,0.0004978099677828141,,
301.0,276,115,942080,3409,1431.1238,13907.124389648438,0.02093505859375,0.2,0.5155885219573975,1140,4056.858642578125,0.001,0.9845350980758667,0.00349889,-5.614749071002007,-0.0008307071366289165,,
301.0,276,116,950272,3438,1430.177,12264.718383789062,0.0124267578125,0.2,0.5165291428565979,1150,3657.123779296875,0.001,0.9835206270217896,0.0026919153,-5.611162838339806,-0.00028924380167154594,,
301.0,276,117,958464,3466,1403.2811,9551.92194671631,0.02252197265625,0.2,0.6476088464260101,1160,2700.712890625,0.001,0.9827274680137634,0.004113922,-5.607905578613281,-0.0021486389843630603,,
301.0,276,118,966656,3495,1405.6406,12753.212782287597,0.01517333984375,0.2,0.6264627277851105,1170,4635.158203125,0.001,0.9820432066917419,0.003279956,-5.604633441567421,-0.0006097541474446189,,
301.0,276,119,974848,3524,1435.5925,12734.681381225586,0.00994873046875,0.2,0.6049553453922272,1180,2885.521240234375,0.001,0.9822837114334106,0.0025286842,-5.603325814008713,-3.925600613001734e-05,,
301.0,276,120,983040,3553,1466.4392,13546.455284118652,0.02127685546875,0.2,0.5226939022541046,1190,4787.900390625,0.001,0.9818022847175598,0.0032165814,-5.603306001424789,-0.0012327261996688322,,
301.0,276,121,991232,3582,1445.0413,10381.131315612793,0.02554931640625,0.2,0.5605550110340118,1200,3895.709716796875,0.001,0.980484127998352,0.0038963677,-5.599192303419113,-0.002925218019663589,,
301.0,276,122,999424,3610,1474.9224,14027.074984741212,0.020361328125,0.2,0.558134913444519,1210,2966.651123046875,0.001,0.9786602854728699,0.0035632346,-5.593811357021332,-0.00042569071520119904,,
301.0,276,123,1007616,3639,1442.2355,17621.289401245118,0.0179443359375,0.2,0.5665468573570251,1220,5832.04736328125,0.001,0.9776090979576111,0.0034582128,-5.586966672539711,-0.0020479398532188497,,
