time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,train/clip_fraction,train/loss,train/n_updates,train/value_loss,train/std,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/entropy_loss,train/approx_kl,eval/mean_reward,eval/mean_ep_length
329,99,32768,3000.8093,908.9642857142857,1,,,,,,,,,,,,,
337,194,65536,1617.7306,916.7777777777778,2,0.0455596923828125,20734.888671875,2480,48746.7583984375,0.3944898545742035,0.0001,0.0004414803050167393,0.07849401235580444,0.2,-1.9469944447278977,0.0070831077,,
336,291,98304,2456.9976,909.2,3,0.0314422607421875,99659.640625,2490,415423.6783203125,0.394475519657135,0.0001,-5.321722710505128e-05,0.0748719573020935,0.2,-1.9463089197874068,0.006233722,,
335,391,131072,2583.4753,890.26,4,0.04583740234375,19632.8671875,2500,51029.86281738281,0.39450058341026306,0.0001,0.0005812121016788296,0.2519134283065796,0.2,-1.9463585138320922,0.007056026,,
333,490,163840,3897.7869,889.78,5,0.052484130859375,18579.740234375,2510,53454.2212890625,0.39443808794021606,0.0001,0.00046416405093623324,0.26916760206222534,0.2,-1.9461866177618503,0.007058235,,
333,589,196608,4001.699,880.93,6,0.0303192138671875,20548.65234375,2520,51060.96130371094,0.3944252133369446,0.0001,4.768828221131116e-05,0.2869398593902588,0.2,-1.94576003998518,0.0059667155,,
334,686,229376,4316.209,859.32,7,0.0413330078125,25907.978515625,2530,55394.33217773437,0.39437827467918396,0.0001,-0.00021295079350238665,0.3270190358161926,0.2,-1.9454881154000758,0.0064584147,,
331,789,262144,4589.8633,866.06,8,0.02869873046875,23941.041015625,2540,54722.25085449219,0.39430946111679077,0.0001,-0.00021561244648182765,0.3345675468444824,0.2,-1.9448841013014317,0.004823274,,
328,896,294912,4826.3745,890.62,9,0.0402984619140625,20871.228515625,2550,51710.06630859375,0.39425164461135864,0.0001,-0.00010940526553895324,0.32296115159988403,0.2,-1.9442543134093284,0.0065871845,,
326,1002,327680,5015.725,910.54,10,0.0332611083984375,21132.990234375,2560,51049.8642578125,0.39421433210372925,0.0001,0.0002066201064735651,0.42617809772491455,0.2,-1.9437543004751205,0.0057497043,,
