time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/policy_gradient_loss,train/explained_variance,train/approx_kl,train/clip_range,train/entropy_loss,train/value_loss,train/clip_fraction,train/n_updates,train/loss,train/learning_rate,train/std,eval/mean_reward,eval/mean_ep_length
1788,23,753664,301.0,233.04564,421,0.0030169976892466368,0.42829495668411255,0.016754434,0.2,-5.204526183754206,878.2546739220619,0.181396484375,220,146.19937133789062,0.001,0.8880154490470886,,
1866,24,786432,301.0,93.491104,421,0.004612036324715518,0.3721129894256592,0.024204515,0.2,-5.171158445253968,1119.4619992733,0.1848480224609375,230,1091.2850341796875,0.001,0.8877941966056824,,
1945,25,819200,301.0,62.995636,421,0.006660161462605174,0.7462531626224518,0.01626525,0.2,-5.174306998029351,295.84722315073014,0.2215850830078125,240,136.49392700195312,0.001,0.8837735652923584,,
2023,26,851968,301.0,113.94867,421,0.0038936978407036805,0.7991838306188583,0.020342307,0.2,-5.176594668999314,304.91378165483474,0.2148590087890625,250,174.59872436523438,0.001,0.882868766784668,,
2101,27,884736,301.0,135.46747,421,0.0037963017473884976,0.5999092161655426,0.017355537,0.2,-5.151335421204567,550.8677105426789,0.200360107421875,260,385.14410400390625,0.001,0.8806582689285278,,
2180,28,917504,301.0,84.09423,420,0.009681226895554573,0.7781915068626404,0.051346548,0.2,-5.137736608088017,278.3268181681633,0.24097900390625,270,153.07296752929688,0.001,0.8784315586090088,,
2263,29,950272,301.0,79.628456,419,0.009795713045969023,0.6831817030906677,0.020615047,0.2,-5.149656466022134,575.5346276164055,0.2416107177734375,280,137.34507751464844,0.001,0.8784168362617493,,
2341,30,983040,301.0,144.49158,419,0.004955957855509041,0.7780681401491165,0.018134983,0.2,-5.135145206749439,302.05961414575575,0.2140472412109375,290,156.76625061035156,0.001,0.8743108510971069,,
2419,31,1015808,301.0,157.24522,419,0.026915396954427705,0.7580015361309052,0.10051939,0.2,-5.130969265848398,311.32871022224424,0.3290863037109375,300,129.8305206298828,0.001,0.8791758418083191,,
2497,32,1048576,301.0,180.187,419,0.010745729753762135,0.7345104813575745,0.02405734,0.2,-5.124434306100011,296.3681892037392,0.22744140625,310,135.33509826660156,0.001,0.8763095140457153,,
2574,33,1081344,301.0,71.39292,419,0.013198112074951496,0.7661416679620743,0.020291762,0.2,-5.123367622867226,305.64750496149065,0.2519287109375,320,156.77749633789062,0.001,0.8729256391525269,,
2652,34,1114112,301.0,125.05178,420,0.013058627837745007,0.7452758848667145,0.029975487,0.2,-5.107544827088714,337.2416135072708,0.2586212158203125,330,150.1531219482422,0.001,0.8724123239517212,,
2730,35,1146880,301.0,138.8911,419,0.012834212734196626,0.7678507566452026,0.023057599,0.2,-5.080967646464705,308.726820898056,0.242462158203125,340,147.0320587158203,0.001,0.8686777949333191,,
2809,36,1179648,301.0,264.64078,419,0.005894090733363555,0.7843806743621826,0.023462545,0.2,-5.082851834222675,302.13346791267395,0.2083770751953125,350,140.85595703125,0.001,0.8728519082069397,,
2886,37,1212416,301.0,222.79346,419,0.016095146939642292,0.4371991753578186,0.02654904,0.2,-5.1099642384797335,900.2502351522446,0.2694488525390625,360,170.25233459472656,0.001,0.8786184191703796,,
2963,38,1245184,301.0,260.09836,420,0.006006176208438773,0.5775468051433563,0.017042741,0.2,-5.108882749825716,583.1985709309578,0.216571044921875,370,516.8988037109375,0.001,0.8723850250244141,,
3039,39,1277952,301.0,394.58914,420,0.03325390911886643,0.7189382910728455,0.0580652,0.2,-5.084262279048562,329.0308800697327,0.3059906005859375,380,177.22032165527344,0.001,0.8707255721092224,,
3116,40,1310720,301.0,371.95972,420,0.008622152172938513,0.37999457120895386,0.01444426,0.2,-5.0606949426233765,1253.455485677719,0.171124267578125,390,1849.3489990234375,0.001,0.8645591735839844,,
3193,41,1343488,301.0,416.48938,420,0.005812955799501651,0.3887341618537903,0.017125644,0.2,-5.018794598057866,1300.9125014781953,0.148431396484375,400,224.9309844970703,0.001,0.8544425368309021,,
3269,42,1376256,301.0,419.50012,420,0.010840829542485154,0.3084040880203247,0.06453683,0.2,-4.9721774034202095,1621.283762550354,0.2090667724609375,410,1156.326416015625,0.001,0.8467103838920593,,
3346,43,1409024,301.0,384.4616,421,0.020805000175460008,0.25148874521255493,0.045970246,0.2,-4.955489948764443,2525.250884604454,0.2367950439453125,420,275.2293701171875,0.001,0.8448302149772644,,
3423,44,1441792,301.0,363.06894,421,0.030775013787751958,0.186742901802063,0.081237525,0.2,-4.952940467372537,1680.4182614088058,0.4197906494140625,430,268.0029296875,0.001,0.8446829319000244,,
3500,45,1474560,301.0,439.9983,421,0.006230989039795532,0.14212852716445923,0.019712616,0.2,-4.928970498219132,1701.7890029668808,0.2237579345703125,440,3157.69091796875,0.001,0.8403605818748474,,
3576,46,1507328,301.0,407.0279,421,0.005369718210931751,0.1550232172012329,0.019761484,0.2,-4.894315907359124,3553.5531029462813,0.2243804931640625,450,935.5103149414062,0.001,0.8350353837013245,,
3653,47,1540096,301.0,427.2966,421,0.005219525843767769,0.2934589385986328,0.01756977,0.2,-4.871253372356295,1808.7531576156616,0.1823211669921875,460,371.3281555175781,0.001,0.8320372700691223,,
3730,48,1572864,301.0,396.08524,421,0.003639223829532057,0.2004694938659668,0.015121944,0.2,-4.8473914511501786,2660.093901824951,0.187139892578125,470,890.6370849609375,0.001,0.8207547664642334,,
,,1600000,,,,0.00395700452663732,0.22865933179855347,0.015402243,0.2,-4.813823606818914,2195.975847816467,0.19012451171875,480,1874.26513671875,0.001,0.8157862424850464,-2989.86376953125,296.7
3860,49,1605632,301.0,410.7704,415,,,,,,,,,,,,,
3936,50,1638400,301.0,338.11923,416,0.006193199356812329,0.2776051163673401,0.014450254,0.2,-4.7931395791471,2343.5079263687135,0.1803558349609375,490,1592.1290283203125,0.001,0.8144986629486084,,
4014,51,1671168,301.0,307.28387,416,0.006497802765943561,0.1904226541519165,0.01866572,0.2,-4.802608872205019,2641.1622532844544,0.164324951171875,500,331.4417724609375,0.001,0.8152034282684326,,
4091,52,1703936,301.0,320.6989,416,0.003969274995688466,0.4264858365058899,0.015495215,0.2,-4.783035271242261,1124.0686093807221,0.172998046875,510,293.8027038574219,0.001,0.8166953325271606,,
4168,53,1736704,301.0,279.74704,416,0.002579016369236342,0.3285585641860962,0.014537303,0.2,-4.788078103587031,1477.2614266872406,0.1455718994140625,520,274.8468322753906,0.001,0.8090801239013672,,
4245,54,1769472,301.0,277.02374,416,0.003806624856406415,0.4417140483856201,0.016512241,0.2,-4.748423317447305,889.0979546546936,0.1799591064453125,530,317.5328369140625,0.001,0.8071997165679932,,
4323,55,1802240,301.0,276.81747,416,0.006023306863244216,0.3682939410209656,0.019560128,0.2,-4.73039914816618,1185.8381000041961,0.173968505859375,540,327.13055419921875,0.001,0.8059952259063721,,
4399,56,1835008,301.0,310.78894,417,0.0059661639214027675,0.4177078604698181,0.014236634,0.2,-4.731925696134567,1141.1106745004654,0.176123046875,550,997.6903686523438,0.001,0.8003634810447693,,
4476,57,1867776,301.0,348.0615,417,0.006877763371085166,0.31357717514038086,0.0123545425,0.2,-4.699880558624864,1404.3362340688705,0.1867828369140625,560,282.6866760253906,0.001,0.7924548983573914,,
4553,58,1900544,301.0,355.7708,417,0.004879646622202927,0.32331132888793945,0.016856728,0.2,-4.634488051384688,1042.6587604045867,0.1677734375,570,258.21240234375,0.001,0.7769024968147278,,
4630,59,1933312,301.0,338.31238,417,0.005032491822203155,0.389898419380188,0.0130677745,0.2,-4.558625368401408,769.7777235507965,0.1732635498046875,580,401.6893615722656,0.001,0.7689077854156494,,
4707,60,1966080,301.0,361.5395,417,0.006232600405928679,0.26031583547592163,0.019597854,0.2,-4.533884793519974,1330.0445735692979,0.195880126953125,590,300.35302734375,0.001,0.7657430171966553,,
4786,61,1998848,301.0,364.75323,417,0.010876150722469901,0.29478561878204346,0.019386344,0.2,-4.51714223138988,1604.3540641784668,0.2120758056640625,600,891.9691772460938,0.001,0.7618616819381714,,
4864,62,2031616,301.0,356.59323,417,0.0074921714685387995,0.39330804347991943,0.011377848,0.2,-4.47097553871572,789.339268708229,0.1728057861328125,610,248.4370574951172,0.001,0.7559733986854553,,
