rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/iterations,time/fps,train/explained_variance,train/std,train/learning_rate,train/clip_fraction,train/approx_kl,train/n_updates,train/clip_range,train/entropy_loss,train/loss,train/policy_gradient_loss,train/value_loss
-215.34447,58,301.0,32768,1,560,,,,,,,,,,,
-138.56529,145,301.0,65536,2,449,0.0009800195693969727,0.9939310550689697,0.001,0.14539794921875,0.008078553,10,0.2,-5.657423863373697,43.01248550415039,-0.009827839209810918,89.48974368423224
-13.840555,235,301.0,98304,3,417,0.24967318773269653,0.9862755537033081,0.001,0.157275390625,0.010688236,20,0.2,-5.632440486364066,39.23871994018555,-0.018034922319930046,101.30024002343416
135.62996,325,301.0,131072,4,402,0.42098015546798706,0.979478120803833,0.001,0.16512451171875,0.011237082,30,0.2,-5.590006175264716,81.09979248046875,-0.01838446177353035,126.36270448863506
94.57513,415,301.0,163840,5,393,0.08781939744949341,0.9688300490379333,0.001,0.129052734375,0.009111538,40,0.2,-5.564886036142707,258.9898376464844,-0.00770180076322049,2611.294495010376
86.51497,506,301.0,196608,6,388,0.0881912112236023,0.9501983523368835,0.001,0.124603271484375,0.008882396,50,0.2,-5.501016644388438,1980.718017578125,-0.006631529336164022,2529.383082693815
74.13038,598,301.0,229376,7,383,0.07926768064498901,0.9397510290145874,0.001,0.1188873291015625,0.008760292,60,0.2,-5.4277462974190716,115.44864654541016,-0.006079594647690101,1677.3847512364387
17.657717,689,301.0,262144,8,379,0.10751628875732422,0.9359973073005676,0.001,0.0852294921875,0.0069745136,70,0.2,-5.403849562443793,928.8256225585938,-0.0031492986588546046,1944.7151260137557
-13.622639,782,301.0,294912,9,377,0.6812601983547211,0.9322971105575562,0.001,0.0809051513671875,0.0064546303,80,0.2,-5.385617879033089,113.2736587524414,-0.003923551318712271,228.49763231873513
27.013071,873,301.0,327680,10,375,0.6327690184116364,0.9200879335403442,0.001,0.0853912353515625,0.007333386,90,0.2,-5.36920920740813,208.84457397460938,-0.0036410075051662716,563.0949704527854
10.439613,963,301.0,360448,11,374,0.6501682102680206,0.9163867831230164,0.001,0.088031005859375,0.006675107,100,0.2,-5.339674301818013,148.68429565429688,-0.003033991499705735,753.2208620250225
30.203863,1054,301.0,393216,12,373,0.6802273392677307,0.9161505103111267,0.001,0.08089599609375,0.0063286796,110,0.2,-5.307131996750831,1372.8853759765625,-0.002187196002842029,904.5381999075413
-1.7887506,1144,301.0,425984,13,372,0.6118430197238922,0.9040581583976746,0.001,0.0980255126953125,0.0083565125,120,0.2,-5.286354584991932,180.98904418945312,-0.002023871453184256,1562.6894931137563
20.693281,1235,301.0,458752,14,371,0.8877291902899742,0.8959420919418335,0.001,0.084918212890625,0.007209135,130,0.2,-5.237169991619885,129.39651489257812,-0.003071499648831377,315.7972241342068
63.725784,1326,301.0,491520,15,370,0.7962595969438553,0.8915042877197266,0.001,0.1025482177734375,0.00847719,140,0.2,-5.212986181303859,143.59344482421875,-0.003780610831336162,620.9061100006104
76.851234,1416,301.0,524288,16,370,0.7036716043949127,0.884894847869873,0.001,0.118072509765625,0.008520452,150,0.2,-5.183092978037894,167.16046142578125,-0.003856257661618656,936.2691539883614
