time/iterations,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/entropy_loss,train/approx_kl,train/std,train/value_loss,train/policy_gradient_loss,train/n_updates,train/learning_rate,train/clip_fraction,train/explained_variance,train/clip_range,train/loss,eval/mean_reward,eval/mean_ep_length
1,502,65,1458.5297,32768,502.05357142857144,,,,,,,,,,,,,
2,429,152,1702.5256,65536,533.79,-1.9467298104427755,0.0112553425,0.3944638967514038,24629.12929725647,0.0018983226067575743,2480,0.0001,0.115869140625,0.03532654047012329,0.2,7770.5712890625,,
3,401,244,1830.5997,98304,548.72,-1.946062486898154,0.009193037,0.3944379389286041,25701.70855331421,0.00090676516529129,2490,0.0001,0.0810546875,0.18402373790740967,0.2,7787.44482421875,,
4,393,333,2222.0715,131072,577.95,-1.9454948692582548,0.008405326,0.39434999227523804,26131.844096374512,0.0008623418802017113,2500,0.0001,0.0722137451171875,0.2055007815361023,0.2,6539.00927734375,,
5,392,417,2750.1487,163840,616.95,-1.9444108881987632,0.008258385,0.3942229747772217,24376.06275253296,0.0007218811351776822,2510,0.0001,0.0746002197265625,0.29237037897109985,0.2,6973.96875,,
6,391,502,3278.8938,196608,659.61,-1.9438538275659085,0.0066182613,0.39424043893814087,26537.75184173584,0.0018517167632126075,2520,0.0001,0.0511871337890625,0.33497071266174316,0.2,8406.607421875,,
7,392,583,3094.7393,229376,650.16,-1.9435347203165292,0.006469921,0.39415478706359863,22859.827488327028,0.0002424485353913042,2530,0.0001,0.0501220703125,0.41323184967041016,0.2,6850.4560546875,,
8,392,667,2823.9092,262144,623.74,-1.9428465800359844,0.0057219444,0.3941177725791931,24372.13381538391,0.0007752090594294713,2540,0.0001,0.04384765625,0.46073460578918457,0.2,7335.7744140625,,
9,392,751,3223.6235,294912,655.42,-1.942068776022643,0.0067054145,0.3939782977104187,24736.231734466553,-0.000561468308660551,2550,0.0001,0.0599884033203125,0.4406956434249878,0.2,11676.7158203125,,
10,390,838,3964.979,327680,721.13,-1.9410525002516805,0.0062842043,0.39393502473831177,20308.444078063963,-0.00012902076487080193,2560,0.0001,0.0537261962890625,0.49494898319244385,0.2,7761.45654296875,,
11,391,920,3874.2324,360448,704.41,-1.9405659494921565,0.0061125658,0.3939029574394226,22644.38885192871,-0.0003292105780928978,2570,0.0001,0.04901123046875,0.4670525789260864,0.2,5987.51904296875,,
12,392,1002,4397.203,393216,746.07,-1.9401463877409697,0.0054170582,0.39384594559669495,26169.203841400147,-0.0005915706142332056,2580,0.0001,0.0379302978515625,0.45877158641815186,0.2,7518.97265625,,
13,394,1079,4203.8813,425984,725.56,-1.939341983012855,0.0058499845,0.39374250173568726,22567.42855873108,0.0009980045766496914,2590,0.0001,0.048095703125,0.549419641494751,0.2,5060.35009765625,,
14,396,1158,4125.494,458752,702.17,-1.9377869540825485,0.006219171,0.3935450315475464,22721.70364074707,-0.0005061996824224479,2600,0.0001,0.0504150390625,0.491130530834198,0.2,7027.841796875,,
15,397,1236,4852.344,491520,746.76,-1.936327833496034,0.005884013,0.39346957206726074,22801.472629165648,0.0007472413148207124,2610,0.0001,0.0397552490234375,0.6145148277282715,0.2,5731.37890625,,
16,397,1319,5225.929,524288,786.48,-1.9353252972476185,0.006490073,0.3933466076850891,20531.31655769348,-0.000755209358248976,2620,0.0001,0.0478668212890625,0.6594511568546295,0.2,6533.4423828125,,
17,396,1403,5237.993,557056,788.01,-1.9345501995645464,0.007948441,0.39333856105804443,49836.749152755736,-0.00018489348603907275,2630,0.0001,0.067254638671875,0.5158016681671143,0.2,10011.951171875,,
18,398,1481,5342.324,589824,782.58,-1.9335142430849372,0.0065839267,0.39313656091690063,22371.722103118896,-1.6757225785113407e-05,2640,0.0001,0.051678466796875,0.6720548272132874,0.2,5741.6591796875,,
19,398,1562,5508.355,622592,758.16,-1.932061127666384,0.005609574,0.39307570457458496,22337.855423355104,4.207015444990248e-06,2650,0.0001,0.037420654296875,0.6420783400535583,0.2,5137.59130859375,,
20,398,1642,5799.463,655360,762.17,-1.9311939275823533,0.005491563,0.39295506477355957,23867.139727020265,-2.6055584385176188e-06,2660,0.0001,0.036993408203125,0.6751909255981445,0.2,4754.8876953125,,
21,399,1721,5712.2095,688128,757.46,-1.9298932547681034,0.0068969694,0.3928254246711731,24439.842665481567,-0.00023501080559071852,2670,0.0001,0.0572052001953125,0.6995687484741211,0.2,6980.54443359375,,
22,399,1805,5976.212,720896,774.73,-1.9290415262803435,0.0058839032,0.39276981353759766,24730.00261230469,0.00011867399662151002,2680,0.0001,0.048590087890625,0.6691521108150482,0.2,5872.9013671875,,
23,397,1897,6735.4023,753664,830.98,-1.928307881485671,0.0063440115,0.39268678426742554,24630.305864715578,0.0011143639496367542,2690,0.0001,0.0493621826171875,0.6931335628032684,0.2,8544.5205078125,,
24,395,1988,7577.882,786432,892.76,-1.9266212186776102,0.0051383767,0.39242470264434814,19684.29896316528,-0.00017999020565184765,2700,0.0001,0.03468017578125,0.7494994103908539,0.2,5796.23388671875,,
25,394,2076,7181.7744,819200,929.64,-1.9243216020986438,0.006398272,0.39224350452423096,21347.229731369018,-0.0008639617901280872,2710,0.0001,0.0478759765625,0.7010723352432251,0.2,10663.4189453125,,
26,393,2165,7024.8545,851968,920.18,-1.9235974949784578,0.0061795316,0.39227184653282166,168634.05821609497,0.0021075129545351954,2720,0.0001,0.0535369873046875,0.37071454524993896,0.2,81223.453125,,
27,392,2252,7431.1357,884736,925.73,-1.9244170032441617,0.005601082,0.39241859316825867,21422.306196975707,-0.0006240171818717499,2730,0.0001,0.0399932861328125,0.712822288274765,0.2,5331.8251953125,,
28,392,2337,7386.675,917504,889.98,-1.9242818892933429,0.0060270852,0.3922147750854492,21888.466865921022,-0.0003825431755103637,2740,0.0001,0.0465728759765625,0.7167965471744537,0.2,5281.68017578125,,
29,391,2430,6838.149,950272,849.92,-1.9227300696074963,0.006551627,0.3921193480491638,64123.44930725098,0.001468979943456361,2750,0.0001,0.055633544921875,0.57584348320961,0.2,8362.955078125,,
30,388,2527,7006.735,983040,847.47,-1.9214379993267356,0.0054230075,0.3919409513473511,24787.611652374268,0.00023351393974735402,2760,0.0001,0.035223388671875,0.6410763561725616,0.2,4918.65234375,,
31,387,2622,7502.719,1015808,879.21,-1.9202338874340057,0.005355642,0.3918934166431427,25601.21611099243,0.0002209344396760571,2770,0.0001,0.0445709228515625,0.7031238973140717,0.2,7934.5166015625,,
32,386,2716,7297.1973,1048576,881.33,-1.9194412961602212,0.0058198003,0.39177486300468445,20234.2016998291,-0.0008413815092353615,2780,0.0001,0.04090576171875,0.6600503027439117,0.2,6403.2646484375,,
33,384,2810,7357.319,1081344,878.46,-1.9183759901672601,0.0057906574,0.3916952610015869,18897.16131362915,0.0003270511431765044,2790,0.0001,0.0438812255859375,0.6845832765102386,0.2,5731.60693359375,,
34,383,2907,7436.471,1114112,889.11,-1.9177214022725821,0.005553196,0.3916454315185547,22308.34859275818,-0.00043015348564949817,2800,0.0001,0.03787841796875,0.6855382323265076,0.2,8156.6708984375,,
35,381,3002,8568.946,1146880,959.08,-1.9177253076806664,0.0056309486,0.39170974493026733,18372.09064216614,0.0001890353385533672,2810,0.0001,0.0472259521484375,0.7344326078891754,0.2,3432.878662109375,,
36,381,3095,8961.816,1179648,985.04,-1.9173262482509017,0.0048932377,0.3915332555770874,20727.04104499817,0.00031436229837709104,2820,0.0001,0.0345001220703125,0.7412387132644653,0.2,5330.1259765625,,
37,379,3194,8786.319,1212416,974.17,-1.9158637637272478,0.0058889487,0.391440212726593,22447.09356765747,-0.0006590936464817787,2830,0.0001,0.0482757568359375,0.6904711127281189,0.2,5302.0146484375,,
38,377,3295,8660.494,1245184,965.75,-1.91526909340173,0.005450292,0.3914315700531006,22949.07371635437,0.0009428627421584679,2840,0.0001,0.0428924560546875,0.738847941160202,0.2,8348.4013671875,,
39,376,3393,9104.352,1277952,1003.69,-1.9153484508395195,0.0059958617,0.39147013425827026,17501.042500686646,0.00010639295906003098,2850,0.0001,0.047735595703125,0.7142457365989685,0.2,5137.77783203125,,
40,375,3488,9156.098,1310720,994.83,-1.9149813872762025,0.0056242337,0.3913485109806061,21559.49115600586,0.00025754667949513533,2860,0.0001,0.042913818359375,0.6980066299438477,0.2,5189.0263671875,,
41,374,3584,8388.924,1343488,935.67,-1.9138686529360711,0.006187697,0.39124932885169983,21691.15336265564,0.000318250029340561,2870,0.0001,0.0519561767578125,0.7164475619792938,0.2,8745.34375,,
42,373,3685,8693.65,1376256,967.16,-1.913251116219908,0.0055150185,0.3912573456764221,23034.24095687866,-0.0003414640403207159,2880,0.0001,0.044696044921875,0.6624360084533691,0.2,9334.6279296875,,
43,372,3779,9008.075,1409024,992.26,-1.9132215157151222,0.0057429057,0.3912442922592163,21913.777338027954,-0.00020121812740399038,2890,0.0001,0.04378662109375,0.691531777381897,0.2,4530.7880859375,,
44,371,3879,9490.516,1441792,1039.32,-1.9130892677232623,0.0055583217,0.3912424147129059,21570.430516815184,-2.685430954443291e-05,2900,0.0001,0.0410186767578125,0.7012311816215515,0.2,5850.55615234375,,
45,370,3979,10288.299,1474560,1110.56,-1.912468238081783,0.0054309135,0.3911129832267761,19059.039407730103,0.0003452848322922364,2910,0.0001,0.0404449462890625,0.752844974398613,0.2,4903.0751953125,,
46,369,4078,10284.921,1507328,1123.86,-1.9116661114618183,0.005631798,0.3910949230194092,16179.111437225341,-0.0002044653912889771,2920,0.0001,0.0419952392578125,0.7457729578018188,0.2,4137.00390625,,
47,368,4176,9318.045,1540096,1117.93,-1.910615758690983,0.006074061,0.39088720083236694,23573.640034484863,-0.0004962801505826065,2930,0.0001,0.0494171142578125,0.7378185391426086,0.2,12662.7294921875,,
48,368,4271,8317.823,1572864,1029.22,-1.9093973758630454,0.007190154,0.39089104533195496,168460.82113609315,0.001071179547579959,2940,0.0001,0.0558502197265625,0.40486299991607666,0.2,85438.09375,,
,,,,1600000,,-1.9092139752581716,0.005478152,0.39083364605903625,24269.126538085937,0.00039219244590640303,2950,0.0001,0.0406982421875,0.6890320777893066,0.2,6361.10400390625,2738.1787109375,606.9
49,352,4548,8301.773,1605632,1038.06,,,,,,,,,,,,,
50,352,4645,8659.684,1638400,1068.38,-1.9085061033256352,0.006168265,0.39075908064842224,21065.019521713257,0.00043495042154972907,2960,0.0001,0.0506988525390625,0.7166637182235718,0.2,9071.955078125,,
51,352,4744,9488.523,1671168,1071.44,-1.9077857149764896,0.0053852876,0.3907090127468109,20353.578133010866,-0.0006905108155478956,2970,0.0001,0.038433837890625,0.6791202425956726,0.2,6970.19189453125,,
52,351,4843,9734.963,1703936,1095.33,-1.9069129997864365,0.0056309006,0.39058372378349304,23854.009144592284,0.00017519738339615286,2980,0.0001,0.0408355712890625,0.633996307849884,0.2,7262.923828125,,
