time/fps,time/iterations,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,train/n_updates,train/loss,train/clip_range,train/std,train/entropy_loss,train/value_loss,train/explained_variance,train/clip_fraction,train/approx_kl,train/learning_rate,train/policy_gradient_loss
326,1,8192,1284.9896,25,535.5,,,,,,,,,,,
264,2,16384,890.4953,61,484.3225806451613,2480,3222.56591796875,0.2,0.39455604553222656,-1.9474801808595656,12356.356845855713,0.002808988094329834,0.15107421875,0.014342923,0.0003,0.0019251616216934054
247,3,24576,747.34015,99,468.66,2490,1871.8955078125,0.2,0.3944283723831177,-1.9466358449310064,10696.367987823487,0.09747809171676636,0.10369873046875,0.011405906,0.0003,-0.0020308171573560686
239,4,32768,950.5369,136,481.66153846153844,2500,2565.328125,0.2,0.3941955268383026,-1.945026872307062,9063.698592758179,0.2684287428855896,0.08624267578125,0.009899823,0.0003,0.00025636612117523326
231,5,40960,1155.7566,177,502.9367088607595,2510,1593.4322509765625,0.2,0.39394670724868774,-1.9425884757190943,12505.828262329102,0.2838541865348816,0.09202880859375,0.010114392,0.0003,1.2281100862310267e-05
229,6,49152,1133.9375,214,501.6770833333333,2520,2551.4794921875,0.2,0.3938678503036499,-1.9408404648303985,14551.749574279786,0.26967161893844604,0.08370361328125,0.008824657,0.0003,0.00147874836839037
226,7,57344,1154.3844,252,503.66,2530,2330.276123046875,0.2,0.39372801780700684,-1.9399188309907913,13619.593144989014,0.16180860996246338,0.104443359375,0.010929342,0.0003,0.0005899568372115027
225,8,65536,1266.8597,290,515.83,2540,1091.890869140625,0.2,0.3935166597366333,-1.9380940098315478,11493.631970977784,0.2637094259262085,0.09930419921875,0.009350468,0.0003,-0.0002536955704272259
223,9,73728,1475.4565,329,541.14,2550,2302.3291015625,0.2,0.3933531939983368,-1.9363033425062894,14046.136697387696,0.10269725322723389,0.0995849609375,0.009063545,0.0003,0.0008062382490606979
221,10,81920,1519.9036,370,550.62,2560,2196.614501953125,0.2,0.3932711184024811,-1.9351428080350161,10354.933912277222,0.20206058025360107,0.0988525390625,0.009533529,0.0003,0.00162053604144603
219,11,90112,1511.0024,410,561.01,2570,1762.1234130859375,0.2,0.39309337735176086,-1.9339565392583609,10293.642892456055,0.4069121479988098,0.09361572265625,0.009314768,0.0003,-0.001364260897753411
217,12,98304,1594.9429,451,580.57,2580,3023.78857421875,0.2,0.3928189277648926,-1.931625059619546,11389.202207946777,0.3684278130531311,0.06796875,0.007864313,0.0003,-0.0025564575829776005
216,13,106496,1894.0941,492,615.13,2590,1358.063232421875,0.2,0.39279642701148987,-1.929859333857894,11200.878495025634,0.4421427845954895,0.09112548828125,0.009465616,0.0003,-0.0007785030073137022
216,14,114688,2028.7915,529,621.46,2600,1741.4820556640625,0.2,0.3928510248661041,-1.9300330132246017,10393.12336883545,0.5088782012462616,0.06353759765625,0.0068579707,0.0003,3.2971537075354716e-05
216,15,122880,2117.859,568,624.74,2610,2717.239990234375,0.2,0.39279013872146606,-1.930265061557293,13351.494004821778,0.4953998923301697,0.08221435546875,0.00828153,0.0003,-0.0012726797205687035
215,16,131072,2261.3008,607,629.37,2620,1541.3582763671875,0.2,0.3926154673099518,-1.9290328234434129,10697.578466033936,0.49691909551620483,0.09365234375,0.008552408,0.0003,0.0008314478003740078
215,17,139264,2171.619,647,618.03,2630,5163.70654296875,0.2,0.3925803005695343,-1.9280974943190814,19916.761186981203,0.4612298607826233,0.07176513671875,0.00850803,0.0003,-0.0025022501547937283
214,18,147456,2205.0815,687,607.33,2640,2938.6162109375,0.2,0.3925182819366455,-1.9276262104511261,17197.47244415283,0.4634813070297241,0.06044921875,0.007053232,0.0003,-0.0008269804588053375
214,19,155648,2227.606,725,588.62,2650,1847.2991943359375,0.2,0.3923543095588684,-1.9264869298785925,13479.764874267577,0.332943856716156,0.092724609375,0.008389631,0.0003,0.0009530780152999796
214,20,163840,2079.0166,763,575.59,2660,3091.873046875,0.2,0.39236608147621155,-1.9255167476832866,14174.589968872071,0.39163899421691895,0.08560791015625,0.009410763,0.0003,-0.0026349918127380077
214,21,172032,2281.0305,801,593.59,2670,3880.84521484375,0.2,0.39211246371269226,-1.9244684003293515,13560.999547576905,0.4481862187385559,0.06878662109375,0.008202529,0.0003,-0.002005581969569903
214,22,180224,2285.2048,839,598.98,2680,1718.536865234375,0.2,0.39196181297302246,-1.9224022947251798,13114.137618255616,0.4750071167945862,0.06279296875,0.00793274,0.0003,-0.0027174980081326795
214,23,188416,2425.3218,878,616.21,2690,3197.718505859375,0.2,0.3919059634208679,-1.921279177814722,16218.275408172607,0.408172070980072,0.056005859375,0.00686962,0.0003,-0.000971538031444652
214,24,196608,2385.2913,916,602.05,2700,3771.014404296875,0.2,0.3918270766735077,-1.92054091244936,14449.074808502197,0.5465185046195984,0.04881591796875,0.0061942157,0.0003,-0.0025865437815809854
213,25,204800,2443.6782,958,599.76,2710,3923.376220703125,0.2,0.3919450640678406,-1.9206271324306727,20642.46333618164,0.5473843514919281,0.04638671875,0.0058474024,0.0003,0.001040652400115505
