time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,time/iterations,train/n_updates,train/explained_variance,train/loss,train/clip_range,train/std,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/value_loss
32768,-2153.0762,58,563,199.39,1,,,,,,,,,,,
65536,-2143.5747,185,353,197.71,2,320,0.008003294467926025,2533.06787109375,0.2,0.8079601526260376,-4.811691776383668,0.1407470703125,0.004926047481581009,0.001,0.00915582,18956.39865888953
