time/total_timesteps,time/fps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/time_elapsed,train/loss,train/clip_range,train/approx_kl,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/std,train/entropy_loss,train/learning_rate,train/value_loss,train/explained_variance,eval/mean_ep_length,eval/mean_reward
16384,477,726.6666666666666,1,2962.9182,34,,,,,,,,,,,,,
32768,363,717.8333333333334,2,2874.93,90,7926.75341796875,0.2,0.016368827,0.163775634765625,0.0032426203622890172,2480,0.39439156651496887,-1.946392148733139,0.0003,31741.348547363283,0.06535559892654419,,
49152,336,684.7014925373135,3,2518.2559,145,9499.44140625,0.2,0.009450946,0.083984375,0.0006904509500600398,2490,0.3943091630935669,-1.945025910437107,0.0003,35508.95811767578,0.014903008937835693,,
65536,327,660.7708333333334,4,2404.4238,200,9036.3466796875,0.2,0.008172691,0.066009521484375,-7.975425323820673e-05,2500,0.39418476819992065,-1.9439215898513793,0.0003,29486.392004394533,0.2566377520561218,,
81920,320,662.88,5,2403.3145,255,8262.8056640625,0.2,0.009310683,0.081201171875,0.0017009800096275285,2510,0.3941470980644226,-1.94302097260952,0.0003,32527.30845336914,0.27591681480407715,,
98304,315,652.19,6,2323.6301,311,7718.6650390625,0.2,0.007482704,0.056829833984375,-4.59922433947213e-05,2520,0.39421457052230835,-1.9431120082736015,0.0003,28546.86716308594,0.28177666664123535,,
114688,312,701.57,7,2986.765,367,12483.6416015625,0.2,0.008271893,0.068951416015625,0.0029037695661827457,2530,0.39419347047805786,-1.9434058599174022,0.0003,43258.43941040039,0.48967838287353516,,
131072,309,752.29,8,3611.6719,422,7895.990234375,0.2,0.009822654,0.091131591796875,0.0018211076217994559,2540,0.39412251114845276,-1.9430394679307939,0.0003,26383.555261230467,0.3666332960128784,,
147456,306,817.25,9,4340.999,480,9358.1123046875,0.2,0.0076106847,0.0642578125,-0.001696119370899396,2550,0.394022673368454,-1.9421988658607006,0.0003,30188.38098754883,0.39955228567123413,,
163840,304,876.85,10,5152.132,537,7118.68212890625,0.2,0.0074589173,0.0607421875,0.0016135185382154305,2560,0.3939821720123291,-1.9413977533578872,0.0003,25990.308337402344,0.47067195177078247,,
180224,303,871.51,11,5250.498,594,7764.8193359375,0.2,0.007506438,0.064605712890625,0.0014769061330298428,2570,0.3939521908760071,-1.9410207390785217,0.0003,30308.91344604492,0.41937553882598877,,
196608,302,912.5,12,5839.7715,649,9097.2587890625,0.2,0.009141305,0.0847412109375,0.0013179159032006282,2580,0.3939877450466156,-1.9410077780485153,0.0003,30817.920678710936,0.6342826783657074,,
212992,301,882.67,13,5171.6177,706,9919.123046875,0.2,0.008521795,0.07044677734375,-0.0002907426605815999,2590,0.3938319683074951,-1.9405704833567143,0.0003,33087.11302490234,0.48830026388168335,,
229376,300,779.36,14,3665.1284,764,81093.625,0.2,0.00872388,0.07359619140625,0.0009932980923622382,2600,0.3938424587249756,-1.9396338909864426,0.0003,233754.7516357422,0.5645765662193298,,
245760,299,754.75,15,3336.2441,821,47857.84765625,0.2,0.012434736,0.076556396484375,0.00929364969015296,2610,0.39386576414108276,-1.9399215012788773,0.0003,120569.93933105469,0.7382982969284058,,
262144,298,757.1,16,3483.6514,877,8014.12255859375,0.2,0.0076436885,0.073895263671875,0.0011567853143787943,2620,0.39384740591049194,-1.9399966210126878,0.0003,32768.28883056641,0.6737289428710938,,
278528,298,762.3,17,3555.282,932,6630.85498046875,0.2,0.008523599,0.0815185546875,0.0001367746604955755,2630,0.3938846290111542,-1.9400390796363354,0.0003,25115.90785522461,0.6922488510608673,,
294912,298,776.22,18,4395.4644,988,6883.6787109375,0.2,0.0067032557,0.053631591796875,-0.0007808015805494505,2640,0.3938171863555908,-1.94004378169775,0.0003,25108.78364868164,0.5874487161636353,,
311296,298,841.55,19,5510.76,1044,7469.26171875,0.2,0.006443315,0.057794189453125,0.0007127171535103116,2650,0.393689900636673,-1.939054437726736,0.0003,27821.60322265625,0.5190576612949371,,
327680,297,842.22,20,5660.8667,1100,10186.2705078125,0.2,0.0067848056,0.05589599609375,0.0005345339392079041,2660,0.3935900926589966,-1.9377833403646947,0.0003,31034.802648925783,0.5220242738723755,,
344064,297,837.01,21,5532.447,1156,8566.146484375,0.2,0.006316572,0.049774169921875,0.00027715453688870184,2670,0.3935389220714569,-1.9369770511984825,0.0003,30307.612255859374,0.5121037364006042,,
360448,297,854.14,22,5834.241,1212,7282.6708984375,0.2,0.0078104194,0.068756103515625,0.00037065000578877515,2680,0.3935796320438385,-1.9368766367435455,0.0003,27276.43119506836,0.4519055485725403,,
376832,296,866.06,23,6022.9893,1270,7402.46630859375,0.2,0.0072921664,0.058636474609375,-0.0003182806874974631,2690,0.3936101794242859,-1.9372898295521737,0.0003,28437.271514892578,0.6457726061344147,,
393216,296,858.75,24,5916.9673,1325,7353.4892578125,0.2,0.0075297737,0.05565185546875,-4.572913821903058e-05,2700,0.39356231689453125,-1.9372617356479167,0.0003,26757.824865722658,0.5191412270069122,,
