time/iterations,rollout/ep_len_mean,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/clip_range,train/learning_rate,train/clip_fraction,train/n_updates,train/approx_kl,train/value_loss,train/std,train/policy_gradient_loss,train/entropy_loss,train/loss,train/explained_variance
1,301.0,32768,578,56,-230.86311,,,,,,,,,,,
2,301.0,65536,426,153,-155.36699,0.2,0.0001,0.1235595703125,10,0.008763299,80.68538884669542,0.9984498023986816,-0.012258472360235828,-5.671548105124384,43.89609146118164,0.0016449689865112305
3,301.0,98304,390,251,-6.6520104,0.2,0.0001,0.163140869140625,20,0.0105195455,103.4624135196209,0.9917201995849609,-0.017300993875460337,-5.650284715276212,58.314537048339844,0.3175991177558899
4,301.0,131072,373,350,162.01782,0.2,0.0001,0.189996337890625,30,0.01244244,407.91414196938274,0.9802114367485046,-0.018870242523371418,-5.609512094501406,84.10126495361328,0.24233907461166382
5,301.0,163840,364,449,95.953445,0.2,0.0001,0.1421722412109375,40,0.0100396685,3343.6679792925715,0.9686949253082275,-0.009869119944687555,-5.5672674960456785,263.0396423339844,0.08900171518325806
6,301.0,196608,358,547,107.77038,0.2,0.0001,0.110113525390625,50,0.007849543,1302.675847299397,0.9578841924667358,-0.007630219255270276,-5.510223321523517,104.39965057373047,0.05717068910598755
7,301.0,229376,354,647,48.53941,0.2,0.0001,0.0908538818359375,60,0.008058444,2492.980653256178,0.944539487361908,-0.005087683736019244,-5.458883900474757,1223.2464599609375,0.008829951286315918
8,301.0,262144,350,747,-6.970686,0.2,0.0001,0.058673095703125,70,0.0060066665,1381.3131511047482,0.9387522339820862,-0.0038525472193668975,-5.430080999713391,2350.010009765625,0.0009278059005737305
9,301.0,294912,347,847,-58.08453,0.2,0.0001,0.0382080078125,80,0.0052253064,787.0142427161336,0.9277921319007874,-0.0031717828635009935,-5.392995422519744,115.10454559326172,0.253304123878479
10,301.0,327680,345,948,-62.9586,0.2,0.0001,0.0162811279296875,90,0.0033860833,263.042877715826,0.9220476150512695,-0.001825666734873721,-5.359591624699533,113.56800079345703,0.7177907824516296
11,301.0,360448,343,1050,-31.324324,0.2,0.0001,0.0281341552734375,100,0.004077756,292.1908362150192,0.9205594062805176,-0.002852988660833944,-5.344313755538314,140.0836944580078,0.796839028596878
12,301.0,393216,340,1153,-32.151188,0.2,0.0001,0.035675048828125,110,0.0049553625,599.6481427490711,0.9192086458206177,-0.0035336518879375946,-5.341618813946843,173.02987670898438,0.7280222475528717
13,301.0,425984,339,1256,30.092096,0.2,0.0001,0.03271484375,120,0.0040081684,354.9874464958906,0.9168612360954285,-0.0033464540823615607,-5.330891776457429,227.02027893066406,0.8446405977010727
14,301.0,458752,337,1359,72.12257,0.2,0.0001,0.0397247314453125,130,0.0046050656,633.8806546986103,0.9140468239784241,-0.0035261021387213987,-5.3186403218656775,153.46133422851562,0.7800151705741882
15,301.0,491520,336,1462,131.76358,0.2,0.0001,0.042449951171875,140,0.0054193614,658.7341869264841,0.9060965776443481,-0.004045178821024819,-5.2930514077655975,1549.349365234375,0.7530526220798492
16,301.0,524288,334,1565,165.03787,0.2,0.0001,0.04359130859375,150,0.005393251,891.5080788701773,0.902121365070343,-0.0033079878031912814,-5.265753457415849,142.90386962890625,0.6161462366580963
17,301.0,557056,333,1668,216.87383,0.2,0.0001,0.0325775146484375,160,0.004958631,1452.7180373638869,0.8949908018112183,-0.002909889045986347,-5.242290775291622,4518.84814453125,0.4965857267379761
18,301.0,589824,332,1771,197.92085,0.2,0.0001,0.027557373046875,170,0.004577429,1786.2275075644254,0.8894461989402771,-0.002745514086041112,-5.212295618467033,285.69390869140625,0.39740800857543945
19,301.0,622592,332,1874,233.1465,0.2,0.0001,0.0385284423828125,180,0.004105464,1221.3172772347928,0.8864240050315857,-0.0032628492869434924,-5.196553678251803,142.28826904296875,0.3910360336303711
20,301.0,655360,331,1978,317.01056,0.2,0.0001,0.0387786865234375,190,0.004762252,902.9082731634378,0.8805816173553467,-0.003972915907775132,-5.171501065138727,144.4676055908203,0.44307059049606323
21,301.0,688128,330,2082,277.81888,0.2,0.0001,0.038568115234375,200,0.004785061,2349.968981087208,0.8740015029907227,-0.0022392277781818847,-5.141955607570708,4585.1298828125,0.1820974349975586
22,301.0,720896,329,2186,292.77094,0.2,0.0001,0.047064208984375,210,0.0055488646,1490.481388294697,0.8655675649642944,-0.003214359359685659,-5.107037687581032,7180.69580078125,0.19920611381530762
23,301.0,753664,329,2290,333.64075,0.2,0.0001,0.0485992431640625,220,0.0063223094,999.6478410363197,0.8543566465377808,-0.004134424440655949,-5.058959627710283,306.737060546875,0.3456196188926697
24,301.0,786432,328,2394,380.67093,0.2,0.0001,0.0822265625,230,0.007476579,1899.8869955539703,0.8454208374023438,-0.003598675051580358,-5.00909741204232,2999.726806640625,0.12073737382888794
25,301.0,819200,327,2498,352.7699,0.2,0.0001,0.092669677734375,240,0.008080704,2217.2686741143466,0.8352136015892029,-0.005357913396255754,-4.963882990181446,3845.569091796875,0.15436065196990967
26,301.0,851968,327,2603,381.39505,0.2,0.0001,0.0421478271484375,250,0.0055892942,1951.6810724914073,0.8237972259521484,-0.0017072362982162304,-4.912022485677153,1009.4136352539062,0.15117937326431274
27,301.0,884736,326,2708,441.00198,0.2,0.0001,0.1078033447265625,260,0.008723879,2546.7513630330564,0.8133342266082764,-0.004524906463029765,-4.857945122383535,298.7528991699219,0.09142231941223145
28,301.0,917504,326,2813,437.84875,0.2,0.0001,0.03492431640625,270,0.0046801884,2527.0382111847402,0.8032073974609375,-0.0008756284733635767,-4.808469563629478,267.5451354980469,0.14555907249450684
29,301.0,950272,325,2919,488.66547,0.2,0.0001,0.06676025390625,280,0.0059427302,2071.5493653178214,0.793950080871582,-0.0023223292797410976,-4.758323577791453,334.88751220703125,0.18297439813613892
30,301.0,983040,324,3025,571.2638,0.2,0.0001,0.0761474609375,290,0.007134888,2475.2208361446856,0.7844192385673523,-0.0019164702155649138,-4.712240874674171,425.08050537109375,0.2170925736427307
31,301.0,1015808,324,3131,519.7077,0.2,0.0001,0.06558837890625,300,0.0065382943,3604.7549112677575,0.7775882482528687,-0.00020892522809390357,-4.673396292794496,333.655029296875,0.18700528144836426
