time/fps,time/iterations,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,train/n_updates,train/loss,train/clip_range,train/std,train/entropy_loss,train/value_loss,train/explained_variance,train/clip_fraction,train/approx_kl,train/learning_rate,train/policy_gradient_loss
371,1,1441792,1723.5281,22,461.67,,,,,,,,,,,
271,2,1449984,2053.463,60,487.27,4230,19201.958984375,0.2,0.39253079891204834,-1.9265621662139893,47933.8673828125,0.6016272604465485,0.0224609375,0.0056447363,0.0003,-0.0008213568711653352
253,3,1458176,2132.982,96,488.76,4240,18240.89453125,0.2,0.39252224564552307,-1.9263171076774597,49622.16484375,0.5586036741733551,0.05169677734375,0.008017217,0.0003,9.999656758736819e-05
249,4,1466368,2296.3596,131,506.94,4250,16487.158203125,0.2,0.39251965284347534,-1.926273763179779,47612.69877929687,0.4288944602012634,0.0369140625,0.006023573,0.0003,-7.893034780863673e-05
245,5,1474560,2401.2344,166,513.33,4260,19839.298828125,0.2,0.3925042748451233,-1.926215574145317,53020.26044921875,0.4827192425727844,0.01630859375,0.0042952094,0.0003,-0.000679668685188517
242,6,1482752,2616.276,202,534.59,4270,20515.140625,0.2,0.39247992634773254,-1.9260062128305435,51503.50576171875,0.548106461763382,0.0294189453125,0.0073990272,0.0003,-0.00039538791170343755
240,7,1490944,2706.3313,238,552.5,4280,17984.96484375,0.2,0.39244306087493896,-1.9256932407617569,48129.5056640625,0.570339560508728,0.020849609375,0.005612542,0.0003,-0.00026306360377930104
238,8,1499136,2613.6323,274,535.55,4290,15562.6787109375,0.2,0.39241310954093933,-1.9253292858600617,42476.12260742187,0.634699136018753,0.01947021484375,0.0047267694,0.0003,-0.0008071707736235112
238,9,1507328,2448.1733,308,529.87,4300,18960.0703125,0.2,0.39238402247428894,-1.9250411123037339,52175.7099609375,0.5066913068294525,0.0198974609375,0.0047132536,0.0003,-0.0014552214968716725
237,10,1515520,2379.1006,344,527.73,4310,20065.3203125,0.2,0.392371267080307,-1.9248003602027892,52089.85712890625,0.6865679323673248,0.01719970703125,0.004902201,0.0003,0.0005575159244472161
236,11,1523712,2795.81,381,551.79,4320,17651.314453125,0.2,0.39236360788345337,-1.9247099250555038,46556.1962890625,0.7463015615940094,0.034765625,0.0047595785,0.0003,-6.391526840161532e-05
235,12,1531904,2637.728,416,561.27,4330,19467.494140625,0.2,0.39237353205680847,-1.924697831273079,53666.6076171875,0.6294502913951874,0.0142578125,0.0048752106,0.0003,-0.0012062953668646515
235,13,1540096,2567.2493,451,545.17,4340,21436.919921875,0.2,0.39237692952156067,-1.924794974923134,53834.99697265625,0.5154821276664734,0.0352783203125,0.0064546713,0.0003,-0.0008422221028013155
235,14,1548288,2493.779,487,540.62,4350,26949.7109375,0.2,0.3923766613006592,-1.9248075932264328,65176.4162109375,0.5513506829738617,0.01080322265625,0.0031508706,0.0003,-0.0007422587717883289
234,15,1556480,2713.2637,523,549.74,4360,18915.91015625,0.2,0.39236685633659363,-1.9247710675001144,48468.09599609375,0.5695072412490845,0.014013671875,0.004107416,0.0003,0.0003884012665366754
234,16,1564672,2842.1772,559,567.76,4370,23511.1171875,0.2,0.3923448920249939,-1.9246110618114471,57485.90712890625,0.5117518305778503,0.02529296875,0.0065991217,0.0003,-0.0008545638207579032
234,17,1572864,2579.0967,594,555.78,4380,14198.3828125,0.2,0.3923408091068268,-1.9244349300861359,42712.68295898438,0.5653703808784485,0.01461181640625,0.0038615735,0.0003,-0.000805276635219343
233,18,1581056,2408.411,630,563.51,4390,18618.603515625,0.2,0.39232563972473145,-1.9243923813104629,48335.18447265625,0.5553059875965118,0.01895751953125,0.0042721764,0.0003,-0.0012067758274497465
233,19,1589248,2557.2407,666,567.09,4400,15343.142578125,0.2,0.3923195004463196,-1.9242523819208146,46674.62495117188,0.5019102990627289,0.054736328125,0.007006605,0.0003,-0.0009266709501389414
233,20,1597440,2413.7776,701,571.25,4410,18896.970703125,0.2,0.3923051655292511,-1.9241883218288423,52400.50244140625,0.6582678258419037,0.02415771484375,0.0064132083,0.0003,-0.0001723750523524359
233,21,1605632,2440.4915,736,571.59,4420,18199.673828125,0.2,0.3922977149486542,-1.9240101128816605,49197.92626953125,0.5092908442020416,0.0411376953125,0.006449798,0.0003,9.077358117792755e-05
233,22,1613824,2457.2258,772,567.46,4430,16704.287109375,0.2,0.39229005575180054,-1.9239572256803512,46838.72607421875,0.7018497288227081,0.01453857421875,0.0026744525,0.0003,0.00018119081214535983
232,23,1622016,2530.2031,809,562.38,4440,18637.384765625,0.2,0.3923117518424988,-1.9239571332931518,50467.3185546875,0.48021960258483887,0.02574462890625,0.005970165,0.0003,0.0004025777656352147
231,24,1630208,2806.6174,847,577.16,4450,21181.916015625,0.2,0.39233624935150146,-1.9242312431335449,57129.32939453125,0.5050879418849945,0.03184814453125,0.0055323173,0.0003,-0.00013653675850946456
231,25,1638400,2908.417,883,578.24,4460,22930.525390625,0.2,0.39232608675956726,-1.9243490159511567,57015.03232421875,0.4375213384628296,0.01378173828125,0.003128629,0.0003,0.0008328055962920188
