rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/entropy_loss,train/clip_fraction,train/clip_range,train/n_updates,train/explained_variance,train/approx_kl,train/learning_rate,train/policy_gradient_loss,train/std,train/loss,train/value_loss,eval/mean_ep_length,eval/mean_reward
726.6111111111111,1314.1254,494,1,33,16384,,,,,,,,,,,,,
738.2105263157895,1573.9685,358,2,91,32768,-1.9456941265612842,0.17772216796875,0.2,2480,0.009122610092163086,0.014921993,0.0003,0.005437346146936761,0.3942379951477051,7945.79296875,24747.788423156737,,
722.890625,1515.4185,329,3,149,49152,-1.9438261838629842,0.136993408203125,0.2,2490,0.00520092248916626,0.013339056,0.0003,0.004308623560427804,0.3942115604877472,4497.86474609375,25003.14321899414,,
739.560975609756,1739.2355,315,4,207,65536,-1.94313134662807,0.12696533203125,0.2,2500,0.17102694511413574,0.012633238,0.0003,0.0025545981701725396,0.394074410200119,7413.98779296875,26162.20900878906,,
762.98,1924.5886,307,5,266,81920,-1.9419480588287115,0.10186767578125,0.2,2510,0.2172994613647461,0.009263702,0.0003,0.0019150063266351936,0.3939957618713379,6652.01416015625,23840.78331451416,,
772.77,2149.906,302,6,324,98304,-1.9409054528921843,0.096734619140625,0.2,2520,0.24321234226226807,0.009383492,0.0003,0.0015497962447625468,0.3938518464565277,5668.11181640625,21343.11823272705,,
754.61,1969.222,299,7,382,114688,-1.9402089226990937,0.10244140625,0.2,2530,0.3617709279060364,0.009929143,0.0003,-0.00023286417963390703,0.39387044310569763,4970.94482421875,19285.83051300049,,
797.01,2393.3975,296,8,441,131072,-1.9386805595830083,0.093951416015625,0.2,2540,0.264370858669281,0.009889768,0.0003,0.000763107352759107,0.39351391792297363,7057.9375,20600.604764556883,,
784.89,2322.581,294,9,499,147456,-1.936064153537154,0.098211669921875,0.2,2550,0.359186053276062,0.010178285,0.0003,0.0007085953786372557,0.39337357878685,5504.244140625,20847.63812637329,,
784.81,2470.5881,292,10,559,163840,-1.9344800308346748,0.088787841796875,0.2,2560,0.2822102904319763,0.008685326,0.0003,0.00014564995235559762,0.39314910769462585,6090.171875,20156.659436798094,,
785.81,2465.622,291,11,618,180224,-1.9324601436033846,0.09393310546875,0.2,2570,0.4381897449493408,0.009007295,0.0003,0.002289436659702915,0.39299318194389343,3121.08544921875,18639.39836654663,,
812.81,2753.1104,290,12,677,196608,-1.92978011444211,0.078302001953125,0.2,2580,0.3205553889274597,0.008133041,0.0003,0.0010550153863732703,0.3926176428794861,5751.11962890625,19771.80966720581,,
835.19,3256.5059,288,13,737,212992,-1.9280982775613666,0.09501953125,0.2,2590,0.32645177841186523,0.009239638,0.0003,0.0012921389563416597,0.39266300201416016,4265.98291015625,20040.986306762694,,
847.35,3378.027,288,14,796,229376,-1.9275753691792488,0.09156494140625,0.2,2600,0.4454675316810608,0.009477026,0.0003,0.0009221010848705191,0.3924792408943176,4184.17724609375,18038.711987304687,,
848.69,3437.8977,287,15,854,245760,-1.9265891812741756,0.0968505859375,0.2,2610,0.3857439160346985,0.010021962,0.0003,0.0007801619085512357,0.392505943775177,6274.36865234375,22015.277962493896,,
882.48,3889.1335,286,16,915,262144,-1.9261112505570055,0.066015625,0.2,2620,0.3965911269187927,0.0072483234,0.0003,-0.0005932534995736205,0.3923986852169037,4605.37060546875,19749.081804656984,,
938.8,3993.9797,285,17,975,278528,-1.9255092682316899,0.119622802734375,0.2,2630,0.1795521378517151,0.012056275,0.0003,0.001750729997365852,0.3924208879470825,5658.47119140625,70801.57211608886,,
916.38,3829.3252,285,18,1034,294912,-1.9251362955197693,0.097076416015625,0.2,2640,0.38771212100982666,0.008831443,0.0003,-0.0005677551753251464,0.39230334758758545,6803.35205078125,188153.71510620118,,
921.08,3942.895,285,19,1092,311296,-1.924059166572988,0.078668212890625,0.2,2650,0.3414309024810791,0.008245099,0.0003,-0.0008284744253614917,0.3922033905982971,5732.85009765625,19629.662706756593,,
959.06,4460.0293,284,20,1151,327680,-1.9220565501600504,0.1030517578125,0.2,2660,0.419772207736969,0.009758823,0.0003,-0.0001828193357141572,0.3918994665145874,3856.939208984375,18651.834033966064,,
