time/iterations,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,time/total_timesteps,train/n_updates,train/loss,train/entropy_loss,train/std,train/approx_kl,train/clip_range,train/learning_rate,train/clip_fraction,train/policy_gradient_loss,train/value_loss,train/explained_variance,eval/mean_ep_length,eval/mean_reward
1,329.1860465116279,38,429,748.0704,16384,,,,,,,,,,,,,
2,367.29411764705884,103,317,877.91626,32768,2480,13043.2568359375,-1.9473797095939518,0.3946365714073181,0.021324072,0.2,0.0003,0.2313720703125,0.007324369162233779,39872.63842468262,0.003389716148376465,,
3,381.15,167,293,1028.4515,49152,2490,10026.814453125,-1.9465267350897193,0.39440974593162537,0.01217251,0.2,0.0003,0.1244873046875,0.000688864692892821,34746.665914916994,0.20042657852172852,,
4,405.6,231,283,1243.2839,65536,2500,9556.2041015625,-1.9442375479266047,0.3941914737224579,0.010606672,0.2,0.0003,0.10115966796875,0.00013657545123351155,34134.14962387085,0.249098539352417,,
5,386.12,294,278,1124.7479,81920,2510,8223.3486328125,-1.9422557877376676,0.3939951956272125,0.008941161,0.2,0.0003,0.09400634765625,0.0004135061373744975,28560.09375,0.4101064205169678,,
6,384.83,358,274,1169.9706,98304,2520,8079.048828125,-1.9404613502323627,0.3938303589820862,0.010378804,0.2,0.0003,0.107452392578125,0.0007125632544557447,33806.82585601807,0.42579835653305054,,
7,404.76,421,271,1333.5403,114688,2530,5767.966796875,-1.9396034985780717,0.39380401372909546,0.0101779215,0.2,0.0003,0.110797119140625,0.0016107888493934297,25951.115184020997,0.5303449332714081,,
8,422.31,485,269,1517.4059,131072,2540,8353.6044921875,-1.9390396447852254,0.3936775326728821,0.0096438965,0.2,0.0003,0.110394287109375,0.0014162367629978688,29558.776300048827,0.5716593861579895,,
9,446.85,549,268,1693.6841,147456,2550,4599.783203125,-1.9386510709300637,0.39374977350234985,0.00980364,0.2,0.0003,0.098992919921875,0.0012053559043124552,21013.579174041748,0.5988471210002899,,
10,451.84,613,266,1717.1317,163840,2560,8978.8505859375,-1.938358048349619,0.39360517263412476,0.008554045,0.2,0.0003,0.07999267578125,0.0010664902789358165,21550.974657440187,0.6562754511833191,,
11,435.01,677,266,1635.9581,180224,2570,4487.32421875,-1.9368600906804203,0.39345642924308777,0.0066187643,0.2,0.0003,0.057501220703125,-7.870719564380124e-05,19279.61269760132,0.7111884355545044,,
12,465.87,741,265,1931.4808,196608,2580,5800.94873046875,-1.9347571104764938,0.39316627383232117,0.007214523,0.2,0.0003,0.068353271484375,0.0002641478829900734,19261.940447998048,0.6928870379924774,,
13,488.29,804,264,2067.6208,212992,2590,3874.455810546875,-1.9335054690018296,0.39325276017189026,0.0077347714,0.2,0.0003,0.07520751953125,0.0003812039125477895,16445.42975387573,0.6944207549095154,,
14,506.03,868,264,2138.5557,229376,2600,3856.075439453125,-1.9331377483904362,0.3930880129337311,0.00875295,0.2,0.0003,0.09185791015625,-0.0008453289017779752,17947.85976638794,0.7117383182048798,,
15,506.08,932,263,2116.838,245760,2610,3519.682861328125,-1.932424857467413,0.39317014813423157,0.0076396223,0.2,0.0003,0.071826171875,0.0006611832503040204,17245.94622268677,0.731879711151123,,
16,490.87,995,263,2056.108,262144,2620,4118.83056640625,-1.9322204442694784,0.3930201530456543,0.008334441,0.2,0.0003,0.073883056640625,-0.00016934713275986723,14108.535483169555,0.7446273863315582,,
17,508.76,1059,262,2226.6738,278528,2630,5351.42041015625,-1.9312598805874586,0.39295387268066406,0.008207321,0.2,0.0003,0.07991943359375,0.0002232700915556052,19871.871850585936,0.7326742112636566,,
18,504.14,1123,262,2111.192,294912,2640,2843.62451171875,-1.930655349045992,0.3929004967212677,0.0075744255,0.2,0.0003,0.075933837890625,-0.0001422219931555446,16524.238556671142,0.7168510556221008,,
19,492.04,1186,262,2040.706,311296,2650,7562.49755859375,-1.9296436451375485,0.39272600412368774,0.007182113,0.2,0.0003,0.07379150390625,0.00043671882813214327,18346.315763854982,0.7828912436962128,,
20,487.82,1249,262,1939.0405,327680,2660,6004.26123046875,-1.9291105153039099,0.3928215503692627,0.007922532,0.2,0.0003,0.080487060546875,0.0006693472943879897,21838.13780899048,0.7449681758880615,,
21,488.54,1313,261,2030.5149,344064,2670,2971.94140625,-1.9286347597837448,0.392562597990036,0.0064491476,0.2,0.0003,0.054925537109375,-6.19060921962955e-05,16324.437734222412,0.7801773399114609,,
22,481.84,1377,261,2073.881,360448,2680,2509.966064453125,-1.9259172355756164,0.39230385422706604,0.007615216,0.2,0.0003,0.06558837890625,-0.0003863828413159354,14010.962659454346,0.7547192722558975,,
23,490.07,1440,261,2138.952,376832,2690,2960.207275390625,-1.9238604528829455,0.3921416401863098,0.0076490715,0.2,0.0003,0.074517822265625,0.0005333925122613436,18332.286819458008,0.7453374862670898,,
24,504.48,1504,261,2267.3403,393216,2700,1325.27197265625,-1.923224103450775,0.39221084117889404,0.009242192,0.2,0.0003,0.09449462890625,-0.0009912496356264456,12974.129220199586,0.7578804641962051,,
25,537.67,1568,261,2508.7725,409600,2710,7672.42529296875,-1.9228945886716247,0.3920270800590515,0.007588396,0.2,0.0003,0.0683349609375,-0.0016008157392207068,19629.42375869751,0.7596239447593689,,
26,540.89,1631,261,2629.9197,425984,2720,2524.483642578125,-1.9214825170114636,0.39197275042533875,0.007986434,0.2,0.0003,0.07252197265625,0.0005110595198857482,14356.661185455323,0.7882040441036224,,
27,543.09,1694,261,2644.1553,442368,2730,2910.7265625,-1.9207983545958995,0.39190444350242615,0.0072638704,0.2,0.0003,0.073907470703125,-0.0001276729832170531,17241.166274261475,0.7035175263881683,,
