time/iterations,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/fps,train/value_loss,train/learning_rate,train/clip_fraction,train/entropy_loss,train/loss,train/explained_variance,train/clip_range,train/n_updates,train/approx_kl,train/policy_gradient_loss,train/std,eval/mean_reward,eval/mean_ep_length
,,,,1600000,,460.9970618176274,0.01,0.99949951171875,-16.765862610843033,250.48892211914062,5.960464477539063e-08,0.2,480,35.331894,0.23043299123582983,20.086597442626953,-496.8330383300781,301.0
49,-496.28,10258,301.0,1605632,156,,,,,,,,,,,,,
50,-496.95047,10460,301.0,1638400,156,391.0814925242681,0.01,0.9995574951171875,-17.085797988064588,383.5730285644531,0.0,0.2,490,33.93301,0.22169840296901383,21.266223907470703,,
51,-496.49237,10654,301.0,1671168,156,387.8095278033521,0.01,0.573834228515625,-17.832418481074274,176.9180450439453,0.0,0.2,500,0.14783706,0.07713007471895708,21.874958038330078,,
52,-496.45056,10848,301.0,1703936,157,437.10032885610127,0.01,0.4687286376953125,-17.65312899183482,326.750244140625,0.0,0.2,510,0.11014623,0.04103124413063597,21.823156356811523,,
53,-496.2775,11043,301.0,1736704,157,449.72951888432726,0.01,0.43275146484375,-17.70866589322686,430.48724365234375,5.960464477539063e-08,0.2,520,0.0850824,0.03457110989843386,21.407663345336914,,
54,-496.60992,11237,301.0,1769472,157,441.54875193340706,0.01,0.4439453125,-17.643522444553675,433.93963623046875,0.0,0.2,530,0.05641328,0.037238108534666026,20.902973175048828,,
55,-496.7063,11431,301.0,1802240,157,439.0281730809249,0.01,0.448504638671875,-17.55535062942654,113.87250518798828,0.0,0.2,540,0.11863222,0.0368556617207787,21.643722534179688,,
56,-496.68594,11625,301.0,1835008,157,370.26234474461523,0.01,0.4438323974609375,-17.729452151060105,669.2493896484375,0.0,0.2,550,0.077499166,0.033522563313545105,21.835433959960938,,
57,-496.45477,11820,301.0,1867776,158,398.07036677133294,0.01,0.4458221435546875,-17.769351856783032,48.316349029541016,5.960464477539063e-08,0.2,560,0.114841916,0.03590074134699535,21.26254653930664,,
58,-496.80118,12015,301.0,1900544,158,433.19258714010937,0.01,0.4547607421875,-17.696144581586122,149.05055236816406,0.0,0.2,570,0.057927907,0.03963954617545369,20.961153030395508,,
59,-496.575,12209,301.0,1933312,158,428.6287537397584,0.01,0.453961181640625,-17.6237875174731,78.27393341064453,0.0,0.2,580,0.08658001,0.036471408005263585,21.467708587646484,,
60,-496.87723,12404,301.0,1966080,158,439.9996785526164,0.01,0.43341064453125,-17.74321528058499,15.617323875427246,-1.1920928955078125e-07,0.2,590,0.059695035,0.032705475653847314,21.3293514251709,,
61,-495.6419,12598,301.0,1998848,158,452.75183078702537,0.01,0.432269287109375,-17.68858869895339,270.35394287109375,0.0,0.2,600,0.10456441,0.03554084478138293,21.431554794311523,,
62,-496.45065,12795,301.0,2031616,158,386.56164660081265,0.01,0.443927001953125,-17.70174594074488,303.45123291015625,-1.1920928955078125e-07,0.2,610,0.06625866,0.034475542416657845,22.037405014038086,,
