rollout/ep_len_mean,time/total_timesteps,time/iterations,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/policy_gradient_loss,train/std,train/clip_fraction,train/explained_variance,train/clip_range,train/learning_rate,train/loss,train/approx_kl,train/value_loss,train/n_updates,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
1103.34,1671168,51,327,5105,8842.115,-7.796133286319672e-06,0.39371809363365173,0.0282684326171875,0.6484240293502808,0.2,0.0001,19733.33984375,0.0053972686,55354.841796875,2970,-1.9386593148112297,,
1157.93,1703936,52,327,5197,9377.394,0.0007509270522859879,0.39370229840278625,0.0281341552734375,0.605571061372757,0.2,0.0001,17668.787109375,0.005252362,48872.77119140625,2980,-1.9384400464594365,,
1112.64,1736704,53,328,5290,9217.787,-0.0003219531317881774,0.393660306930542,0.023260498046875,0.6227850317955017,0.2,0.0001,17957.611328125,0.0047291024,51642.18647460938,2990,-1.9381607800722123,,
1117.59,1769472,54,328,5383,9318.51,-0.0005282083475321997,0.39362847805023193,0.023773193359375,0.5162718892097473,0.2,0.0001,23838.638671875,0.004937822,56685.28479003906,3000,-1.9377617843449115,,
1107.88,1802240,55,329,5474,9130.907,-0.0002803643154038582,0.3935876488685608,0.0183990478515625,0.5877834856510162,0.2,0.0001,18159.978515625,0.0040731495,49196.00327148438,3010,-1.9374299496412277,,
1075.98,1835008,56,329,5568,8754.164,-0.0006517384135804605,0.39355823397636414,0.021881103515625,0.5321508347988129,0.2,0.0001,21440.54296875,0.004474558,53921.82668457031,3020,-1.9370733700692653,,
1117.85,1867776,57,329,5662,8314.654,-0.0004984857827366795,0.3935428857803345,0.0272247314453125,0.7208609580993652,0.2,0.0001,20071.1328125,0.0049978006,52373.33000488281,3030,-1.936812238395214,,
1156.52,1900544,58,330,5754,8713.171,-0.0013536264516005759,0.3935549557209015,0.02843017578125,0.55793896317482,0.2,0.0001,102136.7890625,0.0051024165,235670.78041992188,3040,-1.93678989559412,,
1134.58,1933312,59,330,5845,8419.449,0.000122881186689483,0.39356642961502075,0.0295623779296875,0.6154490411281586,0.2,0.0001,18544.037109375,0.0052966774,44490.56286621094,3050,-1.9369401589035988,,
1120.92,1966080,60,331,5939,9403.503,2.8521068452391772e-05,0.39355796575546265,0.017083740234375,0.5926622450351715,0.2,0.0001,18388.51171875,0.003873094,50941.87368164062,3060,-1.936978879570961,,
1077.72,1998848,61,331,6033,8451.07,0.0005019750395149458,0.39354223012924194,0.028985595703125,0.5391438007354736,0.2,0.0001,19526.775390625,0.0049975626,51600.59897460938,3070,-1.936835215240717,,
1115.04,2031616,62,331,6127,8768.418,-0.0004016422426502686,0.39352017641067505,0.025408935546875,0.37414127588272095,0.2,0.0001,75468.0703125,0.004772388,162171.853125,3080,-1.9366490520536899,,
