rollout/ep_len_mean,time/total_timesteps,time/iterations,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/policy_gradient_loss,train/std,train/clip_fraction,train/explained_variance,train/clip_range,train/learning_rate,train/loss,train/approx_kl,train/value_loss,train/n_updates,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
952.2222222222222,32768,1,352,93,2853.9204,,,,,,,,,,,,,
850.3571428571429,65536,2,359,182,2265.46,0.0010471910849446432,0.3945687711238861,0.0519561767578125,0.03579139709472656,0.2,0.0001,22806.6953125,0.007921697,50934.30146484375,2480,-1.947336022555828,,
890.22,98304,3,361,272,2902.2634,0.00012045429029967636,0.3945399522781372,0.0434326171875,0.1952926516532898,0.2,0.0001,26208.353515625,0.006729259,53604.08532714844,2490,-1.9470980040729047,,
886.07,131072,4,364,359,3256.222,-0.0003307210841740016,0.3944553732872009,0.0363494873046875,0.16720527410507202,0.2,0.0001,18376.955078125,0.006350315,48206.20063476563,2500,-1.9465451866388321,,
940.69,163840,5,365,448,4065.5706,0.0005509376722329761,0.39441031217575073,0.0375946044921875,0.20975559949874878,0.2,0.0001,19444.9296875,0.0059853513,50006.60043945313,2510,-1.9458434656262398,,
939.68,196608,6,365,537,4317.9893,-0.00016809020598884672,0.3943629860877991,0.034442138671875,0.23556530475616455,0.2,0.0001,19476.54296875,0.005705093,50358.74328613281,2520,-1.9454050451517104,,
961.12,229376,7,363,631,4013.993,-0.0009605800041754264,0.3943392038345337,0.0272705078125,0.2333611249923706,0.2,0.0001,20781.857421875,0.005312916,52860.041015625,2530,-1.945047950744629,,
959.38,262144,8,361,725,4033.876,-0.0005320741562172771,0.39435631036758423,0.03369140625,0.10899162292480469,0.2,0.0001,102236.46875,0.006214467,326485.19951171876,2540,-1.944932972639799,,
980.14,294912,9,359,819,4362.208,0.0009650696527387481,0.39431464672088623,0.05421142578125,0.2979816794395447,0.2,0.0001,19333.59765625,0.007082608,50815.30244140625,2550,-1.9448981665074825,,
1009.76,327680,10,359,911,5529.4507,-0.0004127113308641128,0.39427387714385986,0.024322509765625,0.3372822403907776,0.2,0.0001,48244.6328125,0.0046149665,71457.69382324218,2560,-1.9444338440895081,,
1046.81,360448,11,359,1002,6034.3706,-7.264518571901136e-05,0.3942575454711914,0.0330963134765625,0.31483638286590576,0.2,0.0001,19353.55859375,0.0055108564,49356.33564453125,2570,-1.944142536818981,,
1054.05,393216,12,359,1093,3135.9417,0.00025379393046023326,0.3942512273788452,0.026019287109375,0.3913375735282898,0.2,0.0001,17636.77734375,0.0052607493,46138.22397460938,2580,-1.9440002620220185,,
1071.48,425984,13,360,1182,3370.6106,0.0008595667735789902,0.3942555785179138,0.0435272216796875,0.3843385577201843,0.2,0.0001,643916.875,0.0074110907,1191677.366015625,2590,-1.9439656630158424,,
1050.37,458752,14,360,1273,3086.9966,-4.184815043117851e-06,0.39421582221984863,0.027191162109375,0.5696733891963959,0.2,0.0001,34875.25,0.0051862868,65512.25200195312,2600,-1.9438231132924557,,
1093.02,491520,15,359,1366,6505.595,-3.201818544766866e-05,0.39420560002326965,0.017474365234375,0.38565385341644287,0.2,0.0001,20793.552734375,0.0038602701,51125.823022460936,2610,-1.9435350522398949,,
1075.49,524288,16,360,1456,6452.6035,6.821081551606767e-05,0.3942098319530487,0.02547607421875,0.3798678517341614,0.2,0.0001,20179.998046875,0.0051720263,52485.64064941406,2620,-1.943508479744196,,
1067.93,557056,17,360,1547,5261.1743,-0.0005385261436458677,0.394168496131897,0.0225677490234375,0.4527798891067505,0.2,0.0001,18461.58984375,0.004700468,50981.89018554687,2630,-1.9433379463851452,,
1059.77,589824,18,360,1637,4890.206,-0.0007495481186197139,0.39416229724884033,0.0220703125,0.5072813630104065,0.2,0.0001,227188.25,0.0047262595,505865.3697265625,2640,-1.9430462636053563,,
1054.56,622592,19,360,1727,3855.5706,0.0003145222759485478,0.39413148164749146,0.038409423828125,0.5596954524517059,0.2,0.0001,77684.734375,0.0066153076,213254.02465820312,2650,-1.9429029494524002,,
1045.69,655360,20,360,1817,4938.0205,0.004135845445125597,0.3941310942173004,0.015521240234375,0.17609113454818726,0.2,0.0001,169871.921875,0.0040080883,302832.4291503906,2660,-1.9427050553262233,,
1058.8,688128,21,360,1906,5549.8945,0.0004927843394398224,0.3941212296485901,0.0308258056640625,0.7080825567245483,0.2,0.0001,22569.767578125,0.005647744,61305.053442382814,2670,-1.9426773510873319,,
1059.45,720896,22,360,2001,6688.2017,-0.00044038434425601735,0.3941076099872589,0.0243621826171875,0.4853801131248474,0.2,0.0001,18553.609375,0.004973564,47515.69428710938,2680,-1.9425628788769245,,
1059.77,753664,23,359,2094,6836.513,-0.00010755644616438076,0.3940933346748352,0.0271759033203125,0.4655624032020569,0.2,0.0001,18191.751953125,0.004730705,50819.1162109375,2690,-1.9424177706241608,,
1052.4,786432,24,360,2182,6486.584,-0.00010924824528046884,0.39405927062034607,0.0304168701171875,0.4886508584022522,0.2,0.0001,21778.15234375,0.0055822907,50082.854809570315,2700,-1.9422099597752094,,
1085.09,819200,25,360,2274,6684.413,2.3413284361595287e-05,0.39403918385505676,0.024163818359375,0.482932984828949,0.2,0.0001,15618.8486328125,0.0047420636,44981.336206054686,2710,-1.9419203042984008,,
1075.89,851968,26,359,2367,5733.959,0.0006853888378827832,0.3940151333808899,0.0253875732421875,0.6541497707366943,0.2,0.0001,18044.115234375,0.0047336975,51637.40427246094,2720,-1.9417128928005696,,
1092.73,884736,27,359,2458,5765.6694,0.001219971764658112,0.3940091133117676,0.0216033935546875,0.5765465497970581,0.2,0.0001,168591.359375,0.0043185577,320544.14892578125,2730,-1.9415311269462108,,
1076.18,917504,28,360,2547,5814.666,7.515011093346402e-05,0.39403462409973145,0.022613525390625,0.6290766000747681,0.2,0.0001,18232.732421875,0.004238744,86365.48798828125,2740,-1.9416058339178561,,
1104.76,950272,29,359,2640,5437.555,-0.00036814020786550826,0.39403611421585083,0.0232269287109375,0.5459531843662262,0.2,0.0001,50652.484375,0.0049061114,198164.2554199219,2750,-1.9417813256382943,,
1146.55,983040,30,359,2734,6146.427,-0.0002880589076085016,0.3940293788909912,0.018743896484375,0.6461418271064758,0.2,0.0001,111800.359375,0.004384929,271952.88125,2760,-1.9417579628527164,,
1167.44,1015808,31,359,2825,6164.6,-0.00026663071621442215,0.39400702714920044,0.0115203857421875,0.8227493166923523,0.2,0.0001,21070.3515625,0.0037383847,50433.04987792969,2770,-1.941627949476242,,
1166.95,1048576,32,359,2920,5940.0273,-0.0005290283217618708,0.3940359354019165,0.029229736328125,0.6133683323860168,0.2,0.0001,67547.6640625,0.004725762,151037.79858398438,2780,-1.9415780648589134,,
1207.22,1081344,33,358,3012,5850.7007,0.0007290170826308895,0.39402633905410767,0.031195068359375,0.6109159886837006,0.2,0.0001,115228.65625,0.0054451893,335741.5743164063,2790,-1.9417399056255817,,
1180.89,1114112,34,359,3102,5988.4224,0.00019170567320543342,0.3940396308898926,0.0235565185546875,0.5330440104007721,0.2,0.0001,152902.28125,0.005143948,405274.762890625,2800,-1.9417147979140281,,
1198.27,1146880,35,359,3193,6055.234,0.00022563258389709517,0.39398252964019775,0.0264007568359375,0.6927618086338043,0.2,0.0001,19755.53125,0.005159661,52686.987133789065,2810,-1.9415746293962002,,
1147.55,1179648,36,358,3286,7597.12,-0.00027321381494402883,0.393984317779541,0.020208740234375,0.646507203578949,0.2,0.0001,16356.7939453125,0.004171651,50202.77313232422,2820,-1.941218839585781,,
1122.59,1212416,37,359,3376,7582.041,-0.00027166497893631457,0.39396965503692627,0.02745361328125,0.5767145752906799,0.2,0.0001,16902.8984375,0.0052197725,50167.57077636719,2830,-1.9411737278103829,,
1149.15,1245184,38,359,3466,8126.054,-0.0005418427186668851,0.3939419984817505,0.02459716796875,0.5836060345172882,0.2,0.0001,17782.615234375,0.004697715,47683.1802734375,2840,-1.940964587777853,,
1057.98,1277952,39,359,3555,7060.5044,0.0001318865302891936,0.39389488101005554,0.023187255859375,0.5904341042041779,0.2,0.0001,19008.06640625,0.004692723,50788.7171875,2850,-1.9405936554074288,,
1106.11,1310720,40,358,3653,7600.172,-0.00011904122293344699,0.3938746452331543,0.01822509765625,0.4864230751991272,0.2,0.0001,42052.9453125,0.00401102,79957.35341796876,2860,-1.940215516090393,,
1123.22,1343488,41,358,3746,7451.052,0.0005690645411959849,0.3938550353050232,0.022039794921875,0.6707896888256073,0.2,0.0001,20686.484375,0.0045563607,51914.06828613281,2870,-1.9400124445557594,,
1173.95,1376256,42,358,3842,7957.6826,-0.0006484495614131446,0.39384743571281433,0.0231201171875,0.6145524084568024,0.2,0.0001,57328.875,0.0048230747,137400.0114501953,2880,-1.9398584268987178,,
1176.85,1409024,43,358,3930,7986.8174,7.972493913257494e-05,0.3938257694244385,0.0187530517578125,0.7054414451122284,0.2,0.0001,16828.89453125,0.0040754126,49447.81701660156,2890,-1.939740924537182,,
1161.26,1441792,44,358,4020,7966.0957,-0.00021461465948959812,0.39382755756378174,0.032763671875,0.6773462295532227,0.2,0.0001,35913.0859375,0.0057587977,74188.37780761719,2900,-1.93962267562747,,
1131.25,1474560,45,358,4109,8261.86,-0.00021658272016793488,0.393809974193573,0.0267333984375,0.6172853410243988,0.2,0.0001,19282.005859375,0.0046331873,50377.6091796875,2910,-1.939561602473259,,
1113.02,1507328,46,358,4199,8412.932,-0.000247994239180116,0.3938112258911133,0.0196624755859375,0.5396550297737122,0.2,0.0001,19478.3359375,0.004197091,50499.84270019531,2920,-1.939455435425043,,
1138.59,1540096,47,359,4289,8785.047,-0.0004269718992873095,0.3938032388687134,0.0195831298828125,0.5341357588768005,0.2,0.0001,24910.76171875,0.0041387463,56559.35014648437,2930,-1.9394417598843574,,
1139.86,1572864,48,358,4382,8454.604,-1.7729799583321438e-05,0.39378875494003296,0.0233642578125,0.6124160885810852,0.2,0.0001,16700.8671875,0.00426371,48063.72006835938,2940,-1.9393176011741162,,
,1600000,,,,,0.00025219594899681395,0.3937828540802002,0.0209014892578125,0.6156315803527832,0.2,0.0001,28285.001953125,0.0043934006,64378.10119628906,2950,-1.9391912750899791,1308.34,5952.921875
1133.43,1605632,49,326,4920,8417.56,,,,,,,,,,,,,
1134.24,1638400,50,326,5012,8647.346,-0.00030584955675294623,0.3937439024448395,0.0294464111328125,0.5205909013748169,0.2,0.0001,22226.052734375,0.0048816865,55614.65673828125,2960,-1.9389963559806347,,
