time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/total_timesteps,time/iterations,train/learning_rate,train/value_loss,train/n_updates,train/entropy_loss,train/loss,train/explained_variance,train/approx_kl,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/std,eval/mean_reward,eval/mean_ep_length
60,-212.0472,542,301.0,32768,1,,,,,,,,,,,,,
125,-120.56499,520,301.0,65536,2,1e-05,125.58751691579819,10,-5.6741231143474575,46.776458740234375,-0.00014722347259521484,0.008352516,0.0773162841796875,0.2,-0.010421188273357983,0.9986344575881958,,
191,-15.42976,512,301.0,98304,3,1e-05,114.2395323395729,20,-5.668207309395075,59.41122055053711,-4.7326087951660156e-05,0.00893188,0.1072265625,0.2,-0.013145711064862554,0.997372031211853,,
257,147.51869,509,301.0,131072,4,1e-05,119.25941940546036,30,-5.6595188595354555,58.635196685791016,-1.4185905456542969e-05,0.009403817,0.13033447265625,0.2,-0.015208774488746713,0.9944858551025391,,
322,139.34737,508,301.0,163840,5,1e-05,1816.9494927167893,40,-5.653171717375517,655.8472900390625,0.0003228187561035156,0.0075148568,0.05465087890625,0.2,-0.0035898261647162146,0.9942501783370972,,
387,105.26235,506,301.0,196608,6,1e-05,2982.3015042066572,50,-5.651948800683021,1702.8155517578125,0.001720428466796875,0.007233439,0.0527862548828125,0.2,-0.0027182949625057518,0.9937794208526611,,
453,18.231722,506,301.0,229376,7,1e-05,1909.4522502422333,60,-5.648784920573235,699.2588500976562,0.0005832910537719727,0.006683304,0.0492950439453125,0.2,-0.00282665154136339,0.9925990700721741,,
519,40.212757,504,301.0,262144,8,1e-05,581.4140896081924,70,-5.642856585234403,154.40090942382812,0.0001640915870666504,0.0058001555,0.0543701171875,0.2,-0.004878577252020478,0.9912177324295044,,
585,-77.21263,503,301.0,294912,9,1e-05,617.870074892044,80,-5.639843317121267,199.94436645507812,0.001446843147277832,0.004945922,0.03189697265625,0.2,-0.003222318373991584,0.9909049272537231,,
651,-43.650894,502,301.0,327680,10,1e-05,752.6046552181244,90,-5.638950996100903,213.33273315429688,0.009198963642120361,0.0002133718,0.0,0.2,-0.0001776397814410302,0.9908026456832886,,
718,-51.582375,501,301.0,360448,11,1e-05,1036.360448551178,100,-5.638715098053217,543.8219604492188,0.08884775638580322,0.00021579943,0.0,0.2,-0.00025368958322360415,0.9907773733139038,,
783,-80.17364,501,301.0,393216,12,1e-05,1022.0944571971893,110,-5.638674867153168,704.0228881835938,0.18182426691055298,0.00013136925,0.0,0.2,-0.0001661525940107822,0.9907820224761963,,
848,-109.61547,501,301.0,425984,13,1e-05,444.7282545566559,120,-5.638628005981445,207.57046508789062,0.43262672424316406,0.0007881997,0.0,0.2,-0.0006419064461624657,0.9907487034797668,,
914,-108.59252,501,301.0,458752,14,1e-05,791.851213979721,130,-5.638511316478253,235.13339233398438,0.3807505965232849,0.0003436025,0.0,0.2,-0.00028281858922127865,0.9907261729240417,,
979,-121.3861,501,301.0,491520,15,1e-05,1119.803075504303,140,-5.6384109579026696,285.33111572265625,0.32157331705093384,0.00022625341,0.0,0.2,-0.00020066141814822913,0.9907082319259644,,
1045,-155.08148,501,301.0,524288,16,1e-05,1146.7810821056366,150,-5.638290905207396,995.3872680664062,0.35350340604782104,0.00010252795,0.0,0.2,-8.492515403304423e-05,0.9906560182571411,,
1110,-140.50958,501,301.0,557056,17,1e-05,887.5590069770813,160,-5.638280560076237,289.5908203125,0.44461673498153687,0.0005838765,0.0,0.2,-0.00034701401700658606,0.9907314777374268,,
1176,-112.611046,501,301.0,589824,18,1e-05,849.5712557315826,170,-5.63864801004529,735.9141845703125,0.4567447900772095,0.0015248677,3.96728515625e-05,0.2,-0.000614522487649083,0.9908203482627869,,
1242,-166.78731,501,301.0,622592,19,1e-05,870.4418393135071,180,-5.6390640057623385,364.0904846191406,0.471693217754364,0.0014547664,4.8828125e-05,0.2,-0.0004064882238708378,0.9909476637840271,,
