time/iterations,rollout/ep_rew_mean,time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/n_updates,train/value_loss,train/loss,train/policy_gradient_loss,train/learning_rate,train/clip_fraction,train/std,train/approx_kl,train/entropy_loss,train/clip_range,train/explained_variance,eval/mean_reward,eval/mean_ep_length
28,967.76056,308,2971,299.38,917504,270,54249.504999899866,401.6224365234375,0.0033879541064379738,0.001,0.325830078125,0.9331706166267395,0.03484381,-5.3967506371438505,0.2,0.05129539966583252,,
29,1282.671,308,3079,301.0,950272,280,6331.534380126,1078.631103515625,0.003529712215777181,0.001,0.320635986328125,0.9330253601074219,0.035570577,-5.387152589857578,0.2,0.17237812280654907,,
30,1015.8965,308,3187,301.0,983040,290,7206.749513530731,1551.6075439453125,0.004319991324246075,0.001,0.30704345703125,0.9258800745010376,0.030376323,-5.368121912702918,0.2,0.047884583473205566,,
31,1190.7766,308,3294,301.0,1015808,300,5652.935443663597,2724.459228515625,0.004315604546764007,0.001,0.3173187255859375,0.9220861792564392,0.03377284,-5.345183384791016,0.2,0.10503196716308594,,
32,1350.9648,308,3404,299.05,1048576,310,6546.720542645455,3358.802490234375,0.005813340091481223,0.001,0.3245513916015625,0.9189805388450623,0.034011055,-5.331436404213309,0.2,0.15315234661102295,,
33,1162.4528,307,3513,301.0,1081344,320,7593.272837972641,2750.6669921875,0.004659971331557244,0.001,0.3034576416015625,0.9114866852760315,0.031632915,-5.309064452908933,0.2,0.06933766603469849,,
34,1083.4597,307,3621,301.0,1114112,330,5611.627592420578,562.9725341796875,0.0044261096497393735,0.001,0.315692138671875,0.9077779054641724,0.032299824,-5.2841059267520905,0.2,0.10882484912872314,,
35,1318.7281,307,3729,301.0,1146880,340,6314.157882809639,850.8638305664062,0.004754639856491849,0.001,0.29661865234375,0.9043479561805725,0.031591073,-5.269817112386226,0.2,0.16447299718856812,,
36,1345.4648,307,3837,301.0,1179648,350,7061.635535502433,763.1554565429688,0.002808614736295567,0.001,0.2922882080078125,0.8979135155677795,0.03076597,-5.252168869040906,0.2,0.11248427629470825,,
37,1761.537,307,3946,301.0,1212416,360,7567.453866815567,2475.009033203125,0.006156000771989056,0.001,0.330279541015625,0.891960084438324,0.034811504,-5.222443127445876,0.2,0.07764017581939697,,
38,1493.3925,307,4055,299.58,1245184,370,9414.597866344451,3164.849853515625,0.0044175890292990514,0.001,0.2667449951171875,0.8857845664024353,0.026443234,-5.192383841611445,0.2,0.09620898962020874,,
39,1782.0323,306,4163,299.85,1277952,380,8757.931413817405,1513.232666015625,0.0035822476637804358,0.001,0.2830108642578125,0.8817178606987,0.028520726,-5.1707194613292815,0.2,0.20637762546539307,,
40,2024.5847,306,4271,301.0,1310720,390,9452.450783777236,1040.4893798828125,0.004162977704072546,0.001,0.284716796875,0.8742274045944214,0.027632345,-5.1448355536907915,0.2,0.18264824151992798,,
41,1699.5682,306,4379,301.0,1343488,400,10402.084574556351,4206.123046875,0.0035542943782729706,0.001,0.2757720947265625,0.8670357465744019,0.026918292,-5.109048915654421,0.2,0.22921526432037354,,
42,1847.1108,306,4487,301.0,1376256,410,8633.604778671264,707.6559448242188,0.0030846445223687625,0.001,0.256585693359375,0.8653520941734314,0.02616126,-5.093854338116944,0.2,0.2726981043815613,,
43,2109.0166,306,4595,301.0,1409024,420,9240.508741140366,3387.8310546875,0.003893640952264832,0.001,0.2681793212890625,0.8603753447532654,0.026281185,-5.073638302460313,0.2,0.2773319482803345,,
44,2127.208,306,4703,300.23,1441792,430,10880.606134080886,1484.4908447265625,0.0027826610685224296,0.001,0.2523834228515625,0.855617880821228,0.025202982,-5.04901888333261,0.2,0.2837963104248047,,
45,2398.997,306,4811,301.0,1474560,440,13471.314625215531,2218.299560546875,0.002691691480595182,0.001,0.2474609375,0.8482797741889954,0.02369773,-5.0225104732438925,0.2,0.25829821825027466,,
46,2632.9055,306,4919,301.0,1507328,450,12192.624745941162,4579.6953125,0.004215382477832463,0.001,0.264202880859375,0.8410435318946838,0.025274567,-4.9843697445467114,0.2,0.40452033281326294,,
47,2710.3425,306,5027,301.0,1540096,460,14368.885644197464,2233.915283203125,0.00439017949497611,0.001,0.2516448974609375,0.8328166007995605,0.023085577,-4.9485050091519955,0.2,0.3669881224632263,,
48,2917.9854,306,5135,299.75,1572864,470,14030.133549165726,3668.354736328125,0.003843011249136907,0.001,0.2487945556640625,0.827095627784729,0.02434515,-4.916009255126118,0.2,0.3691288232803345,,
,,,,,1600000,480,16034.195669460296,3430.825927734375,0.005894964648996392,0.001,0.2589691162109375,0.820968508720398,0.024279673,-4.888504397310316,0.2,0.39898884296417236,3394.796142578125,294.0
49,3275.4185,302,5315,301.0,1605632,,,,,,,,,,,,,
50,3404.9453,302,5423,301.0,1638400,490,16317.46223564148,3394.201171875,0.005391098372911074,0.001,0.2686798095703125,0.8144180178642273,0.026285369,-4.8565577760338785,0.2,0.3993111252784729,,
51,3230.3303,302,5532,301.0,1671168,500,17817.720121097565,2752.425048828125,0.006187476246941515,0.001,0.26165771484375,0.808668851852417,0.024833929,-4.828784407116473,0.2,0.3469204306602478,,
52,3472.1929,302,5641,299.77,1703936,510,18823.19859371185,3379.213623046875,0.004126050426839356,0.001,0.251922607421875,0.8026552796363831,0.025087781,-4.797604959458113,0.2,0.37449270486831665,,
53,3712.2747,302,5748,301.0,1736704,520,19672.630785560606,2352.068359375,0.006790331806496397,0.001,0.2552825927734375,0.7974266409873962,0.025135841,-4.7729839880019425,0.2,0.417241632938385,,
54,3797.57,302,5856,300.73,1769472,530,20991.46243009567,3896.74658203125,0.0059960951153698264,0.001,0.257257080078125,0.7928234934806824,0.02479727,-4.7497318593785165,0.2,0.37272459268569946,,
55,4193.652,302,5964,301.0,1802240,540,22150.019960308076,5360.349609375,0.009322682414040172,0.001,0.27359619140625,0.7900629639625549,0.025824234,-4.730334496684373,0.2,0.38659483194351196,,
56,4216.833,302,6072,301.0,1835008,550,23095.458261489868,4860.78857421875,0.006609572763386496,0.001,0.2642303466796875,0.7876428365707397,0.024945643,-4.718066507764161,0.2,0.426596999168396,,
57,4294.081,302,6180,301.0,1867776,560,25801.754881572724,2890.789794921875,0.0072687355013840715,0.001,0.2722869873046875,0.7853047251701355,0.025453493,-4.7069354195147755,0.2,0.36897599697113037,,
58,4910.2905,302,6288,301.0,1900544,570,24958.430521297454,3845.360107421875,0.009354482984872448,0.001,0.2874114990234375,0.7802386283874512,0.028517006,-4.685410581342876,0.2,0.4348263144493103,,
59,4485.183,302,6395,298.59,1933312,580,29550.480631256105,9785.2275390625,0.007709396232439758,0.001,0.262896728515625,0.778296947479248,0.023941819,-4.66988322827965,0.2,0.42798280715942383,,
60,4681.803,302,6503,301.0,1966080,590,28026.865563583375,10362.8896484375,0.009218737487390171,0.001,0.26400146484375,0.7765730619430542,0.025145052,-4.659437702223658,0.2,0.40413397550582886,,
61,5178.492,302,6611,301.0,1998848,600,28954.950222206116,5435.53759765625,0.007980798414610035,0.001,0.2677032470703125,0.7761279940605164,0.02610909,-4.654922931827604,0.2,0.406952440738678,,
62,4570.8887,302,6719,299.74,2031616,610,33358.67681427002,8256.466796875,0.008501591679942067,0.001,0.2696197509765625,0.776541531085968,0.02510865,-4.652982793748379,0.2,0.3322497606277466,,
