time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/total_timesteps,rollout/ep_len_mean,time/fps,train/learning_rate,train/explained_variance,train/value_loss,train/approx_kl,train/n_updates,train/policy_gradient_loss,train/std,train/clip_range,train/entropy_loss,train/clip_fraction,train/loss
115,11617.334,1,8192,1059.75,71,,,,,,,,,,,
234,9979.345,2,16384,1086.25,69,0.0001,0.3471272587776184,39974.04738769531,0.003542144,3730,9.475988917984068e-05,0.3937581181526184,0.2,-1.9386827930808068,0.012939453125,12959.7802734375
358,9613.467,3,24576,1072.6666666666667,68,0.0001,0.4594854712486267,45360.6033203125,0.0036405576,3740,0.000981124717509374,0.3937249183654785,0.2,-1.9386463418602944,0.00950927734375,14109.015625
475,9350.8545,4,32768,1034.551724137931,68,0.0001,0.7068142294883728,41623.26115722656,0.0038439701,3750,-0.00015066071355249733,0.3937225341796875,0.2,-1.9383917421102523,0.010546875,14587.0732421875
600,9768.427,5,40960,1084.2222222222222,68,0.0001,0.4671657085418701,41872.1892578125,0.004138474,3760,-0.000586507029220229,0.39369261264801025,0.2,-1.9382844552397729,0.0132080078125,13926.5380859375
723,10259.217,6,49152,1118.8372093023256,67,0.0001,0.6243561506271362,39615.789233398435,0.0027615002,3770,-0.0010043567279353737,0.39369791746139526,0.2,-1.9380934298038484,0.0063232421875,9863.3740234375
843,9944.352,7,57344,1109.38,68,0.0001,0.7087443470954895,32631.217065429686,0.0027348334,3780,0.00013822437613271178,0.393708199262619,0.2,-1.9382170870900155,0.00712890625,9719.677734375
957,9530.0,8,65536,1073.8813559322034,68,0.0001,0.5306302607059479,34283.36193847656,0.0026472963,3790,-0.0014000609400682152,0.3937219977378845,0.2,-1.93835359364748,0.0065185546875,11192.1171875
1092,9788.723,9,73728,1085.2615384615385,67,0.0001,0.5266899466514587,38886.7376953125,0.0042157746,3800,-0.0005260118196019903,0.39372923970222473,0.2,-1.9384668171405792,0.02977294921875,12965.25
1208,9720.045,10,81920,1091.4794520547946,67,0.0001,0.5577692687511444,41074.340161132815,0.002466606,3810,-0.00018186552479164674,0.39374661445617676,0.2,-1.9385656163096427,0.0068115234375,13407.2802734375
1333,9586.111,11,90112,1080.1728395061727,67,0.0001,0.3521413207054138,43727.7634765625,0.0042267507,3820,-0.001419566412369022,0.39374154806137085,0.2,-1.9386692926287652,0.01466064453125,15980.33203125
1452,9513.982,12,98304,1069.3636363636363,67,0.0001,0.5171656608581543,35620.52336425781,0.0026936755,3830,-0.0009776660619536415,0.39372244477272034,0.2,-1.9385475561022758,0.00533447265625,12628.4248046875
1577,9826.906,13,106496,1088.2421052631578,67,0.0001,0.5216525495052338,43478.68559570312,0.0031866478,3840,-0.0009397680725669489,0.39369475841522217,0.2,-1.9383295938372611,0.00909423828125,12850.4052734375
1708,10052.338,14,114688,1128.09,67,0.0001,0.6592710316181183,38460.52299804687,0.0034014904,3850,-0.00019798862194875255,0.39367344975471497,0.2,-1.9380508944392205,0.00948486328125,12278.0380859375
1817,9604.241,15,122880,1102.42,67,0.0001,0.7988148331642151,32661.332763671875,0.003841519,3860,-0.0010341863337089308,0.3936813175678253,0.2,-1.937949299812317,0.0166015625,10014.5625
1948,9703.493,16,131072,1099.14,67,0.0001,0.4807077646255493,42457.545703125,0.0029416212,3870,-0.001125024535576813,0.39370307326316833,0.2,-1.9381129875779153,0.00736083984375,12767.3994140625
2080,9883.698,17,139264,1115.16,66,0.0001,0.6559295058250427,30768.8447265625,0.002735871,3880,-0.0006527293953695334,0.3937032222747803,0.2,-1.9382569253444673,0.0052734375,9829.1201171875
2197,9705.74,18,147456,1100.96,67,0.0001,0.6335394084453583,31499.26140136719,0.0032632374,3890,-0.00023681074089836328,0.3936869204044342,0.2,-1.9381810486316682,0.0078857421875,10024.1845703125
2316,9864.1045,19,155648,1112.58,67,0.0001,0.5807144939899445,40695.91176757812,0.0038623712,3900,0.0007688880286877975,0.39368605613708496,0.2,-1.938051976263523,0.01466064453125,12892.486328125
2432,9776.423,20,163840,1103.57,67,0.0001,0.569243311882019,38440.35002441406,0.0024464657,3910,-0.0005490045841725077,0.3936859965324402,0.2,-1.9380687102675438,0.00634765625,13156.8046875
2559,9665.666,21,172032,1096.34,67,0.0001,0.48618626594543457,37113.492016601565,0.00308468,3920,0.0007839482139388565,0.3936653733253479,0.2,-1.937986458837986,0.00833740234375,11707.4443359375
2688,9856.362,22,180224,1112.24,67,0.0001,0.40998375415802,40708.410888671875,0.0051280116,3930,-0.000629887921968475,0.39363446831703186,0.2,-1.9377191618084908,0.02071533203125,13241.47265625
2813,9732.11,23,188416,1095.7,66,0.0001,0.5443399846553802,49974.07583007812,0.003586912,3940,-0.0005472017015563324,0.3936074674129486,0.2,-1.9374163910746574,0.0167236328125,14889.8583984375
2931,9898.258,24,196608,1099.93,67,0.0001,0.4914858937263489,42426.21298828125,0.0040784082,3950,-0.00029686690686503425,0.39360353350639343,0.2,-1.9372200548648835,0.01632080078125,17685.9375
3050,9847.369,25,204800,1109.1,67,0.0001,0.46269577741622925,41274.201953125,0.003173335,3960,-0.00024677129695191977,0.3936130106449127,0.2,-1.9372638136148452,0.0093017578125,17960.771484375
