rollout/ep_len_mean,time/fps,time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_rew_mean,train/explained_variance,train/approx_kl,train/loss,train/std,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/clip_range,train/value_loss,train/learning_rate,train/entropy_loss,eval/mean_reward,eval/mean_ep_length
578.21,263,425984,13,1616,1367.861,0.4267529845237732,0.034921415,595.70751953125,0.6297531127929688,0.324078369140625,0.0069150498824456005,1350,0.2,3908.152378988266,0.001,-3.8144413663074372,,
582.93,262,458752,14,1749,1672.4678,0.42082369327545166,0.032643892,1097.4022216796875,0.6279630661010742,0.3244903564453125,0.007915079223676003,1360,0.2,5686.1256381034855,0.001,-3.7973140558227896,,
601.01,262,491520,15,1875,1355.2227,0.4415544867515564,0.03161778,1035.0416259765625,0.624174952507019,0.3017852783203125,0.007771988023523591,1370,0.2,5111.381513738632,0.001,-3.7799453273415566,,
591.48,261,524288,16,2002,1232.7701,0.5558346211910248,0.030812923,468.99664306640625,0.6245585680007935,0.2964874267578125,0.0037346834604250036,1380,0.2,2897.226559638977,0.001,-3.7681329261511562,,
587.5,262,557056,17,2125,1439.3794,0.41920971870422363,0.028111685,744.017822265625,0.6196579933166504,0.282025146484375,0.004677113284742518,1390,0.2,4139.780423402786,0.001,-3.7469389203935863,,
586.86,262,589824,18,2247,1524.3762,0.48975425958633423,0.028514057,576.251708984375,0.6165469288825989,0.280670166015625,0.004021786270823213,1400,0.2,3855.5498638153076,0.001,-3.7248706113547088,,
580.94,262,622592,19,2369,1205.2526,0.5098457634449005,0.028494734,579.3060913085938,0.6122609376907349,0.283740234375,0.004899705767456908,1410,0.2,4401.718816900253,0.001,-3.6976053135469558,,
588.37,262,655360,20,2492,1046.6233,0.5434178113937378,0.03302035,2513.514892578125,0.6128453016281128,0.295159912109375,0.006150057899867533,1420,0.2,3681.5409863471987,0.001,-3.687485049851239,,
595.43,263,688128,21,2608,1198.3308,0.4806423783302307,0.029280728,411.5392150878906,0.6102304458618164,0.2954925537109375,0.005297969240928069,1430,0.2,3522.029094743729,0.001,-3.6866025548428296,,
601.0,263,720896,22,2737,1241.8606,0.5270468890666962,0.03177785,545.153076171875,0.6073343753814697,0.309686279296875,0.004622599637332314,1440,0.2,3424.064218425751,0.001,-3.6633335504680873,,
601.0,263,753664,23,2860,1438.72,0.535758912563324,0.031471282,457.09100341796875,0.6053726077079773,0.30203857421875,0.005345264980678621,1450,0.2,3167.901825761795,0.001,-3.649318880587816,,
600.35,263,786432,24,2985,1469.0575,0.5265800654888153,0.030309135,560.1727905273438,0.6028205156326294,0.287774658203125,0.003822673697322898,1460,0.2,3062.484353208542,0.001,-3.6297756902873517,,
600.35,263,819200,25,3104,1767.6796,0.42137306928634644,0.029774075,1227.814453125,0.5986268520355225,0.290472412109375,0.0040845988885848785,1470,0.2,4094.413896226883,0.001,-3.6091645531356336,,
598.95,263,851968,26,3227,1640.1058,0.4343057870864868,0.029343283,518.3837280273438,0.5929058790206909,0.28690185546875,0.005200837943993975,1480,0.2,3918.260634279251,0.001,-3.578427993133664,,
600.2,264,884736,27,3348,1557.8381,0.43570905923843384,0.028089248,465.9425354003906,0.5884873867034912,0.276739501953125,0.003183890889522445,1490,0.2,3664.451966571808,0.001,-3.5393528670072554,,
594.36,264,917504,28,3474,1569.8813,0.37672507762908936,0.026723165,877.9701538085938,0.5857238173484802,0.2792510986328125,0.00712654467424727,1500,0.2,4532.599326896668,0.001,-3.517556964233518,,
592.04,264,950272,29,3597,1483.5238,0.4043058753013611,0.025458407,921.7217407226562,0.5830684304237366,0.2667388916015625,0.0037882640172028914,1510,0.2,3944.9256465911867,0.001,-3.498326376080513,,
592.36,263,983040,30,3727,1552.1497,0.38602185249328613,0.025891077,1762.9012451171875,0.5803458094596863,0.26165771484375,0.0036880392817693064,1520,0.2,3650.673967218399,0.001,-3.483605540171266,,
590.71,263,1015808,31,3851,1718.5552,0.5200681686401367,0.026867837,560.7371215820312,0.5775958299636841,0.2764404296875,0.004599454576054996,1530,0.2,3769.257546567917,0.001,-3.4657130664214493,,
593.66,263,1048576,32,3978,1629.3163,0.5610901415348053,0.028448265,568.248779296875,0.5746644735336304,0.2811553955078125,0.004454635126785433,1540,0.2,3511.38308134079,0.001,-3.4405189108103515,,
597.33,263,1081344,33,4101,1764.1301,0.6660594940185547,0.026714604,414.4489440917969,0.5716187357902527,0.2666534423828125,0.002598786897578975,1550,0.2,2903.7198783397675,0.001,-3.4150452237576245,,
596.8,263,1114112,34,4223,1850.1786,0.6364957392215729,0.026127348,2257.43896484375,0.5673191547393799,0.2600555419921875,0.0007347025841227151,1560,0.2,4021.5331035614013,0.001,-3.395427083410323,,
599.05,263,1146880,35,4348,1668.3693,0.6990599036216736,0.026190246,1286.885986328125,0.565590500831604,0.27139892578125,0.004095725965453312,1570,0.2,3601.299199438095,0.001,-3.383156942948699,,
599.29,263,1179648,36,4470,1781.826,0.5899186432361603,0.024367284,826.2286987304688,0.563567042350769,0.2555389404296875,0.002290330895630177,1580,0.2,3563.7203600406647,0.001,-3.3656111884862185,,
599.21,264,1212416,37,4591,1742.8,0.6205368638038635,0.025942728,829.3015747070312,0.5627430081367493,0.2588531494140625,0.0028674318296907585,1590,0.2,4248.2729591369625,0.001,-3.3533146318048237,,
596.82,264,1245184,38,4713,1909.1228,0.6350919604301453,0.024554497,572.2182006835938,0.5587928295135498,0.2524749755859375,0.002399112534476444,1600,0.2,3645.4641474723817,0.001,-3.338849258981645,,
601.0,264,1277952,39,4837,1915.5631,0.6345711946487427,0.02864691,405.5184631347656,0.5570608377456665,0.2792510986328125,0.004712118656971143,1610,0.2,3892.593041038513,0.001,-3.31940893586725,,
597.85,264,1310720,40,4958,2134.856,0.5901861190795898,0.026033312,395.0136413574219,0.5548155903816223,0.2647491455078125,0.003066384245721565,1620,0.2,3615.622428560257,0.001,-3.3070735136047005,,
595.4,264,1343488,41,5077,2209.2466,0.6361530423164368,0.025277667,302.6049499511719,0.5511342883110046,0.2573883056640625,0.0025074612749449443,1630,0.2,3904.9940056800842,0.001,-3.281252671405673,,
586.93,264,1376256,42,5197,2231.9612,0.6354779005050659,0.028742272,719.906494140625,0.5482689142227173,0.2766357421875,0.005227164313691901,1640,0.2,4441.678319740296,0.001,-3.2624734487384557,,
583.52,264,1409024,43,5317,2274.9524,0.6398884356021881,0.02878119,582.6668701171875,0.5447736978530884,0.28106689453125,0.004897007144245435,1650,0.2,4463.521517133713,0.001,-3.2365156553685663,,
578.1,265,1441792,44,5435,2251.3435,0.6690509617328644,0.02737939,608.0540771484375,0.5440155863761902,0.2741943359375,0.007094044407494948,1660,0.2,3905.364627075195,0.001,-3.226760403625667,,
585.34,265,1474560,45,5553,2112.93,0.6583063304424286,0.025780194,661.94677734375,0.5423215627670288,0.262005615234375,0.004922579737103661,1670,0.2,4843.129458761216,0.001,-3.214622992090881,,
578.39,265,1507328,46,5678,2102.712,0.6663388013839722,0.028769465,542.8965454101562,0.5399202108383179,0.27755126953125,0.004409027863221127,1680,0.2,3884.2541880607605,0.001,-3.199689241684973,,
588.52,265,1540096,47,5805,2084.7761,0.7264938354492188,0.026168905,1022.4772338867188,0.5385005474090576,0.2647674560546875,0.002772246334279771,1690,0.2,3154.5943051099775,0.001,-3.1832790549844505,,
585.66,265,1572864,48,5931,2010.8003,0.6845629811286926,0.025800604,685.2218017578125,0.5359964370727539,0.2604705810546875,0.004183305122569436,1700,0.2,3826.661050033569,0.001,-3.1760329389944673,,
,,1600000,,,,0.6985420286655426,0.029434953,729.1470336914062,0.5340383052825928,0.2762451171875,0.00539502987103333,1710,0.2,3553.052978849411,0.001,-3.151373400166631,955.2620239257812,320.49
582.34,258,1605632,49,6199,1970.9714,,,,,,,,,,,,,
585.91,259,1638400,50,6324,2283.5327,0.7246025204658508,0.028403794,1292.21484375,0.5305094122886658,0.2820281982421875,0.0027294820345559858,1720,0.2,4653.731561422348,0.001,-3.1285426419228317,,
595.94,259,1671168,51,6446,2285.597,0.7516165226697922,0.024602067,559.020751953125,0.5276307463645935,0.2548675537109375,0.0020435054111658246,1730,0.2,3525.1124968528748,0.001,-3.1082600453868507,,
597.89,259,1703936,52,6575,2166.6787,0.7129930257797241,0.025743796,511.88079833984375,0.5228642821311951,0.2671600341796875,0.0032398188868683064,1740,0.2,3820.6634850978853,0.001,-3.080075157061219,,
595.69,259,1736704,53,6701,2015.3732,0.7152252197265625,0.02689683,575.9113159179688,0.5211620330810547,0.26998291015625,0.003672534909674141,1750,0.2,2776.1553826332092,0.001,-3.059379738010466,,
591.74,259,1769472,54,6830,1901.082,0.7324884533882141,0.030006139,404.6775207519531,0.5201342105865479,0.2796173095703125,0.0038945647662330884,1760,0.2,3203.4114226818083,0.001,-3.0459674552083014,,
590.64,258,1802240,55,6963,2069.4014,0.7706853747367859,0.028000731,397.137939453125,0.5191357731819153,0.26676025390625,0.003656334038532805,1770,0.2,3299.23212018013,0.001,-3.0375886810943484,,
595.3,258,1835008,56,7089,2006.9397,0.7310214638710022,0.027297948,313.893798828125,0.5166867971420288,0.27353515625,0.0059226920797300405,1780,0.2,2827.568439912796,0.001,-3.018121504411101,,
593.25,258,1867776,57,7215,2036.9403,0.7290236353874207,0.027398117,466.4373474121094,0.5138224363327026,0.275311279296875,0.0033974334935919616,1790,0.2,3446.4737033367155,0.001,-3.0021250190213324,,
591.29,258,1900544,58,7338,1908.5776,0.7588639855384827,0.02653094,470.716064453125,0.5109240412712097,0.273345947265625,0.004054028920290875,1800,0.2,3392.348306465149,0.001,-2.9810051592066884,,
592.18,259,1933312,59,7463,2048.4128,0.6857333779335022,0.02698047,513.1826782226562,0.5095986127853394,0.2643524169921875,0.003318047303764615,1810,0.2,3935.2079581022263,0.001,-2.9649702867493035,,
597.7,259,1966080,60,7586,2148.031,0.6501801311969757,0.026501393,543.7913818359375,0.5064469575881958,0.2686126708984375,0.004018914792686701,1820,0.2,4470.08325471878,0.001,-2.9471871588379144,,
600.51,259,1998848,61,7711,2303.8413,0.7255739271640778,0.028418697,433.9780578613281,0.5033904314041138,0.287066650390625,0.005066337098287477,1830,0.2,3725.110748577118,0.001,-2.92395093459636,,
594.85,259,2031616,62,7837,2025.942,0.7237294316291809,0.028193692,438.8688049316406,0.5006866455078125,0.275250244140625,0.004716908977206913,1840,0.2,3020.0079164981844,0.001,-2.900875327922404,,
