time/iterations,time/fps,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/clip_range,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/loss,train/learning_rate,train/entropy_loss,train/clip_fraction,train/std,train/approx_kl,train/value_loss,eval/mean_reward,eval/mean_ep_length
1,646,16384,1281.4514,475.73333333333335,25,,,,,,,,,,,,,
2,443,32768,1512.8503,500.8524590163934,73,0.2,0.0021000706517952496,-0.04240703582763672,2480,8915.3193359375,0.0003,-1.9473606109619142,0.092138671875,0.3945743143558502,0.009588001,32105.6580078125,,
3,400,49152,1883.1274,536.75,122,0.2,0.0016026295859774109,0.17203307151794434,2490,7366.65087890625,0.0003,-1.9474794521927834,0.082171630859375,0.39462029933929443,0.008522966,29938.108154296875,,
4,384,65536,2314.4338,578.19,170,0.2,0.0007820652812370099,0.22840142250061035,2500,6982.470703125,0.0003,-1.9475494921207428,0.053778076171875,0.3945543169975281,0.0079618,26321.696545410156,,
5,374,81920,2348.7803,585.25,218,0.2,0.000994949739833828,0.29261648654937744,2510,5830.78466796875,0.0003,-1.9468206509947776,0.071600341796875,0.3945036232471466,0.0092264535,25184.981372070313,,
6,364,98304,2702.0288,626.03,269,0.2,0.00025665079447207973,0.3786447048187256,2520,7881.0546875,0.0003,-1.9463876262307167,0.04676513671875,0.3944699168205261,0.0065502003,26178.881384277345,,
7,360,114688,2902.6125,645.45,318,0.2,-0.0009157483611488715,0.43901771306991577,2530,7438.66796875,0.0003,-1.9460027545690537,0.056396484375,0.39442363381385803,0.006759391,27670.306274414062,,
8,356,131072,3089.0022,655.6,367,0.2,0.0010013844213972334,0.4161103367805481,2540,9972.2412109375,0.0003,-1.9457804247736932,0.07694091796875,0.394449919462204,0.0092798285,33339.27631835938,,
9,353,147456,3620.2268,698.3,416,0.2,-0.0014899082714691758,0.5380401015281677,2550,7851.814453125,0.0003,-1.945890137553215,0.060504150390625,0.3944253623485565,0.00749763,27112.884375,,
10,351,163840,3449.9756,677.56,466,0.2,-0.0003176121157594025,0.5048423111438751,2560,6928.7958984375,0.0003,-1.9455194666981697,0.049383544921875,0.39438045024871826,0.0066646226,27094.026599121094,,
11,350,180224,3233.4204,649.55,513,0.2,-0.001255114862578921,0.4711451530456543,2570,12281.630859375,0.0003,-1.945118246972561,0.04781494140625,0.39435890316963196,0.007263086,34742.02060546875,,
12,349,196608,3298.07,648.36,561,0.2,-0.0008852522063534707,0.39295494556427,2580,11205.634765625,0.0003,-1.9448834523558616,0.058978271484375,0.3943204879760742,0.008126932,35140.8072265625,,
13,347,212992,3006.4797,614.7,612,0.2,-0.0015045186184579507,0.5152266919612885,2590,9780.65234375,0.0003,-1.9444746688008308,0.046636962890625,0.394296795129776,0.006625818,29183.819775390624,,
14,347,229376,3346.8545,627.4,660,0.2,0.00010609175369609147,0.33167874813079834,2600,8443.8818359375,0.0003,-1.9441857054829597,0.049407958984375,0.39424407482147217,0.0069660875,31631.60744628906,,
15,345,245760,4270.834,690.27,711,0.2,-0.0006463496982178185,0.5127196311950684,2610,7343.7373046875,0.0003,-1.9435797810554505,0.039605712890625,0.3941963315010071,0.005433239,25198.703088378905,,
16,344,262144,4579.0967,709.72,761,0.2,-0.00029261455201776696,0.646843820810318,2620,6043.35009765625,0.0003,-1.9430610463023186,0.04990234375,0.39414069056510925,0.0070655644,25589.39207763672,,
17,343,278528,4761.6196,713.4,810,0.2,-0.0015577754384139553,0.5561615824699402,2630,6449.74560546875,0.0003,-1.9424876153469086,0.052740478515625,0.39408621191978455,0.0073191826,26425.528771972655,,
18,342,294912,5484.9536,757.58,862,0.2,-0.0013880828337278217,0.5573060512542725,2640,7816.4326171875,0.0003,-1.9419437512755393,0.0389892578125,0.3940581679344177,0.0057988553,28413.320397949217,,
19,340,311296,5471.205,752.54,913,0.2,-1.5327215078286826e-05,0.5554670691490173,2650,10525.935546875,0.0003,-1.9419185921549798,0.0171875,0.3940974473953247,0.0039123325,30800.942761230468,,
20,340,327680,5395.9844,740.83,962,0.2,-0.0004288810247089714,0.5818062424659729,2660,8016.5751953125,0.0003,-1.942040804028511,0.036651611328125,0.3940480351448059,0.005705532,28676.667565917967,,
21,339,344064,5468.3076,749.03,1013,0.2,-6.21781757217832e-05,0.5810697674751282,2670,10517.9638671875,0.0003,-1.9416655257344246,0.03758544921875,0.3940584659576416,0.00609334,32453.537255859374,,
22,339,360448,5802.6543,770.83,1061,0.2,-7.799643244652544e-05,0.6203213930130005,2680,9743.69921875,0.0003,-1.9416059985756875,0.02386474609375,0.3940140902996063,0.0048506074,30293.02668457031,,
23,337,376832,5599.156,799.29,1115,0.2,0.000979023570107529,0.5577452778816223,2690,7888.806640625,0.0003,-1.9412826031446457,0.04622802734375,0.39401549100875854,0.006403967,29806.93720703125,,
24,337,393216,5584.6377,795.58,1166,0.2,0.0022017440249328503,0.42931294441223145,2700,65182.4375,0.0003,-1.9410819813609124,0.073297119140625,0.39395666122436523,0.010063531,198396.82260742187,,
25,336,409600,5779.8545,804.79,1216,0.2,0.00015590409311698749,0.5624208450317383,2710,10567.359375,0.0003,-1.9406528234481812,0.0450927734375,0.3939327299594879,0.006686056,35434.362036132814,,
26,336,425984,5976.9316,818.95,1266,0.2,-0.0020967536504031157,0.5821083784103394,2720,8817.7861328125,0.0003,-1.9405641660094262,0.052691650390625,0.39393675327301025,0.00625486,33615.757421875,,
27,335,442368,6394.2305,846.44,1317,0.2,-8.006496755115222e-05,0.568976491689682,2730,8818.57421875,0.0003,-1.9403319507837296,0.01881103515625,0.3938678503036499,0.0042059934,30317.919201660156,,
28,334,458752,7076.882,857.11,1370,0.2,0.0003368097561178729,0.6863501071929932,2740,6316.7216796875,0.0003,-1.939882357418537,0.02813720703125,0.39388227462768555,0.0049609463,26701.57255859375,,
29,334,475136,6464.6655,860.12,1422,0.2,0.00035163754073437304,0.7504545003175735,2750,6536.8876953125,0.0003,-1.939943727850914,0.01866455078125,0.3938610255718231,0.0041394336,24226.96257324219,,
30,333,491520,6243.5986,845.88,1471,0.2,0.004355879356444348,0.28404200077056885,2760,144542.703125,0.0003,-1.9398802727460862,0.04964599609375,0.3938952386379242,0.008866705,496903.0837890625,,
31,333,507904,6474.2095,876.51,1523,0.2,-0.00011161689471919089,0.5378207862377167,2770,8540.1796875,0.0003,-1.9403004109859467,0.03077392578125,0.3939262628555298,0.005069568,31932.959521484376,,
32,333,524288,6273.9214,858.32,1573,0.2,-0.001164433581288904,0.8036327362060547,2780,12287.55859375,0.0003,-1.9403921201825143,0.025140380859375,0.3939070701599121,0.0047003212,36328.370849609375,,
33,333,540672,5931.345,833.93,1623,0.2,-0.0011609389213845134,0.4848017692565918,2790,7973.01708984375,0.0003,-1.940282192826271,0.02841796875,0.3939068913459778,0.005039873,28388.02763671875,,
34,332,557056,6525.707,820.25,1673,0.2,0.00025697785458760335,0.5488739013671875,2800,7392.90625,0.0003,-1.9402582749724389,0.0246826171875,0.3939017057418823,0.0043377653,28461.426159667968,,
35,332,573440,6980.879,846.91,1724,0.2,-0.0005192943994188681,0.6229978501796722,2810,6923.923828125,0.0003,-1.9402564287185669,0.025115966796875,0.3939203917980194,0.0049735056,29278.508056640625,,
36,332,589824,6346.527,775.08,1774,0.2,-0.001069288232247345,0.5461023151874542,2820,9228.9951171875,0.0003,-1.9402296036481856,0.0360107421875,0.39388927817344666,0.00612914,31802.546740722657,,
37,332,606208,6122.109,752.99,1823,0.2,0.00021194886357989162,0.5177682042121887,2830,9928.2294921875,0.0003,-1.9398193955421448,0.031195068359375,0.3938543498516083,0.0050103916,39415.98930664062,,
38,332,622592,6062.5205,748.71,1874,0.2,-0.0007899996264313814,0.6428609490394592,2840,8350.2470703125,0.0003,-1.939449879527092,0.034625244140625,0.39380943775177,0.006030421,32283.016235351562,,
39,332,638976,5531.2876,711.12,1923,0.2,0.00040198965434683486,0.5269862115383148,2850,12690.8447265625,0.0003,-1.9391335129737854,0.033526611328125,0.3938024044036865,0.005187141,40300.55139160156,,
40,331,655360,5940.108,733.3,1974,0.2,-0.00044234126107767224,0.47691774368286133,2860,9527.708984375,0.0003,-1.9390647068619729,0.02952880859375,0.3937799036502838,0.005668045,33695.54038085938,,
41,331,671744,6440.1826,762.61,2025,0.2,-0.0006152622467197943,0.5741473436355591,2870,11741.8310546875,0.0003,-1.9386210486292839,0.037689208984375,0.393724650144577,0.005764258,37978.400219726565,,
42,331,688128,5887.8257,760.12,2078,0.2,-0.0009246751986211165,0.5655477941036224,2880,9646.287109375,0.0003,-1.9379144623875617,0.01243896484375,0.3936384320259094,0.003168783,35200.879077148435,,
43,330,704512,6102.72,771.65,2130,0.2,-0.0023742573052004446,0.48700302839279175,2890,175024.34375,0.0003,-1.9373471215367317,0.02215576171875,0.3936450779438019,0.0049739433,359382.7439453125,,
44,330,720896,6613.0957,810.62,2182,0.2,-0.001056759335915558,0.5317037105560303,2900,9054.3125,0.0003,-1.9371588215231896,0.023046875,0.3935627043247223,0.004425251,32189.755786132813,,
45,330,737280,6401.978,802.93,2232,0.2,0.0007464055102900602,0.7129957973957062,2910,10007.974609375,0.0003,-1.936427077651024,0.02369384765625,0.3935256004333496,0.0044435733,30849.879614257814,,
46,329,753664,6673.683,791.68,2284,0.2,-0.0005421967529400717,0.5748673677444458,2920,12038.0634765625,0.0003,-1.9362939581274987,0.0275390625,0.39354175329208374,0.005331544,38559.54694824219,,
47,329,770048,6395.9277,805.87,2334,0.2,-0.000893372996506514,0.6393660008907318,2930,8449.1337890625,0.0003,-1.9365915820002555,0.0230712890625,0.39357876777648926,0.0047685867,29300.98585205078,,
48,329,786432,6564.38,816.44,2386,0.2,0.0026770390752062665,0.5258975923061371,2940,149234.28125,0.0003,-1.9367979303002358,0.02196044921875,0.393562376499176,0.004649708,229483.60458984374,,
,,800000,,,,0.2,-0.00046717468794668095,0.6165655553340912,2950,9161.3798828125,0.0003,-1.9364517718553542,0.03193359375,0.39352601766586304,0.005095947,32629.11931152344,4289.63623046875,688.36
49,312,802816,6492.779,815.07,2565,,,,,,,,,,,,,
50,313,819200,6630.1094,822.2,2616,0.2,1.9317188707645984e-05,0.6469780802726746,2960,7230.4951171875,0.0003,-1.9361173555254936,0.03228759765625,0.3934864401817322,0.0050969524,25984.695153808592,,
51,313,835584,7037.112,851.73,2668,0.2,-0.0010780797398183494,0.682572603225708,2970,8204.5888671875,0.0003,-1.9357754677534103,0.022314453125,0.3934742510318756,0.004484646,30594.471435546875,,
52,313,851968,7588.419,888.96,2719,0.2,-3.348087630001828e-05,0.7841017842292786,2980,7085.818359375,0.0003,-1.9358025997877122,0.0291748046875,0.393498957157135,0.0047286083,23065.664807128906,,
53,313,868352,8317.445,903.22,2768,0.2,0.001787175430217758,0.8075572550296783,2990,8483.8974609375,0.0003,-1.9356574416160583,0.045648193359375,0.39342784881591797,0.0056182193,28116.552111816407,,
54,313,884736,7424.848,830.02,2819,0.2,0.00027927215269301086,0.5906141102313995,3000,11942.0810546875,0.0003,-1.9349593728780747,0.063641357421875,0.3933797776699066,0.005492421,37422.86765136719,,
55,314,901120,7135.5117,806.0,2868,0.2,-0.0007963220996316522,0.5700001418590546,3010,13096.7041015625,0.0003,-1.934627316892147,0.027142333984375,0.3933630883693695,0.005361703,39269.60485839844,,
56,314,917504,6553.0215,762.26,2919,0.2,-0.0007417891174554825,0.5756238400936127,3020,9741.7744140625,0.0003,-1.934281735122204,0.017864990234375,0.39330360293388367,0.0039518457,35927.5181640625,,
57,314,933888,6155.055,726.51,2969,0.2,0.000333780754590407,0.6782584488391876,3030,12181.16015625,0.0003,-1.9336801409721374,0.030401611328125,0.3932524621486664,0.0051020435,34994.375708007814,,
58,314,950272,5855.502,705.28,3020,0.2,0.0007931850566819775,0.5325389802455902,3040,12233.43359375,0.0003,-1.9333986356854438,0.03565673828125,0.39325934648513794,0.0042591477,37557.192211914065,,
59,314,966656,5928.8184,718.67,3070,0.2,-0.00037680544483009726,0.4930158853530884,3050,11771.83984375,0.0003,-1.9334078460931778,0.03187255859375,0.39324408769607544,0.0044885064,36118.916821289065,,
60,314,983040,6969.315,791.31,3121,0.2,-0.0007954180560773239,0.7444105446338654,3060,12526.3095703125,0.0003,-1.9331927970051765,0.028204345703125,0.39322301745414734,0.004900828,44443.066088867185,,
61,314,999424,6488.642,803.47,3173,0.2,-0.001689509795687627,0.6739093065261841,3070,7528.8408203125,0.0003,-1.9327037751674652,0.042193603515625,0.39313700795173645,0.006245555,30444.816674804686,,
62,315,1015808,6652.023,828.59,3224,0.2,0.004141909275494982,0.35035276412963867,3080,140265.875,0.0003,-1.9321016266942024,0.03731689453125,0.3931315541267395,0.0061515523,363497.8045898437,,
63,315,1032192,6327.0527,865.63,3276,0.2,-0.0012510601532994769,0.5433021783828735,3090,9226.681640625,0.0003,-1.93212551176548,0.036224365234375,0.39311984181404114,0.006051028,33509.583178710935,,
64,315,1048576,6669.084,881.71,3325,0.2,0.00026037599018309266,0.4763692021369934,3100,234586.90625,0.0003,-1.9320824906229972,0.016278076171875,0.39313551783561707,0.0039714994,727823.72265625,,
65,315,1064960,6162.1987,826.45,3376,0.2,0.0007628578649018891,0.6261659562587738,3110,12775.767578125,0.0003,-1.9321939826011658,0.0244384765625,0.3931273818016052,0.004381867,36995.91840820313,,
66,315,1081344,6711.377,827.04,3427,0.2,0.000609273040026892,0.6205683350563049,3120,9318.685546875,0.0003,-1.932106927037239,0.02738037109375,0.39312517642974854,0.0045575267,31391.207397460938,,
67,315,1097728,7109.0527,848.7,3477,0.2,-0.0012314116036577615,0.7049145996570587,3130,8071.9052734375,0.0003,-1.9319372102618217,0.03338623046875,0.3930842876434326,0.0053197285,28758.130224609376,,
68,315,1114112,7397.561,801.46,3527,0.2,0.0002031965668720659,0.7097305953502655,3140,9559.421875,0.0003,-1.931807740032673,0.022076416015625,0.39311954379081726,0.0040007187,33128.763500976565,,
69,315,1130496,7320.1006,800.05,3577,0.2,-0.0013535273203160614,0.5174967646598816,3150,14051.0126953125,0.0003,-1.9316357240080833,0.027496337890625,0.3930169641971588,0.005122033,40505.010571289065,,
70,315,1146880,7566.4,815.88,3630,0.2,-0.0008415123767917976,0.5448488295078278,3160,15753.275390625,0.0003,-1.9309807017445564,0.030487060546875,0.3930225968360901,0.0049508605,42771.74116210938,,
71,315,1163264,7790.858,821.62,3683,0.2,-0.0009133869360084645,0.6152774393558502,3170,14196.3125,0.0003,-1.9310497775673867,0.027142333984375,0.3930063247680664,0.0052497126,40951.7703125,,
72,315,1179648,7317.6343,780.13,3734,0.2,0.00024340105446754023,0.7094981074333191,3180,10948.525390625,0.0003,-1.930623573064804,0.025628662109375,0.39293092489242554,0.005000335,30153.719958496094,,
