time/iterations,time/fps,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/clip_range,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/loss,train/learning_rate,train/entropy_loss,train/clip_fraction,train/std,train/approx_kl,train/value_loss,eval/mean_reward,eval/mean_ep_length
1,657,16384,1200.5828,469.2857142857143,24,,,,,,,,,,,,,
2,443,32768,1420.7473,494.9516129032258,73,0.2,0.0039617972011910755,0.024787604808807373,2480,4718.50537109375,0.0003,-1.9470190715044737,0.146820068359375,0.39449411630630493,0.012901738,20987.7770324707,,
3,396,49152,1477.9296,504.6333333333333,124,0.2,0.0018256553710671141,0.14606261253356934,2490,3540.876220703125,0.0003,-1.9455760315060615,0.08441162109375,0.39427053928375244,0.0085422415,19806.583280944826,,
4,377,65536,1790.9677,542.54,173,0.2,0.0021908270794483544,0.24376130104064941,2500,3037.541015625,0.0003,-1.9442524023354053,0.08807373046875,0.3942417502403259,0.008675822,16069.210200500489,,
5,364,81920,2187.8494,582.72,224,0.2,-0.0005059777075075544,0.3566722869873047,2510,3942.84130859375,0.0003,-1.9434306047856809,0.073614501953125,0.3941095471382141,0.008079125,17079.33811340332,,
6,358,98304,2523.3137,614.67,274,0.2,0.001020815711672185,0.41321033239364624,2520,3682.7626953125,0.0003,-1.942084578424692,0.074847412109375,0.3939667344093323,0.007630235,15663.389672851563,,
7,352,114688,2778.4958,638.45,325,0.2,-1.4073474449105561e-05,0.32539117336273193,2530,4473.2587890625,0.0003,-1.9409911636263133,0.07149658203125,0.39390653371810913,0.007577316,17376.39072113037,,
8,348,131072,3094.6472,648.32,375,0.2,-0.0005188470669963863,0.4513993263244629,2540,4639.65185546875,0.0003,-1.939801800623536,0.068487548828125,0.39373132586479187,0.007518167,17676.226953125,,
9,345,147456,3259.209,658.1,427,0.2,-0.0016398837658925913,0.3896291255950928,2550,4728.77587890625,0.0003,-1.938107020035386,0.07039794921875,0.3935678005218506,0.008301164,22219.298959350584,,
10,341,163840,3617.5144,684.57,479,0.2,-0.0008519413953763433,0.47871124744415283,2560,7393.33984375,0.0003,-1.9369547825306654,0.07667236328125,0.3935249447822571,0.0084367655,17748.91258392334,,
11,338,180224,4253.6665,721.2,533,0.2,0.0002534015076889773,0.5431391298770905,2570,4264.2783203125,0.0003,-1.9357999820262193,0.064306640625,0.3933406174182892,0.006617406,17693.09494781494,,
12,336,196608,4468.7124,732.49,585,0.2,0.0009100124927499565,0.5167675018310547,2580,4315.91455078125,0.0003,-1.9336359787732362,0.055426025390625,0.3931052088737488,0.00676626,15319.235273742675,,
13,334,212992,4608.3,735.93,636,0.2,-0.0015715776386059587,0.4717674255371094,2590,5484.19775390625,0.0003,-1.9324107974767686,0.068804931640625,0.39313602447509766,0.007720716,19880.63016204834,,
14,333,229376,4909.983,742.28,687,0.2,-0.0011681201205647085,0.5662257373332977,2600,4145.06689453125,0.0003,-1.9317596822977066,0.05966796875,0.39296668767929077,0.0069487076,15378.32078704834,,
15,331,245760,5226.2617,763.64,741,0.2,-0.002276039395474072,0.5906971395015717,2610,3732.1875,0.0003,-1.9295193538069726,0.081951904296875,0.3926656246185303,0.008161441,15724.002124023438,,
16,329,262144,5378.179,767.01,796,0.2,-0.00019024508583243005,0.5601066946983337,2620,4205.26904296875,0.0003,-1.9272513996809721,0.065252685546875,0.39252862334251404,0.0068232473,17125.159762573243,,
17,328,278528,5358.438,763.44,847,0.2,0.0003569246211554855,0.5773665606975555,2630,3532.2724609375,0.0003,-1.9260635528713466,0.069366455078125,0.39245304465293884,0.0076580523,18640.872453308104,,
18,327,294912,5770.602,793.94,899,0.2,-0.0009029128814290743,0.44760143756866455,2640,4018.4248046875,0.0003,-1.925160763412714,0.061737060546875,0.39234068989753723,0.00675344,18265.807006835938,,
19,326,311296,6007.3623,803.62,954,0.2,-0.0004331038961026934,0.7004150450229645,2650,2615.376953125,0.0003,-1.9240053921937943,0.056402587890625,0.39220693707466125,0.0067444947,14445.708486938476,,
20,325,327680,6229.6714,827.52,1007,0.2,0.000489901891342015,0.6201864182949066,2660,2875.796142578125,0.0003,-1.9233259808272123,0.050665283203125,0.3922216296195984,0.0063857827,16374.07625579834,,
21,325,344064,5927.8174,800.86,1058,0.2,-0.0008933395121857757,0.6301411688327789,2670,3471.025390625,0.0003,-1.9234824743121863,0.058331298828125,0.39222684502601624,0.0067483326,13986.80337524414,,
22,324,360448,6175.1123,822.38,1112,0.2,-0.0006206074096553494,0.555470198392868,2680,3525.4736328125,0.0003,-1.9225166361778974,0.057611083984375,0.391973614692688,0.0065621464,17911.217915344238,,
23,323,376832,6194.654,826.8,1164,0.2,-0.000557554661645554,0.6264546513557434,2690,3154.29345703125,0.0003,-1.9207347854971886,0.050128173828125,0.39190608263015747,0.006129613,14761.86768798828,,
24,322,393216,6616.3843,855.58,1217,0.2,-0.00044744516235368793,0.5397806763648987,2700,2999.332275390625,0.0003,-1.919006446376443,0.0648681640625,0.3916156589984894,0.007067648,14763.140518188477,,
25,322,409600,6506.74,842.48,1271,0.2,-0.0018652306291187415,0.6179883778095245,2710,3317.539306640625,0.0003,-1.9166182320564986,0.069915771484375,0.3914424180984497,0.0077301897,14670.775901794434,,
26,321,425984,7044.925,887.36,1325,0.2,0.0004686165750172222,0.6096672415733337,2720,3241.169677734375,0.0003,-1.9147133007645607,0.046893310546875,0.39126843214035034,0.00558127,14379.66134185791,,
27,320,442368,7593.5244,928.53,1380,0.2,0.001178631971924915,0.5917243361473083,2730,2926.5009765625,0.0003,-1.9126012712717055,0.065008544921875,0.3910129964351654,0.00735209,15293.540534973145,,
28,319,458752,7580.9873,920.49,1435,0.2,-0.0003555095579940826,0.6375309228897095,2740,2566.660888671875,0.0003,-1.9104344736784697,0.0796875,0.39088571071624756,0.00807994,16056.834634399414,,
29,318,475136,7689.908,921.3,1490,0.2,-0.000993068388561369,0.6235394179821014,2750,4207.90625,0.0003,-1.9096322640776635,0.04306640625,0.39087557792663574,0.005465299,19747.92459411621,,
30,318,491520,7521.717,904.72,1544,0.2,0.0006144406830571825,0.5809508860111237,2760,6555.39306640625,0.0003,-1.909300158917904,0.0570068359375,0.3908202648162842,0.006365323,21353.756632995606,,
31,317,507904,7729.337,911.34,1600,0.2,0.0008165172263034038,0.5205648839473724,2770,3844.339599609375,0.0003,-1.908434559032321,0.06815185546875,0.3906880021095276,0.007520598,16879.937605285646,,
