time/fps,time/iterations,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,train/n_updates,train/loss,train/clip_range,train/std,train/entropy_loss,train/value_loss,train/explained_variance,train/clip_fraction,train/approx_kl,train/learning_rate,train/policy_gradient_loss
342,1,1032192,2677.0562,23,484.79,,,,,,,,,,,
231,2,1040384,2991.1687,70,516.84,3730,3854.756103515625,0.2,0.37991100549697876,-1.7950942924246192,16241.864580154419,0.4563876986503601,0.07108154296875,0.0074017057,0.0003,-0.0014293766089394921
211,3,1048576,3476.0122,116,573.47,3740,1828.522705078125,0.2,0.37966737151145935,-1.7930970545858145,11805.405667114257,0.6618721187114716,0.1196044921875,0.010264041,0.0003,0.00072056916069414
203,4,1056768,3980.3267,161,614.14,3750,4483.505859375,0.2,0.37949448823928833,-1.790613355115056,15242.760055541992,0.7163183391094208,0.0764892578125,0.007768442,0.0003,-0.0017207020231580828
203,5,1064960,4296.5464,201,642.12,3760,5019.615234375,0.2,0.3794327676296234,-1.78938810210675,14982.13387145996,0.7256898880004883,0.08060302734375,0.007846044,0.0003,-0.0003002397577802185
200,6,1073152,4708.1733,245,684.67,3770,3843.554931640625,0.2,0.37938937544822693,-1.7889317793771624,13994.086909103393,0.5423205494880676,0.10970458984375,0.009414857,0.0003,-0.0005195850233576493
196,7,1081344,4940.8423,292,713.21,3780,2208.515625,0.2,0.37870168685913086,-1.7852995021268725,11947.29956665039,0.6684292554855347,0.0944091796875,0.007868828,0.0003,0.00018464203967596404
192,8,1089536,5439.9263,340,768.51,3790,2294.24609375,0.2,0.3785804808139801,-1.7809024795889854,11611.674868774415,0.7256931960582733,0.111181640625,0.009985179,0.0003,0.0009111974861298223
190,9,1097728,5733.7793,387,781.7,3800,2820.295166015625,0.2,0.37844735383987427,-1.779544084519148,15025.957402038573,0.5520599782466888,0.08883056640625,0.00860796,0.0003,-0.0017856002526968951
190,10,1105920,6136.267,430,842.12,3810,1728.976806640625,0.2,0.37856557965278625,-1.7795783791691064,11271.579457473756,0.7270929515361786,0.115966796875,0.009734105,0.0003,-0.00018024067794613073
189,11,1114112,6284.779,475,900.31,3820,3422.933837890625,0.2,0.37834638357162476,-1.7792480634525418,15482.500390625,0.8006507009267807,0.08001708984375,0.007452354,0.0003,-0.00026419970781716985
189,12,1122304,6611.317,518,935.54,3830,1813.5101318359375,0.2,0.37831419706344604,-1.7780073778703809,12826.79594154358,0.7534626722335815,0.08037109375,0.007835541,0.0003,-0.002145166294576484
189,13,1130496,6636.4136,560,928.18,3840,2907.88232421875,0.2,0.3782557249069214,-1.7776928137987853,17782.01120223999,0.5203292071819305,0.097412109375,0.008459032,0.0003,0.0020975424187781753
188,14,1138688,6727.9927,607,916.08,3850,3040.665283203125,0.2,0.3781001567840576,-1.7766237415373325,19178.398456573486,0.3272113800048828,0.078857421875,0.0076388447,0.0003,0.0003096776406891877
188,15,1146880,6628.8125,652,924.28,3860,2888.62451171875,0.2,0.378322571516037,-1.7765497632324696,12855.566831588745,0.6254841983318329,0.1041015625,0.009436812,0.0003,0.002696106407529442
188,16,1155072,6528.4395,696,933.31,3870,4705.5263671875,0.2,0.3782272934913635,-1.777678901143372,19570.943381500245,0.6379185616970062,0.08392333984375,0.007922988,0.0003,-0.002036243783732061
187,17,1163264,6627.102,742,976.47,3880,1667.7918701171875,0.2,0.3781481385231018,-1.7765961080789565,15588.772840881347,0.4566652178764343,0.08814697265625,0.008399304,0.0003,-0.0012988083461095811
187,18,1171456,6657.8296,787,972.31,3890,2173.384521484375,0.2,0.37804096937179565,-1.7757370488718152,13459.166400146485,0.734455406665802,0.09156494140625,0.008065337,0.0003,-0.0012475302901293617
186,19,1179648,6426.797,833,968.67,3900,5495.2890625,0.2,0.37780046463012695,-1.7739073257893323,16425.792570877074,0.35883522033691406,0.080029296875,0.007154881,0.0003,-0.0024347812157429873
186,20,1187840,6674.859,880,1020.21,3910,5852.455078125,0.2,0.37756022810935974,-1.7712527006864547,18488.45583572388,0.6588658392429352,0.110546875,0.009127571,0.0003,-0.0008370356299565174
185,21,1196032,6375.5474,925,1014.46,3920,2870.23486328125,0.2,0.3775325119495392,-1.7694843685254456,10455.688935470582,0.7725346088409424,0.0867919921875,0.008555142,0.0003,-0.0008081782747467514
185,22,1204224,6340.745,969,1021.62,3930,2747.091796875,0.2,0.37760645151138306,-1.7698376450687647,12413.15754852295,0.5169074833393097,0.07950439453125,0.007884845,0.0003,0.0001897193176773726
186,23,1212416,6496.0684,1012,996.15,3940,1730.8360595703125,0.2,0.3775230944156647,-1.769932957738638,12854.481157302856,0.4137652516365051,0.09107666015625,0.008228293,0.0003,-0.0001396142743033124
186,24,1220608,6579.0137,1055,1001.33,3950,2662.84130859375,0.2,0.37728893756866455,-1.7681793043389917,16477.63687019348,0.7029528915882111,0.08104248046875,0.00825358,0.0003,-7.743834903521929e-05
185,25,1228800,6638.5093,1103,1036.43,3960,3177.156982421875,0.2,0.377196729183197,-1.7664551176130772,17572.653938293457,0.5447259545326233,0.13184814453125,0.011241446,0.0003,-0.001729236467872397
