time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,time/total_timesteps,rollout/ep_len_mean,train/loss,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/clip_range,train/clip_fraction,train/explained_variance,train/std,train/learning_rate
1,58,-243.98462,561,32768,301.0,,,,,,,,,,,
2,170,-120.91915,383,65536,301.0,27.260778427124023,10,-5.65908461464569,-0.009217758941713328,0.008572392,86.00630277693271,0.2,0.142303466796875,0.0007132887840270996,0.9942083358764648,0.001
3,285,8.496226,344,98304,301.0,83.63233947753906,20,-5.625147700682282,-0.016953009954340813,0.010642536,111.97202986776828,0.2,0.148492431640625,0.2939984202384949,0.9842281341552734,0.001
4,401,186.76508,326,131072,301.0,72.22936248779297,30,-5.566439177375287,-0.01999567511893474,0.0126802735,127.71402322128415,0.2,0.1893646240234375,0.43215125799179077,0.9752625226974487,0.001
5,516,170.73062,317,163840,301.0,206.92376708984375,40,-5.54136197194457,-0.010984603142492232,0.009952072,2382.1265577882527,0.2,0.15267333984375,0.06483811140060425,0.9696044921875,0.001
6,631,32.03905,311,196608,301.0,5226.44775390625,50,-5.498418949265033,-0.004462071528541856,0.008641625,2984.457290492952,0.2,0.1068511962890625,0.05715477466583252,0.9578946828842163,0.001
7,746,41.361374,307,229376,301.0,340.0849914550781,60,-5.462697334215045,-0.004664105763549742,0.007774505,1400.0953510612248,0.2,0.0950592041015625,0.003202378749847412,0.9466428756713867,0.001
8,862,-34.792732,304,262144,301.0,110.42316436767578,70,-5.419063100498169,-0.0031574725466043674,0.0056371475,1656.376896096766,0.2,0.0584503173828125,0.14778149127960205,0.9383358359336853,0.001
9,978,-34.24439,301,294912,301.0,139.3969268798828,80,-5.39870734885335,-0.0037728500943558173,0.006868709,550.7060585290194,0.2,0.0693145751953125,0.5580146014690399,0.9344116449356079,0.001
10,1095,-39.67064,299,327680,301.0,113.4041519165039,90,-5.364317431300878,-0.00403279560032388,0.0065140557,252.52916239351035,0.2,0.06893310546875,0.7722058147192001,0.9205199480056763,0.001
11,1212,4.0469966,297,360448,301.0,146.12457275390625,100,-5.328281322401017,-0.0036121611075031978,0.0062285326,569.7413653731346,0.2,0.0686614990234375,0.6876401603221893,0.9191358089447021,0.001
12,1331,-26.803638,295,393216,301.0,104.9925765991211,110,-5.306920678634197,-0.0026690583424624492,0.0069774194,556.0718330547213,0.2,0.0720947265625,0.7410925030708313,0.9082208871841431,0.001
13,1448,15.19746,294,425984,301.0,185.10379028320312,120,-5.275022203102708,-0.0025418031004846853,0.0061629456,626.9968428641557,0.2,0.0691558837890625,0.7601473033428192,0.9022062420845032,0.001
14,1567,100.76963,292,458752,301.0,147.91001892089844,130,-5.255371406115591,-0.002630904757643293,0.006568396,340.09100383520126,0.2,0.0766632080078125,0.8271307349205017,0.8995131850242615,0.001
15,1686,147.23708,291,491520,301.0,129.6411590576172,140,-5.219577894639224,-0.00299283793945051,0.006630957,604.1529374599456,0.2,0.0877685546875,0.7243438363075256,0.8956663608551025,0.001
16,1806,132.49486,290,524288,301.0,162.27545166015625,150,-5.203804005309939,-0.0016929143039305927,0.0076556876,1434.1761101126672,0.2,0.1068359375,0.4831538796424866,0.8872569799423218,0.001
17,1926,184.67648,289,557056,301.0,119.91547393798828,160,-5.1551639987155795,-0.004029187160290349,0.00929838,280.58245825320483,0.2,0.1212493896484375,0.8047848641872406,0.8756991624832153,0.001
18,2045,248.75684,288,589824,301.0,127.94429779052734,170,-5.118473053351044,-0.0023539280684644836,0.008758283,838.0145261704922,0.2,0.1162200927734375,0.5847777724266052,0.8678933382034302,0.001
19,2164,209.54492,287,622592,301.0,116.66400909423828,180,-5.056851293798536,-0.0020333898561602838,0.009921939,1955.1013083159924,0.2,0.1253173828125,0.3423079252243042,0.8610856533050537,0.001
20,2285,229.86261,286,655360,301.0,158.1966552734375,190,-5.023292270675301,-0.002425211946183481,0.009922935,1416.2896058648826,0.2,0.12083740234375,0.3856511116027832,0.8564989566802979,0.001
21,2404,238.92981,286,688128,301.0,1069.7452392578125,200,-5.010602786019445,-0.0017075405455443614,0.012026336,3046.5136139065025,0.2,0.1572021484375,0.21954309940338135,0.8437595367431641,0.001
22,2524,329.00378,285,720896,301.0,195.60073852539062,210,-4.95617814809084,-0.0023620664746658803,0.013349231,2435.4155835449696,0.2,0.1673797607421875,0.25924885272979736,0.8363528251647949,0.001
23,2645,378.7772,284,753664,301.0,201.71432495117188,220,-4.916304231807589,-0.002210655994804256,0.0145267835,2937.985989186168,0.2,0.186004638671875,0.27162325382232666,0.8264480829238892,0.001
24,2768,399.60242,284,786432,301.0,887.5645141601562,230,-4.884571231529117,0.0002721178275578495,0.011960096,2359.8823638796807,0.2,0.1572998046875,0.313015341758728,0.8153328895568848,0.001
25,2890,449.08536,283,819200,301.0,3273.102294921875,240,-4.818140703346581,0.0017236513847592506,0.012374621,4123.668221649527,0.2,0.16451416015625,0.2221992015838623,0.8136406540870667,0.001
26,3010,410.14243,283,851968,301.0,348.2533874511719,250,-4.811564796138555,0.0005587085847309937,0.018246165,3322.0306266903876,0.2,0.196368408203125,0.2915855646133423,0.8083302974700928,0.001
