time/total_timesteps,time/fps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/time_elapsed,train/loss,train/clip_range,train/approx_kl,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/std,train/entropy_loss,train/learning_rate,train/value_loss,train/explained_variance,eval/mean_ep_length,eval/mean_reward
16384,478,652.6818181818181,1,2131.8564,34,,,,,,,,,,,,,
32768,357,684.9285714285714,2,2292.601,91,6629.90966796875,0.2,0.012710437,0.13165283203125,0.0028753396385582165,2480,0.3943466544151306,-1.9462121050804853,0.0003,24294.441311645507,0.0419960618019104,,
49152,330,644.0138888888889,3,1999.4592,148,8908.4853515625,0.2,0.011861531,0.11678466796875,-0.0005440158771307324,2490,0.39433062076568604,-1.94473714902997,0.0003,26860.451818847658,0.07264590263366699,,
65536,318,660.4583333333334,4,2221.348,205,7246.9794921875,0.2,0.007389938,0.06998291015625,8.01219812274212e-05,2500,0.39413416385650635,-1.9436181884258985,0.0003,22244.61133117676,0.15462768077850342,,
81920,310,687.82,5,2613.0657,263,7372.490234375,0.2,0.008329185,0.075799560546875,0.0005856097934156424,2510,0.39409899711608887,-1.9424395497888327,0.0003,24786.429629516602,0.167483389377594,,
98304,305,703.22,6,2927.9902,321,8350.427734375,0.2,0.009559341,0.093359375,0.00047505508282483786,2520,0.39406806230545044,-1.9420675292611123,0.0003,29533.5518951416,0.17308223247528076,,
114688,302,733.88,7,3325.7585,379,5456.69921875,0.2,0.008527501,0.08104248046875,0.0029380261712503852,2530,0.39394718408584595,-1.9413808010518552,0.0003,24966.924731445313,0.33570224046707153,,
131072,299,766.05,8,3902.002,437,6265.18408203125,0.2,0.007510134,0.068609619140625,0.0014310632614069618,2540,0.3936948776245117,-1.9395575016736983,0.0003,26273.272763061523,0.26399385929107666,,
147456,297,764.62,9,4050.3647,496,8195.0673828125,0.2,0.008649338,0.079522705078125,0.0009195187165460083,2550,0.3935786187648773,-1.9375535234808923,0.0003,27422.502374267577,0.30854231119155884,,
163840,294,786.5,10,4276.582,555,4019.972412109375,0.2,0.008303825,0.0796875,-0.00029712752038904,2560,0.3934829831123352,-1.936534457281232,0.0003,23568.105825805666,0.3483065366744995,,
180224,293,802.93,11,4531.47,614,6251.212890625,0.2,0.008825511,0.08162841796875,0.0025182028261042434,2570,0.3934522867202759,-1.9358862839639186,0.0003,23997.862924194334,0.5419423282146454,,
196608,292,837.05,12,5084.554,672,3857.68798828125,0.2,0.008157377,0.0783447265625,-0.0007294651655683993,2580,0.39341622591018677,-1.9354937240481376,0.0003,21727.06759338379,0.4092065095901489,,
212992,291,865.51,13,5450.1836,731,8658.962890625,0.2,0.0074105207,0.071875,-2.846319039235823e-05,2590,0.3933016359806061,-1.9347655843943357,0.0003,22708.876205444336,0.4270781874656677,,
229376,290,884.38,14,5749.6743,790,6345.359375,0.2,0.0079399645,0.076239013671875,0.0008915457427065121,2600,0.3932483196258545,-1.933768468722701,0.0003,21635.789697265624,0.5607121586799622,,
245760,289,896.0,15,6046.9985,849,4510.18701171875,0.2,0.0072394377,0.06431884765625,-7.207377348095179e-06,2610,0.3929935693740845,-1.9323358666151762,0.0003,20407.618908691406,0.5509446561336517,,
262144,288,900.42,16,6129.9663,908,3770.788330078125,0.2,0.008218275,0.082958984375,0.0011828994454845087,2620,0.39278751611709595,-1.929864238202572,0.0003,21348.61348876953,0.4158691167831421,,
278528,287,916.85,17,6434.64,969,5338.25390625,0.2,0.0074456874,0.075946044921875,-0.00013323925231816246,2630,0.3927047550678253,-1.9282885447144509,0.0003,21343.228758239748,0.5021812915802002,,
294912,286,900.77,18,6274.058,1028,3525.6640625,0.2,0.008571602,0.073638916015625,0.0005548580018512439,2640,0.39268970489501953,-1.9279322624206543,0.0003,19574.294903564452,0.43697983026504517,,
311296,286,904.45,19,6460.4717,1087,3696.032470703125,0.2,0.00882533,0.0873779296875,0.0006764779116565478,2650,0.3924098014831543,-1.9265735160559416,0.0003,18648.60379180908,0.47647255659103394,,
327680,285,912.38,20,6568.6094,1147,4674.70361328125,0.2,0.007128501,0.06397705078125,0.0012506761871918571,2660,0.3921175003051758,-1.9236604861915112,0.0003,20054.00434112549,0.47468650341033936,,
344064,285,901.19,21,6662.554,1207,5905.19189453125,0.2,0.006837632,0.05943603515625,0.000319177459095954,2670,0.39187198877334595,-1.92080422565341,0.0003,20111.570678710938,0.5184950530529022,,
360448,284,906.9,22,6708.3457,1266,5635.8662109375,0.2,0.0074967556,0.07059326171875,-0.0006740367270140268,2680,0.39162927865982056,-1.9183829113841058,0.0003,20081.93811645508,0.560680091381073,,
376832,284,926.89,23,7116.948,1326,4374.85693359375,0.2,0.0076316455,0.0740966796875,0.0010271765975630842,2690,0.39154234528541565,-1.9166845716536045,0.0003,18418.670388793944,0.583278238773346,,
