rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/clip_fraction,train/clip_range,train/n_updates,train/value_loss,train/loss,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/std,train/learning_rate,train/entropy_loss
-226.1889,301.0,1,32768,57,573,,,,,,,,,,,
-135.71613,301.0,2,65536,200,326,0.112762451171875,0.2,10,73.56201065797359,24.949195861816406,0.008167532,0.0004363059997558594,-0.011156491022347836,0.9931263327598572,0.0001,-5.656816506804899
-14.719113,301.0,3,98304,348,282,0.155816650390625,0.2,20,97.9045799087733,91.26611328125,0.010473236,0.33599555492401123,-0.016710068644215426,0.984485924243927,0.0001,-5.615101709216833
181.21156,301.0,4,131072,497,263,0.1751373291015625,0.2,30,127.73635596446692,98.86419677734375,0.011438595,0.5263767540454865,-0.01943077207765782,0.9715526103973389,0.0001,-5.567740705609322
171.39076,301.0,5,163840,649,252,0.137457275390625,0.2,40,2579.0385338120163,81.07443237304688,0.010287477,0.1092342734336853,-0.011492339648947336,0.9575865864753723,0.0001,-5.509387189662084
86.54792,301.0,6,196608,803,244,0.1149993896484375,0.2,50,3239.705907444656,1170.637451171875,0.008428719,0.08462125062942505,-0.009224721132483182,0.9454857707023621,0.0001,-5.462324914801866
60.441113,301.0,7,229376,961,238,0.093792724609375,0.2,60,1079.130927363783,117.20182037353516,0.0079232,0.05273491144180298,-0.008560547738636615,0.9354702830314636,0.0001,-5.415877625439316
27.082891,301.0,8,262144,1121,233,0.06129150390625,0.2,70,479.82625473737716,105.04792785644531,0.0062087816,0.24870985746383667,-0.006173723237611739,0.924625039100647,0.0001,-5.370044989651069
-26.803799,301.0,9,294912,1282,230,0.0277099609375,0.2,80,1352.7077044680714,118.07041931152344,0.004550379,0.3922919034957886,-0.0031934462566425735,0.9194889664649963,0.0001,-5.348814065242186
-29.415712,301.0,10,327680,1444,226,0.0145294189453125,0.2,90,557.8674315981567,115.10823059082031,0.0035207963,0.707875669002533,-0.0021487303845560747,0.9086813926696777,0.0001,-5.310144332237542
-13.71809,301.0,11,360448,1608,224,0.0294769287109375,0.2,100,260.58166024014355,189.49215698242188,0.0048316903,0.8733575791120529,-0.003673022531756942,0.9041569232940674,0.0001,-5.28190913205035
35.226673,301.0,12,393216,1772,221,0.027001953125,0.2,110,275.32277273908255,159.58541870117188,0.004883462,0.8959638997912407,-0.0033386702123607394,0.8978952765464783,0.0001,-5.256272359658032
25.959667,301.0,13,425984,1937,219,0.03990478515625,0.2,120,868.7133652627468,120.27896881103516,0.0050683683,0.7522773444652557,-0.003662139806203868,0.8945598006248474,0.0001,-5.232373644877225
63.71693,301.0,14,458752,2102,218,0.04996337890625,0.2,130,1124.3761426918209,247.00357055664062,0.0063424166,0.7212662696838379,-0.0047157062723840685,0.8874686360359192,0.0001,-5.209922759281471
117.46153,301.0,15,491520,2268,216,0.0480224609375,0.2,140,835.0507581338286,251.7801513671875,0.005709892,0.7866853475570679,-0.004378006774368259,0.8799639940261841,0.0001,-5.175553545402363
130.77402,301.0,16,524288,2436,215,0.0556915283203125,0.2,150,569.716262730211,90.23136138916016,0.0058486518,0.7954989820718765,-0.0036050341202098933,0.8769441246986389,0.0001,-5.152282446157187
141.2917,301.0,17,557056,2605,213,0.061907958984375,0.2,160,845.1362364329398,123.53076171875,0.006210033,0.7057817280292511,-0.004730322702386047,0.8764486312866211,0.0001,-5.145064668916166
180.02003,301.0,18,589824,2773,212,0.07576904296875,0.2,170,565.8620597600936,132.38035583496094,0.006475064,0.7506527304649353,-0.005073542399395592,0.8700807690620422,0.0001,-5.121401771018282
272.36838,301.0,19,622592,2939,211,0.0848876953125,0.2,180,258.2802860811353,154.82608032226562,0.006879177,0.8341057896614075,-0.0059925750098955176,0.8658128380775452,0.0001,-5.1007931949570775
215.00977,301.0,20,655360,3106,210,0.0631134033203125,0.2,190,1392.8208710864187,180.2032470703125,0.0063147624,0.446188747882843,-0.003928493889327455,0.8567743897438049,0.0001,-5.064934947993606
302.76904,301.0,21,688128,3273,210,0.0584930419921875,0.2,200,267.8703589826822,153.02224731445312,0.006359504,0.731216698884964,-0.002901243667292874,0.8459483981132507,0.0001,-5.009752272767946
312.23322,301.0,22,720896,3440,209,0.061114501953125,0.2,210,841.6726695798337,135.53890991210938,0.006355415,0.406868040561676,-0.0015128481170791019,0.8405904769897461,0.0001,-4.978466679435224
344.04315,301.0,23,753664,3607,208,0.0499664306640625,0.2,220,1734.4772680498659,223.06320190429688,0.0052583283,0.3076111078262329,-0.0018531195576258596,0.8336192965507507,0.0001,-4.9459873585961756
421.77457,301.0,24,786432,3779,208,0.0757171630859375,0.2,230,1156.8254512570797,13549.423828125,0.007749877,0.36692702770233154,-0.002376457567925172,0.8233458995819092,0.0001,-4.894612282840535
304.36786,301.0,25,819200,3946,207,0.0637664794921875,0.2,240,3173.620699054748,120.45419311523438,0.0070204716,0.17457664012908936,7.841430156076967e-05,0.8157858848571777,0.0001,-4.860278007481247
327.97562,301.0,26,851968,4113,207,0.076300048828125,0.2,250,645.1037383586169,149.54229736328125,0.007294186,0.4810144305229187,-0.00032362245877948226,0.8056658506393433,0.0001,-4.811578857526183
411.83972,301.0,27,884736,4281,206,0.0665557861328125,0.2,260,941.053801690787,236.11181640625,0.0068445196,0.3814389109611511,-0.0016986766960712884,0.7958526611328125,0.0001,-4.756932278396562
