time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/total_timesteps,rollout/ep_len_mean,time/fps,train/learning_rate,train/explained_variance,train/value_loss,train/approx_kl,train/n_updates,train/policy_gradient_loss,train/std,train/clip_range,train/entropy_loss,train/clip_fraction,train/loss
107,12073.467,1,8192,1202.0,75,,,,,,,,,,,
234,15407.129,2,16384,1582.3333333333333,69,0.0001,0.6754988431930542,34309.62746582031,0.0051118117,4480,0.0008564994277548976,0.39319470524787903,0.2,-1.933171385526657,0.03878173828125,11010.4287109375
340,12239.947,3,24576,1331.8235294117646,72,0.0001,0.7734965533018112,33443.36069335938,0.0043337857,4490,0.0006225421995623038,0.393191933631897,0.2,-1.932915672659874,0.024267578125,10595.2763671875
468,11711.008,4,32768,1250.875,70,0.0001,0.5648699700832367,41740.0443359375,0.002649707,4500,-0.0009152943239314482,0.3931865990161896,0.2,-1.9329133972525596,0.0161376953125,14656.439453125
595,12479.131,5,40960,1300.1333333333334,68,0.0001,0.49334263801574707,50549.77546386719,0.004717119,4510,-0.002803853825025726,0.3931713402271271,0.2,-1.9328259155154228,0.0169921875,16293.6787109375
714,11925.207,6,49152,1265.6315789473683,68,0.0001,0.6098412871360779,42297.800610351565,0.0029713397,4520,-0.0005198661252507009,0.39314985275268555,0.2,-1.9326337531208992,0.009912109375,16160.8525390625
829,11218.637,7,57344,1201.5217391304348,69,0.0001,0.5241922438144684,41971.289282226564,0.0044131186,4530,-0.0003834760427707806,0.3931417465209961,0.2,-1.9324617683887482,0.01553955078125,11752.482421875
944,10985.1875,8,65536,1171.888888888889,69,0.0001,0.4877206087112427,43683.48198242187,0.0038241725,4540,-0.00047449658159166576,0.39312857389450073,0.2,-1.932372871041298,0.0075927734375,15836.27734375
1062,10371.293,9,73728,1117.375,69,0.0001,0.46640700101852417,50894.59812011719,0.00373669,4550,0.00047357426665257664,0.39312154054641724,0.2,-1.9322744697332381,0.00987548828125,18507.865234375
1184,10136.404,10,81920,1090.0,69,0.0001,0.5166500806808472,38425.857421875,0.0026669314,4560,0.0008191203291062265,0.39311397075653076,0.2,-1.932198879122734,0.00941162109375,12505.2861328125
1302,9845.398,11,90112,1073.3827160493827,69,0.0001,0.5024804770946503,37976.88664550781,0.005018091,4570,0.0005523275569430553,0.39308789372444153,0.2,-1.932032397389412,0.026513671875,11598.8154296875
1427,9896.803,12,98304,1089.896551724138,68,0.0001,0.4588468074798584,42542.312719726564,0.0014742219,4580,0.0006346794325509109,0.3930853307247162,0.2,-1.9318489640951158,0.001220703125,14951.0419921875
1556,10162.28,13,106496,1104.6170212765958,68,0.0001,0.6345173120498657,39838.18298339844,0.0075590014,4590,-0.00028101796779083087,0.3930906355381012,0.2,-1.9318776339292527,0.0361083984375,12344.6416015625
1675,9951.681,14,114688,1113.06,68,0.0001,0.5850690305233002,37542.65771484375,0.005633446,4600,-0.00048330333083868027,0.39308202266693115,0.2,-1.931884042918682,0.033984375,13847.6748046875
1806,9448.45,15,122880,1067.97,68,0.0001,0.2375137209892273,383747.1033203125,0.0040338417,4610,-0.0004555958803393878,0.3930771052837372,0.2,-1.931792576611042,0.013623046875,69004.1484375
1957,9604.666,16,131072,1069.1,66,0.0001,0.6119321882724762,41875.35803222656,0.0040061506,4620,0.00029432058945531023,0.3930782079696655,0.2,-1.931770072877407,0.0137451171875,14738.80859375
2100,10102.454,17,139264,1113.87,66,0.0001,0.7943670749664307,32117.89296875,0.004413374,4630,-0.0003593664660002105,0.3930569887161255,0.2,-1.9316839501261711,0.02244873046875,8415.9814453125
2222,10039.811,18,147456,1110.44,66,0.0001,0.8142694979906082,31724.4939453125,0.0036888653,4640,-0.00012501845776569098,0.3930131494998932,0.2,-1.931371058523655,0.0259765625,11293.125
2379,9971.39,19,155648,1102.94,65,0.0001,0.5793038308620453,40454.09321289063,0.0045295423,4650,-0.000926860113395378,0.3929958939552307,0.2,-1.9309979125857353,0.0142578125,15843.3818359375
2519,10200.115,20,163840,1122.12,65,0.0001,0.6988440454006195,36324.5546875,0.003064153,4660,0.001100134162697941,0.3929942846298218,0.2,-1.9309073820710183,0.007080078125,11838.685546875
2657,10485.372,21,172032,1147.0,64,0.0001,0.5501555800437927,41527.891357421875,0.0030467769,4670,0.0008318686799611896,0.3929665684700012,0.2,-1.9308052718639375,0.01522216796875,14516.669921875
2809,10407.301,22,180224,1142.18,64,0.0001,0.6318498849868774,39185.88918457031,0.004618457,4680,-0.0006770978900021874,0.3929363489151001,0.2,-1.9304795444011689,0.02093505859375,12946.6669921875
2952,10340.586,23,188416,1139.44,63,0.0001,0.5101456642150879,39863.225756835935,0.0040722266,4690,-0.001507788329035975,0.39293044805526733,0.2,-1.9302776083350182,0.0245361328125,15802.4228515625
3089,10857.793,24,196608,1173.17,63,0.0001,0.5146208703517914,40827.89538574219,0.0031297526,4700,-0.0005986660864436999,0.392916202545166,0.2,-1.9301996022462844,0.021240234375,15509.451171875
3203,11126.005,25,204800,1191.53,63,0.0001,0.6787461936473846,40645.53703613281,0.0033624428,4710,-0.00043166071554878727,0.3929113447666168,0.2,-1.9300772905349732,0.023046875,13367.7880859375
