rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/clip_fraction,train/clip_range,train/n_updates,train/value_loss,train/loss,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/std,train/learning_rate,train/entropy_loss
-228.13066,301.0,1,32768,56,574,,,,,,,,,,,
-483.67664,301.0,2,65536,119,549,0.9980743408203125,0.2,10,99.72305693626404,52.58705520629883,489.90436,-0.0003533363342285156,0.31988367829835623,1.077048897743225,0.01,-5.964892642945051
-496.4495,301.0,3,98304,183,534,0.9983917236328125,0.2,20,46.950438022613525,23.037744522094727,815.0879,0.0,0.2323831077097566,1.0957098007202148,0.01,-6.033658614009619
-496.59573,301.0,4,131072,248,527,0.9983551025390625,0.2,30,94.7293489575386,45.18271255493164,544.7744,0.0,0.22611694562110643,1.0858272314071655,0.01,-5.987687730789185
-2417.3076,179.49,5,163840,312,523,0.9984222412109375,0.2,40,143.1832067489624,73.60082244873047,2159.1216,0.0,0.22414814038202166,1.1104249954223633,0.01,-6.077052141726017
-6486.79,157.0,6,196608,377,521,0.995672607421875,0.2,50,1090063.856640625,766897.375,1625.4001,1.1920928955078125e-07,0.16422476297011598,1.1916756629943848,0.01,-6.3537616863846775
-6497.2144,157.0,7,229376,441,519,0.9464263916015625,0.2,60,2587893.19453125,998622.0,209.19284,0.0,0.20830517776121268,1.2220664024353027,0.01,-6.455755136907101
-6527.6294,157.0,8,262144,505,518,0.952410888671875,0.2,70,2465336.57421875,1334972.25,1856.4839,1.1920928955078125e-07,0.20905524325862643,1.1581922769546509,0.01,-6.282613455504179
-818.2468,295.24,9,294912,570,516,0.9787506103515625,0.2,80,2379281.7658203123,1319495.75,824.6804,0.0,0.21891439131868537,1.2363673448562622,0.01,-6.493676112592221
-591.0719,301.0,10,327680,635,515,0.953582763671875,0.2,90,54067.28710021973,24257.287109375,168.00531,0.0,0.19202258519253518,1.3227931261062622,0.01,-6.742826072871685
-6476.922,157.0,11,360448,699,515,0.9629058837890625,0.2,100,38200.44274597168,18667.9140625,771.9707,0.0,0.19885208463019807,1.4080297946929932,0.01,-6.996638438105583
-633.62506,301.0,12,393216,764,514,0.9549652099609375,0.2,110,2272821.7576171877,867647.4375,1937.1047,1.1920928955078125e-07,0.20833413526634104,1.496720552444458,0.01,-7.185169467329979
-594.5182,301.0,13,425984,830,513,0.9519195556640625,0.2,120,45689.56227416992,23418.015625,209.65088,0.0,0.20506942772917683,1.598152995109558,0.01,-7.474019061774015
-8745.085,140.05,14,458752,895,512,0.96053466796875,0.2,130,25842.29253692627,11331.033203125,5101.1978,0.0,0.19678950701636494,1.9256426095962524,0.01,-8.039074373990298
-4734.9004,124.03,15,491520,961,511,0.9042572021484375,0.2,140,3571497.7828125,1674833.25,3273.5972,0.0,0.21604801182475059,1.964941143989563,0.01,-8.074974572658538
-2217.4746,296.88,16,524288,1026,510,0.9844879150390625,0.2,150,1216890.5258789062,420040.1875,165.75713,1.1920928955078125e-07,0.22106871239520842,2.0240535736083984,0.01,-8.21188723295927
-4845.4434,124.09,17,557056,1091,510,0.967926025390625,0.2,160,911455.0216674805,316465.15625,23735.352,0.0,0.08973867404965859,1.8001128435134888,0.01,-7.703961478173733
-4754.6113,124.03,18,589824,1156,509,0.97979736328125,0.2,170,1106461.4740234376,492023.4375,169.75171,1.1920928955078125e-07,0.2226504463760648,1.8474229574203491,0.01,-7.746725893765688
-4926.434,124.06,19,622592,1221,509,0.979217529296875,0.2,180,1122041.5561523438,489497.3125,1635.1753,0.0,0.22029168593289797,2.013079881668091,0.01,-8.03532267138362
-4885.518,124.07,20,655360,1316,497,0.99263916015625,0.2,190,1066847.1533203125,570541.5625,76.79256,-1.1920928955078125e-07,0.22242930708962377,2.080915689468384,0.01,-8.162125016748906
-4775.2744,124.04,21,688128,1382,497,0.9942901611328125,0.2,200,1109215.4415039062,522690.09375,1004.0056,0.0,0.22331176717270865,1.9978313446044922,0.01,-7.932808286696672
-661.63116,301.0,22,720896,1447,497,0.995135498046875,0.2,210,1042301.4865234375,833012.375,16772.375,0.0,0.2203856159321731,2.1428565979003906,0.01,-8.259640187770128
-593.1189,301.0,23,753664,1527,493,0.9495697021484375,0.2,220,1710595.4290527343,654603.6875,62.2015,0.0,0.07526649333085515,2.2681491374969482,0.01,-8.429832862317562
-591.23004,301.0,24,786432,1593,493,0.8989013671875,0.2,230,67290.58450927734,35623.0625,3142.231,0.0,0.19377289488475072,2.2710320949554443,0.01,-8.427967335283757
-591.19135,301.0,25,819200,1658,493,0.91983642578125,0.2,240,44879.590142822264,18308.212890625,15302.612,0.0,0.1944946321644238,2.1899633407592773,0.01,-8.136637502908707
-591.3401,301.0,26,851968,1724,494,0.9279083251953125,0.2,250,30688.424884033204,14367.3349609375,1697.2635,0.0,0.2041538211207808,2.628812789916992,0.01,-8.681832338869572
-592.89087,301.0,27,884736,1790,494,0.944000244140625,0.2,260,20103.19859313965,8753.8876953125,1421.5674,0.0,0.20715404915354158,2.612006425857544,0.01,-8.793537709116936
-596.869,301.0,28,917504,1856,494,0.943743896484375,0.2,270,13053.237888336182,5775.3642578125,302.4881,5.960464477539063e-08,0.2046848860089085,2.7939295768737793,0.01,-9.029757705330848
-591.22253,301.0,29,950272,1922,494,0.9587371826171875,0.2,280,8978.782144927978,4193.9228515625,1266.7156,-1.1920928955078125e-07,0.20802771641756407,3.546180009841919,0.01,-9.95394274443388
