time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/total_timesteps,train/loss,train/value_loss,train/clip_fraction,train/approx_kl,train/n_updates,train/explained_variance,train/entropy_loss,train/clip_range,train/std,train/policy_gradient_loss,train/learning_rate
570,301.0,57,3112.6028,1,32768,,,,,,,,,,,
552,301.0,118,3131.5918,2,65536,5421.3955078125,26708.446559143067,0.3365020751953125,0.03618929,630,0.22369712591171265,-4.374574446678162,0.2,0.722827136516571,0.019846577675343723,0.001
546,301.0,179,3421.1091,3,98304,5275.84423828125,24904.964054870605,0.254052734375,0.023379803,640,0.24819600582122803,-4.3737827554345134,0.2,0.7231420874595642,0.007092847371677635,0.001
543,301.0,241,3525.7112,4,131072,4823.02490234375,24367.836399841308,0.2415740966796875,0.02211295,650,0.29447346925735474,-4.370910361409187,0.2,0.721696674823761,0.008436827290279326,0.001
541,301.0,302,3806.4763,5,163840,4201.060546875,24656.792459106444,0.2314605712890625,0.020842103,660,0.3190184235572815,-4.363492657244206,0.2,0.7203609943389893,0.0073864432684786156,0.001
540,301.0,363,3764.9014,6,196608,5237.29150390625,25652.23048248291,0.2244354248046875,0.020867579,670,0.27399641275405884,-4.350898286700248,0.2,0.7170664668083191,0.008248279352301324,0.001
539,301.0,424,3963.9507,7,229376,5569.45751953125,25079.39837799072,0.2127288818359375,0.019274645,680,0.32435500621795654,-4.333918838202953,0.2,0.7144981026649475,0.006248713915738335,0.001
539,301.0,485,4260.2217,8,262144,5000.32470703125,24233.239865112304,0.2278228759765625,0.021371067,690,0.32890987396240234,-4.321811629831791,0.2,0.7124947905540466,0.00815950078649621,0.001
537,301.0,548,4267.798,9,294912,4216.19091796875,26461.634674072266,0.2227691650390625,0.019434812,700,0.36635822057724,-4.312400318682194,0.2,0.7111471891403198,0.007737972383620217,0.001
537,301.0,609,4383.13,10,327680,7301.5068359375,28492.604887390138,0.212664794921875,0.0185703,710,0.34070897102355957,-4.2983305096626285,0.2,0.707452118396759,0.007448509255118552,0.001
537,301.0,671,4191.1714,11,360448,6722.853515625,27707.56886291504,0.209625244140625,0.018963153,720,0.36333751678466797,-4.279864695668221,0.2,0.7045660018920898,0.006802651599718957,0.001
536,301.0,732,4369.717,12,393216,5917.96484375,27197.194897460937,0.232159423828125,0.021231167,730,0.3931666612625122,-4.2684657126665115,0.2,0.7034397125244141,0.00820314196353138,0.001
536,301.0,793,4326.4863,13,425984,5821.54931640625,28604.228106689454,0.225543212890625,0.02034566,740,0.39320212602615356,-4.258757008612156,0.2,0.7010911703109741,0.006574687639658805,0.001
536,301.0,855,4615.287,14,458752,4098.96484375,27585.90554962158,0.2152618408203125,0.019822739,750,0.4008296728134155,-4.247001399099827,0.2,0.6994325518608093,0.0057712551893928325,0.001
536,301.0,916,4399.975,15,491520,7354.29541015625,28111.717155456543,0.2433837890625,0.02255385,760,0.44137054681777954,-4.240266594290733,0.2,0.6986809968948364,0.00913647095876513,0.001
536,301.0,977,4739.1113,16,524288,4722.2978515625,28834.62702331543,0.2333221435546875,0.021028709,770,0.3603336811065674,-4.232098865509033,0.2,0.6965391039848328,0.009508956286299507,0.001
536,301.0,1038,4532.1353,17,557056,4970.37841796875,28572.884425354005,0.229302978515625,0.020257946,780,0.3920329213142395,-4.222966946661472,0.2,0.6955113410949707,0.007871787307522027,0.001
536,301.0,1100,4851.314,18,589824,6686.58740234375,30169.989651489257,0.2404052734375,0.021110885,790,0.4061536192893982,-4.216486302018166,0.2,0.6942437887191772,0.009340854928814224,0.001
536,301.0,1161,4802.7246,19,622592,5515.08154296875,29989.69460144043,0.240936279296875,0.021729669,800,0.3392273783683777,-4.209520633518696,0.2,0.6931962966918945,0.011305751190593582,0.001
536,301.0,1222,4692.7783,20,655360,5397.748046875,29635.684463500977,0.2548065185546875,0.022232078,810,0.40034955739974976,-4.204436977207661,0.2,0.6923585534095764,0.010677162975480315,0.001
536,301.0,1283,4899.2036,21,688128,5788.3056640625,30638.289572143556,0.23382568359375,0.020919193,820,0.3674548268318176,-4.198178666830063,0.2,0.6910498142242432,0.008660690188844456,0.001
535,301.0,1345,4963.0283,22,720896,5054.9970703125,30664.708038330078,0.2513397216796875,0.023422878,830,0.38610613346099854,-4.191993853449821,0.2,0.6902349591255188,0.010217645091688609,0.001
535,301.0,1406,4948.791,23,753664,6651.33642578125,35105.88466796875,0.247198486328125,0.023215234,840,0.31704890727996826,-4.186525060236454,0.2,0.6891507506370544,0.00986630826628243,0.001
535,301.0,1467,4823.293,24,786432,6615.59912109375,33966.20922241211,0.2569244384765625,0.023840506,850,0.34932899475097656,-4.18179298043251,0.2,0.6884621381759644,0.01070628922607284,0.001
535,301.0,1528,5030.17,25,819200,6148.2587890625,32277.01696472168,0.2474334716796875,0.022916358,860,0.39431339502334595,-4.1742744281888005,0.2,0.6865835189819336,0.009638853299838957,0.001
535,301.0,1589,4591.405,26,851968,8736.64453125,36957.889236450195,0.2642333984375,0.024615988,870,0.32472312450408936,-4.16699506342411,0.2,0.6861637830734253,0.010523277949687326,0.001
535,301.0,1650,4921.9717,27,884736,5887.29833984375,32413.804974365234,0.2745697021484375,0.026929561,880,0.3443896770477295,-4.165705806016922,0.2,0.6862010955810547,0.012412388936354546,0.001
535,301.0,1711,4894.42,28,917504,6428.248046875,35060.00864257813,0.2707489013671875,0.02603,890,0.33583199977874756,-4.162766300141811,0.2,0.6850740909576416,0.013650157091615257,0.001
535,301.0,1773,5052.8403,29,950272,5483.4423828125,32889.26094360351,0.2349029541015625,0.02197767,900,0.3992798328399658,-4.154850281774998,0.2,0.6834546327590942,0.008668583490361925,0.001
535,301.0,1834,5175.2925,30,983040,5825.76318359375,34482.21872253418,0.2741485595703125,0.026091665,910,0.3435823917388916,-4.148777082562447,0.2,0.6830017566680908,0.012093670392277999,0.001
535,301.0,1895,5171.22,31,1015808,7428.84326171875,33775.04417724609,0.2359344482421875,0.02255686,920,0.3747795820236206,-4.1442043170332905,0.2,0.6817685961723328,0.009077678154426394,0.001
