time/iterations,rollout/ep_rew_mean,time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/n_updates,train/value_loss,train/loss,train/policy_gradient_loss,train/learning_rate,train/clip_fraction,train/std,train/approx_kl,train/entropy_loss,train/clip_range,train/explained_variance,eval/mean_reward,eval/mean_ep_length
1,-106.28103,429,76,298.7319587628866,32768,,,,,,,,,,,,,
2,-34.76877,394,166,301.0,65536,10,2887.3117776155473,2615.154296875,0.001001124765161876,0.001,0.1079803466796875,1.0004032850265503,0.005075585,-5.683793423324824,0.2,2.2351741790771484e-05,,
3,-49.04606,383,256,301.0,98304,20,1356.0698546528815,42.347774505615234,-0.002799167084049259,0.001,0.0341278076171875,0.9939016103744507,0.0046408586,-5.664950901642442,0.2,0.02650272846221924,,
4,22.512434,377,347,301.0,131072,30,661.1246285915374,315.4046325683594,-0.0036478701954365533,0.001,0.0367950439453125,0.9857017993927002,0.0054333783,-5.631453913077712,0.2,0.06844848394393921,,
5,67.94561,372,439,301.0,163840,40,1422.65299102664,394.1209411621094,-0.0023907658638108844,0.001,0.0476776123046875,0.9851235747337341,0.006349382,-5.611232716590166,0.2,0.014766573905944824,,
6,135.01746,369,531,301.0,196608,50,883.212930637598,49.75575637817383,-0.0034882254359217767,0.001,0.058209228515625,0.9814850091934204,0.0077223796,-5.606380371749401,0.2,0.05961555242538452,,
7,295.9796,367,623,301.0,229376,60,1266.4630162090064,894.1452026367188,-0.0016222232705331407,0.001,0.071954345703125,0.9814384579658508,0.008958083,-5.6008716829121115,0.2,0.018331527709960938,,
8,308.40698,365,716,301.0,262144,70,3012.79470911026,586.3364868164062,3.70318883597065e-05,0.001,0.061639404296875,0.9747233390808105,0.0061592944,-5.588693039491773,0.2,0.03388088941574097,,
9,371.42325,364,808,301.0,294912,80,2410.2029107809067,646.3038330078125,3.436535280343378e-05,0.001,0.122369384765625,0.9725201725959778,0.010483108,-5.572696946933865,0.2,-0.00295412540435791,,
10,305.42123,364,900,301.0,327680,90,2018.3778450608254,1796.5731201171875,-0.0007658450617782364,0.001,0.0701690673828125,0.9672830104827881,0.007157062,-5.545754757151007,0.2,0.010127425193786621,,
11,339.3811,363,992,301.0,360448,100,2294.820633506775,113.93092346191406,0.0002032181880167627,0.001,0.1004425048828125,0.9589104056358337,0.011271206,-5.5298396028578285,0.2,-0.01989424228668213,,
12,483.37778,362,1084,301.0,393216,110,1986.188938832283,183.2730712890625,-0.0006109284701778961,0.001,0.0997283935546875,0.9465221166610718,0.010191332,-5.47547399699688,0.2,0.02721261978149414,,
13,353.44012,362,1176,301.0,425984,120,2850.310259962082,537.8862915039062,0.0011444863584983977,0.001,0.08978271484375,0.9415932893753052,0.00818618,-5.4382928516715765,0.2,0.04143226146697998,,
14,360.12695,361,1269,301.0,458752,130,2213.2973305940627,82.89916229248047,0.0015361603118435596,0.001,0.1079620361328125,0.9375971555709839,0.009150357,-5.415172790363431,0.2,0.0007816553115844727,,
15,376.435,361,1361,301.0,491520,140,2185.3089773774145,614.084716796875,-0.0011662541215628152,0.001,0.10703125,0.9294097423553467,0.009692602,-5.388658779114484,0.2,0.0025281906127929688,,
16,394.29013,360,1454,301.0,524288,150,2115.216506195068,164.52320861816406,-0.0005126901164658193,0.001,0.127734375,0.9206539392471313,0.012765447,-5.349206058681011,0.2,-0.046410202980041504,,
17,598.34814,360,1547,301.0,557056,160,2406.6748237848283,287.7772216796875,0.0008852562448737444,0.001,0.1441314697265625,0.9171808958053589,0.011656009,-5.328585379198193,0.2,0.024890363216400146,,
18,751.604,359,1639,301.0,589824,170,4238.466607236862,679.1407470703125,0.0009006026218230545,0.001,0.142596435546875,0.9089376330375671,0.012812118,-5.30759068056941,0.2,0.08988666534423828,,
19,501.11163,359,1732,300.75,622592,180,5218.508069181442,2029.5648193359375,0.002185417733471695,0.001,0.1126129150390625,0.9021040201187134,0.011153864,-5.26953430660069,0.2,0.08185142278671265,,
20,549.4289,359,1824,299.66,655360,190,2790.1941044569016,448.924560546875,0.0003873052617564099,0.001,0.1545654296875,0.8962395191192627,0.012867371,-5.237573832646012,0.2,0.11244016885757446,,
21,537.3296,358,1918,301.0,688128,200,3313.243851161003,230.78768920898438,7.103027201083023e-05,0.001,0.144580078125,0.8878090977668762,0.014107305,-5.21267670802772,0.2,0.09833449125289917,,
22,565.6384,358,2011,298.56,720896,210,2451.2550554037093,278.86248779296875,-0.0004657838531784364,0.001,0.1331085205078125,0.8725349307060242,0.013336969,-5.154139154404402,0.2,0.12047690153121948,,
23,799.94037,358,2103,301.0,753664,220,17331.80406637192,6364.4853515625,0.0008298129677314136,0.001,0.16258544921875,0.8721107840538025,0.015882717,-5.125669628754258,0.2,0.012457311153411865,,
24,726.4288,358,2195,301.0,786432,230,5473.705626916885,1680.9273681640625,0.0013400927055954525,0.001,0.1528289794921875,0.8705509901046753,0.0136497095,-5.122532248124481,0.2,0.06798595190048218,,
25,702.0178,357,2288,301.0,819200,240,4172.767780399323,379.258056640625,0.0020515217294814645,0.001,0.17535400390625,0.8674505949020386,0.015967889,-5.10804292075336,0.2,0.04059380292892456,,
26,907.65405,357,2381,301.0,851968,250,4067.5881741285325,1165.1224365234375,0.0017376469042574172,0.001,0.1760406494140625,0.8659603595733643,0.015688727,-5.092586323618889,0.2,0.07555532455444336,,
27,1079.5599,357,2475,301.0,884736,260,4716.728127622604,434.6824951171875,-0.0005094300460768864,0.001,0.1722320556640625,0.86328125,0.014690733,-5.078348094597459,0.2,0.16708189249038696,,
28,1002.09985,357,2568,301.0,917504,270,7067.003470611572,2620.286376953125,0.00282157509263925,0.001,0.181488037109375,0.8591452240943909,0.015437268,-5.0687807764858,0.2,0.12904495000839233,,
29,902.63947,357,2661,301.0,950272,280,5645.114391088486,3939.29931640625,0.0016017470098631747,0.001,0.182708740234375,0.849915087223053,0.015984334,-5.027464199066162,0.2,0.08074837923049927,,
30,1117.7362,356,2754,301.0,983040,290,5135.2924212932585,538.1949462890625,0.0007917197444839985,0.001,0.1778839111328125,0.8404238224029541,0.016721174,-4.988394682481885,0.2,0.04732877016067505,,
31,1025.1,356,2848,300.59,1015808,300,6517.482467699051,2805.968017578125,-0.0001318407608778216,0.001,0.192681884765625,0.8303378820419312,0.017708743,-4.942674322426319,0.2,0.12631094455718994,,
32,1018.18695,356,2941,301.0,1048576,310,5945.907770824432,919.7334594726562,0.0014085879816775559,0.001,0.205255126953125,0.8275121450424194,0.017766569,-4.9097527649253605,0.2,0.09821456670761108,,
33,1333.7722,356,3034,301.0,1081344,320,5485.683335256576,1009.1259765625,0.0021723533619478984,0.001,0.1942962646484375,0.8195829391479492,0.017497865,-4.885636733472348,0.2,0.1250373125076294,,
34,1288.4006,356,3127,301.0,1114112,330,6750.087284898758,2051.7861328125,0.0014254966074076947,0.001,0.186688232421875,0.813066840171814,0.016438365,-4.853256624191999,0.2,0.14564985036849976,,
35,1291.8665,356,3220,301.0,1146880,340,7234.13783941269,1744.524169921875,0.00015856240124776378,0.001,0.1867706298828125,0.8118966817855835,0.016541978,-4.837282187864185,0.2,0.1310545802116394,,
36,1409.2086,355,3313,301.0,1179648,350,6523.64405632019,1028.98095703125,0.0017859975100236625,0.001,0.1903961181640625,0.8068009614944458,0.016630668,-4.815962091833353,0.2,0.08323973417282104,,
37,1472.9446,355,3406,301.0,1212416,360,7090.335119628906,4320.6982421875,-0.0008080112686002395,0.001,0.2048614501953125,0.7978321313858032,0.018024756,-4.778448131307959,0.2,0.17232990264892578,,
38,1577.9797,355,3499,299.41,1245184,370,7585.092092800141,2115.92626953125,0.0012258156474672433,0.001,0.186279296875,0.7922102808952332,0.016865272,-4.744944099336863,0.2,0.21220910549163818,,
39,1493.4038,355,3592,301.0,1277952,380,9152.568398284911,1523.6942138671875,0.0009936476266830141,0.001,0.196929931640625,0.7861332297325134,0.017144563,-4.715512699261308,0.2,0.22620457410812378,,
40,1614.1234,355,3685,301.0,1310720,390,8142.691406059265,3190.272216796875,0.0009217199347403948,0.001,0.188525390625,0.7848932147026062,0.017351756,-4.69859656020999,0.2,0.23212850093841553,,
41,1869.0798,355,3778,301.0,1343488,400,8155.839603948593,1350.6185302734375,0.0012409276163452888,0.001,0.1951812744140625,0.7767118215560913,0.017394328,-4.67223682180047,0.2,0.2899474501609802,,
