time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/total_timesteps,rollout/ep_len_mean,time/fps,train/learning_rate,train/explained_variance,train/value_loss,train/approx_kl,train/n_updates,train/policy_gradient_loss,train/std,train/clip_range,train/entropy_loss,train/clip_fraction,train/loss
105,3701.8958,1,8192,652.3333333333334,77,,,,,,,,,,,
213,3563.5818,2,16384,646.5652173913044,76,0.0001,0.04257601499557495,31182.70263671875,0.007916331,2480,0.0005076743240351788,0.39460286498069763,0.2,-1.9474489256739616,0.05040283203125,10260.666015625
324,3508.0425,3,24576,662.4,75,0.0001,0.18931949138641357,35024.513671875,0.006686693,2490,0.0002682602585991845,0.3946034908294678,0.2,-1.9475339993834495,0.03585205078125,10135.978515625
436,3740.98,4,32768,682.6444444444444,75,0.0001,0.15578806400299072,39810.493359375,0.006738526,2500,0.0009451322897803038,0.39458170533180237,0.2,-1.9474536702036858,0.06534423828125,13001.29296875
547,3479.1338,5,40960,670.280701754386,74,0.0001,0.2976107597351074,35508.23208007812,0.0052539525,2510,0.00033535790571477265,0.3945627510547638,0.2,-1.9472269266843796,0.027685546875,11322.830078125
659,3413.407,6,49152,676.2794117647059,74,0.0001,0.2919217348098755,29846.05458984375,0.005500966,2520,-0.0006016345723764971,0.39455047249794006,0.2,-1.9470937117934226,0.0264404296875,13207.478515625
780,3746.764,7,57344,709.746835443038,73,0.0001,0.2716177701950073,27338.98973388672,0.0057560434,2530,0.0004722834230051376,0.394559383392334,0.2,-1.947030209004879,0.02779541015625,10167.5
891,3758.257,8,65536,716.7303370786517,73,0.0001,0.21617752313613892,35131.08203125,0.0058961036,2540,0.0013494235958205537,0.39455121755599976,0.2,-1.9470877215266227,0.03179931640625,11101.8388671875
1000,3855.2058,9,73728,723.2626262626262,73,0.0001,0.40279459953308105,28175.37918701172,0.007581076,2550,-0.001522649495746009,0.39455828070640564,0.2,-1.9470212534070015,0.04498291015625,9095.939453125
1108,3932.8743,10,81920,723.35,73,0.0001,0.2420375943183899,42050.18657226562,0.004498368,2560,0.0003440805710852146,0.3945320248603821,0.2,-1.946974267065525,0.01988525390625,16093.7705078125
1216,4121.101,11,90112,739.98,74,0.0001,0.29621773958206177,39996.27255859375,0.0069473903,2570,-0.0016372077414416708,0.39449670910835266,0.2,-1.946640931069851,0.03843994140625,11994.3623046875
1334,4260.2827,12,98304,750.39,73,0.0001,0.35645896196365356,40099.2953125,0.0070204553,2580,-0.0014266547048464417,0.3944815397262573,0.2,-1.9463527888059615,0.0294189453125,12530.7060546875
1450,4453.855,13,106496,761.93,73,0.0001,0.34285420179367065,33119.340063476564,0.004940115,2590,0.000449816736363573,0.39449048042297363,0.2,-1.94628494232893,0.02269287109375,10255.7763671875
1563,4866.571,14,114688,791.22,73,0.0001,0.45145952701568604,33587.167724609375,0.0034336373,2600,-0.0004942651983583346,0.3944723606109619,0.2,-1.946297174692154,0.01038818359375,10733.3642578125
1678,4945.9326,15,122880,792.77,73,0.0001,0.43143683671951294,37057.38017578125,0.004115077,2610,-0.00014769691624678672,0.3944404721260071,0.2,-1.946007888019085,0.0177734375,12987.626953125
1797,5299.3354,16,131072,811.99,72,0.0001,0.4360000491142273,39816.888842773435,0.004267379,2620,-0.0002633428972330876,0.3944472074508667,0.2,-1.9458288103342056,0.021484375,16157.078125
1918,5412.1055,17,139264,808.49,72,0.0001,0.4639623761177063,38061.466064453125,0.005073849,2630,2.0333693828433753e-05,0.39440643787384033,0.2,-1.9457531198859215,0.031591796875,14479.2109375
2027,5606.977,18,147456,803.45,72,0.0001,0.44792014360427856,44107.12463378906,0.004871535,2640,0.00016412851982749999,0.39440587162971497,0.2,-1.9454672023653985,0.0226318359375,13355.2958984375
2138,5758.8076,19,155648,814.97,72,0.0001,0.4386523962020874,40162.04147949219,0.0043471777,2650,0.0010392265059635975,0.39437276124954224,0.2,-1.9453742504119873,0.01759033203125,16312.2138671875
2245,5836.381,20,163840,824.29,72,0.0001,0.4715169072151184,35014.87900390625,0.0057031857,2660,0.0007295245668501593,0.39435482025146484,0.2,-1.945058098435402,0.02958984375,11467.14453125
2362,6056.885,21,172032,848.33,72,0.0001,0.44951385259628296,47499.14536132813,0.004052469,2670,0.001054211749578826,0.394329696893692,0.2,-1.9448684439063073,0.0133056640625,17404.546875
2487,6486.6587,22,180224,875.61,72,0.0001,0.5653439164161682,35457.42900390625,0.0044047777,2680,0.0004973363364115357,0.39429718255996704,0.2,-1.9445739939808846,0.0243408203125,11210.73828125
2599,6505.3843,23,188416,871.55,72,0.0001,0.6779667437076569,29658.770361328126,0.0041321996,2690,9.822605352383108e-06,0.39428794384002686,0.2,-1.944320882856846,0.0139404296875,8940.8388671875
2716,6346.393,24,196608,861.81,72,0.0001,0.49675869941711426,40454.205786132814,0.0056960518,2700,9.760998364072293e-05,0.39428722858428955,0.2,-1.9443039536476134,0.02535400390625,13135.4443359375
2830,6876.726,25,204800,895.09,72,0.0001,0.48701298236846924,39610.80502929688,0.0052992497,2710,-0.0015134469962504228,0.39427635073661804,0.2,-1.9442337200045585,0.01982421875,17045.09765625
