time/total_timesteps,time/iterations,rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/policy_gradient_loss,train/entropy_loss,train/loss,train/value_loss,train/learning_rate,train/std,train/n_updates,train/approx_kl,train/explained_variance,train/clip_fraction,train/clip_range,eval/mean_reward,eval/mean_ep_length
393216,12,299.85,200,1957,1292.2738,-0.0006218579395863344,-2.461758413165808,12999.861328125,26907.835974121095,1e-05,0.44946184754371643,2570,0.0017768504,0.6681756675243378,0.003118896484375,0.2,,
425984,13,295.05,200,2122,1091.1686,-0.00048771909860079177,-2.4617224000394344,12999.080078125,31455.414950561524,1e-05,0.44944342970848083,2580,0.0017211409,0.6281160116195679,0.0018890380859375,0.2,,
458752,14,301.0,200,2286,1059.3258,-3.394975210539997e-05,-2.4615245938301085,14875.9814453125,29722.162521362305,1e-05,0.44941943883895874,2590,0.0009481993,0.6491934359073639,0.000323486328125,0.2,,
491520,15,298.35,200,2450,1222.0035,-0.00013650903429152095,-2.4614020261913536,12818.4951171875,25834.721130371094,1e-05,0.4494199752807617,2600,0.0015814763,0.6792315244674683,0.001824951171875,0.2,,
524288,16,293.15,200,2614,987.4091,-0.0003919325656170258,-2.4614190332591535,14344.2509765625,27381.77344970703,1e-05,0.4494238495826721,2610,0.0015281964,0.6830216348171234,0.00269775390625,0.2,,
557056,17,297.04,200,2777,912.75696,-0.00037153803305045585,-2.461260686442256,13515.640625,30012.898791503907,1e-05,0.4493871331214905,2620,0.0012021513,0.6326465308666229,0.0006591796875,0.2,,
589824,18,293.69,200,2941,1284.2108,-0.0003653879781268188,-2.4609363060444593,9364.26171875,27147.03510131836,1e-05,0.4493526816368103,2630,0.0008771017,0.6539896428585052,0.0005035400390625,0.2,,
622592,19,298.84,200,3106,1072.1138,-0.00011290492225271009,-2.4608160343021153,18452.15625,29508.33498840332,1e-05,0.44936099648475647,2640,0.0011017905,0.6744339168071747,0.0003326416015625,0.2,,
655360,20,298.76,200,3270,1048.3939,-0.00029708422835028614,-2.4609049279242754,12087.802734375,25887.167488098145,1e-05,0.44936949014663696,2650,0.0010849534,0.6991355121135712,0.00069580078125,0.2,,
688128,21,298.55,200,3433,1047.0435,-0.0003474916444702103,-2.460897944495082,10685.62109375,28429.39829711914,1e-05,0.4493587017059326,2660,0.0011900846,0.6716924607753754,0.0008544921875,0.2,,
720896,22,297.24,200,3597,1041.9559,-0.0002636375060319551,-2.460808967798948,12683.5126953125,26508.751406860352,1e-05,0.4493507444858551,2670,0.0016975624,0.6969901025295258,0.00228271484375,0.2,,
753664,23,295.89,200,3761,929.4562,-0.00034224638484374735,-2.460771756246686,14394.9306640625,27961.79366607666,1e-05,0.4493514895439148,2680,0.00084624835,0.6928340494632721,0.00042724609375,0.2,,
786432,24,295.1,200,3925,942.6509,-0.0002749446093730512,-2.4607782695442437,9102.708984375,28008.79430847168,1e-05,0.4493516981601715,2690,0.0012357365,0.6710122227668762,0.0008087158203125,0.2,,
819200,25,295.05,200,4089,1039.2499,-0.0003009576336808095,-2.460743945837021,9393.3466796875,26171.696263122558,1e-05,0.44934412837028503,2700,0.0016233156,0.6973598599433899,0.00223388671875,0.2,,
851968,26,295.76,200,4253,1202.2396,4.2084702727152035e-05,-2.4605620082467796,17958.4140625,29103.727285766603,1e-05,0.44931286573410034,2710,0.0019690972,0.6735259294509888,0.0026214599609375,0.2,,
884736,27,301.0,200,4416,1153.9281,9.262691974072368e-05,-2.4602509241551163,14613.806640625,30365.200137329102,1e-05,0.44927558302879333,2720,0.0015297516,0.6702617108821869,0.0014892578125,0.2,,
917504,28,294.81,200,4580,1217.6392,-0.0006312131885351846,-2.460067696496844,11523.9404296875,27893.540286254884,1e-05,0.4492681622505188,2730,0.0018468308,0.6727924048900604,0.0024261474609375,0.2,,
950272,29,296.77,200,4743,1273.5996,-0.0005113804287020685,-2.4600762736052273,12284.490234375,28543.199049377443,1e-05,0.4492802619934082,2740,0.0013354969,0.6869480311870575,0.0009063720703125,0.2,,
983040,30,298.4,200,4907,1333.5557,-0.0002486050412699115,-2.4600495088845493,12564.337890625,30978.074655151366,1e-05,0.4492622911930084,2750,0.001227298,0.6597858369350433,0.0009124755859375,0.2,,
1015808,31,295.87,200,5071,1243.4344,-0.000205672584434069,-2.4599265951663254,16485.1875,30095.731829833985,1e-05,0.44925206899642944,2760,0.0013370956,0.669825941324234,0.001824951171875,0.2,,
1048576,32,299.29,200,5234,940.98755,-0.0005672717369634483,-2.4598524283617733,12664.439453125,32607.724710083006,1e-05,0.44924503564834595,2770,0.0012301041,0.6740516424179077,0.000341796875,0.2,,
1081344,33,298.63,200,5398,1153.1332,-0.0001732760800223332,-2.45980955734849,10308.3505859375,23785.91778869629,1e-05,0.4492410719394684,2780,0.00092654105,0.7313991487026215,0.0003662109375,0.2,,
1114112,34,294.67,200,5562,1116.2026,-0.00042042430341098224,-2.459685254842043,14050.3701171875,29260.802059936523,1e-05,0.4492112398147583,2790,0.0011580938,0.6638529300689697,0.000921630859375,0.2,,
1146880,35,294.53,200,5727,1320.7462,-0.00039378507290166453,-2.4595236614346505,12971.755859375,28322.984732055666,1e-05,0.44920575618743896,2800,0.0010676701,0.7003540396690369,0.00045166015625,0.2,,
1179648,36,297.14,200,5892,1093.402,-1.1709771661116974e-05,-2.4594526614993812,15910.6728515625,31915.003802490235,1e-05,0.44919246435165405,2810,0.0012484042,0.6550775766372681,0.0009918212890625,0.2,,
1212416,37,298.3,200,6057,1141.746,-0.0006087990879677819,-2.459325387701392,15910.8896484375,29830.59719238281,1e-05,0.4491771459579468,2820,0.001490482,0.665014773607254,0.0020233154296875,0.2,,
1245184,38,297.49,200,6220,1081.2476,-0.00011243621593166608,-2.459327086061239,12090.642578125,27526.100979614257,1e-05,0.4491928815841675,2830,0.0014008037,0.6886684894561768,0.001251220703125,0.2,,
1277952,39,297.05,200,6384,1262.5737,-0.0005258914039586671,-2.459393857046962,12491.9814453125,27983.115484619142,1e-05,0.4491877555847168,2840,0.0021631648,0.6866908371448517,0.00460205078125,0.2,,
1310720,40,297.46,200,6548,1159.9434,-0.0003300593849417055,-2.4592380043119193,12177.3369140625,27281.92595214844,1e-05,0.4491580128669739,2850,0.00086913316,0.7147631943225861,0.0004058837890625,0.2,,
1343488,41,295.39,200,6712,1124.0989,-0.0004685500323830638,-2.4591329243034123,12246.9443359375,30404.426675415038,1e-05,0.4491623342037201,2860,0.0013623772,0.6531583666801453,0.0010467529296875,0.2,,
1376256,42,297.23,200,6875,1002.2363,-0.0002081898286633077,-2.4590778827667235,10408.248046875,28164.915969848633,1e-05,0.44914519786834717,2870,0.00089641445,0.6989513337612152,0.0003173828125,0.2,,
1409024,43,298.92,200,7039,982.6791,-0.0004736587154184235,-2.4589292887598275,8894.052734375,25401.33717803955,1e-05,0.4491296112537384,2880,0.001366328,0.7108194231987,0.0009918212890625,0.2,,
1441792,44,301.0,200,7204,1340.3975,-0.00023577585379825906,-2.4588094409555197,14320.0986328125,25957.800869750976,1e-05,0.44911572337150574,2890,0.0014160855,0.7133785784244537,0.0013214111328125,0.2,,
1474560,45,295.06,200,7369,1272.8639,-0.0003097055038779217,-2.4588195491582154,9459.783203125,28283.198263549806,1e-05,0.4491310715675354,2900,0.0012249307,0.7038531005382538,0.0011199951171875,0.2,,
1507328,46,301.0,200,7535,1195.1118,-0.0006010302271533874,-2.458823727071285,13387.9384765625,28448.05176086426,1e-05,0.4491161108016968,2910,0.0029812187,0.7052883803844452,0.0088165283203125,0.2,,
1540096,47,292.05,200,7699,1417.5531,-6.973364043005859e-05,-2.458716995641589,12089.4150390625,24920.2168838501,1e-05,0.44911307096481323,2920,0.0011554343,0.7350116670131683,0.001251220703125,0.2,,
1572864,48,292.53,200,7863,1304.0898,-5.2376477287907616e-05,-2.4585965897887947,14130.3935546875,33944.32010192871,1e-05,0.44908708333969116,2930,0.0016592743,0.6738171875476837,0.0026153564453125,0.2,,
1600000,,,,,,-6.162531117297476e-05,-2.458415550738573,12943.931640625,30953.459634399413,1e-05,0.4490753412246704,2940,0.0010810583,0.7043627500534058,0.0007537841796875,0.2,608.2145385742188,243.17
1605632,49,291.62,196,8168,1135.2101,,,,,,,,,,,,,
1638400,50,299.7,196,8334,1296.7424,0.00040703390004637185,-2.4583447977900503,16848.529296875,29769.450326538084,1e-05,0.44907286763191223,2950,0.0019012026,0.6927704811096191,0.0032501220703125,0.2,,
1671168,51,295.01,196,8499,1229.6222,-5.8894952508126154e-05,-2.4583570811897517,13103.490234375,28269.493911743164,1e-05,0.4490811228752136,2960,0.0013424577,0.716632217168808,0.0014495849609375,0.2,,
1703936,52,296.75,196,8664,993.48315,-5.341320120351156e-05,-2.4583408020436766,14533.056640625,29052.084078979493,1e-05,0.4490679204463959,2970,0.0011568808,0.6989128291606903,0.000628662109375,0.2,,
1736704,53,296.73,196,8828,1488.3353,-0.0003418767919356469,-2.4581497203558684,16338.255859375,27986.87351989746,1e-05,0.4490344822406769,2980,0.0016297507,0.6821867227554321,0.0017822265625,0.2,,
1769472,54,290.22,196,8992,1156.4153,-0.0007255755137066444,-2.457901408523321,15736.677734375,35889.185546875,1e-05,0.4490124583244324,2990,0.0016299445,0.6381947696208954,0.0017669677734375,0.2,,
1802240,55,298.33,196,9156,1372.8939,-0.0003007864446772146,-2.4578180592507124,16046.6513671875,30379.23731842041,1e-05,0.4490169584751129,3000,0.0014917037,0.6792528927326202,0.0013671875,0.2,,
1835008,56,298.46,196,9322,1165.9767,-4.29310770414304e-05,-2.457699167728424,15384.71484375,28442.78758239746,1e-05,0.4489861726760864,3010,0.0010340508,0.6858622431755066,0.0003814697265625,0.2,,
1867776,57,291.09,196,9486,1033.2753,8.195858554245205e-05,-2.4574848782271146,11433.044921875,27446.23681640625,1e-05,0.4489670693874359,3020,0.0014071037,0.6857938766479492,0.0014617919921875,0.2,,
1900544,58,297.89,196,9652,1350.8015,-0.00013895609727114787,-2.4574227195233105,13116.8857421875,29575.448513793945,1e-05,0.4489717185497284,3030,0.00088307,0.6837121844291687,0.000213623046875,0.2,,
1933312,59,299.26,196,9816,1062.2241,-0.0007510248491598759,-2.4574399083852767,14420.578125,28286.163122558595,1e-05,0.44896867871284485,3040,0.0016612882,0.7106034457683563,0.0028076171875,0.2,,
1966080,60,293.02,197,9979,1145.0186,-0.0006382880557794124,-2.4573298063129188,12021.4658203125,27672.21825866699,1e-05,0.44894909858703613,3050,0.00213347,0.6905916333198547,0.0040924072265625,0.2,,
1998848,61,297.29,197,10143,1095.419,-0.0001492171448262525,-2.4571378871798517,11459.560546875,28210.79128112793,1e-05,0.44892922043800354,3060,0.0009478219,0.7194107472896576,0.00054931640625,0.2,,
2031616,62,297.12,197,10307,1133.0978,-0.0004656128327951592,-2.457026456296444,11592.30859375,27329.13465270996,1e-05,0.44892337918281555,3070,0.0010096468,0.7109395563602448,0.0006134033203125,0.2,,
