time/iterations,rollout/ep_rew_mean,time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/n_updates,train/value_loss,train/loss,train/policy_gradient_loss,train/learning_rate,train/clip_fraction,train/std,train/approx_kl,train/entropy_loss,train/clip_range,train/explained_variance,eval/mean_reward,eval/mean_ep_length
1,-16.274084,406,80,301.0,32768,,,,,,,,,,,,,
2,51.663185,410,159,301.0,65536,10,2811.5891242980956,860.1531372070312,-0.0018957649612275419,0.001,0.07783203125,0.994888186454773,0.0064120116,-5.660745097696781,0.2,4.1604042053222656e-05,,
3,1.9231482,411,238,301.0,98304,20,3248.075057029724,788.3104858398438,-0.0009540722647216171,0.001,0.023291015625,0.9950329065322876,0.0038532652,-5.655251748859882,0.2,0.027792155742645264,,
4,18.556856,411,318,301.0,131072,30,1913.839747428894,581.2440185546875,-0.0025024797902005957,0.001,0.04996337890625,0.9930850863456726,0.0051821303,-5.651674270629883,0.2,0.07601183652877808,,
5,-29.198853,412,397,301.0,163840,40,2200.4961632728578,466.3533935546875,-0.001313382737680513,0.001,0.02705078125,0.9927692413330078,0.0042735506,-5.647650745511055,0.2,0.07815641164779663,,
6,-9.537662,412,476,301.0,196608,50,1330.6698509216308,146.1892547607422,-0.002250382414422347,0.001,0.038323974609375,0.9914534091949463,0.004473823,-5.644991661608219,0.2,0.11227643489837646,,
7,110.23337,412,555,301.0,229376,60,3100.595293474197,1832.4749755859375,-0.0014385800801392178,0.001,0.031207275390625,0.990429699420929,0.004264555,-5.638737078011036,0.2,0.05496162176132202,,
8,144.304,412,635,301.0,262144,70,1620.0237099647522,368.1302490234375,-0.001525807733014517,0.001,0.0508758544921875,0.9905648827552795,0.005925688,-5.636291329562664,0.2,0.050178349018096924,,
9,271.0142,412,714,301.0,294912,80,2853.1377093315123,1523.07568359375,-0.0008610619323007995,0.001,0.0574737548828125,0.9897055625915527,0.006918997,-5.635062699019909,0.2,-0.0015230178833007812,,
10,313.1369,412,794,301.0,327680,90,4010.4484775543215,3077.480712890625,-0.00012144692227593623,0.001,0.04520263671875,0.9894370436668396,0.0046551945,-5.632478615641594,0.2,0.020630359649658203,,
11,262.8371,412,873,301.0,360448,100,6076.207574462891,1204.261962890625,0.0011461696187325288,0.001,0.0450408935546875,0.9887610077857971,0.0053780647,-5.629428760707379,0.2,0.017079174518585205,,
12,167.55064,412,952,301.0,393216,110,4231.120212554932,2922.912353515625,-0.0005457852821564302,0.001,0.023052978515625,0.9876831769943237,0.0034924773,-5.627266816794872,0.2,0.04375290870666504,,
13,218.13806,412,1031,301.0,425984,120,4529.9719836235045,1252.0333251953125,-0.00013030105219513644,0.001,0.022998046875,0.9910755157470703,0.003166146,-5.630990159511566,0.2,0.022871732711791992,,
14,160.75323,412,1111,301.0,458752,130,3366.8127970695496,971.5223999023438,-0.00045820089253538753,0.001,0.04769287109375,0.9867793321609497,0.0054375893,-5.629779544472695,0.2,0.02161616086959839,,
15,172.80371,412,1190,301.0,491520,140,1701.3103682518006,396.3340759277344,-0.0007788073697156505,0.001,0.058245849609375,0.9836152195930481,0.0072796205,-5.616450679302216,0.2,-0.043181777000427246,,
16,316.0155,412,1270,301.0,524288,150,1714.0122188568116,505.0809326171875,-0.0022904679219209354,0.001,0.0546112060546875,0.9687459468841553,0.0067102723,-5.573190696537495,0.2,0.021709144115447998,,
17,469.73343,412,1349,301.0,557056,160,3970.422892379761,933.6619262695312,-0.0002212292885815259,0.001,0.06151123046875,0.9648395776748657,0.0054025976,-5.540381433069706,0.2,0.040576279163360596,,
18,381.59653,412,1428,301.0,589824,170,4408.4317054748535,942.6480712890625,-0.0002915384939115029,0.001,0.056646728515625,0.9630517363548279,0.00631606,-5.526550547778607,0.2,-0.003569960594177246,,
19,463.7829,413,1506,301.0,622592,180,4127.7928489685055,1332.447509765625,-0.0007505284909711917,0.001,0.028802490234375,0.9610525369644165,0.0039692884,-5.518875519931316,0.2,0.04480952024459839,,
20,407.33542,413,1585,301.0,655360,190,4291.011040496826,1654.2684326171875,-0.0010617079158691922,0.001,0.0214996337890625,0.9578231573104858,0.0031193835,-5.507283386588097,0.2,0.055432260036468506,,
21,389.61346,413,1665,301.0,688128,200,3573.685816192627,2741.8828125,-0.00023205970637718565,0.001,0.0379791259765625,0.9523048996925354,0.005098652,-5.488493682444096,0.2,0.0291900634765625,,
22,505.76257,413,1744,301.0,720896,210,3374.0713624954224,998.3428344726562,-0.0014073983154958114,0.001,0.04154052734375,0.9471446871757507,0.005410394,-5.466177056729793,0.2,0.11883968114852905,,
23,530.3454,413,1822,301.0,753664,220,6523.777183914184,1424.05126953125,-0.0007464203241397627,0.001,0.03544921875,0.9433369040489197,0.004912877,-5.449259555339813,0.2,-0.015904545783996582,,
24,544.31323,413,1901,301.0,786432,230,5465.391226196289,2167.12890625,-0.0016503895196365193,0.001,0.050079345703125,0.9438962936401367,0.0046418803,-5.441106615960598,0.2,0.05892312526702881,,
25,524.72906,413,1981,301.0,819200,240,5450.038515472412,2302.267578125,-0.0009733662160215317,0.001,0.038800048828125,0.9389821887016296,0.004983173,-5.430892707407475,0.2,0.03854405879974365,,
26,641.54376,413,2061,301.0,851968,250,5492.677248764038,1417.4866943359375,-0.0008871986074154847,0.001,0.035552978515625,0.9359319806098938,0.004943194,-5.416363823413849,0.2,0.0727958083152771,,
27,537.62665,413,2140,301.0,884736,260,6337.274086761475,1725.7186279296875,0.0004673934970924165,0.001,0.034259033203125,0.9321353435516357,0.0044037905,-5.400257000327111,0.2,0.02861541509628296,,
28,522.22034,413,2221,301.0,917504,270,4733.244909286499,1089.6378173828125,-0.001136186184885446,0.001,0.0538787841796875,0.9315419793128967,0.0054786904,-5.390886613726616,0.2,0.02728128433227539,,
29,612.51385,413,2300,301.0,950272,280,3594.483073425293,745.3865356445312,-7.758494357403833e-05,0.001,0.0441131591796875,0.9265594482421875,0.0051387595,-5.379249514639378,0.2,0.05146723985671997,,
30,712.41724,413,2379,301.0,983040,290,5215.555556869507,1456.1563720703125,-0.001482764984393725,0.001,0.0534759521484375,0.9214855432510376,0.005692896,-5.353823834657669,0.2,0.07294255495071411,,
31,596.18915,413,2457,301.0,1015808,300,5720.520315933228,1319.7042236328125,-8.77460199262714e-05,0.001,0.0532989501953125,0.918292760848999,0.005447775,-5.335699325799942,0.2,0.06213271617889404,,
32,793.3058,413,2536,301.0,1048576,310,6090.86067199707,1638.4603271484375,-3.54141437128419e-05,0.001,0.058526611328125,0.9146088361740112,0.006196497,-5.3203377515077594,0.2,0.0956270694732666,,
33,637.6961,413,2615,301.0,1081344,320,5391.572866439819,1082.8670654296875,-0.000758634832163807,0.001,0.066357421875,0.9090769290924072,0.0063316086,-5.30100793838501,0.2,0.07836365699768066,,
34,523.14856,413,2694,301.0,1114112,330,4164.067523956299,866.822509765625,0.0010432287526782602,0.001,0.0656402587890625,0.9067639112472534,0.0066559734,-5.282944840192795,0.2,0.18019354343414307,,
35,607.3121,413,2772,301.0,1146880,340,5512.999314498901,1172.1171875,-0.0006941212448509759,0.001,0.0716033935546875,0.8987176418304443,0.007140082,-5.254962037503719,0.2,0.058340609073638916,,
36,795.7736,413,2851,301.0,1179648,350,4500.6308902740475,1325.2249755859375,0.00033606777542445344,0.001,0.0641998291015625,0.8891809582710266,0.0070271487,-5.2156310945749285,0.2,0.18044579029083252,,
37,706.6369,413,2930,301.0,1212416,360,5406.462926101684,1518.3583984375,-0.0007860913668991998,0.001,0.0734588623046875,0.8824004530906677,0.0076384908,-5.18027026951313,0.2,0.12328648567199707,,
38,801.2875,413,3008,301.0,1245184,370,5741.203730392456,1685.1968994140625,-0.0004890134136076085,0.001,0.0525238037109375,0.8804365396499634,0.0059340675,-5.161321847140789,0.2,0.13527995347976685,,
39,835.7003,413,3087,301.0,1277952,380,5792.97857246399,1284.338623046875,-0.00018456488978699782,0.001,0.06092529296875,0.876230001449585,0.006802067,-5.148715171217918,0.2,0.20817774534225464,,
40,946.14667,413,3166,301.0,1310720,390,6990.79444732666,1876.85107421875,-0.0001426977813935082,0.001,0.05504150390625,0.8692986965179443,0.0061187334,-5.12244399189949,0.2,0.122780442237854,,
41,892.32404,413,3245,301.0,1343488,400,6991.805708312988,1086.712890625,0.0014775690535316244,0.001,0.0600128173828125,0.8665311336517334,0.0058310414,-5.099739894270897,0.2,0.1973145604133606,,
42,797.9366,414,3324,301.0,1376256,410,7849.469827270508,3972.015380859375,-4.978183678758796e-05,0.001,0.05799560546875,0.8618651032447815,0.006384197,-5.082741715013981,0.2,0.21542096138000488,,
43,1133.558,414,3402,301.0,1409024,420,6879.7101997375485,1934.3565673828125,0.0005610199612419819,0.001,0.0761138916015625,0.8584912419319153,0.007381513,-5.063605825603008,0.2,0.11137652397155762,,
44,1192.7516,414,3481,299.19,1441792,430,8700.945983886719,2394.808349609375,2.5472887500654907e-06,0.001,0.0751922607421875,0.8552488088607788,0.0070333397,-5.049300767481327,0.2,0.18780797719955444,,
45,1190.3569,414,3561,301.0,1474560,440,11052.463228607177,3331.282958984375,0.0006327723316644551,0.001,0.07109375,0.8502057194709778,0.007970687,-5.030427886545658,0.2,0.13334918022155762,,
46,1025.009,414,3640,301.0,1507328,450,9705.673326873779,3298.455810546875,-0.00016215761825151277,0.001,0.07314453125,0.8496438264846802,0.0074920417,-5.017446438968181,0.2,0.2015039324760437,,
47,1241.5444,413,3721,301.0,1540096,460,7608.212143707276,1881.600830078125,0.0009921472668793286,0.001,0.0809814453125,0.8479088544845581,0.008106015,-5.011833047866821,0.2,0.1541275978088379,,
48,1322.216,413,3801,301.0,1572864,470,8739.226134490968,3372.35986328125,0.0009624280592106516,0.001,0.0712890625,0.8455865979194641,0.007050135,-5.0025362998247145,0.2,0.25375044345855713,,
,,,,,1600000,480,9801.083027648925,1811.055419921875,0.0012087806684576209,0.001,0.0877685546875,0.8447749614715576,0.00876404,-4.994606430828571,0.2,0.24297857284545898,2872.851318359375,301.0
49,1210.2623,406,3952,301.0,1605632,,,,,,,,,,,,,
50,1444.3444,406,4033,301.0,1638400,490,9063.455014801026,2812.318603515625,0.0013682558372238418,0.001,0.0910736083984375,0.8404141664505005,0.009261911,-4.982460927963257,0.2,0.2963889241218567,,
51,1355.9556,406,4112,299.64,1671168,500,11393.745380401611,2503.580322265625,0.0011185161401954247,0.001,0.09537353515625,0.8386522531509399,0.008992294,-4.968531657755375,0.2,0.343524694442749,,
52,1410.8811,406,4192,301.0,1703936,510,12615.289974212646,5385.60888671875,0.0037875039193750125,0.001,0.1158905029296875,0.8342396020889282,0.01039636,-4.95311041623354,0.2,0.3115367889404297,,
53,1655.198,406,4272,301.0,1736704,520,12336.368283081054,2127.81689453125,0.0019137220970151247,0.001,0.1241302490234375,0.8313024044036865,0.011580346,-4.934850831329823,0.2,0.34394365549087524,,
54,1834.691,406,4351,300.22,1769472,530,13306.603776550293,2884.1376953125,0.0007186515671492088,0.001,0.1061248779296875,0.8304688930511475,0.010119036,-4.925899295508861,0.2,0.38712364435195923,,
55,2066.7927,406,4430,301.0,1802240,540,14664.318658447266,4914.12890625,0.0022084487980464475,0.001,0.119830322265625,0.8255831599235535,0.0102782305,-4.912648637592793,0.2,0.30954474210739136,,
56,2086.38,406,4509,301.0,1835008,550,14661.688923645019,4298.09912109375,0.0019368984307220672,0.001,0.103515625,0.821345329284668,0.009979786,-4.889568307995797,0.2,0.4055531620979309,,
57,2057.9988,407,4588,301.0,1867776,560,19294.79065551758,5551.224609375,0.0018622912695718697,0.001,0.099365234375,0.8205122351646423,0.009466276,-4.878073990345001,0.2,0.40670937299728394,,
58,2185.6907,407,4666,301.0,1900544,570,17488.527952575685,4312.17578125,0.0018742173908322002,0.001,0.1089324951171875,0.817512571811676,0.010179654,-4.868157111108303,0.2,0.4357953667640686,,
59,2392.0728,407,4745,301.0,1933312,580,15325.012809753418,3936.16162109375,0.0006468523180956254,0.001,0.1061859130859375,0.8143408298492432,0.010279728,-4.853524340689182,0.2,0.4638747572898865,,
60,2301.1907,407,4824,301.0,1966080,590,18103.04526977539,3736.55859375,0.0012559916478494415,0.001,0.116705322265625,0.8122122287750244,0.01090623,-4.839742124080658,0.2,0.44470441341400146,,
61,2369.002,407,4903,299.68,1998848,600,16730.197093200684,3279.2099609375,0.0018020515410171356,0.001,0.1288055419921875,0.8095433712005615,0.01109015,-4.828203772008419,0.2,0.3747001886367798,,
62,2405.3398,407,4982,301.0,2031616,610,17352.58537902832,4089.25048828125,0.004653392942418577,0.001,0.15654296875,0.8092830777168274,0.012528973,-4.821119424700737,0.2,0.4104006290435791,,
