time/fps,time/iterations,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,train/n_updates,train/loss,train/clip_range,train/std,train/entropy_loss,train/value_loss,train/explained_variance,train/clip_fraction,train/approx_kl,train/learning_rate,train/policy_gradient_loss
304,1,622592,4446.924,26,743.93,,,,,,,,,,,
231,2,630784,4604.1953,70,767.55,3230,2790.7685546875,0.2,0.38330233097076416,-1.831008517742157,93081.48278999329,0.4093663692474365,0.0882568359375,0.008306732,0.0003,0.0019796183376456613
218,3,638976,4733.733,112,780.2,3240,5193.611328125,0.2,0.3834300637245178,-1.8314250575378537,13823.475252532959,0.6137524843215942,0.09561767578125,0.008818652,0.0003,-0.0009564207655785139
205,4,647168,4951.8486,159,805.79,3250,11283.8974609375,0.2,0.3833996653556824,-1.8319750573486089,28750.999689483644,0.28329402208328247,0.09813232421875,0.009526284,0.0003,0.0005718696033000015
203,5,655360,5048.9673,201,823.54,3260,5219.79638671875,0.2,0.38303816318511963,-1.8300182739272715,12118.522604751586,0.7481066882610321,0.08704833984375,0.00890688,0.0003,-0.0006181857812407543
198,6,663552,4981.438,248,829.53,3270,3038.453125,0.2,0.3830898404121399,-1.8283071583136916,18147.327604675294,0.48779451847076416,0.0872802734375,0.008642929,0.0003,-0.0013554528923123144
194,7,671744,5138.231,294,849.76,3280,3888.22119140625,0.2,0.3830636143684387,-1.8285429008305072,17800.41092720032,0.7340024411678314,0.1005859375,0.008832771,0.0003,0.0010676832918761648
192,8,679936,5310.4014,340,872.25,3290,2188.0029296875,0.2,0.3827025294303894,-1.8265837145969273,13320.735699844361,0.6296968460083008,0.0738037109375,0.008255634,0.0003,-0.00308020931079227
191,9,688128,5669.456,385,931.06,3300,1513.9776611328125,0.2,0.38282638788223267,-1.8248661803081632,12894.834381866454,0.656133770942688,0.09384765625,0.008206304,0.0003,-0.0011996165882010245
191,10,696320,5804.705,428,951.37,3310,1446.9373779296875,0.2,0.382667601108551,-1.8249174844473601,12189.879342651368,0.8810106962919235,0.13074951171875,0.011562486,0.0003,-0.0006629344698012574
190,11,704512,5884.78,472,945.17,3320,3425.724609375,0.2,0.38229435682296753,-1.8221070043742658,17522.090591430664,0.688024252653122,0.08978271484375,0.008172502,0.0003,-0.0003730756052391371
190,12,712704,6529.047,517,960.38,3330,3514.700439453125,0.2,0.38242605328559875,-1.820826212875545,15403.489180755616,0.5858384072780609,0.080615234375,0.008406977,0.0003,-0.002195908353314735
189,13,720896,6513.415,561,967.44,3340,4426.6923828125,0.2,0.382228285074234,-1.8205993069335817,13502.291625213624,0.7735366821289062,0.09456787109375,0.008787755,0.0003,-0.0016232866408245172
189,14,729088,6448.552,606,983.44,3350,1813.42626953125,0.2,0.3822857141494751,-1.8197241194546223,14390.299510574341,0.683618038892746,0.068408203125,0.00875253,0.0003,0.001293493235425558
188,15,737280,6513.659,651,1023.24,3360,5296.75439453125,0.2,0.3822537958621979,-1.8198380714282394,13327.512927627564,0.794729009270668,0.06851806640625,0.0065372908,0.0003,-0.0019076517621215317
187,16,745472,6479.325,697,1040.48,3370,3377.174560546875,0.2,0.3822098970413208,-1.8191710093989968,12981.964995956421,0.7221872210502625,0.0932373046875,0.008635439,0.0003,-0.0030928546486393314
188,17,753664,6407.5767,738,1021.36,3380,2121.33740234375,0.2,0.38214629888534546,-1.8185959713533522,10529.415160751343,0.8247138559818268,0.08734130859375,0.008321114,0.0003,-0.0022263756967731752
187,18,761856,6450.72,786,1054.87,3390,2015.7850341796875,0.2,0.38207587599754333,-1.8178386876359582,10575.354690170288,0.6574268341064453,0.08597412109375,0.007646619,0.0003,-0.0007912557521194685
187,19,770048,6449.3867,831,1065.12,3400,2281.462890625,0.2,0.3822542428970337,-1.818396719172597,11175.752635574341,0.9103739559650421,0.1159423828125,0.009318668,0.0003,-0.0018923363953945228
187,20,778240,6293.542,874,1053.95,3410,2295.383544921875,0.2,0.38192176818847656,-1.8177298679947853,13695.959951782226,0.6813801825046539,0.07327880859375,0.0075385524,0.0003,-0.0010889200695601176
187,21,786432,5991.0254,917,1011.56,3420,4262.15087890625,0.2,0.3818492889404297,-1.8153741916641593,11804.919598770142,0.6947683393955231,0.07911376953125,0.0075704623,0.0003,-0.0005658318012137897
187,22,794624,5899.517,963,1022.68,3430,2559.039794921875,0.2,0.3816368281841278,-1.8141021363437175,12000.065781402587,0.6301266551017761,0.053076171875,0.0068190424,0.0003,-0.0014147889225569088
187,23,802816,5867.341,1006,1018.08,3440,2726.51220703125,0.2,0.3816472887992859,-1.8129403471946717,12700.117266464233,0.7673579752445221,0.086474609375,0.0078902235,0.0003,-0.0012869304307969287
186,24,811008,5852.1006,1052,1045.11,3450,3390.534912109375,0.2,0.3816274404525757,-1.8128448229283094,13577.050066757201,0.6867921352386475,0.0634033203125,0.007014999,0.0003,-0.0002955651088996092
186,25,819200,5586.487,1095,1024.63,3460,2210.01904296875,0.2,0.3815945088863373,-1.8127346912398934,10591.056608581543,0.7538292109966278,0.06500244140625,0.0070693293,0.0003,-0.0007439474640705158
