time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/entropy_loss,train/std,train/n_updates,train/explained_variance,train/clip_range,train/learning_rate,train/loss,train/value_loss,eval/mean_reward,eval/mean_ep_length
24,1,16384,497.23333333333335,665,1331.036,,,,,,,,,,,,,
71,2,32768,512.2,458,1553.2408,0.0019772972955252044,0.011450375,0.094189453125,-1.947081807255745,0.394512802362442,2480,-0.00836324691772461,0.2,0.0003,8681.1015625,28118.764501953126,,
118,3,49152,528.4222222222222,413,1758.2783,0.00045028363092569634,0.0075525544,0.0643310546875,-1.9464989304542542,0.3944876790046692,2490,0.2284349799156189,0.2,0.0003,9056.5966796875,28406.41213378906,,
166,4,65536,531.71,394,1897.9832,0.0019897843958460726,0.010604981,0.08118896484375,-1.9459972515702249,0.3944111168384552,2500,0.30609846115112305,0.2,0.0003,7523.73681640625,26815.157360839843,,
213,5,81920,559.76,383,2267.8184,0.0007859969700803049,0.007868124,0.059429931640625,-1.9452051386237144,0.39433553814888,2510,0.38839036226272583,0.2,0.0003,8048.01123046875,28748.4888671875,,
260,6,98304,553.51,378,2185.1611,0.000993045677023474,0.0091564255,0.0733154296875,-1.9442855939269066,0.39425158500671387,2520,0.3610253930091858,0.2,0.0003,5798.29345703125,23577.35225830078,,
307,7,114688,571.66,372,2365.6,-0.0010561291557678488,0.0065683397,0.04537353515625,-1.9435820192098618,0.3941992223262787,2530,0.4198092222213745,0.2,0.0003,8462.326171875,25805.45051269531,,
354,8,131072,578.97,369,2407.4915,-0.00034755686865537425,0.0062436145,0.0440673828125,-1.943052341043949,0.39413708448410034,2540,0.4609418511390686,0.2,0.0003,9055.2763671875,26642.701538085938,,
403,9,147456,596.77,365,2695.674,-0.0010859734495170415,0.006806057,0.04031982421875,-1.94247225522995,0.3940817713737488,2550,0.46643322706222534,0.2,0.0003,8357.390625,26361.416271972656,,
450,10,163840,642.9,363,3235.7988,0.00098512829063111,0.0077371853,0.056634521484375,-1.941838875412941,0.39401355385780334,2560,0.44072026014328003,0.2,0.0003,8022.65478515625,26896.295812988283,,
499,11,180224,650.78,361,3419.5925,-0.00020783787476830184,0.006691346,0.05506591796875,-1.9410694032907485,0.393921434879303,2570,0.48237329721450806,0.2,0.0003,5330.66455078125,21578.402880859376,,
547,12,196608,679.64,359,3863.2866,0.0002790581274894066,0.0065152235,0.039862060546875,-1.940314243733883,0.39388489723205566,2580,0.44025349617004395,0.2,0.0003,7999.27197265625,28565.052282714845,,
597,13,212992,708.99,356,4213.35,0.001561805061646737,0.0074547897,0.05291748046875,-1.9399081662297248,0.39383599162101746,2590,0.5248250067234039,0.2,0.0003,9453.7607421875,28711.98681640625,,
647,14,229376,754.88,354,4822.8687,0.0004186060890788212,0.0071912906,0.0550048828125,-1.9396696105599402,0.393842875957489,2600,0.5704791247844696,0.2,0.0003,7075.919921875,24754.722241210937,,
697,15,245760,772.08,352,5108.7217,0.00016771230148151516,0.006416208,0.041888427734375,-1.939458654820919,0.3937641382217407,2610,0.5800366103649139,0.2,0.0003,8055.134765625,28498.794567871093,,
746,16,262144,777.47,351,5326.0674,-0.0013279199614771643,0.0075220056,0.05042724609375,-1.9385454297065734,0.3936891555786133,2620,0.6124870777130127,0.2,0.0003,8591.9541015625,27758.00166015625,,
793,17,278528,746.1,350,5043.738,-0.00026335340517107396,0.0065361205,0.0481689453125,-1.9377549394965172,0.393606573343277,2630,0.5474610030651093,0.2,0.0003,9001.5654296875,31588.40739746094,,
841,18,294912,714.11,350,4812.9946,0.00017968411120818927,0.00533796,0.02532958984375,-1.9372268587350845,0.3935968577861786,2640,0.5390308201313019,0.2,0.0003,9335.810546875,30846.41159667969,,
889,19,311296,695.46,349,4563.0986,-0.0009361632801301312,0.005151449,0.027130126953125,-1.9373304709792136,0.39363327622413635,2650,0.534872978925705,0.2,0.0003,9625.900390625,30930.768896484376,,
940,20,327680,703.12,348,4729.074,0.00015643399965483695,0.0072988123,0.0550537109375,-1.9376411139965057,0.3936465084552765,2660,0.5676477253437042,0.2,0.0003,8482.564453125,27643.423071289064,,
989,21,344064,704.76,347,4906.895,-0.00018241136858705432,0.006613614,0.045538330078125,-1.9376299038529397,0.39362508058547974,2670,0.6415852308273315,0.2,0.0003,9400.716796875,33981.75300292969,,
1038,22,360448,735.8,347,5426.192,0.0009850424256001133,0.0055333357,0.035260009765625,-1.9375195384025574,0.39364054799079895,2680,0.5856749713420868,0.2,0.0003,10365.40625,32589.248291015625,,
1088,23,376832,774.68,346,6055.293,-0.0007927190483314917,0.005063383,0.03375244140625,-1.9372859835624694,0.39355960488319397,2690,0.6457866132259369,0.2,0.0003,8648.3515625,29736.33596191406,,
1138,24,393216,815.38,345,6558.9976,-0.00039184869237942623,0.004000237,0.022625732421875,-1.936716367304325,0.39356181025505066,2700,0.6990753412246704,0.2,0.0003,6353.3994140625,24797.48026123047,,
1187,25,409600,810.33,344,6582.5044,0.0006767939034034498,0.005926356,0.040057373046875,-1.9363217115402223,0.39345085620880127,2710,0.7053925096988678,0.2,0.0003,7162.712890625,30422.951171875,,
1236,26,425984,801.79,344,6539.0645,-0.0002439144482195843,0.0048426753,0.032025146484375,-1.9355516389012337,0.39343971014022827,2720,0.6245964169502258,0.2,0.0003,8182.142578125,27861.00977783203,,
1287,27,442368,808.0,343,6634.9175,-0.0005868372347322293,0.005151338,0.037384033203125,-1.93565663844347,0.3934725522994995,2730,0.568704754114151,0.2,0.0003,11323.0341796875,34131.97592773438,,
1338,28,458752,805.8,342,6492.5664,-0.0010133712537935935,0.004876796,0.02750244140625,-1.9359437271952629,0.39348241686820984,2740,0.6442771553993225,0.2,0.0003,8872.2080078125,28999.389709472656,,
1388,29,475136,791.97,342,6447.995,0.0006627053087868262,0.00539915,0.0317138671875,-1.935910600423813,0.39346086978912354,2750,0.6763811111450195,0.2,0.0003,7394.16650390625,28957.04442138672,,
1438,30,491520,806.48,341,6535.8213,-0.001046393062279094,0.006870776,0.0531982421875,-1.9358047187328338,0.39347827434539795,2760,0.5602458119392395,0.2,0.0003,12273.8447265625,37294.10830078125,,
1488,31,507904,847.05,341,7098.726,0.0011823736713267863,0.007300396,0.055291748046875,-1.9358424738049507,0.3934548795223236,2770,0.6164644360542297,0.2,0.0003,7251.42822265625,28158.064453125,,
1538,32,524288,867.84,340,7319.504,-0.00029949552117614076,0.005169756,0.035894775390625,-1.9355209276080132,0.39340779185295105,2780,0.5996977984905243,0.2,0.0003,8016.4296875,27765.80255126953,,
1590,33,540672,879.63,339,7447.1113,-0.0005953775180387311,0.005758107,0.036468505859375,-1.934671539068222,0.3932812511920929,2790,0.5919050872325897,0.2,0.0003,12922.4111328125,45657.45837402344,,
1639,34,557056,845.07,339,7179.042,0.0007703695053351111,0.0051582735,0.034478759765625,-1.9338427886366845,0.3932695984840393,2800,0.6563611626625061,0.2,0.0003,7520.35693359375,25951.05368652344,,
1690,35,573440,859.87,339,7457.393,-0.0003158099963911809,0.006861424,0.047772216796875,-1.9336173593997956,0.39321213960647583,2810,0.5766503214836121,0.2,0.0003,10717.6015625,34895.50356445312,,
1741,36,589824,850.28,338,7091.7256,0.001450700823625084,0.0059464453,0.048431396484375,-1.9329907774925232,0.393161803483963,2820,0.6258899569511414,0.2,0.0003,8694.77734375,28847.99528808594,,
1790,37,606208,816.89,338,6809.735,0.0022516396005812568,0.0068568834,0.045623779296875,-1.9327495872974396,0.39317628741264343,2830,0.3626136779785156,0.2,0.0003,45567.98046875,174866.05678710938,,
1839,38,622592,818.29,338,6770.797,0.0002023484878009185,0.00591537,0.03411865234375,-1.932687970995903,0.39313241839408875,2840,0.5522229969501495,0.2,0.0003,10829.8818359375,34563.81359863281,,
1891,39,638976,862.04,337,6702.4307,-0.0009609704036847688,0.005923315,0.0407470703125,-1.9320537075400352,0.3930619955062866,2850,0.6516826748847961,0.2,0.0003,8605.62890625,26445.016870117186,,
1942,40,655360,851.3,337,6461.8906,0.0030760673849727026,0.007612964,0.04814453125,-1.93177190721035,0.39311689138412476,2860,0.19952762126922607,0.2,0.0003,186742.96875,490366.06796875,,
1993,41,671744,842.3,336,6694.7407,0.0004212258576444583,0.005410397,0.042974853515625,-1.93204784989357,0.3930596113204956,2870,0.6869461238384247,0.2,0.0003,9406.361328125,30597.677001953125,,
