time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/total_timesteps,rollout/ep_len_mean,time/fps,train/learning_rate,train/explained_variance,train/value_loss,train/approx_kl,train/n_updates,train/policy_gradient_loss,train/std,train/clip_range,train/entropy_loss,train/clip_fraction,train/loss
107,8176.981,1,8192,900.2857142857143,76,,,,,,,,,,,
239,10554.691,2,16384,1082.75,68,0.0001,0.4918888211250305,22556.32866973877,0.0041537248,2980,-0.001163738295508665,0.39226576685905457,0.2,-1.9238591184839606,0.02860107421875,8372.36328125
363,10019.851,3,24576,1036.6190476190477,67,0.0001,0.677682101726532,15973.929400634766,0.0060568787,2990,-0.0007991110309376381,0.39226269721984863,0.2,-1.9240284344181418,0.04322509765625,5062.32666015625
491,10433.491,4,32768,1066.2758620689656,66,0.0001,0.5612747073173523,22817.06395339966,0.004894058,3000,-0.0030452551967755427,0.3922313153743744,0.2,-1.9237163418903946,0.0360595703125,5123.5
620,10758.273,5,40960,1070.8918918918919,66,0.0001,0.5798890292644501,20067.300076293945,0.0055797156,3010,-0.0012767566036927746,0.3921740651130676,0.2,-1.9232354018837214,0.03509521484375,5216.43701171875
744,10542.073,6,49152,1038.9555555555555,66,0.0001,0.7627807557582855,20347.493843078613,0.004444246,3020,0.00018683682501432485,0.3921971917152405,0.2,-1.923033283650875,0.03267822265625,3735.3955078125
864,10173.35,7,57344,1013.5925925925926,66,0.0001,0.3829207420349121,19904.036503601073,0.0057243137,3030,-0.0011847668487462216,0.39207860827445984,0.2,-1.9226090921089054,0.04801025390625,3364.7734375
983,9883.312,8,65536,997.7301587301587,66,0.0001,0.4136790633201599,22425.847060394288,0.006792007,3040,-0.0010585681840893813,0.39205777645111084,0.2,-1.9218589905649424,0.0583740234375,4987.20751953125
1111,9883.13,9,73728,998.9444444444445,66,0.0001,0.5374324023723602,27027.215818786623,0.0055861697,3050,-0.0019469242633931572,0.392084538936615,0.2,-1.9218664636835456,0.03970947265625,10892.9951171875
1237,9799.188,10,81920,990.075,66,0.0001,0.5040446221828461,24383.52783203125,0.0056647807,3060,0.0002772963867755607,0.39205965399742126,0.2,-1.9219370314851403,0.0333251953125,4461.18115234375
1368,9763.966,11,90112,993.6896551724138,65,0.0001,0.6411527693271637,23851.793994140626,0.0064976364,3070,-0.0010149948055186541,0.39212286472320557,0.2,-1.9220695950090885,0.04517822265625,4408.0830078125
1500,10102.15,12,98304,1014.1894736842105,65,0.0001,0.7139681279659271,20673.81417388916,0.0048787957,3080,-0.0005798776066512801,0.3920919597148895,0.2,-1.9223082328215242,0.03221435546875,4219.61083984375
1624,10104.763,13,106496,1011.99,65,0.0001,0.5960742831230164,19239.181136322022,0.004571514,3090,-0.00015794680730323306,0.3921080231666565,0.2,-1.9222797671332956,0.0236572265625,7942.7578125
1748,9689.125,14,114688,970.18,65,0.0001,0.48215430974960327,23060.16603317261,0.0073071495,3100,-0.002323381117457757,0.3920135498046875,0.2,-1.9219625668600202,0.05037841796875,6884.11328125
1885,9820.365,15,122880,978.54,65,0.0001,0.6020295321941376,21816.392015075682,0.005035621,3110,-0.0017802168495109072,0.3919896185398102,0.2,-1.921329207159579,0.02841796875,3583.5537109375
2017,9754.058,16,131072,970.37,64,0.0001,0.7049693763256073,18278.05978927612,0.0053054057,3120,-0.0003238409663026687,0.3919702470302582,0.2,-1.9211477944627404,0.03443603515625,2912.67822265625
2149,9962.454,17,139264,981.84,64,0.0001,0.636503130197525,17551.959201812744,0.005480215,3130,-0.0008848301244142931,0.39195093512535095,0.2,-1.92092264611274,0.0380126953125,4883.15576171875
2279,9927.896,18,147456,989.04,64,0.0001,0.7734940052032471,15751.77297668457,0.004346827,3140,-0.0005029365631344263,0.39192116260528564,0.2,-1.920732115022838,0.02589111328125,5079.33349609375
2413,10333.754,19,155648,1020.31,64,0.0001,0.6468206644058228,21934.784832000732,0.0046091084,3150,-0.0012958054241607897,0.3918791711330414,0.2,-1.9204119199886918,0.028759765625,3168.814208984375
2533,10338.882,20,163840,1019.44,64,0.0001,0.6864794492721558,18087.619157791138,0.005721517,3160,-0.001495914584302227,0.39188671112060547,0.2,-1.9201648190617562,0.03974609375,4487.25439453125
2653,10825.702,21,172032,1060.08,64,0.0001,0.6400871276855469,21424.95487136841,0.0058619594,3170,-0.00022427104522648733,0.39192864298820496,0.2,-1.9203911725431682,0.0507080078125,7598.630859375
2792,10875.055,22,180224,1066.83,64,0.0001,0.6515099704265594,16147.685990142822,0.0059483964,3180,-0.0006662235438852804,0.3917662501335144,0.2,-1.9198977874591947,0.0482421875,3769.937744140625
2922,10725.75,23,188416,1067.73,64,0.0001,0.7181334793567657,19487.839471435545,0.00521856,3190,-0.0021567782663623803,0.3917154371738434,0.2,-1.9186199441552163,0.03153076171875,4544.662109375
3038,10593.93,24,196608,1061.03,64,0.0001,0.6578032672405243,19869.755076599122,0.0048612133,3200,-0.001510737865282863,0.39174434542655945,0.2,-1.9184940233826637,0.0271484375,6178.68408203125
3159,10338.025,25,204800,1049.43,64,0.0001,0.6579149067401886,18438.769635772704,0.0057397177,3210,-0.0006422890492103761,0.3916645646095276,0.2,-1.9183045815676452,0.03963623046875,5161.873046875
