rollout/ep_len_mean,time/fps,time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_rew_mean,train/explained_variance,train/approx_kl,train/loss,train/std,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/clip_range,train/value_loss,train/learning_rate,train/entropy_loss,eval/mean_reward,eval/mean_ep_length
562.8653846153846,274,32768,1,119,1272.0679,,,,,,,,,,,,,
574.43,266,65536,2,245,1113.3319,0.21468287706375122,0.08808814,4810.85546875,0.642519474029541,0.5663848876953125,0.05800895469001262,1240,0.2,26588.95693435669,0.001,-3.8774585952982306,,
584.81,265,98304,3,370,1124.8309,0.49413567781448364,0.056279935,1884.9931640625,0.6457076072692871,0.4439605712890625,0.028645221936312738,1250,0.2,13534.401803970337,0.001,-3.8980788132175803,,
580.41,264,131072,4,494,1266.737,0.42391759157180786,0.060877368,1692.4942626953125,0.6486718654632568,0.45191650390625,0.025172886723521515,1260,0.2,10395.413706970216,0.001,-3.918775169365108,,
579.32,265,163840,5,616,957.0645,0.40003907680511475,0.047943346,1511.0830078125,0.6481660008430481,0.415948486328125,0.022295374258465016,1270,0.2,10650.57990846634,0.001,-3.924333922378719,,
571.51,264,196608,6,742,972.89844,0.4851856827735901,0.039119445,751.8255615234375,0.6495939493179321,0.361126708984375,0.013192019133748544,1280,0.2,6719.411614131927,0.001,-3.9312966603785755,,
578.8,263,229376,7,869,999.76196,0.43018025159835815,0.04352794,938.7973022460938,0.6484267711639404,0.373388671875,0.01283476627086202,1290,0.2,8273.486019325257,0.001,-3.928997576422989,,
580.8,262,262144,8,997,764.7534,0.46936410665512085,0.034327626,489.5864562988281,0.6453260779380798,0.331146240234375,0.008694598736838088,1300,0.2,4769.747399234771,0.001,-3.9061600722372534,,
582.1,263,294912,9,1119,906.4666,0.287270188331604,0.037747927,1010.502197265625,0.646533191204071,0.3533111572265625,0.010855986717069754,1310,0.2,5201.509768104554,0.001,-3.9092737097293138,,
596.99,263,327680,10,1244,1186.6196,0.2809470295906067,0.033356473,997.7565307617188,0.6465007066726685,0.3090362548828125,0.009169568907418579,1320,0.2,5398.745820140839,0.001,-3.910302585363388,,
589.85,263,360448,11,1367,902.0647,0.21058261394500732,0.032337002,842.1185302734375,0.6419461965560913,0.320660400390625,0.008399399415066,1330,0.2,4695.393210172653,0.001,-3.893386923149228,,
584.07,263,393216,12,1489,784.7026,0.2960841655731201,0.032727323,1275.9505615234375,0.6411986947059631,0.31536865234375,0.0068102499439191885,1340,0.2,5267.25620136261,0.001,-3.882459085062146,,
588.93,264,425984,13,1612,946.12195,0.3291562795639038,0.028540008,828.2457885742188,0.639597475528717,0.282373046875,0.005272619237439357,1350,0.2,4373.153569316864,0.001,-3.8720667604357004,,
589.42,264,458752,14,1733,1176.0719,0.315873920917511,0.02546666,1205.1968994140625,0.6387297511100769,0.263848876953125,0.0037569628984783776,1360,0.2,4596.699430656433,0.001,-3.868632548302412,,
597.37,264,491520,15,1855,1302.6954,0.31844037771224976,0.030940503,440.94683837890625,0.6345493793487549,0.3043853759765625,0.005625272760880762,1370,0.2,4509.3783078193665,0.001,-3.8464192010462286,,
