time/fps,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/iterations,train/approx_kl,train/n_updates,train/entropy_loss,train/explained_variance,train/loss,train/policy_gradient_loss,train/std,train/clip_fraction,train/value_loss,train/clip_range,train/learning_rate,eval/mean_reward,eval/mean_ep_length
209,32768,581.7,2045.9872,156,1,,,,,,,,,,,,,
175,65536,588.5353535353536,2086.9275,374,2,0.06039555,1860,-2.7618437084835024,0.7558749318122864,328.1539306640625,0.018906563166683554,0.4864739775657654,0.42947998046875,3857.6271792173384,0.2,0.001,,
165,98304,593.59,1925.4241,592,3,0.063436195,1870,-2.786863035848364,0.7844984233379364,465.66131591796875,0.02049377765290501,0.48908665776252747,0.4464324951171875,3456.568243700266,0.2,0.001,,
161,131072,590.17,1934.4617,810,4,0.063830346,1880,-2.8193660128396005,0.7856019288301468,462.06463623046875,0.02060092530723523,0.4920669198036194,0.4495849609375,3334.283346503973,0.2,0.001,,
159,163840,594.89,2143.0154,1027,5,0.05979895,1890,-2.8394454419612885,0.7611854523420334,1248.1302490234375,0.016531830488793274,0.49487245082855225,0.43187255859375,3647.498302733898,0.2,0.001,,
157,196608,596.21,2010.8025,1245,6,0.060593966,1900,-2.838867753883824,0.7818908989429474,788.97021484375,0.017849160856439995,0.49415498971939087,0.4291717529296875,3290.548625725508,0.2,0.001,,
156,229376,596.21,2007.665,1464,7,0.06483233,1910,-2.8414564962964506,0.7226636409759521,894.646728515625,0.018796215891097746,0.4949786067008972,0.4402587890625,3701.443299627304,0.2,0.001,,
155,262144,601.0,2055.26,1681,8,0.061042197,1920,-2.840006481204182,0.7458062767982483,896.394775390625,0.01691110598681007,0.4949546754360199,0.4364501953125,3454.146985256672,0.2,0.001,,
155,294912,601.0,2131.5884,1900,9,0.05961128,1930,-2.849258737731725,0.7510771751403809,465.8794860839844,0.01993672266826252,0.496053010225296,0.447412109375,3418.2173169612884,0.2,0.001,,
154,327680,598.55,1941.9681,2118,10,0.05588775,1940,-2.874674611352384,0.744722843170166,1011.0780639648438,0.016386302096407235,0.4998655915260315,0.419451904296875,3292.836782681942,0.2,0.001,,
154,360448,575.75,1615.8448,2338,11,0.060119033,1950,-2.899670698354021,0.7069603204727173,707.2855224609375,0.017878237023660405,0.5007669925689697,0.4372650146484375,4229.751324385405,0.2,0.001,,
153,393216,577.51,1668.4867,2561,12,0.060816333,1960,-2.908208332117647,0.7485535442829132,1803.649658203125,0.02216888286025096,0.5025937557220459,0.4318359375,5468.053743159771,0.2,0.001,,
153,425984,581.28,1472.0486,2783,13,0.046402857,1970,-2.90766746532172,0.7472738325595856,740.6245727539062,0.01655801696656454,0.5027645826339722,0.3909423828125,3777.7418128967283,0.2,0.001,,
