time/iterations,time/fps,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/clip_range,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/loss,train/learning_rate,train/entropy_loss,train/clip_fraction,train/std,train/approx_kl,train/value_loss,eval/mean_reward,eval/mean_ep_length
1,661,16384,1630.5958,516.8214285714286,24,,,,,,,,,,,,,
2,453,32768,1633.6471,523.1551724137931,72,0.2,0.0011170446057803928,0.007909059524536133,2480,8636.58984375,0.0003,-1.9476926490664481,0.123028564453125,0.3946557641029358,0.013926839,29568.900610351564,,
3,412,49152,1647.2374,525.875,119,0.2,0.0007545133368694224,0.18922293186187744,2490,9166.11328125,0.0003,-1.9475766554474832,0.06856689453125,0.39455461502075195,0.009034625,30978.145922851563,,
4,392,65536,1669.3527,531.84,166,0.2,-0.0004979606223059818,0.24797755479812622,2500,9308.6455078125,0.0003,-1.9466890841722488,0.043377685546875,0.3945133090019226,0.0060214754,28017.973889160156,,
5,380,81920,1652.9993,533.0,215,0.2,0.0003522771716234274,0.3763377070426941,2510,8100.14794921875,0.0003,-1.9461411729454994,0.045782470703125,0.3944396674633026,0.006814785,27521.59542236328,,
6,372,98304,1745.4385,543.11,263,0.2,-0.00046401492872973906,0.3305707573890686,2520,6406.06005859375,0.0003,-1.945292592048645,0.066473388671875,0.394336074590683,0.008686165,26048.9453125,,
7,366,114688,2146.9646,579.05,313,0.2,-0.0015803697548108175,0.4429401755332947,2530,8711.0888671875,0.0003,-1.9444862648844718,0.054266357421875,0.39429599046707153,0.0076991105,27887.9220703125,,
8,360,131072,2476.5586,603.01,363,0.2,-0.0005248505636700429,0.5037102699279785,2540,9504.0576171875,0.0003,-1.9442998141050338,0.039154052734375,0.3942968249320984,0.006811223,29171.50615234375,,
9,357,147456,2771.425,612.29,412,0.2,-1.1142318544443697e-05,0.49111413955688477,2550,8837.18359375,0.0003,-1.944151981174946,0.051947021484375,0.394259512424469,0.0062718536,29501.863708496094,,
10,354,163840,2899.1287,613.96,461,0.2,0.0005731842808017973,0.5106153786182404,2560,9177.1123046875,0.0003,-1.9436780035495758,0.048651123046875,0.3942057192325592,0.0069137467,29770.475830078125,,
11,352,180224,3097.94,621.95,511,0.2,-0.00012299040536163376,0.49959713220596313,2570,10015.724609375,0.0003,-1.9430620715022087,0.043511962890625,0.3941405415534973,0.0061125173,29544.128576660158,,
12,351,196608,2957.146,605.16,559,0.2,-0.00048634341510478407,0.4885200262069702,2580,8819.673828125,0.0003,-1.9425480872392655,0.035321044921875,0.39410650730133057,0.006160286,31844.05146484375,,
13,348,212992,3509.0305,641.68,610,0.2,-0.00018390526383882388,0.43612295389175415,2590,9956.78515625,0.0003,-1.9423889994621277,0.03350830078125,0.39411649107933044,0.0059384145,33534.104248046875,,
14,346,229376,3811.3389,672.82,661,0.2,-0.0005362596108170692,0.5767593383789062,2600,7604.7119140625,0.0003,-1.942150105535984,0.026104736328125,0.39403992891311646,0.005181967,26427.18426513672,,
15,345,245760,4031.5938,682.76,710,0.2,0.00041992644109996037,0.5089735388755798,2610,8542.42578125,0.0003,-1.941310529410839,0.028466796875,0.39396607875823975,0.0055024927,27054.93408203125,,
16,344,262144,4472.712,712.02,760,0.2,-0.0005526099921553396,0.5768345594406128,2620,8562.2275390625,0.0003,-1.9407167300581931,0.027362060546875,0.3939187824726105,0.005146431,26717.19385986328,,
17,343,278528,4574.83,720.1,810,0.2,5.339684430509806e-05,0.6108800768852234,2630,8805.939453125,0.0003,-1.9403150141239167,0.03531494140625,0.3938934803009033,0.005666489,28657.001696777344,,
18,343,294912,4481.495,697.54,859,0.2,0.0004545440533547662,0.561024934053421,2640,8679.01171875,0.0003,-1.940128356218338,0.038836669921875,0.3938778042793274,0.0055527044,29650.85808105469,,
