time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/iterations,time/fps,train/approx_kl,train/std,train/entropy_loss,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/learning_rate,train/loss,train/clip_range,train/n_updates,train/explained_variance,eval/mean_reward,eval/mean_ep_length
32768,301.0,-196.39441,58,1,557,,,,,,,,,,,,,
65536,301.0,-112.71415,170,2,384,0.00808704,0.9948562383651733,-5.670320710446686,84.21396232619881,-0.009895343036941995,0.135943603515625,0.001,28.710107803344727,0.2,10,-0.0002633333206176758,,
98304,301.0,-4.929934,284,3,345,0.011546092,0.9908379912376404,-5.631543054245412,373.66421966701745,-0.016682246556047175,0.16854248046875,0.001,1340.531005859375,0.2,20,0.1391848921775818,,
131072,301.0,155.88521,399,4,328,0.011698784,0.9827048778533936,-5.602265213336795,424.15749579668045,-0.01707152894284718,0.18096923828125,0.001,762.798828125,0.2,30,0.2017543911933899,,
163840,301.0,107.80562,514,5,318,0.010237172,0.9765176773071289,-5.570023934450001,2379.716693884134,-0.009998704180657115,0.14375,0.001,86.67359161376953,0.2,40,0.09736037254333496,,
196608,301.0,77.94494,629,6,312,0.009287107,0.9617864489555359,-5.536123394407332,2202.007414445281,-0.00845714855204278,0.1319000244140625,0.001,2317.78955078125,0.2,50,0.081462562084198,,
229376,301.0,69.875275,746,7,307,0.008869023,0.9529381990432739,-5.461827847640961,1101.0298420846461,-0.008406215113154758,0.1150726318359375,0.001,220.4748992919922,0.2,60,0.07981175184249878,,
262144,301.0,13.047947,861,8,304,0.007761877,0.9428348541259766,-5.442313209548592,1362.1122451841832,-0.005376551870267576,0.0860931396484375,0.001,160.04283142089844,0.2,70,0.1061742901802063,,
294912,301.0,47.572723,977,9,301,0.006519007,0.9354369640350342,-5.401111651211977,553.8311104774475,-0.003928358864277471,0.07158203125,0.001,117.66422271728516,0.2,80,0.4335485100746155,,
327680,301.0,69.822075,1093,10,299,0.008287312,0.9288918972015381,-5.3680967131629584,538.6996081888676,-0.004238158033376749,0.0769866943359375,0.001,189.8916778564453,0.2,90,0.6076985001564026,,
360448,301.0,61.439804,1211,11,297,0.0068392055,0.9277620315551758,-5.363480713870376,499.3594169944525,-0.0025545283853261936,0.0755279541015625,0.001,96.20738220214844,0.2,100,0.6627246141433716,,
393216,301.0,69.93797,1330,12,295,0.008413726,0.9280523657798767,-5.367845219373703,565.3329082816839,-0.0036563165996540193,0.0915374755859375,0.001,188.19422912597656,0.2,110,0.6883270740509033,,
425984,301.0,67.26316,1449,13,293,0.00786186,0.9208087921142578,-5.33986683851108,896.5104829728604,-0.004352628832725714,0.092071533203125,0.001,132.27377319335938,0.2,120,0.6295328736305237,,
458752,301.0,80.19223,1568,14,292,0.008299429,0.910122275352478,-5.313933405652643,850.2308726966381,-0.0027247567441463618,0.100537109375,0.001,136.1095428466797,0.2,130,0.7012233734130859,,
491520,301.0,123.23789,1688,15,291,0.009819899,0.9081155061721802,-5.2752563345246015,860.6037943273783,-0.0024547304155703386,0.1045623779296875,0.001,130.96095275878906,0.2,140,0.6946888566017151,,
