rollout/ep_rew_mean,time/fps,time/total_timesteps,rollout/ep_len_mean,time/iterations,time/time_elapsed,train/value_loss,train/policy_gradient_loss,train/n_updates,train/std,train/clip_range,train/loss,train/explained_variance,train/entropy_loss,train/approx_kl,train/learning_rate,train/clip_fraction,eval/mean_reward,eval/mean_ep_length
1718.5515,407,32768,616.6,1,80,,,,,,,,,,,,,
2316.45,399,65536,663.6705882352941,2,163,34652.24054107666,-7.865161023801193e-05,2480,0.3945613503456116,0.2,14549.3759765625,0.08737415075302124,-1.9473413860425353,0.009343252,0.0001,0.0799530029296875,,
3332.4731,392,98304,752.53,3,250,38804.982650756836,0.00041376568733539896,2490,0.39445745944976807,0.2,12786.158203125,0.1262093186378479,-1.9466386441141368,0.006914072,0.0001,0.05748291015625,,
3907.4607,386,131072,795.8,4,338,43398.617288208006,0.00010376347599958536,2500,0.3943752348423004,0.2,17270.072265625,0.15897470712661743,-1.9457180557772518,0.007941413,0.0001,0.0677276611328125,,
3567.1772,383,163840,764.33,5,427,35148.21340637207,-0.0003740141757589299,2510,0.39430147409439087,0.2,14246.9248046875,0.25474900007247925,-1.944970504939556,0.0068495115,0.0001,0.053826904296875,,
3595.57,382,196608,750.81,6,513,37212.626037597656,0.00018390365858067526,2520,0.3942660093307495,0.2,12433.3095703125,0.25328803062438965,-1.944457091204822,0.01000649,0.0001,0.0800506591796875,,
4066.5298,382,229376,786.52,7,598,33564.20723876953,-0.00020846386360062752,2530,0.3942120671272278,0.2,11650.283203125,0.3415037989616394,-1.9440058393403887,0.006003493,0.0001,0.044305419921875,,
4737.788,382,262144,843.81,8,684,35298.88479003906,0.001312074372981442,2540,0.39417433738708496,0.2,13610.1962890625,0.3903440237045288,-1.9434564009308815,0.007990934,0.0001,0.069580078125,,
4821.6904,382,294912,836.02,9,770,33892.82898254394,0.00022882390258018858,2550,0.39410945773124695,0.2,11160.5615234375,0.3934454321861267,-1.9428712148219347,0.007010051,0.0001,0.0555999755859375,,
5467.944,382,327680,882.66,10,857,33404.596740722656,0.000514562742318958,2560,0.3940332531929016,0.2,11560.435546875,0.394294798374176,-1.9421847142279147,0.006243457,0.0001,0.0422149658203125,,
5465.33,381,360448,884.95,11,944,33900.80277252197,0.0005346711048332508,2570,0.39395296573638916,0.2,11194.9052734375,0.36885398626327515,-1.9414272487163544,0.0066145975,0.0001,0.0525787353515625,,
5858.3857,381,393216,923.26,12,1031,31833.502995300292,-9.264638374588685e-05,2580,0.3938184380531311,0.2,13702.0068359375,0.37263596057891846,-1.940299191325903,0.006774914,0.0001,0.0556365966796875,,
5818.748,380,425984,910.39,13,1118,34566.51435546875,0.001575770238196128,2590,0.39374491572380066,0.2,10686.6298828125,0.38140082359313965,-1.9392112674191595,0.0067629702,0.0001,0.05565185546875,,
5972.4487,380,458752,906.44,14,1204,33352.78071899414,6.155883784231264e-05,2600,0.3936764895915985,0.2,11738.703125,0.489623486995697,-1.9385023199021816,0.006718943,0.0001,0.05340576171875,,
6447.199,380,491520,925.13,15,1291,31493.649099731447,0.0007774286357744131,2610,0.3935428261756897,0.2,9766.0751953125,0.45392513275146484,-1.937532622180879,0.006344191,0.0001,0.0446075439453125,,
7006.986,377,524288,953.17,16,1389,31265.791801452637,7.080758223310113e-06,2620,0.393405556678772,0.2,9946.5263671875,0.38225632905960083,-1.936153238080442,0.0065237954,0.0001,0.051898193359375,,
7139.612,375,557056,964.64,17,1483,34176.84151000976,0.0004731577089842176,2630,0.3933277726173401,0.2,11028.6826171875,0.37200063467025757,-1.9350697750225663,0.0069926702,0.0001,0.0581787109375,,
7314.819,373,589824,978.31,18,1577,32694.63517303467,0.0013574722859630128,2640,0.3932861089706421,0.2,13788.4775390625,0.37714332342147827,-1.9344650037586688,0.0069122687,0.0001,0.050750732421875,,
7566.0317,372,622592,1023.52,19,1669,30802.684896850587,-0.00040851493722584566,2650,0.39313650131225586,0.2,10455.224609375,0.4090149998664856,-1.9334925539791583,0.005849273,0.0001,0.041162109375,,
7460.2812,372,655360,1022.37,20,1758,132506.489704895,-0.00040806214383337647,2660,0.39307963848114014,0.2,54118.54296875,0.30209851264953613,-1.9323715409263968,0.0065034227,0.0001,0.051458740234375,,
7300.0938,372,688128,997.23,21,1848,60922.72534790039,0.00012745075146085582,2670,0.3930686116218567,0.2,18062.4140625,0.4110981225967407,-1.9320453831925988,0.00506273,0.0001,0.0328399658203125,,
6834.232,372,720896,961.94,22,1937,34038.96240386963,0.0004370545586425578,2680,0.39301392436027527,0.2,12635.7802734375,0.47299832105636597,-1.931711658462882,0.0055878707,0.0001,0.0392822265625,,
7703.571,371,753664,1002.93,23,2027,133359.6309173584,-0.0007141127709473949,2690,0.39293476939201355,0.2,29135.1171875,0.39190077781677246,-1.9310550969094038,0.0049604597,0.0001,0.0343505859375,,
8380.384,370,786432,1058.05,24,2122,31131.87827758789,0.00023290911412914282,2700,0.39287078380584717,0.2,10183.279296875,0.5600148141384125,-1.9303809504956007,0.0054825987,0.0001,0.0397491455078125,,
8231.578,369,819200,1036.67,25,2216,32667.55273132324,-0.0001435429057892179,2710,0.39281564950942993,0.2,11846.3271484375,0.7304155230522156,-1.9297409808263182,0.0058777304,0.0001,0.0427001953125,,
8231.598,369,851968,1034.36,26,2308,175051.46920166016,0.00011120386116090231,2720,0.3927837610244751,0.2,12072.458984375,0.4737820029258728,-1.929264042340219,0.005374259,0.0001,0.0319549560546875,,
8248.966,368,884736,1026.59,27,2397,31292.308360290528,-0.0002706704650336178,2730,0.3927362263202667,0.2,10132.1455078125,0.4735620617866516,-1.9289218435063957,0.0058987625,0.0001,0.0394134521484375,,
8726.621,368,917504,1025.26,28,2488,33106.44250946045,-0.0003357459238031879,2740,0.39266130328178406,0.2,13323.23828125,0.6837372183799744,-1.9284179851412773,0.0044690594,0.0001,0.026922607421875,,
8312.215,368,950272,988.52,29,2577,32078.23420715332,-0.00019010260548384393,2750,0.39260849356651306,0.2,10705.634765625,0.6375885307788849,-1.927785138040781,0.0052032694,0.0001,0.0316925048828125,,
