time/iterations,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,train/clip_range,train/explained_variance,train/approx_kl,train/value_loss,train/loss,train/n_updates,train/entropy_loss,train/learning_rate,train/policy_gradient_loss,train/std,train/clip_fraction,eval/mean_ep_length,eval/mean_reward
1,535,32768,61,-92.74297,301.0,,,,,,,,,,,,,
2,532,65536,123,-21.797358,301.0,0.2,2.6881694793701172e-05,0.0048550935,1750.5429428696632,213.06898498535156,10,-5.682373538613319,0.001,0.004021630057650327,1.0003297328948975,0.145477294921875,,
3,531,98304,185,-9.554339,301.0,0.2,0.025569438934326172,0.0054556904,2004.7109915852548,168.34542846679688,20,-5.677829981967807,0.001,-0.001385902820584306,1.000647783279419,0.023345947265625,,
4,525,131072,249,-64.07245,301.0,0.2,0.0340387225151062,0.004717768,1786.2205300807952,167.70640563964844,30,-5.67888984978199,0.001,-0.0016315533419401617,1.000321865081787,0.02867431640625,,
5,525,163840,312,168.48242,301.0,0.2,0.0909927487373352,0.0067058923,364.5061419099569,41.17331314086914,40,-5.665035053342581,0.001,-0.0035885343175323216,0.9933392405509949,0.0544158935546875,,
6,526,196608,373,79.083694,301.0,0.2,0.044999122619628906,0.0042261784,2547.9137639641763,1319.450439453125,50,-5.646934108808637,0.001,-0.00043138329947396415,0.9907252192497253,0.02113037109375,,
7,520,229376,440,179.9018,301.0,0.2,-0.08639216423034668,0.0076176445,978.6783311903476,50.18400573730469,60,-5.623430714383721,0.001,-0.002707159890269395,0.9862806797027588,0.0526947021484375,,
8,515,262144,508,285.7093,301.0,0.2,0.04046428203582764,0.007247947,1749.7962831258774,1102.3892822265625,70,-5.624833503365517,0.001,-0.00045138794303056784,0.9861251711845398,0.068035888671875,,
9,512,294912,575,329.91895,301.0,0.2,-0.004445791244506836,0.006164059,3328.434086740017,892.9801025390625,80,-5.617355497181416,0.001,-0.0005432744066638407,0.9841437339782715,0.043011474609375,,
10,510,327680,641,381.9498,301.0,0.2,0.03799772262573242,0.0076543437,2314.6417840480804,2049.806640625,90,-5.600240746513009,0.001,-0.0011277268567937426,0.9782485961914062,0.0701080322265625,,
11,510,360448,706,289.51398,301.0,0.2,-0.025734543800354004,0.009670689,2542.268536901474,341.2496032714844,100,-5.573852057382465,0.001,-0.0017779363843146712,0.9716637134552002,0.077044677734375,,
12,511,393216,768,409.55527,301.0,0.2,-0.006218552589416504,0.009103192,1880.0307060599328,320.1787109375,110,-5.548499615117907,0.001,-0.0015848347235078108,0.9692011475563049,0.0905792236328125,,
13,513,425984,830,359.56,301.0,0.2,-0.04384815692901611,0.012667269,2754.903049778938,433.125732421875,120,-5.530925973132253,0.001,0.0005340542898920831,0.9619957208633423,0.1387725830078125,,
14,513,458752,894,556.0379,301.0,0.2,-0.04651904106140137,0.012602898,2309.2220792293547,198.03594970703125,130,-5.486978083848953,0.001,-0.00014173010549711762,0.9504842162132263,0.128021240234375,,
15,513,491520,957,526.50104,300.56,0.2,-0.04730331897735596,0.010614317,4373.917234683036,310.79217529296875,140,-5.436196195334196,0.001,0.0008279708474219661,0.9385121464729309,0.1224212646484375,,
16,513,524288,1020,532.11646,301.0,0.2,-0.08294057846069336,0.011089156,3998.176434135437,699.4998779296875,150,-5.41494245454669,0.001,0.0004907906251901295,0.9362493753433228,0.1266021728515625,,
17,514,557056,1081,519.0032,301.0,0.2,-0.030597686767578125,0.011395586,2653.0819915056227,327.20220947265625,160,-5.406725317239761,0.001,0.0001903115069580963,0.9326794147491455,0.12738037109375,,
18,515,589824,1143,741.887,301.0,0.2,0.003351747989654541,0.012791883,2938.479493045807,397.950927734375,170,-5.354490147158503,0.001,-0.00028170478854008254,0.9215639233589172,0.1422821044921875,,
19,516,622592,1204,729.6133,301.0,0.2,0.030435681343078613,0.013474228,4660.556724929809,371.46929931640625,180,-5.343844294548035,0.001,0.004773347598529654,0.9213519096374512,0.1657989501953125,,
20,517,655360,1265,660.9606,301.0,0.2,-0.03642988204956055,0.013594789,4917.699868106842,1986.735595703125,190,-5.3346213266253475,0.001,0.003075392015489342,0.9187172055244446,0.160784912109375,,
21,518,688128,1327,698.8636,301.0,0.2,-0.05066978931427002,0.014590682,5194.190743875503,1588.9066162109375,200,-5.309542205184698,0.001,0.0012073401567249675,0.9100890159606934,0.1605926513671875,,
22,519,720896,1388,779.64795,299.61,0.2,-0.04140937328338623,0.016621621,4696.274385023117,2355.342041015625,210,-5.284680264815688,0.001,0.0016654060795190163,0.9056271314620972,0.1856719970703125,,
23,519,753664,1450,819.0122,298.77,0.2,0.00867551565170288,0.014473771,5893.317441558838,1570.318115234375,220,-5.278265486657619,0.001,0.002508494794528815,0.90545654296875,0.16868896484375,,
24,518,786432,1515,666.34015,301.0,0.2,0.08196377754211426,0.015443125,5173.233116817474,2136.957275390625,230,-5.264792602881789,0.001,0.0016574404698985745,0.9025373458862305,0.1809844970703125,,
25,517,819200,1582,984.31635,301.0,0.2,0.16360515356063843,0.014691803,4041.2575356960297,4020.14501953125,240,-5.231652510538697,0.001,-0.0006147922973468667,0.8948359489440918,0.1590240478515625,,
26,516,851968,1648,1038.014,301.0,0.2,0.10578155517578125,0.013345419,6141.404403495789,949.310546875,250,-5.215211609378457,0.001,0.002205335845428635,0.891060471534729,0.1629150390625,,
27,516,884736,1713,1057.3324,301.0,0.2,0.10465121269226074,0.0147908,6212.615080690384,1483.943359375,260,-5.177796843647957,0.001,0.0006453835858337698,0.8813818693161011,0.161627197265625,,
28,515,917504,1780,956.51337,301.0,0.2,0.14473587274551392,0.015629873,6010.02086019516,2306.955810546875,270,-5.145369084179402,0.001,0.0005648427722917404,0.874969482421875,0.1784881591796875,,
29,516,950272,1841,1094.5492,301.0,0.2,0.12705117464065552,0.016461926,5497.7778334617615,632.21435546875,280,-5.109252630546689,0.001,0.0016984458014121628,0.8674193620681763,0.1889556884765625,,
30,516,983040,1902,1214.6154,301.0,0.2,0.051671504974365234,0.016514182,6568.332424545288,539.8165283203125,290,-5.075212843343616,0.001,0.00226517946794047,0.85921710729599,0.1859619140625,,
31,517,1015808,1964,1299.4858,301.0,0.2,0.06479829549789429,0.019409698,7263.648829364776,2417.87353515625,300,-5.049194012954831,0.001,0.003584458661134704,0.8553610444068909,0.2311248779296875,,
32,517,1048576,2025,1403.6499,300.4,0.2,0.08958017826080322,0.016792752,6667.971265125275,913.8544311523438,310,-5.030262148380279,0.001,0.001885108995702467,0.8498049378395081,0.189349365234375,,
33,517,1081344,2088,1456.7902,301.0,0.2,0.10444295406341553,0.018732745,9265.669068050385,3387.697509765625,320,-5.0054530899971725,0.001,0.0015102347020729211,0.8458322286605835,0.2112152099609375,,
34,517,1114112,2151,1558.1066,301.0,0.2,0.12893223762512207,0.01732229,8899.684229564667,2049.359619140625,330,-4.970266422629356,0.001,0.000652110450755572,0.8358051180839539,0.1936004638671875,,
35,517,1146880,2216,1822.8241,300.25,0.2,0.11293262243270874,0.017447902,9188.399800872803,1704.16064453125,340,-4.9421955026686195,0.001,0.00238389980941065,0.8329454660415649,0.1970947265625,,
36,516,1179648,2282,1827.3328,301.0,0.2,0.16127938032150269,0.018351002,10587.53283185959,1360.0068359375,350,-4.9198714308440685,0.001,0.001412493848874874,0.8273561000823975,0.205267333984375,,
37,516,1212416,2348,1806.6034,298.76,0.2,0.16299426555633545,0.016548939,11906.865668296814,1995.4970703125,360,-4.897367652878165,0.001,0.002598037952884624,0.8223568201065063,0.1893402099609375,,
38,515,1245184,2416,2063.6973,299.21,0.2,0.2085409164428711,0.019155432,10665.318724822999,2099.338623046875,370,-4.881002527475357,0.001,0.0028612813604922847,0.819732666015625,0.2103363037109375,,
39,514,1277952,2483,1922.0402,301.0,0.2,0.22550082206726074,0.016646642,12234.126988601685,2361.04443359375,380,-4.858006894215942,0.001,0.0023058320139170974,0.8136726021766663,0.1870513916015625,,
40,514,1310720,2545,2332.6377,300.18,0.2,0.29447638988494873,0.017225195,11101.934512901305,3100.00390625,390,-4.823021261766553,0.001,0.00322285200272745,0.8065460920333862,0.203765869140625,,
41,515,1343488,2606,2307.1052,301.0,0.2,0.27860790491104126,0.019094741,12937.076713562012,3718.649658203125,400,-4.785260128229856,0.001,0.0033806621861003803,0.7986204624176025,0.21884765625,,
42,515,1376256,2668,2365.2903,301.0,0.2,0.32786232233047485,0.018219594,14748.689280319213,4279.0263671875,410,-4.753754215687513,0.001,0.002453983553641592,0.7938157320022583,0.20931396484375,,
43,515,1409024,2730,2666.685,301.0,0.2,0.3495577573776245,0.01705043,14048.171527671813,2509.419677734375,420,-4.730245363339781,0.001,0.0028844140362707547,0.788862407207489,0.1904022216796875,,
44,516,1441792,2793,2862.4275,301.0,0.2,0.3637920618057251,0.018253442,15622.483327102662,4161.8916015625,430,-4.708958101272583,0.001,0.004097761940101918,0.7855032682418823,0.2034912109375,,
45,516,1474560,2856,2636.883,297.94,0.2,0.36512529850006104,0.017928794,16971.265757751466,6094.92724609375,440,-4.688353580236435,0.001,0.005669587352713279,0.7811295986175537,0.2041748046875,,
46,516,1507328,2917,2824.2332,301.0,0.2,0.45485854148864746,0.017039817,16373.560859298706,4360.28955078125,450,-4.665222467854619,0.001,0.0037593920969811734,0.7758363485336304,0.1950347900390625,,
47,516,1540096,2979,3217.2207,301.0,0.2,0.4716240167617798,0.018551279,16631.14203929901,4855.02392578125,460,-4.64456112459302,0.001,0.0050953696601936825,0.7732652425765991,0.2132049560546875,,
48,517,1572864,3040,3673.0327,301.0,0.2,0.3606393337249756,0.01962982,20509.37871131897,6605.619140625,470,-4.63346872292459,0.001,0.006672211048135068,0.771145224571228,0.225506591796875,,
,,1600000,,,,0.2,0.3810086250305176,0.018881667,21465.613274765015,5716.08447265625,480,-4.6175068888813255,0.001,0.004565359286061721,0.7671665549278259,0.21270751953125,301.0,4287.396484375
49,509,1605632,3154,3490.83,301.0,,,,,,,,,,,,,
50,509,1638400,3215,3448.645,300.55,0.2,0.4283992052078247,0.019122992,20847.34239807129,3307.9404296875,490,-4.600473634153604,0.001,0.0061726335101411674,0.764528214931488,0.215118408203125,,
51,509,1671168,3276,4055.9219,301.0,0.2,0.41556495428085327,0.01978867,20537.592971611022,4668.1875,500,-4.587299800664186,0.001,0.00652123348427267,0.7620152235031128,0.221044921875,,
52,510,1703936,3338,3722.4255,301.0,0.2,0.47085094451904297,0.019072987,23997.38339920044,4281.10693359375,510,-4.5721220098435875,0.001,0.007853134632387081,0.7584105730056763,0.2165924072265625,,
53,510,1736704,3400,4012.5654,299.0,0.2,0.48645055294036865,0.01943417,24029.52922592163,6967.677734375,520,-4.551250538229942,0.001,0.0045482037821784616,0.7545419931411743,0.218408203125,,
54,510,1769472,3464,3982.7107,301.0,0.2,0.5150970220565796,0.018635344,26042.40255432129,2894.35009765625,530,-4.533361721411348,0.001,0.005284280862542801,0.7513650059700012,0.2076690673828125,,
55,511,1802240,3526,4450.6006,301.0,0.2,0.4616791605949402,0.0208696,28807.060308837892,4606.203125,540,-4.521403513848782,0.001,0.006752463047450874,0.7494162321090698,0.23896484375,,
56,511,1835008,3588,4743.1646,301.0,0.2,0.4334339499473572,0.021044383,29231.94764556885,4415.14990234375,550,-4.506893111392856,0.001,0.009437879547112971,0.7470305562019348,0.2319580078125,,
57,511,1867776,3649,4535.0273,301.0,0.2,0.44332510232925415,0.020816635,28554.72792892456,3457.828125,560,-4.496814816072583,0.001,0.008089826335890393,0.7450492978096008,0.2239501953125,,
58,512,1900544,3711,4707.0396,301.0,0.2,0.4335583448410034,0.022994965,29890.287924957276,6071.72802734375,570,-4.4807378385216,0.001,0.009244507580660866,0.7409881949424744,0.241986083984375,,
59,512,1933312,3772,4870.735,299.26,0.2,0.3823273181915283,0.023054505,32225.822624588014,5646.896484375,580,-4.468498874083162,0.001,0.008996060054414556,0.740821361541748,0.250274658203125,,
60,512,1966080,3833,4725.4414,301.0,0.2,0.38610291481018066,0.021957582,32767.67434196472,7094.6064453125,590,-4.462221028655767,0.001,0.009634575232303178,0.7384136915206909,0.2404205322265625,,
61,513,1998848,3894,4320.09,301.0,0.2,0.46709638833999634,0.024845729,32409.500997924806,7143.99609375,600,-4.450288489460945,0.001,0.010550396458347678,0.7364161014556885,0.265606689453125,,
62,513,2031616,3956,4736.7334,301.0,0.2,0.4767776131629944,0.022623409,31052.648371887208,6934.8564453125,610,-4.435911571979522,0.001,0.010012593846477102,0.7333090305328369,0.250860595703125,,
