time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,train/clip_fraction,train/loss,train/n_updates,train/value_loss,train/std,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/entropy_loss,train/approx_kl,eval/mean_reward,eval/mean_ep_length
282,115,32768,2841.4175,874.7096774193549,1,,,,,,,,,,,,,
291,224,65536,2684.4648,896.5932203389831,2,0.075933837890625,15907.5458984375,2480,45584.03739013672,0.39451491832733154,0.0001,0.0009157732270978159,0.10021334886550903,0.2,-1.9470386018976569,0.00836275,,
294,333,98304,3141.1025,936.8247422680413,3,0.0656463623046875,17622.091796875,2490,40136.32289123535,0.3944041132926941,0.0001,0.0008805847861367511,0.1983339786529541,0.2,-1.9460483932867647,0.008136203,,
301,435,131072,3364.4165,966.39,4,0.0482879638671875,13685.0087890625,2500,44529.624923706055,0.39432889223098755,0.0001,0.001712394404967199,0.15924757719039917,0.2,-1.945073605887592,0.0064320536,,
306,534,163840,2992.087,918.22,5,0.064306640625,13060.45703125,2510,38460.012210083005,0.39425235986709595,0.0001,0.0011127232519356767,0.17751199007034302,0.2,-1.944265490397811,0.0075800596,,
308,636,196608,3442.8445,947.75,6,0.0617401123046875,60904.3671875,2520,115384.19668884277,0.3942528963088989,0.0001,0.0027484867767270773,0.13663500547409058,0.2,-1.9438113942742348,0.0076440535,,
310,739,229376,3793.134,980.46,7,0.05411376953125,12636.3828125,2530,37324.0962310791,0.3941665589809418,0.0001,0.00019543152084224857,0.35161542892456055,0.2,-1.9433906314894558,0.0069355313,,
310,843,262144,4329.321,1038.3,8,0.0539703369140625,10572.6787109375,2540,41317.40603790283,0.39409422874450684,0.0001,0.0011649466570816003,0.38022804260253906,0.2,-1.9425951896235347,0.00732046,,
311,946,294912,4205.7573,1016.3,9,0.05257568359375,10637.189453125,2550,36371.232913208005,0.3940255641937256,0.0001,0.0006498739257949637,0.34987813234329224,0.2,-1.9418991401791572,0.0064324904,,
311,1051,327680,4036.4631,999.58,10,0.0576416015625,12636.5732421875,2560,35668.760961914064,0.39396271109580994,0.0001,0.0009107287012739107,0.40683889389038086,0.2,-1.9412444904446602,0.007579769,,
310,1160,360448,3956.6418,961.26,11,0.050146484375,10818.7197265625,2570,38166.237252807616,0.3938332796096802,0.0001,0.0005421586083684815,0.26776593923568726,0.2,-1.9402874018996954,0.006651522,,
308,1272,393216,4472.912,987.29,12,0.0458740234375,13728.908203125,2580,44217.53609924317,0.3937491774559021,0.0001,0.00016324235766660423,0.2864624857902527,0.2,-1.9391699135303497,0.0065779127,,
308,1380,425984,4923.6475,989.98,13,0.0440948486328125,11336.6552734375,2590,37852.0428314209,0.3937860131263733,0.0001,-0.0007570858244434931,0.3091866374015808,0.2,-1.9389241084456443,0.0066215573,,
308,1489,458752,5921.91,1018.7,14,0.0367218017578125,13215.6552734375,2600,40198.366024780276,0.3937511146068573,0.0001,6.136188167147339e-05,0.29048341512680054,0.2,-1.9389505293220282,0.005527706,,
307,1600,491520,6153.3643,994.19,15,0.044232177734375,16143.515625,2610,44668.153637695315,0.39368751645088196,0.0001,0.0011213870930077974,0.31954294443130493,0.2,-1.9384993614628911,0.0064521087,,
305,1714,524288,6346.1816,981.04,16,0.04254150390625,16127.2607421875,2620,40330.80999145508,0.3936951458454132,0.0001,0.00015809681499376894,0.3653995990753174,0.2,-1.938218555226922,0.005675858,,
304,1827,557056,6369.5796,975.5,17,0.0227813720703125,14370.8203125,2630,41715.42550964355,0.39364850521087646,0.0001,-0.00039453555473301094,0.37846946716308594,0.2,-1.9380575802177191,0.004694574,,
303,1940,589824,6765.6494,1006.27,18,0.04190673828125,13828.9951171875,2640,44169.0754486084,0.393539696931839,0.0001,-0.0002527130720409332,0.3025898337364197,0.2,-1.9372142497450113,0.005801335,,
305,2035,622592,6242.335,991.76,19,0.0346954345703125,18949.689453125,2650,45975.232537841795,0.39348849654197693,0.0001,-0.00010503641642571893,0.34722888469696045,0.2,-1.9363547557964922,0.0053573423,,
307,2130,655360,6386.5874,996.69,20,0.0403167724609375,74984.7265625,2660,129360.52455749511,0.3934818506240845,0.0001,0.001427889647311531,0.34991443157196045,0.2,-1.9360114097595216,0.0060513737,,
309,2226,688128,6213.5864,996.62,21,0.032391357421875,13920.2783203125,2670,40896.79547424316,0.39343947172164917,0.0001,-0.0004215963315800764,0.442255437374115,0.2,-1.9357941875234246,0.0051994426,,
310,2320,720896,7102.1094,1023.48,22,0.0432586669921875,15162.4248046875,2680,39056.6973449707,0.3933541178703308,0.0001,-0.0008631198568764375,0.5359704792499542,0.2,-1.9351435117423534,0.006202316,,
311,2416,753664,7840.45,1062.9,23,0.0251556396484375,13376.94140625,2690,41692.18876647949,0.3933427333831787,0.0001,-0.00043219434483035004,0.48457080125808716,0.2,-1.9346206767484546,0.0048735077,,
312,2513,786432,8037.3286,1079.64,24,0.0411773681640625,16980.076171875,2700,41466.532095336916,0.39326179027557373,0.0001,0.00040982955979416145,0.5120543837547302,0.2,-1.9341909110546112,0.0056278557,,
313,2611,819200,7958.4077,1099.41,25,0.0557708740234375,17683.6875,2710,42152.06789550781,0.39319998025894165,0.0001,-0.0006899435895320494,0.5040216743946075,0.2,-1.933443591557443,0.007032347,,
314,2709,851968,8003.3066,1114.55,26,0.0416534423828125,147742.40625,2720,121516.34310913086,0.3931472897529602,0.0001,0.0006503011569293449,0.3758143186569214,0.2,-1.9329137092456221,0.00545476,,
315,2800,884736,7633.895,1064.42,27,0.0388031005859375,13260.0322265625,2730,40723.25679016113,0.3930412232875824,0.0001,-0.00018941751186503098,0.507930338382721,0.2,-1.932159850001335,0.0057302187,,
316,2895,917504,7474.743,1047.13,28,0.027972412109375,12348.7607421875,2740,43870.50346069336,0.39311355352401733,0.0001,0.0004298939922591671,0.42540597915649414,0.2,-1.9319193068891765,0.004995916,,
317,2992,950272,7675.023,1059.86,29,0.0332977294921875,12758.1474609375,2750,39305.26412658692,0.392997145652771,0.0001,-0.0005316262395353988,0.5389071404933929,0.2,-1.9317654242739082,0.0052074213,,
317,3093,983040,6946.58,1084.94,30,0.0363128662109375,14624.5517578125,2760,90019.70949707032,0.39298057556152344,0.0001,0.0006825820197263966,0.436257541179657,0.2,-1.9309918561950326,0.0053646904,,
317,3197,1015808,7430.9883,1135.22,31,0.0474212646484375,215417.9375,2770,245770.28114624025,0.3929949998855591,0.0001,0.0004444057893124409,0.35895484685897827,0.2,-1.930987344123423,0.0062818704,,
318,3296,1048576,7084.9263,1111.24,32,0.025042724609375,13086.9326171875,2780,41725.679986572264,0.39294058084487915,0.0001,-0.00011280966900812927,0.6842568218708038,0.2,-1.93085293546319,0.004309328,,
318,3397,1081344,7153.744,1134.48,33,0.0378448486328125,14372.884765625,2790,57149.3895111084,0.3928695321083069,0.0001,-0.00043998368782922627,0.6877562999725342,0.2,-1.9302365314215422,0.005810532,,
318,3495,1114112,7560.5527,1099.06,34,0.0303497314453125,106695.078125,2800,169864.42100524902,0.39293521642684937,0.0001,8.697534722159616e-05,0.6319989562034607,0.2,-1.9301543010398745,0.00489264,,
318,3598,1146880,7858.227,1117.72,35,0.0375091552734375,17626.193359375,2810,47769.67944641113,0.39285844564437866,0.0001,0.0014065210005355766,0.5161544382572174,0.2,-1.9301636654883623,0.0056218132,,
