time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,train/clip_fraction,train/loss,train/n_updates,train/value_loss,train/std,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/entropy_loss,train/approx_kl,eval/mean_reward,eval/mean_ep_length
318,3699,1179648,7407.594,1115.29,36,0.0338104248046875,16109.81640625,2820,43132.51956481933,0.3927987217903137,0.0001,0.00014468718618445564,0.48402321338653564,0.2,-1.9294299552217127,0.004906131,,
319,3797,1212416,7374.686,1124.02,37,0.031585693359375,170713.171875,2830,343587.9145599365,0.39273974299430847,0.0001,-0.000507173732330557,0.5241149961948395,0.2,-1.9288331218063832,0.005211242,,
319,3897,1245184,7979.8506,1121.44,38,0.024859619140625,15948.55859375,2840,43876.584133911136,0.39267003536224365,0.0001,0.0006661132621957222,0.5939243137836456,0.2,-1.9281602965667843,0.0045661936,,
320,3991,1277952,8695.22,1072.35,39,0.035797119140625,11250.796875,2850,40150.07429199219,0.39272522926330566,0.0001,0.0005825884301884799,0.5424495041370392,0.2,-1.9280051933601499,0.005366873,,
320,4087,1310720,9071.316,1090.11,40,0.036492919921875,14079.4091796875,2860,44717.918069458006,0.39266708493232727,0.0001,5.570472312683705e-05,0.41303491592407227,0.2,-1.927990409731865,0.005334816,,
320,4188,1343488,6619.8457,1098.83,41,0.0260101318359375,12904.798828125,2870,42496.00776672363,0.3926496207714081,0.0001,-0.00020590729673131136,0.658506453037262,0.2,-1.92759654764086,0.004871689,,
320,4287,1376256,7007.0015,1133.01,42,0.03721923828125,613627.875,2880,722886.3155639649,0.39264416694641113,0.0001,0.0008627098803117405,0.4034930467605591,0.2,-1.9274799533188343,0.005714529,,
321,4385,1409024,7157.0376,1141.95,43,0.03009033203125,16029.90625,2890,39969.903131103514,0.39260339736938477,0.0001,-0.00033539667128934525,0.5883147716522217,0.2,-1.9272935930639505,0.0052395137,,
321,4485,1441792,8085.7686,1187.12,44,0.0386993408203125,14005.0146484375,2900,38286.30271911621,0.3925604224205017,0.0001,-3.551517511368729e-05,0.5398730337619781,0.2,-1.9268711695447565,0.005560211,,
321,4588,1474560,9563.894,1168.26,45,0.029315185546875,15738.4306640625,2910,78895.20639953614,0.39255842566490173,0.0001,0.0006354359968099744,0.5622555613517761,0.2,-1.9266468740999698,0.0043217926,,
321,4687,1507328,9409.087,1175.33,46,0.0244720458984375,13465.16796875,2920,40694.91007385254,0.39254963397979736,0.0001,-0.00016506547945027705,0.6920998394489288,0.2,-1.9265918981283903,0.0043235403,,
321,4785,1540096,9215.79,1176.2,47,0.0264739990234375,15566.65625,2930,112921.06528320312,0.3925166726112366,0.0001,-0.0005052061394962947,0.5113092064857483,0.2,-1.9263855889439583,0.0046784803,,
322,4884,1572864,8758.235,1154.28,48,0.0454010009765625,14086.3447265625,2940,57957.66029052735,0.3924691081047058,0.0001,0.00033773087234294507,0.5532395541667938,0.2,-1.9259909320622683,0.005766563,,
,,1600000,,,,0.033306884765625,10372.6630859375,2950,39400.42024841309,0.39239487051963806,0.0001,-0.00041929976068786343,0.7082355320453644,0.2,-1.925349779240787,0.0051270733,3473.967529296875,1374.48
292,5488,1605632,8834.765,1120.56,49,,,,,,,,,,,,,
292,5593,1638400,8630.373,1147.82,50,0.0276885986328125,15173.2314453125,2960,42035.51695251465,0.39238834381103516,0.0001,0.0007805664219631581,0.5986341238021851,0.2,-1.924875263310969,0.0046843737,,
293,5697,1671168,9665.1455,1173.98,51,0.0292266845703125,12785.232421875,2970,40475.253958129884,0.39235448837280273,0.0001,-0.0006588476659089793,0.7537000775337219,0.2,-1.9247093359008431,0.0051723924,,
293,5799,1703936,8945.973,1151.93,52,0.032977294921875,13679.9755859375,2980,41544.28862915039,0.3923168480396271,0.0001,-0.00045480979642889,0.6402685344219208,0.2,-1.9243277793750166,0.0050754254,,
294,5903,1736704,9106.697,1164.74,53,0.031170654296875,19290.34375,2990,188968.02785949706,0.3923044800758362,0.0001,-1.9530896315700376e-05,0.41569817066192627,0.2,-1.924048263579607,0.0054206923,,
294,6006,1769472,7983.504,1043.33,54,0.0271331787109375,14091.994140625,3000,199172.46050720214,0.392236590385437,0.0001,0.0003566616047464777,0.6887242197990417,0.2,-1.9237258547917009,0.0046278723,,
294,6111,1802240,7722.0317,1009.95,55,0.0357208251953125,15109.3369140625,3010,49546.859042358396,0.3922079801559448,0.0001,-8.927969101932832e-05,0.5624367296695709,0.2,-1.9232156194746495,0.0052411086,,
294,6222,1835008,8926.945,985.56,56,0.027862548828125,16123.248046875,3020,45283.4783203125,0.3921726942062378,0.0001,0.0005771125132014276,0.5334854423999786,0.2,-1.9229175925254822,0.0046610897,,
295,6324,1867776,8831.577,1007.05,57,0.029437255859375,15060.07421875,3030,42816.2552368164,0.3920934796333313,0.0001,-2.6911863278655802e-05,0.5615465939044952,0.2,-1.9223319590091705,0.0048223753,,
295,6426,1900544,9008.639,1057.95,58,0.0271942138671875,13631.212890625,3040,84422.73677673339,0.3920639455318451,0.0001,-0.00038254247992881575,0.6007946729660034,0.2,-1.9217454357072712,0.004268647,,
295,6532,1933312,8943.187,1097.78,59,0.0374603271484375,13500.1376953125,3050,38730.28904724121,0.3919784426689148,0.0001,2.636358476593159e-05,0.5650345087051392,0.2,-1.9211802192032337,0.005590837,,
296,6632,1966080,9594.059,1165.39,60,0.0358123779296875,13159.8173828125,3060,35523.44256591797,0.39199966192245483,0.0001,0.00013642267949762755,0.6056963503360748,0.2,-1.920813414826989,0.0051425053,,
296,6734,1998848,9935.931,1195.05,61,0.03525390625,14165.833984375,3070,39021.459603881834,0.3919336795806885,0.0001,-8.842577008181252e-05,0.5959752798080444,0.2,-1.9206403544172646,0.0051515964,,
297,6834,2031616,10033.278,1199.91,62,0.0337799072265625,10741.7880859375,3080,35738.98070068359,0.39187636971473694,0.0001,3.205792381777428e-05,0.6669358611106873,0.2,-1.9200022120028735,0.004847262,,
