time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,time/total_timesteps,rollout/ep_len_mean,train/loss,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/clip_range,train/clip_fraction,train/explained_variance,train/std,train/learning_rate
1,56,-226.43776,575,32768,301.0,,,,,,,,,,,
2,117,-51.307926,555,65536,301.0,41.086029052734375,10,-5.730832991749049,0.06970631247495476,0.16292405,93.13669511079789,0.2,0.5911285400390625,-0.0001837015151977539,1.0185494422912598,0.01
3,181,-919.4191,541,98304,301.0,61.522377014160156,20,-5.786990395188331,0.07262986550340429,0.22248134,120.80007203817368,0.2,0.6221832275390625,0.0,1.0361648797988892,0.01
4,251,-495.57227,521,131072,301.0,1346.67431640625,30,-6.25816939920187,0.2522267562466368,74.75467,2609.21862449646,0.2,0.849395751953125,0.0,1.2447478771209717,0.01
5,318,-496.8472,514,163840,301.0,63.80669403076172,40,-6.895752317458391,0.2078059338262392,60.083035,162.99484894275665,0.2,0.9636749267578125,1.1920928955078125e-07,1.384507179260254,0.01
6,382,-491.6986,514,196608,301.0,123.5234375,50,-7.593541008234024,0.20610287802592211,28.421152,198.97159799337388,0.2,0.9335113525390625,0.0,1.6538891792297363,0.01
7,448,-889.6998,511,229376,301.0,73.2542953491211,60,-8.05092417448759,0.19791655141270895,64.37883,211.5532434463501,0.2,0.948187255859375,0.0,1.8454079627990723,0.01
8,520,-232.14403,503,262144,301.0,230.97213745117188,70,-8.409023210406303,0.2508547614688723,72.051025,491.89566321372985,0.2,0.931561279296875,0.0,2.02372407913208,0.01
9,584,-110.47971,504,294912,301.0,2580.911376953125,80,-8.585600620508194,0.1879863490583375,26.768002,7232.38313331604,0.2,0.9115814208984375,0.0,2.124250888824463,0.01
10,651,-512.8596,503,327680,301.0,161.78433227539062,90,-9.077915170788765,0.2689986212972144,49.244843,368.6698855400085,0.2,0.9642669677734375,0.0,2.480492115020752,0.01
11,715,-261.49454,503,360448,301.0,139.8904266357422,100,-9.219590340554713,0.24626425707538147,124.539276,310.039129114151,0.2,0.9811126708984375,-1.1920928955078125e-07,2.5590035915374756,0.01
12,780,-535.6365,503,393216,301.0,456.06414794921875,110,-9.815818309783936,0.3004557910331641,108.58629,1070.2052157402038,0.2,0.9675079345703125,0.0,2.8960092067718506,0.01
13,844,-544.0889,504,425984,301.0,113.84507751464844,120,-9.880455055832863,0.23018661555906875,34.834824,305.3283136367798,0.2,0.967626953125,0.0,2.907273292541504,0.01
14,913,-544.37,502,458752,301.0,154.96176147460938,130,-9.515902575850486,0.23140637987380613,56.18788,350.5791943311691,0.2,0.978558349609375,0.0,2.636101245880127,0.01
15,983,-490.9555,499,491520,301.0,151.6622772216797,140,-9.515945887565612,0.2237545726900862,72.640396,387.8235225200653,0.2,0.97174072265625,-1.1920928955078125e-07,2.654588222503662,0.01
