time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/policy_gradient_loss,train/explained_variance,train/approx_kl,train/clip_range,train/entropy_loss,train/value_loss,train/clip_fraction,train/n_updates,train/loss,train/learning_rate,train/std,eval/mean_reward,eval/mean_ep_length
58,1,32768,301.0,-220.62602,559,,,,,,,,,,,,,
131,2,65536,301.0,-140.64072,497,-0.01074102075654082,0.0002892017364501953,0.008265121,0.2,-5.665745826065541,93.7741488903761,0.137353515625,10,38.343597412109375,0.001,0.9957667589187622,,
206,3,98304,301.0,-0.597568,474,-0.016211470432062926,0.20739620923995972,0.009420483,0.2,-5.652064083516597,95.8266847550869,0.125006103515625,20,40.8725471496582,0.001,0.9926317930221558,,
282,4,131072,301.0,146.35564,464,-0.015490255718668777,0.17013835906982422,0.009903852,0.2,-5.637982142344117,392.70271745920184,0.147393798828125,30,61.93826675415039,0.001,0.9879255294799805,,
357,5,163840,301.0,102.752464,458,-0.00647236194308789,0.12005311250686646,0.008383968,0.2,-5.6196259710937735,2070.0394564270973,0.1249237060546875,40,154.04937744140625,0.001,0.9846734404563904,,
433,6,196608,301.0,85.45407,454,-0.0058322338596099145,0.11112785339355469,0.00828136,0.2,-5.601440052688122,3066.1155160427093,0.0974578857421875,50,2921.38037109375,0.001,0.9785529971122742,,
508,7,229376,301.0,3.8075194,451,-0.004463671860139584,0.0871429443359375,0.006749858,0.2,-5.566085483133793,2525.1084565639494,0.0849700927734375,60,279.26885986328125,0.001,0.9675220251083374,,
584,8,262144,301.0,-28.494247,448,-0.004583230691741847,0.1375914216041565,0.007890209,0.2,-5.519507775083184,848.275808107853,0.0695281982421875,70,213.6371612548828,0.001,0.9555350542068481,,
659,9,294912,301.0,-6.6236486,447,-0.00403848543373897,0.4511670470237732,0.0064424598,0.2,-5.463825068995357,527.2488051891327,0.0862335205078125,80,108.5513916015625,0.001,0.9471052289009094,,
735,10,327680,301.0,-2.497516,445,-0.003001553366812004,0.537726879119873,0.0064504193,0.2,-5.447169333696365,804.38698554039,0.081878662109375,90,1011.81689453125,0.001,0.9412076473236084,,
810,11,360448,301.0,25.063526,444,-0.003138234483776614,0.8272466510534286,0.007972306,0.2,-5.425288116931915,245.5918491959572,0.094696044921875,100,113.74262237548828,0.001,0.9379214644432068,,
886,12,393216,301.0,42.67601,443,-0.0022635742187503637,0.7348694205284119,0.0076298737,0.2,-5.389402516558766,474.4724440455437,0.090789794921875,110,200.57093811035156,0.001,0.9280295968055725,,
961,13,425984,301.0,89.92844,442,-0.003105086458617734,0.8386291414499283,0.0063764798,0.2,-5.35293080098927,233.71717317104338,0.0878570556640625,120,141.35107421875,0.001,0.9241667985916138,,
1037,14,458752,301.0,98.66981,442,-0.0016348816238860309,0.639795571565628,0.0073068216,0.2,-5.323973451927304,488.6454558849335,0.097772216796875,130,97.90985870361328,0.001,0.9118848443031311,,
1113,15,491520,301.0,141.373,441,-0.002856973575308075,0.7982452511787415,0.009003249,0.2,-5.27927113994956,213.92249262332916,0.1066802978515625,140,108.1203842163086,0.001,0.9084653854370117,,
1189,16,524288,301.0,183.51129,440,-0.00016545736157240752,0.47009092569351196,0.010681594,0.2,-5.263544568419457,788.5922235131263,0.1302398681640625,150,112.54899597167969,0.001,0.9012205600738525,,
1264,17,557056,301.0,161.73941,440,0.00027825679594570827,0.5378764569759369,0.008290086,0.2,-5.236300977692008,516.403498673439,0.12578125,160,131.94602966308594,0.001,0.8959497213363647,,
