time/total_timesteps,rollout/ep_rew_mean,time/fps,time/iterations,time/time_elapsed,rollout/ep_len_mean,train/learning_rate,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/std,train/clip_range,train/clip_fraction,train/approx_kl,train/explained_variance,train/n_updates,train/loss,eval/mean_reward,eval/mean_ep_length
32768,-75.887474,197,1,165,586.1836734693877,,,,,,,,,,,,,
65536,-308.46207,198,2,330,589.0909090909091,0.001,33192.210635375974,-3.870524774491787,0.04486322822267539,0.640396237373352,0.2,0.506890869140625,0.071879625,0.1976475715637207,1240,6579.74658203125,,
98304,-608.15405,194,3,506,596.47,0.001,14617.439024353027,-3.878084327280521,0.017077402940776663,0.641704261302948,0.2,0.344000244140625,0.0374932,0.36212587356567383,1250,3049.804443359375,,
131072,-403.07794,196,4,666,601.0,0.001,12072.018166351318,-3.8881748117506505,0.01785715386868105,0.6437476277351379,0.2,0.392181396484375,0.04268334,0.40499329566955566,1260,2081.76611328125,,
163840,-607.2107,198,5,826,584.67,0.001,8832.876188659668,-3.899096739292145,0.017020575681817716,0.645369291305542,0.2,0.3659881591796875,0.03866619,0.3904544711112976,1270,2002.6427001953125,,
196608,-652.1531,199,6,986,579.0,0.001,6451.791479110718,-3.9062263391911984,0.007241815681481967,0.6456605792045593,0.2,0.28424072265625,0.028727487,0.39323294162750244,1280,1153.7607421875,,
229376,-611.23553,200,7,1145,590.59,0.001,6873.963819122315,-3.9039088897407055,0.011802182970859576,0.6453356742858887,0.2,0.3392822265625,0.036132246,0.3400074243545532,1290,1373.051513671875,,
262144,-319.83945,200,8,1305,591.87,0.001,5527.045203399658,-3.8960508473217486,0.01296739753743168,0.6436042785644531,0.2,0.3649810791015625,0.04182224,0.1896800994873047,1300,1318.5728759765625,,
294912,-266.43518,201,9,1463,586.09,0.001,6096.178592681885,-3.889590133726597,0.008731954597169533,0.6430976986885071,0.2,0.3452545166015625,0.03737344,0.30345678329467773,1310,1108.11181640625,,
327680,-402.391,201,10,1623,590.48,0.001,7289.40405883789,-3.8750049479305746,0.006981557676044759,0.6395167708396912,0.2,0.310369873046875,0.031073026,0.2299792766571045,1320,1231.5523681640625,,
360448,-498.82892,202,11,1781,592.39,0.001,5462.021502304077,-3.8586784549057485,0.00838821399011067,0.6374009251594543,0.2,0.300054931640625,0.030125529,0.1548183560371399,1330,1696.0731201171875,,
393216,-588.4765,202,12,1940,592.39,0.001,5697.755378341675,-3.844206481426954,0.006268831186025637,0.634984016418457,0.2,0.29141845703125,0.0287515,0.1987338662147522,1340,808.063232421875,,
425984,-550.81024,202,13,2101,592.0,0.001,4590.8890930175785,-3.8348884254693987,0.005859401438829082,0.6348966956138611,0.2,0.297637939453125,0.029601285,0.12712162733078003,1350,864.951171875,,
458752,-380.26434,202,14,2262,583.72,0.001,4755.403300857544,-3.829148481786251,0.0034789264951541553,0.6329283118247986,0.2,0.2799896240234375,0.0277608,0.17184573411941528,1360,728.2604370117188,,
