time/total_timesteps,rollout/ep_rew_mean,time/fps,time/iterations,time/time_elapsed,rollout/ep_len_mean,train/learning_rate,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/std,train/clip_range,train/clip_fraction,train/approx_kl,train/explained_variance,train/n_updates,train/loss,eval/mean_reward,eval/mean_ep_length
491520,-229.65591,202,15,2423,577.71,0.001,7031.536846542358,-3.823362769931555,0.005555508007819299,0.6327633857727051,0.2,0.248602294921875,0.024751533,0.11925792694091797,1370,1476.8529052734375,,
524288,-472.69186,202,16,2584,588.69,0.001,6177.370825958252,-3.817292679846287,0.0012507730745710433,0.6310887336730957,0.2,0.223046875,0.020712497,0.1880524754524231,1380,1166.9881591796875,,
557056,-533.7417,202,17,2745,598.7,0.001,4622.577966308594,-3.8016079902648925,0.0024209794370108283,0.6280163526535034,0.2,0.2240814208984375,0.021397991,0.30724388360977173,1390,739.1019897460938,,
589824,-419.92847,203,18,2904,597.98,0.001,5157.026623535156,-3.787069062888622,0.0019802189901383825,0.6266469955444336,0.2,0.2457427978515625,0.023039602,0.13588476181030273,1400,1385.730224609375,,
622592,-426.4192,203,19,3065,593.94,0.001,7109.421432876587,-3.7739345021545887,0.0034292640502826544,0.6237011551856995,0.2,0.219342041015625,0.021441149,0.20422136783599854,1410,1404.6954345703125,,
655360,-548.3533,203,20,3224,589.62,0.001,5221.623697662353,-3.764504762738943,0.006214271060525789,0.6238569021224976,0.2,0.264971923828125,0.024662629,0.08596146106719971,1420,1163.9613037109375,,
688128,-442.10822,203,21,3383,578.58,0.001,6476.187488174439,-3.757450571656227,0.004926852686548955,0.6220747232437134,0.2,0.231341552734375,0.021681722,0.1169884204864502,1430,1457.9884033203125,,
720896,-618.28656,203,22,3543,578.37,0.001,5806.0235794067385,-3.753876243531704,0.0030399998420762133,0.6226398944854736,0.2,0.23927001953125,0.022654189,0.07630413770675659,1440,1125.896484375,,
753664,-635.25165,203,23,3702,589.53,0.001,4055.7075811386107,-3.7484413519501687,0.0007305544413611642,0.6205087304115295,0.2,0.206658935546875,0.018667897,0.2537868618965149,1450,663.6729125976562,,
786432,-527.69745,203,24,3861,584.25,0.001,4486.973408508301,-3.738526690751314,0.0034889743135863684,0.6201510429382324,0.2,0.2134246826171875,0.020371571,0.1729300618171692,1460,923.6839599609375,,
819200,-635.27094,203,25,4022,587.1,0.001,4197.543427658081,-3.740357701480389,0.00015700581643613988,0.6202263236045837,0.2,0.2050018310546875,0.018535366,0.263547420501709,1470,745.9326171875,,
851968,-580.2201,203,26,4183,586.79,0.001,3563.9371141433717,-3.7415358915925028,-0.0007921007467302843,0.6197962164878845,0.2,0.1687530517578125,0.014830241,0.37147682905197144,1480,870.134765625,,
884736,-202.50519,203,27,4343,590.92,0.001,5545.296397781372,-3.724211337417364,0.0002850791081073112,0.6155121326446533,0.2,0.1986572265625,0.01801603,0.20406866073608398,1490,1098.215087890625,,
917504,-371.24124,203,28,4504,595.39,0.001,6394.429337310791,-3.7006550155580045,0.001982214309464325,0.6120904088020325,0.2,0.197662353515625,0.017473279,0.15736722946166992,1500,1202.04150390625,,
950272,-542.9407,203,29,4663,598.41,0.001,4671.940225219727,-3.68992468342185,0.0008180415832612197,0.6119475364685059,0.2,0.163946533203125,0.01472072,0.19643086194992065,1510,839.1104125976562,,
983040,-382.5592,203,30,4823,597.09,0.001,3941.0288145065306,-3.6771910578012466,0.0009800240095501067,0.6078908443450928,0.2,0.1750518798828125,0.015799396,0.3049464821815491,1520,519.2966918945312,,
1015808,-429.77054,203,31,4982,596.04,0.001,3826.81236076355,-3.661297955363989,0.0005821437658596551,0.6072092056274414,0.2,0.17510986328125,0.016028002,0.2932359576225281,1530,612.5995483398438,,
1048576,-445.323,203,32,5142,588.89,0.001,3918.506309890747,-3.6439103201031684,4.484182718442753e-05,0.6023237705230713,0.2,0.175445556640625,0.0145967165,0.3044182062149048,1540,561.6356201171875,,
1081344,-373.82047,203,33,5300,580.46,0.001,5133.1509986877445,-3.6224143974483014,-3.414802231418435e-05,0.6004682779312134,0.2,0.1686309814453125,0.014909744,0.32274556159973145,1550,833.888671875,,
1114112,-197.49258,204,34,5460,581.11,0.001,4966.818844223022,-3.6126438371837137,-0.0010223254001175519,0.5994924306869507,0.2,0.1657745361328125,0.014599736,0.37118643522262573,1560,674.6485595703125,,
1146880,-299.23407,204,35,5619,585.2,0.001,5051.342477798462,-3.5985910147428513,0.0010978969505231362,0.5962746143341064,0.2,0.1788238525390625,0.015763387,0.3751792311668396,1570,964.5925903320312,,
1179648,-540.17914,204,36,5778,583.3,0.001,4799.7889987945555,-3.574064042419195,-0.0011195424562174595,0.5925261974334717,0.2,0.1707000732421875,0.015388463,0.3624514937400818,1580,721.8458251953125,,
1212416,-107.71181,204,37,5937,589.63,0.001,5175.212186050415,-3.55059974193573,-0.0008222628890507622,0.5896846055984497,0.2,0.1555206298828125,0.013547147,0.38210779428482056,1590,800.3844604492188,,
1245184,-110.48285,204,38,6096,588.51,0.001,5246.612287902832,-3.5302872650325297,0.0013470132020302118,0.5867828130722046,0.2,0.164385986328125,0.013971008,0.2918740510940552,1600,907.6527099609375,,
1277952,-298.4517,204,39,6257,590.97,0.001,4649.055062103272,-3.5043418020009995,0.00043288409906381273,0.5820446014404297,0.2,0.172894287109375,0.015749432,0.40493762493133545,1610,729.3027954101562,,
1310720,-504.58688,204,40,6417,596.7,0.001,4515.120229721069,-3.4792785800993444,0.00043360786366974935,0.579039454460144,0.2,0.167230224609375,0.01570726,0.4476284384727478,1620,625.4296875,,
1343488,-552.96216,204,41,6578,590.73,0.001,3226.5568014144897,-3.4502647377550604,-3.2570029361522757e-05,0.574341893196106,0.2,0.16004638671875,0.01411986,0.4943821430206299,1630,472.4232482910156,,
1376256,-298.61862,204,42,6743,590.4,0.001,4303.129571914673,-3.4241161666810513,-0.0006526177261548582,0.5709497332572937,0.2,0.177764892578125,0.016711231,0.47277170419692993,1640,547.7897338867188,,
1409024,-18.07482,203,43,6908,600.89,0.001,3182.784739112854,-3.4032816760241986,0.001335740049762535,0.5680815577507019,0.2,0.168414306640625,0.015344832,0.47798120975494385,1650,572.0838012695312,,
1441792,40.594357,203,44,7069,595.34,0.001,5046.186471557618,-3.381677071005106,0.0009066717982932459,0.5648083686828613,0.2,0.1767669677734375,0.015238509,0.45737147331237793,1660,953.8627319335938,,
1474560,1.5540179,203,45,7230,595.45,0.001,3988.6533340454102,-3.3621378272771834,-0.000271463427816343,0.5619374513626099,0.2,0.156842041015625,0.014364049,0.5073562860488892,1670,492.91864013671875,,
1507328,-79.201775,203,46,7389,587.77,0.001,4127.192670822144,-3.3356873713433743,-0.001539109383156756,0.557658851146698,0.2,0.131268310546875,0.011772483,0.4740627408027649,1680,521.2350463867188,,
1540096,-161.71584,203,47,7549,590.65,0.001,4609.679258918763,-3.31934966519475,0.0004089982248842716,0.5573886036872864,0.2,0.1628936767578125,0.015226828,0.4476802349090576,1690,667.9992065429688,,
1572864,178.76466,204,48,7709,583.96,0.001,3880.149882888794,-3.311160533875227,-0.0004478186803680728,0.5557207465171814,0.2,0.140130615234375,0.012462885,0.47059565782546997,1700,755.0810546875,,
1600000,,,,,,0.001,5438.628772354126,-3.299321684986353,-0.0006165138729556929,0.554227888584137,0.2,0.151416015625,0.013605753,0.4382239580154419,1710,830.7698364257812,-297.8939514160156,427.13
1605632,94.23967,197,49,8140,574.52,,,,,,,,,,,,,
1638400,-112.25547,197,50,8299,584.89,0.001,4827.752509689331,-3.285229866951704,-0.00043812429503304885,0.5517231822013855,0.2,0.15281982421875,0.014122709,0.4470188021659851,1720,913.9713745117188,,
1671168,-20.998098,197,51,8459,592.12,0.001,4270.635317230224,-3.269476770609617,-0.001293133626677445,0.5494508147239685,0.2,0.138934326171875,0.012338903,0.46254658699035645,1730,503.5270690917969,,
1703936,-13.351398,197,52,8618,597.03,0.001,3877.5280992507933,-3.2499125823378563,-0.0017680728109553457,0.5465686321258545,0.2,0.1401947021484375,0.01358883,0.5003158152103424,1740,968.3673706054688,,
1736704,-137.83418,197,53,8778,592.2,0.001,3956.5591238021852,-3.221669726073742,0.0005473804303619545,0.5419038534164429,0.2,0.1518157958984375,0.013130734,0.4696481227874756,1750,535.786865234375,,
1769472,-25.211166,197,54,8937,591.62,0.001,4405.882812690735,-3.202975306659937,-0.00010424948559375479,0.5418163537979126,0.2,0.1349212646484375,0.011841645,0.5066443383693695,1760,664.6253662109375,,
1802240,-247.91083,198,55,9096,592.88,0.001,3667.618158531189,-3.1902102388441564,-0.0008138934805174358,0.5386286973953247,0.2,0.1542449951171875,0.014396644,0.4751274585723877,1770,526.404541015625,,
1835008,-63.275726,198,56,9255,578.15,0.001,4910.13878326416,-3.169785173982382,-0.0004308207393478369,0.5362272262573242,0.2,0.1659637451171875,0.013887901,0.49050742387771606,1780,727.7998657226562,,
1867776,-54.115093,198,57,9415,581.26,0.001,5200.4150337219235,-3.1540159143507482,-0.0008249373669968918,0.5350595712661743,0.2,0.154736328125,0.013360527,0.5536463856697083,1790,680.2855834960938,,
1900544,120.86113,198,58,9574,590.26,0.001,4422.246144294739,-3.145584885776043,0.000557288821801194,0.5339645743370056,0.2,0.1503631591796875,0.013633836,0.4744744300842285,1800,518.3336181640625,,
1933312,105.94256,198,59,9733,583.77,0.001,4652.182206344604,-3.129958172142506,0.0010182065065237112,0.5314574837684631,0.2,0.188287353515625,0.016151544,0.49954718351364136,1810,713.95703125,,
1966080,-78.90043,198,60,9894,581.23,0.001,4355.640025901795,-3.1147195495665074,-0.00018339707603445276,0.529852032661438,0.2,0.150091552734375,0.013602408,0.47456949949264526,1820,655.6524047851562,,
1998848,-115.39895,198,61,10055,586.34,0.001,4261.668339729309,-3.0987895354628563,0.00011091467313235625,0.5270645022392273,0.2,0.15645751953125,0.0148643665,0.47723817825317383,1830,523.218505859375,,
2031616,-190.50853,198,62,10214,594.54,0.001,3796.686701774597,-3.085508731752634,0.002758851845283061,0.5262216329574585,0.2,0.180694580078125,0.014854408,0.5219380855560303,1840,508.5282897949219,,
