time/fps,time/iterations,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,train/policy_gradient_loss,train/entropy_loss,train/clip_fraction,train/learning_rate,train/value_loss,train/loss,train/n_updates,train/explained_variance,train/std,train/approx_kl,train/clip_range,eval/mean_reward,eval/mean_ep_length
206,1,32768,601.0,159,168.78236,,,,,,,,,,,,,
201,2,65536,596.2268041237113,324,483.22403,-5.928596024205035e-05,-2.4620270799845456,0.00096435546875,1e-05,15920.762167358398,5873.38671875,2470,0.6957354545593262,0.4494847059249878,0.0014085094,0.2,,
201,3,98304,596.37,488,719.40045,-0.00013225112343207002,-2.4618674233555793,0.0005157470703125,1e-05,16303.778663635254,7580.041015625,2480,0.739411324262619,0.4494604468345642,0.001028396,0.2,,
200,4,131072,601.0,653,678.8644,-0.00018081542793879635,-2.461717090383172,0.00177001953125,1e-05,19899.20880279541,9100.26953125,2490,0.7079306244850159,0.4494486451148987,0.0017171702,0.2,,
200,5,163840,601.0,818,585.9125,-0.00040050190709735035,-2.461657641455531,0.0009613037109375,1e-05,16114.156786346435,7378.47021484375,2500,0.7583442032337189,0.4494476020336151,0.0010802145,0.2,,
200,6,196608,600.8,980,515.18634,-0.0002662689065800805,-2.4616656206548213,0.001824951171875,1e-05,16030.785131835937,8613.5498046875,2510,0.7415038347244263,0.4494498372077942,0.0015627898,0.2,,
200,7,229376,600.1,1143,465.862,-0.00029427766148728554,-2.46162056773901,0.0015350341796875,1e-05,17480.860481262207,6105.10791015625,2520,0.7506147176027298,0.4494348168373108,0.0016619279,0.2,,
200,8,262144,595.27,1306,555.41833,-0.0005138322190759937,-2.4617230776697396,0.0013427734375,1e-05,15121.944881439209,6559.49755859375,2530,0.7676227241754532,0.4494732916355133,0.0015612552,0.2,,
200,9,294912,594.62,1468,533.6307,-0.0003748892348994559,-2.46164492033422,0.0017181396484375,1e-05,17918.48967437744,11214.7021484375,2540,0.785712331533432,0.44940975308418274,0.0015543693,0.2,,
200,10,327680,599.29,1631,784.0876,-0.0006921003302977624,-2.461543707549572,0.0038238525390625,1e-05,18108.317974853515,5327.1513671875,2550,0.7400663495063782,0.4494551420211792,0.002138617,0.2,,
200,11,360448,591.64,1794,593.99713,-0.0006576065621629823,-2.4618400141596792,0.0035888671875,1e-05,21166.483702087404,9555.75,2560,0.7426595389842987,0.44947877526283264,0.0020609468,0.2,,
200,12,393216,594.82,1956,465.0665,-0.00039252825863513865,-2.4619425162672997,0.002679443359375,1e-05,16896.906637573244,6400.9150390625,2570,0.7561884373426437,0.4494796097278595,0.001677251,0.2,,
200,13,425984,593.38,2120,567.10767,-0.0008145294460518926,-2.4618119236081837,0.001678466796875,1e-05,18030.912602233886,8262.2578125,2580,0.7098226547241211,0.4494480788707733,0.0017765712,0.2,,
200,14,458752,598.7,2282,539.8135,-0.0004667460101700271,-2.461715478822589,0.0037384033203125,1e-05,18475.14147796631,8757.255859375,2590,0.7626001983880997,0.4494578540325165,0.002027299,0.2,,
200,15,491520,589.42,2446,693.0826,-0.0006918244785993011,-2.4617515586316587,0.001751708984375,1e-05,17782.097381591797,6171.61376953125,2600,0.7571011632680893,0.44945028424263,0.0016775622,0.2,,
200,16,524288,590.22,2608,663.9643,-0.0003137551051622722,-2.461611847579479,0.000787353515625,1e-05,18310.987907409668,7010.68798828125,2610,0.7678357809782028,0.4494253396987915,0.001340786,0.2,,
200,17,557056,599.41,2772,628.429,-0.00032535599293623816,-2.4614114701747893,0.00205078125,1e-05,17776.70757522583,8615.0634765625,2620,0.7398083806037903,0.44940751791000366,0.0017288995,0.2,,
200,18,589824,593.71,2936,590.1241,0.0003242808669710939,-2.461247066408396,0.00213623046875,1e-05,18763.569982910158,12442.3359375,2630,0.7264555990695953,0.4493897259235382,0.0015117363,0.2,,
200,19,622592,594.59,3100,713.8244,-0.0003307077211502474,-2.461174989119172,0.002789306640625,1e-05,19888.473799133302,5676.03466796875,2640,0.7297576069831848,0.44939491152763367,0.0017663717,0.2,,
200,20,655360,600.35,3263,787.7759,-0.0003664786577701307,-2.461088813468814,0.00089111328125,1e-05,20755.565141296385,9288.265625,2650,0.7089163959026337,0.44936496019363403,0.0013548158,0.2,,
200,21,688128,600.46,3426,818.6168,-0.0005212570773437619,-2.460801274329424,0.00145263671875,1e-05,18514.093299865723,8718.31640625,2660,0.7536868900060654,0.44933125376701355,0.0018089644,0.2,,
200,22,720896,598.51,3589,793.2087,-0.0004889946657385735,-2.4606492187827826,0.001153564453125,1e-05,20241.092498779297,8252.91796875,2670,0.7569456100463867,0.4493308961391449,0.0016132148,0.2,,
200,23,753664,599.37,3751,612.1467,-0.0002752146780494513,-2.460747641324997,0.006427001953125,1e-05,17024.688372802735,9073.041015625,2680,0.7558359801769257,0.44935381412506104,0.0027335805,0.2,,
200,24,786432,595.15,3914,586.8858,-0.0007969512796989874,-2.460901401564479,0.001300048828125,1e-05,17616.30733642578,6337.7333984375,2690,0.7894409447908401,0.44936254620552063,0.001455656,0.2,,
200,25,819200,586.73,4077,623.65967,-0.0003108350761976908,-2.4607600037008526,0.001239013671875,1e-05,17822.181771850584,6473.123046875,2700,0.7237215340137482,0.4493194818496704,0.0014774399,0.2,,
200,26,851968,592.98,4240,721.2891,-0.00034677279227253167,-2.4604302495718002,0.0009185791015625,1e-05,18223.326599121094,8937.935546875,2710,0.7498937845230103,0.44928956031799316,0.001249699,0.2,,
200,27,884736,596.34,4403,829.57245,-0.0006087094604481536,-2.460246765986085,0.0015411376953125,1e-05,18268.21614074707,9424.265625,2720,0.7754907011985779,0.4492764472961426,0.0013808459,0.2,,
200,28,917504,600.14,4566,649.2518,-0.00047592516621079993,-2.460110467299819,0.0013916015625,1e-05,19089.112030029297,8742.7431640625,2730,0.7513119131326675,0.44925904273986816,0.0016067901,0.2,,
200,29,950272,600.01,4728,476.1207,-0.0005113239912134304,-2.460111305117607,0.000250244140625,1e-05,16519.885977172853,6493.30615234375,2740,0.7455745935440063,0.44927504658699036,0.0010591932,0.2,,
200,30,983040,600.51,4891,579.76385,-0.00027819049082609124,-2.4603735953569412,0.002093505859375,1e-05,20778.66405029297,11433.7041015625,2750,0.7015332579612732,0.44931358098983765,0.0019008189,0.2,,
200,31,1015808,600.51,5054,615.3623,-0.00031237961793522117,-2.460533735528588,0.0044158935546875,1e-05,17886.62349243164,6940.9716796875,2760,0.7365742027759552,0.4493032395839691,0.0023492607,0.2,,
200,32,1048576,595.71,5217,815.87524,-1.5982569766492816e-05,-2.460532849282026,0.0006927490234375,1e-05,18616.234815979005,8442.6708984375,2770,0.7259491086006165,0.4493180811405182,0.0010482061,0.2,,
200,33,1081344,591.28,5380,804.8179,-0.0006164742488181218,-2.460573956742883,0.0018035888671875,1e-05,20226.95011138916,7337.76953125,2780,0.742306649684906,0.44930851459503174,0.0016144024,0.2,,
