time/fps,time/iterations,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,train/policy_gradient_loss,train/entropy_loss,train/clip_fraction,train/learning_rate,train/value_loss,train/loss,train/n_updates,train/explained_variance,train/std,train/approx_kl,train/clip_range,eval/mean_reward,eval/mean_ep_length
200,34,1114112,596.57,5543,903.21533,-0.00026713650568126467,-2.460515685379505,0.002337646484375,1e-05,18716.508558654787,7079.45458984375,2790,0.7659627795219421,0.4493064284324646,0.0017376788,0.2,,
200,35,1146880,596.25,5706,1083.6095,-0.00020898319799016462,-2.4605646461248396,0.0037353515625,1e-05,20529.0144241333,8957.7958984375,2800,0.7356148064136505,0.4493217468261719,0.0021666368,0.2,,
200,36,1179648,588.38,5869,879.36304,-0.0001872740844191867,-2.460608983039856,0.0013336181640625,1e-05,27145.25516204834,8555.6357421875,2810,0.694433182477951,0.44931507110595703,0.0014155293,0.2,,
200,37,1212416,591.09,6032,693.474,-0.0003887966442562174,-2.4605006359517576,0.00179443359375,1e-05,17153.836676025392,7147.07861328125,2820,0.7424805164337158,0.4492955207824707,0.0018445067,0.2,,
200,38,1245184,592.59,6195,971.17883,-0.0006150661309220595,-2.4603309370577335,0.002069091796875,1e-05,20622.235624694826,9988.2763671875,2830,0.7689771354198456,0.4492717683315277,0.0014613784,0.2,,
200,39,1277952,587.65,6359,1035.7716,-0.0005191905337596836,-2.4600898891687395,0.003692626953125,1e-05,18898.69813079834,8785.9345703125,2840,0.755886048078537,0.4492443799972534,0.0018935942,0.2,,
200,40,1310720,592.2,6523,765.51526,-0.00035624148476927077,-2.460030812397599,0.003924560546875,1e-05,20191.890951538087,10021.6982421875,2850,0.757176473736763,0.44926488399505615,0.0023936485,0.2,,
200,41,1343488,592.49,6687,665.6646,-0.00027920118172914955,-2.459914290159941,0.000653076171875,1e-05,18481.959421539308,11540.51953125,2860,0.7486947476863861,0.44921672344207764,0.0011418291,0.2,,
200,42,1376256,587.58,6851,661.5644,-0.00034163717755291144,-2.4596422377973797,0.00068359375,1e-05,18634.097213745117,6941.62646484375,2870,0.7369006872177124,0.4492008686065674,0.0009460134,0.2,,
200,43,1409024,590.26,7014,609.80945,-0.00012964615034434247,-2.4595058642327787,0.002227783203125,1e-05,19851.229678344727,8630.9169921875,2880,0.6953975260257721,0.4491836428642273,0.0014752652,0.2,,
200,44,1441792,595.34,7176,843.93994,-0.00038429265841841696,-2.459345889091492,0.00115966796875,1e-05,20835.576403808594,5425.60107421875,2890,0.6813600361347198,0.4491663873195648,0.0012114662,0.2,,
200,45,1474560,596.66,7339,1014.889,-0.0004296842628718878,-2.459222706779838,0.0016876220703125,1e-05,16983.503184509278,7291.58642578125,2900,0.780729815363884,0.4491575360298157,0.0016438625,0.2,,
200,46,1507328,589.74,7501,836.79596,-0.000575592139193759,-2.4591732021421193,0.002569580078125,1e-05,19957.34454956055,8371.7451171875,2910,0.7833326607942581,0.4491599500179291,0.001689144,0.2,,
200,47,1540096,585.01,7664,613.7825,-0.000704982092975115,-2.4591918621212243,0.002020263671875,1e-05,15526.867527770995,7211.38916015625,2920,0.798635333776474,0.4491640031337738,0.0018390054,0.2,,
200,48,1572864,596.1,7828,644.3223,-0.00032746825127105694,-2.4592711456120013,0.0060333251953125,1e-05,21017.738465881346,7763.89013671875,2930,0.7041974067687988,0.44918179512023926,0.0024265237,0.2,,
,,1600000,,,,-0.00045439247596732455,-2.4593843154609205,0.0014739990234375,1e-05,18963.992546081543,9247.5263671875,2940,0.7644510269165039,0.44918349385261536,0.0012519141,0.2,982.1310424804688,529.73
193,49,1605632,590.85,8287,954.64307,,,,,,,,,,,,,
193,50,1638400,590.05,8450,1015.6172,-0.00011553674567039706,-2.4594108309596776,0.000518798828125,1e-05,19640.752020263673,9794.859375,2950,0.7914246618747711,0.4491879343986511,0.0011206475,0.2,,
194,51,1671168,595.44,8613,706.4765,-0.0006402930252534134,-2.459432603791356,0.0036346435546875,1e-05,19038.1229598999,11556.7392578125,2960,0.7652988731861115,0.44918516278266907,0.002435274,0.2,,
194,52,1703936,601.0,8776,699.2754,-8.12862327620678e-05,-2.4594132088124754,0.000909423828125,1e-05,17751.68659362793,6910.66259765625,2970,0.7601190656423569,0.44918274879455566,0.0011389258,0.2,,
194,53,1736704,585.08,8940,695.2714,-0.00021316390520951246,-2.459346919506788,0.000762939453125,1e-05,20250.382574462892,8095.93603515625,2980,0.7074005603790283,0.4491685628890991,0.0012098076,0.2,,
194,54,1769472,566.22,9103,788.4727,-0.0007423966793794534,-2.4591273117810486,0.0045196533203125,1e-05,16423.76025161743,7797.8720703125,2990,0.7611044198274612,0.4491305947303772,0.0023505974,0.2,,
194,55,1802240,581.75,9266,905.747,-0.0004042088321511983,-2.4589916113764048,0.008563232421875,1e-05,22894.201985168456,9379.8154296875,3000,0.7445615530014038,0.4491446018218994,0.003029472,0.2,,
194,56,1835008,591.39,9429,733.4074,-0.00029864595117032875,-2.459106930345297,0.0009796142578125,1e-05,17848.238777160645,9395.2177734375,3010,0.7477271258831024,0.4491576552391052,0.0012492221,0.2,,
194,57,1867776,583.96,9592,925.8524,-0.00030580654811274144,-2.459199665859342,0.001214599609375,1e-05,20503.44299926758,10279.130859375,3020,0.7552025467157364,0.44916635751724243,0.0014992811,0.2,,
194,58,1900544,587.52,9755,904.19415,-0.00018810455112543422,-2.4592159133404494,0.0025909423828125,1e-05,20921.917454528808,6867.60107421875,3030,0.7120219171047211,0.44916272163391113,0.0016632488,0.2,,
194,59,1933312,588.0,9918,747.46466,-0.0004399052894768829,-2.4591798979789017,0.003509521484375,1e-05,20982.89578399658,10058.0380859375,3040,0.7532851845026016,0.44915372133255005,0.0019593595,0.2,,
194,60,1966080,594.75,10083,861.87714,-0.0002487937490514014,-2.4590643793344498,0.0010284423828125,1e-05,17599.610032653807,8489.779296875,3050,0.775687113404274,0.44914165139198303,0.0014708422,0.2,,
195,61,1998848,595.36,10247,1023.6029,-0.00030254890816650004,-2.4589430302381516,0.0011322021484375,1e-05,21679.1139251709,10031.5537109375,3060,0.7190867960453033,0.44912782311439514,0.0014747707,0.2,,
195,62,2031616,582.84,10410,927.4874,-0.0005489003754519217,-2.4588819351047277,0.000836181640625,1e-05,20644.891896057128,10585.9599609375,3070,0.7708650678396225,0.44912970066070557,0.0010999825,0.2,,
