rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/n_updates,train/entropy_loss,train/explained_variance,train/loss,train/value_loss,train/clip_fraction,train/learning_rate,train/std,train/approx_kl,train/clip_range,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
2916.0,1552.95,1572864,48,236,6652,2940,-1.9149109568446874,0.5496689677238464,4230.50048828125,34049.480540275574,0.031744384765625,0.0001,0.39137351512908936,0.004526981,0.2,-0.0008494177335705899,,
,,1600000,,,,2950,-1.9148047341033816,0.6022256314754486,2305.436279296875,39807.01473484039,0.0588043212890625,0.0001,0.3913816213607788,0.0070866933,0.2,-0.00025456366756770876,1257.97,137.0
2872.0,1646.44,1605632,49,207,7747,,,,,,,,,,,,,
1932.0,1586.65,1638400,50,207,7893,2960,-1.914299818035215,0.5858202576637268,6759.85400390625,51747.564337158205,0.0376312255859375,0.0001,0.391279399394989,0.005214461,0.2,0.0002911899880018609,,
2569.0,1592.62,1671168,51,207,8046,2970,-1.913225817028433,0.3393225073814392,7134.3955078125,210241.23078689576,0.0503692626953125,0.0001,0.39118602871894836,0.005635973,0.2,0.0005782186779470066,,
2834.0,1636.61,1703936,52,207,8207,2980,-1.9125200655311345,0.6141819953918457,4858.046875,37214.01229057312,0.0393890380859375,0.0001,0.39115476608276367,0.005294623,0.2,-0.0007384602614365577,,
3315.0,1612.69,1736704,53,208,8345,2990,-1.9120188578031958,0.667995274066925,4447.67822265625,27085.87339115143,0.04166259765625,0.0001,0.3910830318927765,0.005824414,0.2,0.00028389363747010065,,
3141.0,1558.34,1769472,54,208,8499,3000,-1.9113246931694448,0.7881183922290802,5252.43505859375,18498.628369522095,0.040960693359375,0.0001,0.3910163640975952,0.0052625053,0.2,0.00046871303566149437,,
4053.0,1552.04,1802240,55,208,8635,3010,-1.91080858213827,0.6974359154701233,3834.76123046875,18753.574482345583,0.049029541015625,0.0001,0.3909892439842224,0.006001192,0.2,0.0005042125389081775,,
4336.0,1530.9,1835008,56,209,8778,3020,-1.9104323022067546,0.6344216465950012,7013.57421875,35957.06515579224,0.030535888671875,0.0001,0.39093440771102905,0.0047692545,0.2,0.0007171635352278827,,
4309.0,1408.82,1867776,57,209,8904,3030,-1.9096116825006901,0.6600195467472076,4922.18701171875,22976.77636051178,0.048529052734375,0.0001,0.39083635807037354,0.0056425896,0.2,0.0001383149893626978,,
3888.0,1325.64,1900544,58,210,9031,3040,-1.9088130216114223,0.7548637688159943,2371.839599609375,13499.96684036255,0.0387664794921875,0.0001,0.39077872037887573,0.0054233177,0.2,-0.0013339807410375215,,
3145.0,1306.83,1933312,59,210,9189,3050,-1.9085118957795202,0.758342981338501,2796.585693359375,11564.511085605622,0.0312042236328125,0.0001,0.39077603816986084,0.0044124555,0.2,-0.00025035033004314753,,
2511.0,1402.53,1966080,60,210,9348,3060,-1.9083059678785503,0.7351115942001343,2039.293212890625,9760.067437934875,0.03709716796875,0.0001,0.3907352685928345,0.0047489386,0.2,0.0007039543083010358,,
3150.0,1479.71,1998848,61,210,9509,3070,-1.9080517889000475,0.28650349378585815,14904.861328125,500629.3893886566,0.057177734375,0.0001,0.39075297117233276,0.0062142834,0.2,0.00022549999985130854,,
3259.0,1547.35,2031616,62,210,9653,3080,-1.9080515244975687,0.7078139781951904,47527.9765625,27034.451331520082,0.0385528564453125,0.0001,0.3907197117805481,0.0050215945,0.2,-0.0012015035966214782,,
